rank	kind	key	priority	events	unique_start_ips	unique_end_ips	sources	targets	deltas	statuses	sites	nearest_recovered	sample_starts	sample_ends	detail
679	decoded_long_branch_sample	145->165:prefix_32_of_1867	5	1	1	1	145:1	165:1	+0x74b:1	prefix_32_of_1867:1	tail@0x9634f:1	inside=291@0x338e18-0x338f6c+0x0	0x3386cd	0x338e18	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x74b
680	decoded_long_branch_sample	145->165:prefix_32_of_648	5	1	1	1	145:1	165:1	+0x288:1	prefix_32_of_648:1	tail@0x9634f:1	inside=342@0x342f66-0x343122+0x0	0x342cde	0x342f66	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x288
681	decoded_long_branch_sample	145->171:prefix_32_of_48	5	1	1	1	145:1	171:1	+0x30:1	prefix_32_of_48:1	tail@0x9634f:1	inside=417@0x36ef46-0x36f427+0x0	0x36ef16	0x36ef46	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x30
682	decoded_long_branch_sample	145->171:prefix_32_of_651	5	1	1	1	145:1	171:1	+0x28b:1	prefix_32_of_651:1	tail@0x9634f:1	inside=421@0x36faf6-0x36fca8+0x0	0x36f86b	0x36faf6	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x28b
683	decoded_long_branch_sample	145->354:prefix_32_of_633	5	1	1	1	145:1	354:1	+0x279:1	prefix_32_of_633:1	tail@0x9634f:1	inside=430@0x370770-0x3707a0+0x0	0x3704f7	0x370770	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x279
684	decoded_long_branch_sample	145->354:prefix_32_of_651	5	1	1	1	145:1	354:1	+0x28b:1	prefix_32_of_651:1	tail@0x9634f:1	inside=229@0x31be84-0x31c005+0x0	0x31bbf9	0x31be84	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x28b
685	decoded_long_branch_sample	210->165:prefix_32_of_1648	5	1	1	1	210:1	165:1	+0x670:1	prefix_32_of_1648:1	tail@0xa35dd:1	inside=26@0xdac57-0xdad78+0x0	0xda5e7	0xdac57	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x670
686	decoded_long_branch_sample	210->165:prefix_32_of_48	5	1	1	1	210:1	165:1	+0x30:1	prefix_32_of_48:1	tail@0xa35dd:1	inside=214@0x30eeea-0x30f3c5+0x0	0x30eeba	0x30eeea	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x30
687	decoded_long_branch_sample	210->171:prefix_32_of_119	5	1	1	1	210:1	171:1	+0x77:1	prefix_32_of_119:1	tail@0xa35dd:1	inside=66@0x11ef65-0x11f1b9+0x0	0x11eeee	0x11ef65	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x77
688	decoded_long_branch_sample	210->354:prefix_32_of_529	5	1	1	1	210:1	354:1	+0x211:1	prefix_32_of_529:1	tail@0xa35dd:1	inside=234@0x31c7a7-0x31c963+0x0	0x31c596	0x31c7a7	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x211
689	decoded_long_branch_sample	210->354:prefix_32_of_651	5	1	1	1	210:1	354:1	+0x28b:1	prefix_32_of_651:1	tail@0xa35dd:1	inside=236@0x31cbee-0x31cd8c+0x0	0x31c963	0x31cbee	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x28b
690	decoded_long_branch_sample	246->165:prefix_32_of_529	5	1	1	1	246:1	165:1	+0x211:1	prefix_32_of_529:1	tail@0xabc56:1	inside=322@0x33fe02-0x340193+0x0	0x33fbf1	0x33fe02	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x211
691	decoded_long_branch_sample	246->165:prefix_32_of_538	5	1	1	1	246:1	165:1	+0x21a:1	prefix_32_of_538:1	tail@0xabc56:1	inside=366@0x365458-0x365488+0x0	0x36523e	0x365458	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x21a
692	decoded_long_branch_sample	246->165:prefix_32_of_648	5	1	1	1	246:1	165:1	+0x288:1	prefix_32_of_648:1	tail@0xabc56:1	inside=419@0x36f6af-0x36f86b+0x0	0x36f427	0x36f6af	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x288
693	decoded_long_branch_sample	246->171:prefix_32_of_1828	5	1	1	1	246:1	171:1	+0x724:1	prefix_32_of_1828:1	tail@0xabc56:1	inside=306@0x33c5b8-0x33cd0f+0x0	0x33be94	0x33c5b8	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x724
694	decoded_long_branch_sample	246->171:prefix_32_of_648	5	1	1	1	246:1	171:1	+0x288:1	prefix_32_of_648:1	tail@0xabc56:1	inside=336@0x342205-0x3423c1+0x0	0x341f7d	0x342205	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x288
695	decoded_long_branch_sample	246->354:prefix_32_of_1937	5	1	1	1	246:1	354:1	+0x791:1	prefix_32_of_1937:1	tail@0xabc56:1	inside=389@0x369b28-0x369c4a+0x0	0x369397	0x369b28	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x791
696	decoded_long_branch_sample	246->354:prefix_32_of_538	5	1	1	1	246:1	354:1	+0x21a:1	prefix_32_of_538:1	tail@0xabc56:1	inside=254@0x31ea5c-0x31ea8c+0x0	0x31e842	0x31ea5c	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x21a
697	decoded_long_branch_sample	246->354:prefix_32_of_574	5	1	1	1	246:1	354:1	+0x23e:1	prefix_32_of_574:1	tail@0xabc56:1	inside=3@0xd0eb3-0xd1002+0x0	0xd0c75	0xd0eb3	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x23e
698	decoded_long_branch_sample	246->354:prefix_32_of_87	5	1	1	1	246:1	354:1	+0x57:1	prefix_32_of_87:1	tail@0xabc56:1	inside=123@0x177353-0x1774b8+0x0	0x1772fc	0x177353	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x57
699	decoded_long_branch_sample	266->165:-0x4e0	5	1	1	1	266:1	165:1	-0x4e0:1	backedge_sample:1	tail@0xafa1d:1	inside=357@0x362f71-0x36405b+0xe13	0x364264	0x363d84	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[165], ip -= 0x4e0
700	decoded_long_branch_sample	266->165:-0x566	5	1	1	1	266:1	165:1	-0x566:1	backedge_sample:1	tail@0xafa1d:1	inside=231@0x31c035-0x31c33a+0x204	0x31c79f	0x31c239	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[165], ip -= 0x566
701	decoded_long_branch_sample	266->171:-0x2e48f	5	1	1	1	266:1	171:1	-0x2e48f:1	backedge_sample:1	tail@0xafa1d:1	inside=190@0x292df6-0x293001+0x148	0x2c13cd	0x292f3e	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x2e48f
702	decoded_long_branch_sample	266->171:prefix_32_of_102	5	1	1	1	266:1	171:1	+0x66:1	prefix_32_of_102:1	tail@0xafa1d:1	inside=57@0x11de9f-0x11e02d+0x0	0x11de39	0x11de9f	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip += 0x66
703	decoded_long_branch_sample	266->354:prefix_32_of_84	5	1	1	1	266:1	354:1	+0x54:1	prefix_32_of_84:1	tail@0xafa1d:1	inside=39@0x11bf5d-0x11c0ac+0x0	0x11bf09	0x11bf5d	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[354], ip += 0x54
704	decoded_long_branch_sample	302->165:prefix_32_of_85	5	1	1	1	302:1	165:1	+0x55:1	prefix_32_of_85:1	tail@0xb7699:1	inside=287@0x336dc8-0x33710f+0x0	0x336d73	0x336dc8	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[165], ip += 0x55
705	decoded_long_branch_sample	302->171:prefix_32_of_85	5	1	1	1	302:1	171:1	+0x55:1	prefix_32_of_85:1	tail@0xb7699:1	inside=275@0x333882-0x333a08+0x0	0x33382d	0x333882	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip += 0x55
706	decoded_long_branch_sample	308->171:-0x4e6	5	1	1	1	308:1	171:1	-0x4e6:1	backedge_sample:1	tail@0xb84a4:1	inside=320@0x33f710-0x33fbf1+0x204	0x33fdfa	0x33f914	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x4e6
707	decoded_long_branch_sample	308->171:prefix_32_of_84	5	1	1	1	308:1	171:1	+0x54:1	prefix_32_of_84:1	tail@0xb84a4:1	inside=36@0x11bc28-0x11bd5f+0x0	0x11bbd4	0x11bc28	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip += 0x54
708	decoded_long_branch_sample	308->354:-0x4e6	5	1	1	1	308:1	354:1	-0x4e6:1	backedge_sample:1	tail@0xb84a4:1	inside=225@0x31b34b-0x31b82c+0x204	0x31ba35	0x31b54f	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[354], ip -= 0x4e6
709	decoded_long_branch_sample	308->354:prefix_32_of_85	5	1	1	1	308:1	354:1	+0x55:1	prefix_32_of_85:1	tail@0xb84a4:1	inside=302@0x33a385-0x33a50b+0x0	0x33a330	0x33a385	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[354], ip += 0x55
710	decoded_long_branch_sample	308->354:prefix_32_of_8897	5	1	1	1	308:1	354:1	+0x22c1:1	prefix_32_of_8897:1	tail@0xb84a4:1	inside=128@0x179f43-0x17a04f+0x0	0x177c82	0x179f43	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[354], ip += 0x22c1
711	decoded_long_branch_sample	316->165:prefix_32_of_48	5	1	1	1	316:1	165:1	+0x30:1	prefix_32_of_48:1	tail@0xba0cc:1	inside=225@0x31b34b-0x31b82c+0x0	0x31b31b	0x31b34b	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x30
712	decoded_long_branch_sample	316->165:prefix_32_of_4803	5	1	1	1	316:1	165:1	+0x12c3:1	prefix_32_of_4803:1	tail@0xba0cc:1	inside=442@0x371a63-0x371b85+0x0	0x3707a0	0x371a63	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x12c3
713	decoded_long_branch_sample	316->165:prefix_32_of_529	5	1	1	1	316:1	165:1	+0x211:1	prefix_32_of_529:1	tail@0xba0cc:1	inside=359@0x36426c-0x364c68+0x0	0x36405b	0x36426c	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x211
714	decoded_long_branch_sample	316->171:prefix_32_of_48	5	1	1	1	316:1	171:1	+0x30:1	prefix_32_of_48:1	tail@0xba0cc:1	inside=394@0x36b38e-0x36b693+0x0	0x36b35e	0x36b38e	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x30
715	decoded_long_branch_sample	316->171:prefix_32_of_529	5	1	1	1	316:1	171:1	+0x211:1	prefix_32_of_529:1	tail@0xba0cc:1	inside=355@0x362b2a-0x362ce6+0x0	0x362919	0x362b2a	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x211
716	decoded_long_branch_sample	316->171:prefix_32_of_648	5	1	1	1	316:1	171:1	+0x288:1	prefix_32_of_648:1	tail@0xba0cc:1	inside=216@0x30f64d-0x30fd84+0x0	0x30f3c5	0x30f64d	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x288
717	decoded_long_branch_sample	316->354:prefix_32_of_1219	5	1	1	1	316:1	354:1	+0x4c3:1	prefix_32_of_1219:1	tail@0xba0cc:1	inside=206@0x2bfe6f-0x2bff90+0x0	0x2bf9ac	0x2bfe6f	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x4c3
718	decoded_long_branch_sample	316->354:prefix_32_of_48	5	1	1	1	316:1	354:1	+0x30:1	prefix_32_of_48:1	tail@0xba0cc:1	inside=348@0x343f3c-0x34556c+0x0	0x343f0c	0x343f3c	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x30
719	decoded_long_branch_sample	316->354:prefix_32_of_648	5	1	1	1	316:1	354:1	+0x288:1	prefix_32_of_648:1	tail@0xba0cc:1	inside=326@0x340953-0x340b0f+0x0	0x3406cb	0x340953	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x288
720	decoded_long_branch_sample	316->354:prefix_32_of_88	5	1	1	1	316:1	354:1	+0x58:1	prefix_32_of_88:1	tail@0xba0cc:1	inside=255@0x31eae4-0x31ec6a+0x0	0x31ea8c	0x31eae4	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x58
721	decoded_long_branch_sample	334->165:prefix_32_of_1165	5	1	1	1	334:1	165:1	+0x48d:1	prefix_32_of_1165:1	tail@0xbe55b:1	inside=205@0x2bf97c-0x2bf9ac+0x0	0x2bf4ef	0x2bf97c	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x48d
722	decoded_long_branch_sample	334->165:prefix_32_of_47	5	1	1	1	334:1	165:1	+0x2f:1	prefix_32_of_47:1	tail@0xbe55b:1	inside=365@0x365190-0x36523e+0x0	0x365161	0x365190	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x2f
723	decoded_long_branch_sample	334->165:prefix_32_of_568	5	1	1	1	334:1	165:1	+0x238:1	prefix_32_of_568:1	tail@0xbe55b:1	inside=72@0x1210d6-0x121199+0x0	0x120e9e	0x1210d6	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x238
724	decoded_long_branch_sample	334->165:prefix_32_of_648	5	1	1	1	334:1	165:1	+0x288:1	prefix_32_of_648:1	tail@0xbe55b:1	inside=332@0x3416b4-0x341a45+0x0	0x34142c	0x3416b4	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x288
725	decoded_long_branch_sample	334->171:prefix_32_of_3013	5	1	1	1	334:1	171:1	+0xbc5:1	prefix_32_of_3013:1	tail@0xbe55b:1	inside=210@0x2c1156-0x2c1277+0x0	0x2c0591	0x2c1156	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0xbc5
726	decoded_long_branch_sample	334->171:prefix_32_of_47	5	1	1	1	334:1	171:1	+0x2f:1	prefix_32_of_47:1	tail@0xbe55b:1	inside=78@0x121a8a-0x121aba+0x0	0x121a5b	0x121a8a	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x2f
727	decoded_long_branch_sample	334->171:prefix_32_of_48	5	1	1	1	334:1	171:1	+0x30:1	prefix_32_of_48:1	tail@0xbe55b:1	inside=320@0x33f710-0x33fbf1+0x0	0x33f6e0	0x33f710	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x30
728	decoded_long_branch_sample	334->171:prefix_32_of_506	5	1	1	1	334:1	171:1	+0x1fa:1	prefix_32_of_506:1	tail@0xbe55b:1	inside=244@0x31df8f-0x31e052+0x0	0x31dd95	0x31df8f	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x1fa
729	decoded_long_branch_sample	334->171:prefix_32_of_896	5	1	1	1	334:1	171:1	+0x380:1	prefix_32_of_896:1	tail@0xbe55b:1	inside=87@0x122a46-0x122c7b+0x0	0x1226c6	0x122a46	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x380
730	decoded_long_branch_sample	334->354:prefix_32_of_119	5	1	1	1	334:1	354:1	+0x77:1	prefix_32_of_119:1	tail@0xbe55b:1	inside=82@0x122074-0x122196+0x0	0x121ffd	0x122074	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x77
731	decoded_long_branch_sample	334->354:prefix_32_of_1937	5	1	1	1	334:1	354:1	+0x791:1	prefix_32_of_1937:1	tail@0xbe55b:1	inside=412@0x36d579-0x36d69b+0x0	0x36cde8	0x36d579	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x791
732	decoded_long_branch_sample	334->354:prefix_32_of_48	5	1	1	1	334:1	354:1	+0x30:1	prefix_32_of_48:1	tail@0xbe55b:1	inside=370@0x36772d-0x367c0e+0x0	0x3676fd	0x36772d	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x30
733	decoded_long_branch_sample	334->354:prefix_32_of_525	5	1	1	1	334:1	354:1	+0x20d:1	prefix_32_of_525:1	tail@0xbe55b:1	inside=9@0xd476e-0xd4889+0x0	0xd4561	0xd476e	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x20d
734	decoded_long_branch_sample	334->354:prefix_32_of_5400	5	1	1	1	334:1	354:1	+0x1518:1	prefix_32_of_5400:1	tail@0xbe55b:1	inside=69@0x1209d2-0x120af4+0x0	0x11f4ba	0x1209d2	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x1518
735	decoded_long_branch_sample	334->354:prefix_32_of_648	5	1	1	1	334:1	354:1	+0x288:1	prefix_32_of_648:1	tail@0xbe55b:1	inside=264@0x332105-0x332469+0x0	0x331e7d	0x332105	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x288
736	decoded_long_branch_sample	334->354:prefix_32_of_651	5	1	1	1	334:1	354:1	+0x28b:1	prefix_32_of_651:1	tail@0xbe55b:1	inside=357@0x362f71-0x36405b+0x0	0x362ce6	0x362f71	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x28b
737	decoded_long_branch_sample	334->354:prefix_32_of_88	5	1	1	1	334:1	354:1	+0x58:1	prefix_32_of_88:1	tail@0xbe55b:1	inside=367@0x3654e0-0x3655e4+0x0	0x365488	0x3654e0	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x58
738	decoded_long_branch_sample	75->165:prefix_32_of_473	5	1	1	1	75:1	165:1	+0x1d9:1	prefix_32_of_473:1	tail@0x87c25:1	inside=61@0x11e574-0x11e695+0x0	0x11e39b	0x11e574	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x1d9
739	decoded_long_branch_sample	75->165:prefix_32_of_591	5	1	1	1	75:1	165:1	+0x24f:1	prefix_32_of_591:1	tail@0x87c25:1	inside=203@0x2bf297-0x2bf3b8+0x0	0x2bf048	0x2bf297	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x24f
740	decoded_long_branch_sample	75->165:prefix_32_of_651	5	1	1	1	75:1	165:1	+0x28b:1	prefix_32_of_651:1	tail@0x87c25:1	inside=374@0x3682dd-0x36848f+0x0	0x368052	0x3682dd	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x28b
741	decoded_long_branch_sample	75->171:prefix_32_of_10917	5	1	1	1	75:1	171:1	+0x2aa5:1	prefix_32_of_10917:1	tail@0x87c25:1	inside=24@0xda38f-0xda4b0+0x0	0xd78ea	0xda38f	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x2aa5
742	decoded_long_branch_sample	75->354:prefix_32_of_20238	5	1	1	1	75:1	354:1	+0x4f0e:1	prefix_32_of_20238:1	tail@0x87c25:1	inside=221@0x315cc8-0x316672+0x0	0x310dba	0x315cc8	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x4f0e
743	decoded_long_branch_sample	75->354:prefix_32_of_529	5	1	1	1	75:1	354:1	+0x211:1	prefix_32_of_529:1	tail@0x87c25:1	inside=227@0x31ba3d-0x31bbf9+0x0	0x31b82c	0x31ba3d	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x211
744	decoded_long_branch_sample	75->354:prefix_32_of_574	5	1	1	1	75:1	354:1	+0x23e:1	prefix_32_of_574:1	tail@0x87c25:1	inside=17@0xd5a12-0xd5b17+0x0	0xd57d4	0xd5a12	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x23e
745	decoded_long_branch_sample	75->354:prefix_32_of_651	5	1	1	1	75:1	354:1	+0x28b:1	prefix_32_of_651:1	tail@0x87c25:1	inside=344@0x3433ad-0x34355f+0x0	0x343122	0x3433ad	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x28b
