observation	delta	shape	constant_bytes	skeleton_hash	events	entries	top_entries	top_targets	top_ops	skeleton
exact	+0x2	VV	-	2c06d319e9fa46d5	3880	1	256@0xad849:3880	340@0xbf435:390,189@0x9e7af:295,199@0xa0631:233,168@0x9aa83:225,215@0xa4609:209,114@0x90319:207	RF+0x81/8:6,WF+0x170/4:6,RF+0x194/1:4,RF+0x170/4:4,WF+0x23/4:4,RF+0x71/8:3	RF+0x71/8:mov;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x16f/1:cmp;RF+0x71/8:add;WF+0x170/4:xor;RF+0x170/4:mov;RF+0x81/8:mov;WF+0x23/4:sub;WF+0x23/4:xor;WF+0x170/4:add;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x170/4:or;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x194/1:mov;RF+0x71/8:add;RF+0x81/8:mov;RF+0x170/4:and;RF+0x0/8:cmp;WF+0x170/4:xor;RF+0x170/4:mov;RF+0x81/8:mov;WF+0x23/4:xor;WF+0x23/4:xor;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9
exact	+0x5	VVCCC	b2=0x3d,b3=0x01,b4=0x00	cbe53bdd01764076	3633	1	79@0x885b0:3633	257@0xadbfd:865,198@0xa037e:745,160@0x994cf:451,108@0x8f24b:397,144@0x95887:373,256@0xad849:350	WF+0x170/4:8,RF+0x23/4:4,RF+0xa/8:4,RF+0x81/8:3,RF+0x0/8:3,RF+0x170/4:3	RF+0x60/8:mov;WF+0x60/8:mov;WF+0x23/4:xor;RF+0x71/8:add;RF+0x81/8:mov;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x23/4:mov;WF+0x170/4:sub;WF+0x170/4:and;RF+0x23/4:mov;WF+0x170/4:or;RF+0x60/8:mov;WF+0x71/8:mov;WF+0x170/4:sub;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x170/4:xor;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/1:movzx;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;WF+0x170/4:xor;RF+0x170/4:add;RF+0x0/8:cmp;WF+0x170/4:add;RF+0x170/4:xor;RF+0x71/8:mov;RF+0x0/8:cmp;WF+0x71/8:mov;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10;RF+0xa/8:mov
exact	+0x5	CCCVV	b0=0x00,b1=0x3d,b2=0x01	149906ddfd736823	3576	1	220@0xa522e:3576	144@0x95887:813,108@0x8f24b:555,173@0x9ba74:520,198@0xa037e:485,352@0xc1ec4:405,256@0xad849:351	WF+0x170/4:6,RF+0x170/4:4,WF+0x23/4:4,RF+0x81/8:4,RF+0x71/8:4,RF+0x23/4:3	RF+0x23/4:mov;WF+0x170/4:or;RF+0x170/4:and;RF+0x170/4:mov;RF+0x0/8:cmp;WF+0x23/4:sub;RF+0x81/8:mov;RF+0x71/8:xor;RF+0x81/8:mov;WF+0x170/4:add;RF+0x194/1:mov;WF+0x170/4:and;RF+0x23/4:mov;RF+0x0/8:mov;WF+0x170/4:sub;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x60/8:mov;WF+0x60/8:mov;RF+0x71/8:xor;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:add;WF+0x170/4:add;RF+0x81/8:mov;RF+0x60/8:mov;WF+0x71/8:mov;RF+0x71/8:xor;RF+0x170/4:mov;WF+0x23/4:xor;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10
exact	+0x5	VVCCC	b2=0x00,b3=0x3d,b4=0x01	2937a8c1addefb2b	3434	1	3@0x78c77:3434	160@0x994cf:635,256@0xad849:510,257@0xadbfd:503,144@0x95887:485,352@0xc1ec4:418,173@0x9ba74:377	WF+0x170/4:7,RF+0x71/8:4,RF+0x81/8:3,RF+0xa/8:3,RF+0x194/1:2,RF+0x23/4:2	RF+0x194/1:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x81/8:mov;RF+0x170/4:sub;RF+0x0/8:cmp;WF+0x170/4:sub;RF+0x71/8:sub;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x71/8:sub;WF+0x170/4:or;RF+0x194/1:mov;WF+0x170/4:sub;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x71/8:sub;RF+0x60/8:mov;RF+0x81/8:mov;WF+0x60/8:mov;RF+0x60/8:mov;WF+0x71/8:mov;RF+0x71/8:mov;WF+0x71/8:mov;WF+0x23/4:xor;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;WF+0x170/4:add;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15
exact	+0x4	VVVV	-	993a33dd7b83fead	3292	1	332@0xbd36d:3292	347@0xc088d:268,114@0x90319:257,90@0x8b334:256,99@0x8c99a:256,319@0xba72f:256,258@0xadf2c:249	RF+0x170/4:9,WF+0x23/4:7,WF+0x170/4:7,RF+0x23/4:6,RF+0x81/8:3,RF+0x0/8:3	RF+0x170/4:mov;RF+0x81/8:mov;WF+0x23/4:and;WF+0x170/4:or;RF+0x170/4:mov;WF+0x23/4:and;WF+0x170/4:and;RF+0x170/4:mov;WF+0x23/4:xor;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x170/4:or;RF+0x170/4:xor;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:and;RF+0x81/8:mov;WF+0x170/4:add;RF+0xa/8:mov;IPADV+0x0;RF+0x81/8:mov;RIP+0x0/2:movzx;RF+0x170/4:xor;RF+0x23/4:add;WF+0x60/8:mov;RF+0x23/4:mov;WF+0x170/4:add;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:xor;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:add;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi;RF+0x170/4:mov
exact	+0x4	VVVV	-	64237dfe3d6f92dd	3190	1	300@0xb6c36:3190	258@0xadf2c:517,220@0xa522e:355,183@0x9d495:268,337@0xbec0e:262,333@0xbd8af:262,185@0x9d964:260	RF+0x170/4:9,RF+0x0/8:7,WF+0x170/4:5,RF+0x81/8:4,RF+0x23/4:3,WF+0x23/4:3	RF+0x81/8:mov;WF+0x170/4:and;RF+0x81/8:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x170/4:sub;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0x71/8:sub;RF+0x170/4:or;RF+0x0/8:cmp;WF+0x170/4:and;RF+0x170/4:and;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;RF+0x23/4:add;WF+0x170/4:sub;WF+0x23/4:and;WF+0x60/8:mov;RF+0x170/4:xor;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x0/8:cmp;RF+0x71/8:sub;RF+0x23/4:mov;WF+0x170/4:or;RF+0x81/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x60/8:mov
exact	+0x4	VVVV	-	2f1b273fcd1212ae	2645	1	260@0xae90b:2645	180@0x9cf32:356,189@0x9e7af:271,340@0xbf435:257,183@0x9d495:247,91@0x8b6de:204,64@0x85059:186	WF+0x170/4:10,RF+0x23/4:8,WF+0x23/4:6,RF+0x170/4:3,RF+0xa/8:2,RF+0x71/8:1	RF+0x23/4:mov;WF+0x23/4:sub;WF+0x23/4:add;WF+0x170/4:add;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x71/8:add;WF+0x170/4:or;RF+0x23/4:mov;WF+0x170/4:add;RF+0x23/4:mov;WF+0x170/4:or;WF+0x170/4:or;RF+0x23/4:mov;WF+0x170/4:or;RF+0x23/4:mov;WF+0x170/4:or;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:xor;RF+0x81/8:mov;RF+0x170/4:mov;WF+0x23/4:or;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;RF+0x23/4:sub;WF+0x170/4:and;WF+0x23/4:sub;WF+0x60/8:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx
exact	+0x5	CCCVV	b0=0x00,b1=0x3d,b2=0x01	f3a8f32d8d7b478e	2612	1	269@0xb045b:2612	108@0x8f24b:571,352@0xc1ec4:384,256@0xad849:368,160@0x994cf:364,173@0x9ba74:364,257@0xadbfd:274	WF+0x170/4:5,RF+0x170/4:4,RF+0x23/4:4,RF+0x0/8:4,WF+0x23/4:3,RF+0xa/8:3	RF+0x170/4:mov;WF+0x23/4:and;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:xor;WF+0x170/4:and;RF+0x60/8:mov;WF+0x60/8:mov;RF+0x23/4:mov;WF+0x170/4:and;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x23/4:mov;WF+0x170/4:or;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:add;RF+0x60/8:mov;RF+0x0/8:cmp;WF+0x71/8:mov;RF+0xa/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;RF+0x71/8:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
exact	+0x4	VVVV	-	735fd5a3dcc73504	2590	1	30@0x7e849:2590	183@0x9d495:397,203@0xa1484:350,91@0x8b6de:266,192@0x9f00a:256,337@0xbec0e:187,185@0x9d964:185	RF+0x81/8:6,RF+0x170/4:4,RF+0x23/4:4,WF+0x23/4:4,RF+0x194/1:2,RF+0x0/8:2	RF+0x194/1:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x71/8:sub;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x23/4:and;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:or;RF+0x170/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;RF+0x23/4:add;WF+0x23/4:or;WF+0x60/8:mov;WF+0x170/4:add;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:add;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x2	VE	-	da9f3fecfdc894ee	2533	1	171@0x9b4b3:2533	196@0x9fbcd:352,337@0xbec0e:328,322@0xbb3c9:256,333@0xbd8af:191,43@0x8173d:186,66@0x855ff:152	WF+0x170/4:4,WF+0x23/4:4,RF+0x23/4:2,RF+0x71/8:1,WF+0xf3/4:1,RF+0xa/8:1	WF+0x170/4:sub;WF+0x170/4:or;RF+0x71/8:xor;WF+0x23/4:add;WF+0x170/4:mov;WF+0x23/4:mov;WF+0xf3/4:mov;RF+0x23/4:mov;WF+0x170/4:add;RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0x6	VVVVVV	-	677c47ad399b8258	2519	1	239@0xa991e:2519	297@0xb64d7:255,28@0x7e390:228,320@0xbada5:208,37@0x80685:177,157@0x98a9a:154,340@0xbf435:138	WF+0x170/4:5,WF+0x23/4:5,RF+0x23/4:3,RF+0x170/4:3,RF+0x81/8:2,RF+0xa/8:2	WF+0x170/4:add;RF+0x23/4:mov;WF+0x170/4:add;RF+0x194/1:mov;RF+0x81/8:mov;RF+0x170/4:mov;WF+0x23/4:and;WF+0x170/4:and;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:and;RF+0x71/8:add;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;RF+0x170/4:sub;WF+0x170/4:and;WF+0x60/8:mov;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:or;RF+0xa/8:mov;IPADV+0x4;RF+0x10f/8:mov;RIP+0x4/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x6	CCCCVV	b0=0xe8,b1=0x01,b2=0x3d,b3=0x01	970d0edc046a10d0	2509	1	167@0x9a8d2:2509	351@0xc1d48:1262,283@0xb3612:790,295@0xb60e0:457	RF+0xa/8:3,RF+0x23/4:2,RF+0x71/8:1,IPADV+0x2:1,IPADV+0x0:1,RIP+0x2/2:1	RF+0x71/8:add;RF+0xa/8:mov;RF+0xa/8:mov;IPADV+0x2;IPADV+0x0;RIP+0x2/2:movzx;RIP+0x0/2:movzx;WF+0x23/4:sub;RF+0x23/4:mov;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx;RF+0x23/4:mov
exact	+0x5	VVCCC	b2=0x00,b3=0x3d,b4=0x01	1f4faccabe39f38f	2508	1	83@0x8947b:2508	173@0x9ba74:548,108@0x8f24b:441,160@0x994cf:336,257@0xadbfd:286,352@0xc1ec4:284,144@0x95887:271	WF+0x170/4:5,RF+0x81/8:3,RF+0xa/8:3,RF+0x0/8:2,RF+0x60/8:2,RF+0x23/4:2	WF+0x170/4:and;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x60/8:mov;RF+0x23/4:mov;WF+0x60/8:mov;WF+0x170/4:or;RF+0x170/4:xor;RF+0x60/8:mov;RF+0x0/8:cmp;WF+0x71/8:mov;WF+0x170/4:add;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:sub;WF+0x170/4:sub;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0x81/8:mov;RF+0x71/8:mov;WF+0x71/8:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x4	VVVV	-	8ff04cbab1d8ec18	2414	1	350@0xc1926:2414	183@0x9d495:318,258@0xadf2c:257,281@0xb2db6:257,91@0x8b6de:203,114@0x90319:158,180@0x9cf32:147	WF+0x170/4:5,RF+0x170/4:4,RF+0x71/8:4,RF+0x81/8:3,WF+0x23/4:2,RF+0xa/8:2	RF+0x81/8:mov;RF+0x194/1:mov;WF+0x170/4:add;RF+0x170/4:mov;RF+0x81/8:mov;WF+0x23/4:and;RF+0x71/8:xor;RF+0x71/8:xor;RF+0x71/8:xor;RF+0x81/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x71/8:xor;WF+0x170/4:sub;RF+0x23/4:mov;WF+0x170/4:xor;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;WF+0x23/4:sub;WF+0x60/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x5	VVCCV	b2=0x3d,b3=0x01	11344c1c39446dd8	2339	1	192@0x9f00a:2339	198@0xa037e:509,257@0xadbfd:419,108@0x8f24b:383,256@0xad849:324,144@0x95887:319,173@0x9ba74:181	RF+0x170/4:7,RF+0x0/8:7,RF+0x23/4:6,WF+0x23/4:5,WF+0x170/4:4,RF+0x194/1:4	RF+0x23/4:mov;WF+0x170/4:add;RF+0x60/8:mov;WF+0x60/8:mov;RF+0x23/4:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x170/4:mov;WF+0x23/4:add;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:xor;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x71/8:xor;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:or;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x71/8:xor;RF+0x194/1:mov;RF+0x0/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:add;RF+0x194/1:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/1:movzx;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;WF+0x71/8:mov;RF+0x23/4:mov;WF+0x170/4:add;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0x4	CCVV	b0=0xe8,b1=0x01	fa34632653b19b17	2326	1	183@0x9d495:2326	114@0x90319:323,297@0xb64d7:232,215@0xa4609:140,333@0xbd8af:137,337@0xbec0e:136,18@0x7be9b:123	WF+0x170/4:3,RF+0xa/8:2,RF+0x23/4:2,WF+0x23/4:2,RF+0x0/8:1,IPADV+0x0:1	RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x71/8:add;WF+0x170/4:add;WF+0x170/4:xor;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:xor;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0x23/4:mov
exact	+0x4	VVCC	b2=0xe8,b3=0x01	0ba7f149cffc9f7e	2251	1	91@0x8b6de:2251	340@0xbf435:205,258@0xadf2c:201,337@0xbec0e:180,220@0xa522e:171,199@0xa0631:144,347@0xc088d:138	RF+0x170/4:3,RF+0xa/8:2,RF+0x71/8:2,RF+0x81/8:1,IPADV+0x2:1,RIP+0x2/2:1	RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x71/8:sub;RF+0x170/4:mov;WF+0x23/4:xor;RF+0x71/8:sub;RF+0x170/4:and;RF+0x0/8:cmp;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx;RF+0x23/4:mov
exact	+0x4	VVVV	-	7f17643eee151680	2209	1	154@0x97ce6:2209	91@0x8b6de:389,180@0x9cf32:275,196@0x9fbcd:157,185@0x9d964:156,105@0x8e6b4:134,189@0x9e7af:104	RF+0x23/4:6,WF+0x23/4:6,WF+0x170/4:4,RF+0x170/4:3,RF+0xa/8:2,IPADV+0x2:1	RF+0x23/4:mov;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:and;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:and;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;WF+0x23/4:or;WF+0x60/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x71/8:sub;RF+0x23/4:mov;WF+0x170/4:add;RF+0x170/4:mov;WF+0x23/4:and;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
exact	+0x4	VVVV	-	57f1ff64bac8e679	2198	1	121@0x91379:2198	307@0xb8064:350,180@0x9cf32:244,114@0x90319:190,91@0x8b6de:171,196@0x9fbcd:117,66@0x855ff:117	RF+0x170/4:4,RF+0x71/8:3,WF+0x170/4:3,RF+0x23/4:2,RF+0x194/1:2,RF+0xa/8:2	RF+0x81/8:mov;RF+0x23/4:mov;RF+0x71/8:add;WF+0x170/4:xor;WF+0x170/4:sub;RF+0x71/8:add;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x170/4:mov;RF+0x194/1:mov;RF+0x71/8:add;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;RF+0x23/4:sub;WF+0x170/4:add;WF+0x23/4:xor;WF+0x60/8:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
exact	+0x6	VVVVVV	-	a51541d5bfb9a49a	2190	1	140@0x94e5a:2190	64@0x85059:260,189@0x9e7af:224,185@0x9d964:208,347@0xc088d:189,37@0x80685:132,17@0x7bae9:125	WF+0x23/4:7,RF+0x23/4:5,RF+0x170/4:4,RF+0x81/8:3,RF+0x0/8:2,RF+0x194/1:2	RF+0x23/4:mov;WF+0x23/4:sub;RF+0x0/8:cmp;RF+0x170/4:mov;WF+0x23/4:sub;RF+0x194/1:mov;RF+0xa/8:mov;RF+0x81/8:mov;IPADV+0x2;RIP+0x2/4:mov;RF+0x170/4:sub;RF+0x23/4:sub;WF+0x23/4:or;WF+0x60/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:add;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:add;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
exact	+0x4	VVVV	-	99fccd0013b14204	2115	1	273@0xb11ca:2115	183@0x9d495:269,199@0xa0631:258,180@0x9cf32:171,196@0x9fbcd:159,347@0xc088d:155,258@0xadf2c:123	WF+0x170/4:6,RF+0x23/4:4,RF+0x170/4:3,RF+0x71/8:2,RF+0xa/8:2,RF+0x0/8:1	RF+0x170/4:add;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:sub;WF+0x170/4:add;RF+0x71/8:sub;RF+0x71/8:sub;RF+0x23/4:mov;WF+0x170/4:add;WF+0x170/4:and;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;RF+0x23/4:xor;WF+0x170/4:add;WF+0x23/4:add;WF+0x60/8:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9;RF+0x23/4:mov
exact	+0x5	VCCVV	b1=0x3d,b2=0x01	0619972f3bdba10c	2080	1	320@0xbada5:2080	173@0x9ba74:379,198@0xa037e:371,256@0xad849:314,160@0x994cf:243,257@0xadbfd:234,352@0xc1ec4:226	RF+0x0/8:5,RF+0x170/4:4,RF+0xa/8:4,RF+0x194/1:3,WF+0x170/4:3,RF+0x60/8:2	RF+0x0/8:mov;WF+0x0/8:mov;RF+0x194/1:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x60/8:mov;WF+0x60/8:mov;RF+0x23/4:mov;RF+0x0/8:mov;WF+0x170/4:and;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x71/8:xor;WF+0x170/4:sub;RF+0x81/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x71/8:mov;WF+0x71/8:mov;RF+0xa/8:mov;WF+0x170/4:sub;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi;RF+0xa/8:mov
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	a22024ced8792756	2035	1	37@0x80685:2035	160@0x994cf:437,257@0xadbfd:427,256@0xad849:373,144@0x95887:276,352@0xc1ec4:163,108@0x8f24b:159	RF+0x81/8:8,RF+0x0/8:5,RF+0x194/1:4,RF+0x170/4:4,WF+0x23/4:4,WF+0x170/4:3	RF+0x23/4:mov;RF+0x194/1:mov;WF+0x170/4:sub;RF+0x81/8:mov;RF+0x60/8:mov;WF+0x60/8:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x170/4:and;RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x0/8:mov;RF+0x81/8:mov;WF+0x0/8:mov;RF+0x0/8:mov;RF+0x81/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:add;RF+0x170/4:mov;WF+0x23/4:xor;WF+0x23/4:or;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;WF+0x170/4:sub;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0x71/8:mov;RF+0x0/8:cmp;WF+0x71/8:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
