source_entry	source_target	opcode_name	problem_kind	status	readability_status	operation_family_mix	unresolved_mix	dispatch_slot_kind	state_kind	delta	shape	word_shape	operand_layout	word_layout	programs	program_count	observation_rows	target_entries	target_entry_count	trace_rows	trace_files	dynamic_start_vm_ip_count	exact_string_refs	side_effect_categories	formula_variables	formula_constants	required_inputs	operator_summary	state_formula	dispatch_formula	next_step
326	0xbc06d	vmop_326_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:3	algebraic_state_or_slot_formula:3	slot_mba_stateful	state_add_const	+0x5	EEECC	EE	b0=enum3(0x31:39,0x55:18,0xdd:13);b1=enum2(0xde:57,0xbe:13);b2=enum2(0xed:57,0xe5:13);b3=0x3d;b4=0x01	w0=enum3(0xde31:39,0xde55:18,0xbedd:13);w1=enum2(0x3ded:57,0x3de5:13)	041;055;059	3	3	108;352	2	140	vm_instruction_trace.tsv:70;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:70	3	0		flags0;state0;u16_1	0xffff;0x50d4eebe	pre_state;pre_flags;raw_vm_bytes:u16_1	mask32:1;&:2;^:2;+:1	state0 & flags0 + u16_1 ^ 0x50d4eebe	31=(mask32(u16_1 ^ 0x50d4eebe)) & 0xffff	simplify_to_c_expression_or_table
331	0xbcfc8	vmop_331_plus0x3_state_formula_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:7	algebraic_state_or_slot_formula;state_formula_not_named:7	slot_multi_path	state_formula	+0x3	EEE	E	b0=enum7(0x68:125,0xf0:25,0xe8:3,0x40:1,0x08:1,0x30:1);b1=enum7(0x6b:125,0xb9:25,0xe7:3,0xef:1,0xe5:1,0xde:1);b2=enum2(0x32:150,0x62:7)	w0=enum7(0x6b68:125,0xb9f0:25,0xe7e8:3,0xef40:1,0xe508:1,0xde30:1)	043;054;055;060;063;065	6	7	99;146;168;196;222;333;340	7	314	vm_instruction_trace.tsv:157;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:157	7	0		flags0;state0;u16_0	0xffff;0x35a6d51;0x1f891278;0x3eb8b067;0x47dd4277;0x6859cefd	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:9;&:7;|:3;^:3;+:10;-:4	state0 & 0x3eb8b067 + flags0 & flags0 ^ 0x1f891278 + flags0 + 0x6859cefd | 0x47dd4277 + u16_0 - state0 & 0x3eb8b067 + flags0 & flags0 ^ 0x1f891278 + flags0 + 0x6859cefd | 0x47dd4277 - 0x35a6d51	5=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 & 0x3eb8b067)) + flags0)) & (mask32(flags0 ^ 0x1f891278)))) + flags0)) + 0x6859cefd)) | 0x47dd4277)))) - 0x35a6d51)) & 0xffff	simplify_to_c_expression_or_table
332	0xbd36d	vmop_332_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:258	algebraic_state_or_slot_formula:258	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var38(top=0x0b:15.7%);b1=var19(top=0xd7:43.6%);b2=var79(top=0xf7:9.8%);b3=var108(top=0xca:15.7%)	w0=var119(top=0xd70b:15.7%);w1=var249(top=0xc7ff:7.8%)	000;003;004;005;006;007;010;011;013;014;015;017;018;021;022;023;024;025;026;028;029;030;032;034;...+20	44	258	3;17;18;28;37;43;48;49;64;66;79;83;90;91;99;114;157;168;172;180;183;185;189;196;...+22	46	6584	vm_instruction_trace.tsv:3292;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:3292	258	0		flags0;state0;u16_2	0x149316fa;0x23cebdbc;0x2f0ca7d2;0x30661b97;0x42097e5d;0x57d9fe65	pre_state;pre_flags;raw_vm_bytes:u16_2	mask32:14;&:25;|:26;^:9;+:5;-:6	state0 | 0x30661b97 & 0x57d9fe65 | flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 & flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 + 0x149316fa + flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 ^ u16_2 ^ state0 | 0x30661b97 & 0x57d9fe65 | flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 & flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 + 0x149316fa + flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 + 0x42097e5d	128=(mask32((mask32(u16_2 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x30661b97)) & 0x57d9fe65)) | (mask32((mask32((mask32(flags0 & (mask32(state0 | 0x2f0ca7d2)))) & (mask32((mask32(state0 | ...#6b21d34199eb	simplify_to_c_expression_or_table
333	0xbd8af	vmop_333_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1165	algebraic_state_or_slot_formula:1165	slot_multi_path	state_add_const	+0x4	VVVE	VV	b0=var64(top=0x83:8.1%);b1=var50(top=0xf9:6.4%);b2=var17(top=0x68:18.1%);b3=enum2(0x00:10031,0x01:2163)	w0=var783(top=0xf983:2.2%);w1=var17(top=0x0068:18.1%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+36	60	1165	3;18;26;28;30;33;37;49;64;66;70;79;83;91;99;114;121;122;124;125;128;140;146;148;...+39	63	24388	vm_instruction_trace.tsv:12194;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:12194	1165	1	host_environment_inventory	flags0;state0;u16_0	0x71;0x37ccc6ea;0x569ecec3;0x61e56767;0x71cc1ee8	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:11;&:3;|:8;^:12;+:4;-:5	state0 ^ flags0 ^ state0 | 0x37ccc6ea - 0x61e56767 & flags0 ^ state0 + flags0 ^ state0 | 0x71cc1ee8 | 0x569ecec3 + u16_0 - state0 ^ flags0 ^ state0 | 0x37ccc6ea - 0x61e56767 & flags0 ^ state0 + flags0 ^ state0 | 0x71cc1ee8 | 0x569ecec3	128=(mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32((mask32(flags0 ^ state0)) | 0x37ccc6ea)))) - 0x61e56767)) & (mask32(flags0 ^ state0)))) + (mask32((mask32(flags0 ^ state0)) | 0x71...#3558817d6cd6	simplify_to_c_expression_or_table
334	0xbdd18	vmop_334_plus0x2a5_sampled_long_or_sparse_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural	long_or_backedge_control:18	dispatch_slot_unknown;static_model_or_runtime_validation_incomplete:18	slot_unknown	sampled_long_or_sparse	+0x2a5	sampled				001;013;014;015;016;018;037;039;042;046;055;056;057;059;061;063	16	18	165;171;354	3	277	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:235;vm_instruction_trace.tsv:42	27	4	cxx_runtime;locale_i18n	state0		pre_state	-:1	state0	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
336	0xbe8cd	vmop_336_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:14	algebraic_state_or_slot_formula:14	slot_mba_stateful	state_add_const	+0x5	CCEEV	CE	b0=0x3d;b1=0x01;b2=enum5(0xe8:19,0x88:8,0x80:8,0x68:5,0xd8:4);b3=enum6(0x01:12,0x0a:8,0x0c:8,0x02:7,0x0d:5,0x0f:4);b4=var14(top=0x33:9.1%)	w0=0x013d;w1=enum6(0x01e8:12,0x0a88:8,0x0c80:8,0x02e8:7,0x0d68:5,0x0fd8:4)	041;042;048;050;052;055;056;059;063	9	14	108;144;173;198;256;352	6	88	vm_instruction_trace.tsv:44;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:44	14	0		state0;u16_2	0xffff;0x114009e8	pre_state;raw_vm_bytes:u16_2	mask32:1;&:2;^:2	state0 & u16_2 ^ 0x114009e8	33=(mask32(u16_2 ^ 0x114009e8)) & 0xffff	simplify_to_c_expression_or_table
337	0xbec0e	vmop_337_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2321	algebraic_state_or_slot_formula:2321	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var128(top=0x7c:3.3%);b1=var227(top=0x91:5.3%);b2=var254(top=0x9d:2.2%);b3=var253(top=0x00:7.9%)	w0=var1927(top=0x9124:1.0%);w1=var1949(top=0x0099:1.3%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+38	62	2321	3;18;20;26;28;30;33;37;43;49;66;70;79;82;83;88;121;123;124;125;128;131;140;146;...+48	72	53068	vm_instruction_trace.tsv:26534;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:26534	2321	2	threading_sync	flags0;state0;u16_0;u16_2	0xe04b834;0x2051de91;0x2060ddea;0x3de72107;0x51d7631a;0x61f749a7	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:24;&:6;|:4;^:5;+:21;-:12	state0 - flags0 - u16_2 + state0 - flags0 + flags0 + 0x2051de91 & flags0 + 0x61f749a7 | 0x51d7631a ^ flags0 + 0x61f749a7 ^ 0x3de72107 & 0xe04b834 | u16_0 + state0 - flags0 - u16_2 + state0 - flags0 + flags0 + 0x2051de91 & flags0 + 0x61f749a7 | 0x51d7631a ^ flags0 + 0x61f749a7 ^ 0x3de72107 & 0xe04b834 ^ 0x2060ddea	85=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) - (mask32((mask32(u16_2 + (mask32(state0 - flags0)))) + flags0)))) + 0x2051de91)) & (mask32(flags0 + 0x61f749a7))...#70dcd015f490 | 43=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) - (mask32((mask32(u16_2 + (mask32(state0 - flags0)))) + flags0)))) + 0x2051de91)) & (mask32(flags0 + 0x61f749a7))...#cdd3e2f1e474	simplify_to_c_expression_or_table
338	0xbf128	vmop_338_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:178	algebraic_state_or_slot_formula:178	slot_mba_stateful	state_add_const	+0x6	VVCCCC	VCC	b0=var85(top=0xc4:10.6%);b1=var91(top=0xc7:10.6%);b2=0x3d;b3=0x01;b4=0xe8;b5=0x01	w0=var142(top=0xc7c4:10.4%);w1=0x013d;w2=0x01e8	000;001;002;003;004;006;007;008;009;010;011;012;013;014;015;016;017;018;020;021;022;023;024;025;...+30	54	178	283;295;351	3	3506	vm_instruction_trace.tsv:1753;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1753	178	0		state0;u16_0	0xffff;0x4bf8be0c	pre_state;raw_vm_bytes:u16_0	mask32:2;&:1;-:5	state0 - u16_0 - state0 - 0x4bf8be0c	128=(mask32((mask32(u16_0 - state0)) - 0x4bf8be0c)) & 0xffff	simplify_to_c_expression_or_table
340	0xbf435	vmop_340_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2259	algebraic_state_or_slot_formula:2259	slot_multi_path	state_add_const	+0x4	VVVE	VV	b0=var221(top=0x4c:4.0%);b1=var255(top=0x16:2.8%);b2=var17(top=0xb3:15.9%);b3=enum2(0x00:21582,0x01:4530)	w0=var1969(top=0x0f7c:1.4%);w1=var17(top=0x00b3:15.9%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+39	63	2259	3;18;20;26;28;30;33;37;43;49;66;70;79;82;83;118;121;122;123;124;128;129;140;146;...+50	74	52224	vm_instruction_trace.tsv:26112;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:26112	2259	0		state0;u16_0;u16_2	0xffff;0x9097995;0x2b2e5a26;0x7535dd25	pre_state;raw_vm_bytes:u16_0,u16_2	mask32:5;&:1;|:3;^:3;+:4;-:4	state0 - 0x2b2e5a26 ^ 0x7535dd25 | u16_2 - u16_0 + state0 - 0x2b2e5a26 ^ 0x7535dd25 | u16_2 + 0x9097995	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32(state0 - 0x2b2e5a26)) ^ 0x7535dd25)) | u16_2)))) + 0x9097995)) & 0xffff	simplify_to_c_expression_or_table
345	0xc02e4	vmop_345_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:305	algebraic_state_or_slot_formula:305	slot_mba_stateful	state_add_const	+0x6	VVVVVV	VVV	b0=var164(top=0x69:13.6%);b1=var150(top=0x3f:13.6%);b2=var165(top=0x11:13.6%);b3=var164(top=0x1c:13.6%);b4=var162(top=0xc4:13.6%);b5=var157(top=0x34:13.6%)	w0=var305(top=0x3f69:13.6%);w1=var303(top=0x1c11:13.6%);w2=var283(top=0x34c4:13.6%)	000;002;004;005;007;008;010;012;013;015;016;020;021;022;023;026;028;029;030;032;034;035;041;042;...+15	39	305	3;18;28;37;43;48;49;52;64;66;70;79;83;88;90;92;105;114;122;148;151;157;168;172;...+28	52	3766	vm_instruction_trace.tsv:1883;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1883	305	0		flags0;state0;u16_0;u32_2	0xffff	pre_state;pre_flags;raw_vm_bytes:u16_0,u32_2	mask32:4;&:1;^:3;+:9	state0 + u32_2 ^ state0 + flags0 + u16_0 + state0 + u32_2 ^ state0 + flags0	128=(mask32(u16_0 + (mask32(state0 + (mask32((mask32(u32_2 ^ state0)) + flags0)))))) & 0xffff	simplify_to_c_expression_or_table
346	0xc0535	vmop_346_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:764	algebraic_state_or_slot_formula:764	slot_multi_path	state_add_const	+0x4	VVCC	VC	b0=var232(top=0x22:3.1%);b1=var243(top=0x94:3.1%);b2=0xe8;b3=0x01	w0=var741(top=0x3e9b:2.0%);w1=0x01e8	000;001;002;003;004;005;006;007;010;011;012;013;014;015;016;017;018;019;020;021;022;023;024;025;...+32	56	764	18;28;43;64;66;114;157;167;168;172;185;189;196;199;203;215;258;268;297;307;333;337;338;340;...+1	25	18146	vm_instruction_trace.tsv:9073;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9073	764	0		flags0;state0;u16_0	0xffff;0x3f5501a6;0x3f746ab3;0x45fbcef1;0x7f7eb061	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:10;&:2;|:1;^:12;+:2	state0 ^ flags0 ^ 0x3f746ab3 ^ 0x3f5501a6 ^ 0x45fbcef1	74=(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32(flags0 ^ 0x45fbcef1)))))) + 0x7f7eb061)) & 0xffff | 54=(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32((mask32((mask32(flags0 ^ 0x3f746ab3)) ^ 0x3f5501a6)) ^ 0x45fbcef1)))))) + 0x7f7eb061)) & 0xffff	simplify_to_c_expression_or_table
347	0xc088d	vmop_347_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2146	algebraic_state_or_slot_formula:2146	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var256(top=0xe6:2.1%);b1=var79(top=0x0b:6.4%);b2=var230(top=0xba:3.9%);b3=var101(top=0x82:10.2%)	w0=var1845(top=0x8d20:1.4%);w1=var1485(top=0x02ad:1.5%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+40	64	2146	3;18;20;26;28;30;33;37;43;49;52;66;70;79;83;118;121;122;123;124;125;128;140;146;...+49	73	48598	vm_instruction_trace.tsv:24299;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:24299	2146	0		flags0;state0;u16_0;u16_2	0x10871fd8;0x1a7ef2ae;0x2efc96c5;0x45223942;0x5cf483c7;0x6630614f;0x6fa972f0;0x7bd54e39	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:30;&:11;|:52;^:23;+:38;-:2	state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 & flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 & flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 + u16_2 + flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 - flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 ^ 0x7bd54e39 - 0x10871fd8	92=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))...#ff65f5013123 | 36=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))...#65eb4914bbdc	simplify_to_c_expression_or_table
348	0xc0d7d	vmop_348_plus0x5_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:16	algebraic_state_or_slot_formula:16	slot_multi_path	state_add_const	+0x5	VVCCV	VC	b0=var11(top=0xc5:21.6%);b1=var13(top=0x7c:16.2%);b2=0x3d;b3=0x01;b4=var15(top=0x13:16.2%)	w0=var15(top=0x7cd5:16.2%);w1=0x013d	005;016;029;037;042;043;048;052;055;056;063	11	16	108;144;160;173;198;256;257;352	8	74	vm_instruction_trace.tsv:37;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:37	16	0		flags0;state0;u16_0	0xffff;0x4ead272;0x19c08712;0x2730b0cc;0x31691179;0x369ef0d5;0x5c278a20;0x5c3efee3	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:17;&:13;|:9;^:3;+:4;-:8	state0 & 0x4ead272 + flags0 | flags0 | 0x2730b0cc - 0x5c278a20 & 0x31691179 - 0x5c3efee3 & 0x19c08712 & u16_0 ^ state0 & 0x4ead272 + flags0 | flags0 | 0x2730b0cc - 0x5c278a20 & 0x31691179 - 0x5c3efee3 & 0x19c08712 - 0x369ef0d5	19=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 & 0x4ead272)) + flags0)) | (mask32(flags0 | 0x2730b0cc)))) & 0x19c08712)))) - 0x369ef0d5)) & 0xffff | 9=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 & 0x4ead272)) + flags0)) | (mask32((mask32((mask32((mask32(flags0 | 0x2730b0cc)) - 0x5c278a20)) & 0x31691179)) - 0x5c3efee3)))) & 0x19c08712...#9790f8db234a	simplify_to_c_expression_or_table
350	0xc1926	vmop_350_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:231	algebraic_state_or_slot_formula:231	slot_mba_stateful	state_add_const	+0x4	VVVV	VV	b0=var143(top=0x12:10.9%);b1=var102(top=0xa6:10.6%);b2=var82(top=0xb7:10.6%);b3=var11(top=0x34:25.8%)	w0=var225(top=0xa66a:10.6%);w1=var161(top=0x34b7:10.6%)	000;002;005;006;007;010;011;012;013;015;016;018;020;021;022;023;025;026;029;030;032;034;035;039;...+18	42	231	3;18;28;37;43;49;64;66;70;74;79;83;90;91;92;105;114;157;168;172;180;183;185;189;...+21	45	4828	vm_instruction_trace.tsv:2414;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2414	231	1	cxx_runtime	flags0;state0;u16_0;u16_2	0x261f270f;0x33be5a8b;0x5c4fb994;0x678e3cb6	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:12;&:9;^:11;+:15;-:5	state0 + 0x5c4fb994 - 0x33be5a8b ^ flags0 & state0 + 0x5c4fb994 + 0x261f270f & u16_0 ^ state0 + 0x5c4fb994 - 0x33be5a8b ^ flags0 & state0 + 0x5c4fb994 + 0x261f270f & u16_2 ^ state0 + 0x5c4fb994 - 0x33be5a8b ^ flags0 & state0 + 0x5c4fb994 + 0x261f270f & u16_0 ^ state0 + 0x5c4fb994 - 0x33be5a8b ^ flags0 & state0 + 0x5c4fb994 + 0x261f270f ^ 0x678e3cb6	128=(mask32((mask32(u16_2 ^ (mask32((mask32((mask32((mask32(state0 + 0x5c4fb994)) - 0x33be5a8b)) ^ (mask32(flags0 & (mask32((mask32(state0 + 0x5c4fb994)) + 0x261f270f)))))) & (mask32(u16_0 ^ (mask32((mask32(...#23bb1febe96e	simplify_to_c_expression_or_table
351	0xc1d48	vmop_351_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:114	algebraic_state_or_slot_formula:114	slot_mba_stateful	state_add_const	+0x5	CCVVC	CV	b0=0xe8;b1=0x01;b2=var81(top=0x1b:13.9%);b3=var76(top=0x22:13.9%);b4=0x10	w0=0x01e8;w1=var109(top=0x221b:13.9%)	000;001;003;004;006;007;010;012;015;016;019;020;021;022;023;025;026;028;029;030;032;034;035;037;...+15	39	114	18;28;30;43;64;66;114;121;124;154;157;165;168;172;185;189;196;199;203;215;239;253;254;258;...+13	37	3688	vm_instruction_trace.tsv:1844;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1844	114	0		state0;u16_2	0xffff;0x7b3a2d18	pre_state;raw_vm_bytes:u16_2	mask32:2;&:1;|:1;+:2;-:2	state0 | u16_2 + state0 - 0x7b3a2d18	128=(mask32((mask32(u16_2 + state0)) - 0x7b3a2d18)) & 0xffff	simplify_to_c_expression_or_table
352	0xc1ec4	vmop_352_plus0x2_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:542	algebraic_state_or_slot_formula:542	slot_mba_stateful	state_add_const	+0x2	VV	V	b0=var124(top=0x16:8.0%);b1=var55(top=0xdb:8.3%)	w0=var491(top=0xdb16:7.8%)	000;001;002;004;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;025;026;...+26	50	542	17;18;28;30;43;48;62;64;65;66;90;92;105;114;117;121;124;128;140;146;154;157;165;168;...+40	64	8848	vm_instruction_trace.tsv:4424;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4424	542	0		state0;u16_0	0xffff;0x31863366;0x331dfc06	pre_state;raw_vm_bytes:u16_0	mask32:3;&:4;|:1;+:4	state0 & 0x31863366 | u16_0 + state0 & 0x31863366 + 0x331dfc06	128=(mask32((mask32(u16_0 + (mask32(state0 & 0x31863366)))) + 0x331dfc06)) & 0xffff	simplify_to_c_expression_or_table
356	0xc291a	vmop_356_plus0xa_state_preserve_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:17	algebraic_state_or_slot_formula:17	slot_mba_stateful	state_preserve	+0xa	VVECCCVVEC	VECVE	b0=var17(top=0x6f:12.4%);b1=var17(top=0x74:12.4%);b2=enum5(0x31:731,0x26:4,0x33:2,0x34:2,0x36:2);b3=0x00;b4=0x80;b5=0x00;b6=var13(top=0x1c:36.8%);b7=var11(top=0x60:36.8%);b8=enum4(0x03:456,0x07:185,0x02:96,0x01:4);b9=0x00	w0=var17(top=0x746f:12.4%);w1=enum5(0x0031:731,0x0026:4,0x0033:2,0x0034:2,0x0036:2);w2=0x0080;w3=var13(top=0x601c:36.8%);w4=enum4(0x0003:456,0x0007:185,0x0002:96,0x0001:4)	034;041;048;052;055;056	6	17	169;310	2	1542	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:801;vm_instruction_trace.tsv:741	48	0		flags0;state0;u16_0	0xffff;0x70d7d4a7	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:3;&:1;^:3;+:1	state0 ^ flags0	116=(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	simplify_to_c_expression_or_table
357	0xc29cf	vmop_357_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2	algebraic_state_or_slot_formula:2	slot_mba_stateful	state_add_const	+0x5	EEECC	EE	b0=enum2(0xf0:3,0x11:3);b1=enum2(0xfd:3,0x6a:3);b2=enum2(0xb1:3,0x91:3);b3=0x3d;b4=0x01	w0=enum2(0xfdf0:3,0x6a11:3);w1=enum2(0x3db1:3,0x3d91:3)	055	1	2	144;352	2	12	vm_instruction_trace.tsv:6;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:6	2	0		flags0;state0;u16_0	0xffff;0x70d7d4a7	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:3;&:1;^:3;+:1	state0 ^ flags0	6=(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	simplify_to_c_expression_or_table
