hidden_source_entry	hidden_source_target	hidden_target_entry	hidden_target	delta	events	unique_start_ips	unique_end_ips	statuses	source_observations	prev_sources	prev_sites	next_targets	all_start_ips	all_end_ips	start_ips	end_ips	top_ip_reads	top_bytes	top_sha256	inference	lifted_ir
75	0x873fc	28	0x7e390	+0x11	1	1	1	file_backed:1	sampled_backedge:1	245:1	tail@0xab424:1	20:1	0x31e54b	0x31e55c	0x31e54b	0x31e55c	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	620100001a0200003d01226c472c89fa4f:1	9b2d2b92a738eb32cd457a33d41a9ec98c5996f462f0f8a96bd8678485110c70	adjacent_unhooked_span	inferred table[75] -> table[28], ip += 0x11
75	0x873fc	140	0x94e5a	+0x11	1	1	1	file_backed:1	sampled_backedge:1	52:1	tail@0x8371b:1	347:1	0x2935fd	0x29360e	0x2935fd	0x29360e	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000f10000003d0100a782679c50fb:1	a725ea7547756afe8f04d84111be6c5e24c299cabd44a4effedc27d947957b20	adjacent_unhooked_span	inferred table[75] -> table[140], ip += 0x11
75	0x873fc	199	0xa0631	+0x11	1	1	1	file_backed:1	sampled_backedge:1	52:1	tail@0x8371b:1	172:1	0x293643	0x293654	0x293643	0x293654	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	620100005b0000003d0100b48ce4adb300:1	45a7ca943c653fef6d3ef5015112b9e636656535ba7d950e4810e2663a0fa33a	adjacent_unhooked_span	inferred table[75] -> table[199], ip += 0x11
75	0x873fc	300	0xb6c36	+0x11	1	1	1	file_backed:1	sampled_backedge:1	122:1	tail@0x91a57:1	183:1	0x368a98	0x368aa9	0x368a98	0x368aa9	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000bd1200003d01221585276f76d8:1	89d9eff90eb7051a5bc1b3fe3da83175c5d32c694fbca2a8959e8d9d3643ff83	adjacent_unhooked_span	inferred table[75] -> table[300], ip += 0x11
75	0x873fc	322	0xbb3c9	+0x11	1	1	1	file_backed:1	sampled_backedge:1	52:1	tail@0x8371b:1	183:1	0x122615	0x122626	0x122615	0x122626	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000be0000003d012210a502a80bea:1	6b47cf9667f3b8c1f37e7cba16b1dba814b880515fd30f7c6fcc5201e42c9fa5	adjacent_unhooked_span	inferred table[75] -> table[322], ip += 0x11
78	0x883c0	171	0x9b4b3	+0x11	1	1	1	file_backed:1	exact:1	161:1	tail@0x99b3a:1	340:1	0x11e02d	0x11e03e	0x11e02d	0x11e03e	+0x7/4,+0x0/1,+0x1/1,+0x3/4,+0x2/1,+0xb/2,+0x4/1,+0x2/2,+0x0/2:1	2c4766f5a11e04422e12008000e801ab00:1	9dc01042e41f9217f7c77400b8334fbe8a142702ebb6b1bb0b4ec73c6e996f1f	adjacent_unhooked_span	inferred table[78] -> table[171], ip += 0x11
78	0x883c0	354	0xc2241	+0x11	1	1	1	file_backed:1	exact:1	123:1	tail@0x91e7f:1	196:1	0x293222	0x293233	0x293222	0x293233	+0x7/4,+0x0/1,+0x1/1,+0x3/4,+0x2/1,+0xb/2,+0x4/1,+0x2/2,+0x0/2:1	6394ff02ef88624d172c0080006201e801:1	c9e56bb7e031360fd6bc34effccce9a34ac7d8bac456f6b000fa938cd10c477b	adjacent_unhooked_span	inferred table[78] -> table[354], ip += 0x11
145	0x95b5c	268	0xb0007	+0x10	1	1	1	file_backed:1	sampled_long_or_sparse:1	52:1	tail@0x8371b:1	239:1	0x293620	0x293630	0x293620	0x293630	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000622b00003d0122900070088e:1	2f1b48b319cc0d58077219f59382a799ec715bf8230594d48d53025785299149	adjacent_unhooked_span	inferred table[145] -> table[268], ip += 0x10
145	0x95b5c	18	0x7be9b	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	245:1	tail@0xab424:1	158:1	0x11da3a	0x11da4b	0x11da3a	0x11da4b	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000070400003d0122a00a006ab300:1	43128a0a7558862626f988bac9fd4dfda95722c69044060dc3bf360afc662836	adjacent_unhooked_span	inferred table[145] -> table[18], ip += 0x11
145	0x95b5c	183	0x9d495	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	52:1	tail@0x8371b:1	203:1	0x11bb7e	0x11bb8f	0x11bb7e	0x11bb8f	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a50000005e0000003d0122d004a43b04c3:1	1fb49e9427145686f9dc063e3601a3abfe9be6d0b279d2a3ca065c1d9f688294	adjacent_unhooked_span	inferred table[145] -> table[183], ip += 0x11
145	0x95b5c	199	0xa0631	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	125:1	tail@0x92612:1	176:1	0x31e171	0x31e182	0x31e171	0x31e182	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000f40500003d01221008b50568bb:1	3218e8acd5195fbffe2dbe52b92d54a5a5cfc3a03f9958a61f0fc9adfc04cc31	adjacent_unhooked_span	inferred table[145] -> table[199], ip += 0x11
145	0x95b5c	300	0xb6c36	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	122:1	tail@0x91a57:1	183:1	0x336806	0x336817	0x336806	0x336817	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000400300003d01025801a3019f7c:1	34a9a80d2b69f2220217cfd08ce1ccb0b159ba1d8343f364b0f0ef8310654bf9	adjacent_unhooked_span	inferred table[145] -> table[300], ip += 0x11
145	0x95b5c	332	0xbd36d	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	52:1	tail@0x8371b:1	91:1	0x36c4e9	0x36c4fa	0x36c4e9	0x36c4fa	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000bd1200003d0122880af08f1ffa:1	ba61b85fdf4c0c2980bfddc9b8aeedc137ac4e87ae6bb4db56555e7379ecbd9c	adjacent_unhooked_span	inferred table[145] -> table[332], ip += 0x11
145	0x95b5c	350	0xc1926	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	122:1	tail@0x91a57:1	180:1	0x1a55ef	0x1a5600	0x1a55ef	0x1a5600	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a50000004e0900003d01226008f699b16c:1	8e1965771ec254abec8e14481143c46d500fa65529401cf58e830b8430a5b3bb	adjacent_unhooked_span	inferred table[145] -> table[350], ip += 0x11
210	0xa2da3	114	0x90319	+0x10	1	1	1	file_backed:1	sampled_long_or_sparse:1	245:1	tail@0xab424:1	123:1	0x11dc27	0x11dc37	0x11dc27	0x11dc37	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	620100003c0200003d019ad8f19003dd:1	d5a2bde9b973658f9a10661615453301de5a7b653bf6f33079fccae8afd1fbe5	adjacent_unhooked_span	inferred table[210] -> table[114], ip += 0x10
210	0xa2da3	172	0x9b68a	+0x10	1	1	1	file_backed:1	sampled_long_or_sparse:1	52:1	tail@0x8371b:1	322:1	0x36c829	0x36c839	0x36c829	0x36c839	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000500d00003d0122bfec6005a5:1	079fe77639ac8f660a16611f0ef88e6429ca7da9fdc8538f185c4c0dffc2dd41	adjacent_unhooked_span	inferred table[210] -> table[172], ip += 0x10
210	0xa2da3	258	0xadf2c	+0x10	1	1	1	file_backed:1	sampled_long_or_sparse:1	122:1	tail@0x91a57:1	157:1	0x332f80	0x332f90	0x332f80	0x332f90	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000b50800003d01226f8509157d:1	66653f3891af7307c82088980af2a1e442f5e08889514ba16861c61a25dffb1f	adjacent_unhooked_span	inferred table[210] -> table[258], ip += 0x10
210	0xa2da3	18	0x7be9b	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	52:1	tail@0x8371b:1	114:1	0x31c596	0x31c5a7	0x31c596	0x31c5a7	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000110200003d019a1d8f6b018ecf:1	bd52355bb21dfc7cc4586aa336bf8fba7192094d37139c81239f460dcb2cb00b	adjacent_unhooked_span	inferred table[210] -> table[18], ip += 0x11
210	0xa2da3	64	0x85059	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	122:1	tail@0x91a57:1	253:1	0x2935da	0x2935eb	0x2935da	0x2935eb	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000603801003d0122456334eae89f:1	16c803f0469d8534ecaf0d9bb87fdd10459cddabd73fcc5252eb2448342ec6db	adjacent_unhooked_span	inferred table[210] -> table[64], ip += 0x11
210	0xa2da3	260	0xae90b	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	242:1	tail@0xaab67:1	180:1	0x30fd84	0x30fd95	0x30fd84	0x30fd95	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000706100003d01220c34a0346800:1	aa65227f30170e1b8e8bc25390da9d020e35f092c9717d9ce592b45c5837500c	adjacent_unhooked_span	inferred table[210] -> table[260], ip += 0x11
210	0xa2da3	157	0x98a9a	+0x13	1	1	1	file_backed:1	sampled_long_or_sparse:1	245:1	tail@0xab424:1	258:1	0x11de14	0x11de27	0x11de14	0x11de27	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000710000003d019a1480eb790d6ffdd7:1	6354001af5f75ffd1fedf7bb1c9487aa6e4a81b8d3562770ed0b27ff5463f715	adjacent_unhooked_span	inferred table[210] -> table[157], ip += 0x13
246	0xab427	91	0x8b6de	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	122:1	tail@0x91a57:1	347:1	0x3332c0	0x3332d1	0x3332c0	0x3332d1	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	ab000000400300003d0102d9d5b4851002:1	b39bfecc2d7a76c20581b3d47be2e51b82d335e4ac2e6ce727cea18f96e0be95	adjacent_unhooked_span	inferred table[246] -> table[91], ip += 0x11
246	0xab427	180	0x9cf32	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	52:1	tail@0x8371b:1	268:1	0x33fbf1	0x33fc02	0x33fbf1	0x33fc02	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000110200003d019a1a9787644247:1	a2759fab75581cb7a536b6f813f9b955abc042689b020a7cc300c322970cb583	adjacent_unhooked_span	inferred table[246] -> table[180], ip += 0x11
246	0xab427	300	0xb6c36	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	122:1	tail@0x91a57:1	91:1	0x339dc3	0x339dd4	0x339dc3	0x339dd4	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000400300003d0102629e4c226800:1	5b42b427027b89c5981e6a3a263de4d68b2a521107de093f94d7e6ed5f6a145e	adjacent_unhooked_span	inferred table[246] -> table[300], ip += 0x11
246	0xab427	340	0xbf435	+0xf	1	1	1	file_backed:1	sampled_long_or_sparse:1	242:1	tail@0xaab67:1	18:1	0x370249	0x370258	0x370249	0x370258	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000471a00003d012245765401:1	7df51198c41b8ed836f8931404c0aae61149d635599af8889de605765a94e96c	adjacent_unhooked_span	inferred table[246] -> table[340], ip += 0xf
316	0xb987b	43	0x8173d	+0x10	1	1	1	file_backed:1	sampled_backedge:1	52:1	tail@0x8371b:1	254:1	0x33cd0f	0x33cd1f	0x33cd0f	0x33cd1f	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	ab000000830200003d0122e0fffb37bf:1	778c2ff20a9ac5fab6f201d441ecbd332f44fae91e65a1e5fa205fd4c75b7a19	adjacent_unhooked_span	inferred table[316] -> table[43], ip += 0x10
316	0xb987b	114	0x90319	+0x10	1	1	1	file_backed:1	sampled_backedge:1	52:1	tail@0x8371b:1	157:1	0x36405b	0x36406b	0x36405b	0x36406b	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000110200003d019a92f9b5dfbe:1	4d6c0bc0bbf33f0eab5d9b6adaab2d0c32bd3ef2a040aa85b107dc4c76eed4a8	adjacent_unhooked_span	inferred table[316] -> table[114], ip += 0x10
316	0xb987b	189	0x9e7af	+0x10	1	1	1	file_backed:1	sampled_backedge:1	52:1	tail@0x8371b:1	260:1	0x2303ae	0x2303be	0x2303ae	0x2303be	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000c40300803d019a6cb3e80548:1	1b93af0de0d10cabb6b5ab93b8933d9ddd01205add85cdf21c050c610ec5333b	adjacent_unhooked_span	inferred table[316] -> table[189], ip += 0x10
316	0xb987b	340	0xbf435	+0x10	1	1	1	file_backed:1	sampled_backedge:1	125:1	tail@0x92612:1	254:1	0x11e14f	0x11e15f	0x11e14f	0x11e15f	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000634900003d019a6de9a0322a:1	35883deb57841d45cfb2b75886b6edd6ddde401274c4b836bdc2be75d0f29296	adjacent_unhooked_span	inferred table[316] -> table[340], ip += 0x10
316	0xb987b	347	0xc088d	+0x10	1	1	1	file_backed:1	sampled_backedge:1	245:1	tail@0xab424:1	157:1	0x1a5a8a	0x1a5a9a	0x1a5a8a	0x1a5a9a	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000b30400003d01227df37f4b1a:1	76ef95f8a7a8b8d7c7a7226939aca119e07976d4390eb091f8becee706015709	adjacent_unhooked_span	inferred table[316] -> table[347], ip += 0x10
316	0xb987b	28	0x7e390	+0x11	1	1	1	file_backed:1	sampled_backedge:1	125:1	tail@0x92612:1	174:1	0x364d87	0x364d98	0x364d87	0x364d98	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000e70300003d019a65eee57564e0:1	9ee35c376e20ac09456db8f9e5bd7dfce293575b315b70a83b79bb3676e25b63	adjacent_unhooked_span	inferred table[316] -> table[28], ip += 0x11
316	0xb987b	121	0x91379	+0x11	1	1	1	file_backed:1	sampled_backedge:1	122:1	tail@0x91a57:1	91:1	0x362919	0x36292a	0x362919	0x36292a	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	ab000000110200003d019aece122083081:1	bac8b4c31a6e32bf39c33429b5492475104e7488223eb0f48814ac416d182b9a	adjacent_unhooked_span	inferred table[316] -> table[121], ip += 0x11
316	0xb987b	183	0x9d495	+0x11	1	1	1	file_backed:1	sampled_backedge:1	122:1	tail@0x91a57:1	172:1	0x339a83	0x339a94	0x339a83	0x339a94	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	ab000000b50800003d0122c0e5519dd364:1	5dde6377255e8a55b49e7487937ef9dff1783245d46a2fcc68a54b8f8861c786	adjacent_unhooked_span	inferred table[316] -> table[183], ip += 0x11
316	0xb987b	185	0x9d964	+0x11	1	1	1	file_backed:1	sampled_backedge:1	125:1	tail@0x92612:1	184:1	0xd4beb	0xd4bfc	0xd4beb	0xd4bfc	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000d90100003d0122ede86fccb681:1	3448b56fef02da5e5210e8a96f34442592bd803a51eae4d56cd0a818593f99a8	adjacent_unhooked_span	inferred table[316] -> table[185], ip += 0x11
316	0xb987b	268	0xb0007	+0x11	1	1	1	file_backed:1	sampled_backedge:1	245:1	tail@0xab424:1	300:1	0x1ec466	0x1ec477	0x1ec466	0x1ec477	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000190f00003d01225deaea58d438:1	76236e775025ffec3208226f1999b7d723a5f37107997312a8f434dfdbefaf65	adjacent_unhooked_span	inferred table[316] -> table[268], ip += 0x11
316	0xb987b	322	0xbb3c9	+0x11	1	1	1	file_backed:1	sampled_backedge:1	125:1	tail@0x92612:1	183:1	0x1217c7	0x1217d8	0x1217c7	0x1217d8	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000a10200003d019a35e2647c8801:1	4d994ab337a72f833560bb31e087b06993c770b00198a66ac8351f1d3f955fe1	adjacent_unhooked_span	inferred table[316] -> table[322], ip += 0x11
316	0xb987b	345	0xc02e4	+0x11	1	1	1	file_backed:1	sampled_backedge:1	52:1	tail@0x8371b:1	297:1	0x293666	0x293677	0x293666	0x293677	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000910100003d01225dede1a7ec00:1	058910650efb6d64ff070a27efc124fa60e4d8fde9a581b0ff8bde855d693e95	adjacent_unhooked_span	inferred table[316] -> table[345], ip += 0x11
334	0xbdd18	43	0x8173d	+0x10	1	1	1	file_backed:1	sampled_long_or_sparse:1	122:1	tail@0x91a57:1	121:1	0x177930	0x177940	0x177930	0x177940	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a50000005a0300003d0122f3cd58019a:1	7a0afb010ebf64b575c002786a838e8ec5463a0bd8ae424575ee63b85f4c97ae	adjacent_unhooked_span	inferred table[334] -> table[43], ip += 0x10
334	0xbdd18	258	0xadf2c	+0x10	1	1	1	file_backed:1	sampled_long_or_sparse:1	242:1	tail@0xaab67:1	184:1	0x364f74	0x364f84	0x364f74	0x364f84	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a5000000fa0100003d019a2bcb8f503a:1	5a079b8854f50ed35a80121336f7016e664d9320d61c20a22922660e7ae3afb4	adjacent_unhooked_span	inferred table[334] -> table[258], ip += 0x10
334	0xbdd18	347	0xc088d	+0x10	1	1	1	file_backed:1	sampled_long_or_sparse:1	52:1	tail@0x8371b:1	43:1	0x368e48	0x368e58	0x368e48	0x368e58	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000e00c00003d0122f3cdd80a5d:1	25c041333679220782ca15c5f3bfb7d7f7861045a76a091d26a0db8b3fac8787	adjacent_unhooked_span	inferred table[334] -> table[347], ip += 0x10
334	0xbdd18	18	0x7be9b	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	122:1	tail@0x91a57:1	168:1	0x11c200	0x11c211	0x11c200	0x11c211	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a50000005e0000003d012283ce8741008f:1	d08ee5101cac85067ac46890304e9338e5527687aa316913bb6a28120dc2ae7d	adjacent_unhooked_span	inferred table[334] -> table[18], ip += 0x11
334	0xbdd18	66	0x855ff	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	52:1	tail@0x8371b:1	347:1	0x3364c6	0x3364d7	0x3364c6	0x3364d7	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000b50800003d012273c8e9f12308:1	873a177b05bc8248708a0fdee1c500efef32402d7b27bcf1572e0d04add26f39	adjacent_unhooked_span	inferred table[334] -> table[66], ip += 0x11
334	0xbdd18	121	0x91379	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	122:1	tail@0x91a57:1	180:1	0x368dd8	0x368de9	0x368dd8	0x368de9	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	62010000500d00003d0122fbc947526800:1	cebf3d96852699a05d959353264c90f383c566a8e8702e860df18ca4c5a57e21	adjacent_unhooked_span	inferred table[334] -> table[121], ip += 0x11
334	0xbdd18	239	0xa991e	+0x11	1	1	1	file_backed:1	sampled_long_or_sparse:1	125:1	tail@0x92612:1	28:1	0x1a4daa	0x1a4dbb	0x1a4daa	0x1a4dbb	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	ab000000461100003d0122b3c7e44c6800:1	7458846e45fb12e9acd9ab4b929620f3cb7811531ca742b0d2a821040814cf87	adjacent_unhooked_span	inferred table[334] -> table[239], ip += 0x11
