rank	kind	key	priority	events	unique_start_ips	unique_end_ips	sources	targets	deltas	statuses	sites	nearest_recovered	sample_starts	sample_ends	detail
76	uncovered_exact_destination	0x1ed483	100	1	1	1	161:1	195:1	+0x4:1	exact:1	tail@0x99b3a:1	prev=139@0x1ed237-0x1ed483+0x0;next=140@0x22fe2d-0x230111-0x429aa	0x1ed47f	0x1ed483	exact positive instruction exits recovered bytecode coverage
77	uncovered_exact_destination	0x2304b8	100	1	1	1	184:1	195:1	+0x4:1	exact:1	tail@0x9d961:1	prev=141@0x230122-0x2304b8+0x0;next=142@0x230722-0x230b1b-0x26a	0x2304b4	0x2304b8	exact positive instruction exits recovered bytecode coverage
78	uncovered_exact_destination	0x2319b3	100	1	1	1	174:1	278:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=145@0x2316bf-0x2319b3+0x0;next=146@0x2319c1-0x231b74-0xe	0x2319af	0x2319b3	exact positive instruction exits recovered bytecode coverage
79	uncovered_exact_destination	0x231b74	100	1	1	1	174:1	195:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=146@0x2319c1-0x231b74+0x0;next=147@0x249468-0x24972b-0x178f4	0x231b70	0x231b74	exact positive instruction exits recovered bytecode coverage
80	uncovered_exact_destination	0x292b48	100	1	1	1	174:1	95:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=164@0x292986-0x292b48+0x0;next=165@0x292b56-0x292de8-0xe	0x292b44	0x292b48	exact positive instruction exits recovered bytecode coverage
81	uncovered_exact_destination	0x292de8	100	1	1	1	20:1	278:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=165@0x292b56-0x292de8+0x0;next=166@0x292df6-0x293001-0xe	0x292de4	0x292de8	exact positive instruction exits recovered bytecode coverage
82	uncovered_exact_destination	0x293470	100	1	1	1	123:1	216:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=169@0x293355-0x293470+0x0;next=170@0x29347e-0x2935da-0xe	0x29346c	0x293470	exact positive instruction exits recovered bytecode coverage
83	uncovered_exact_destination	0x293689	100	1	1	1	122:1	246:1	+0x5:1	exact:1	tail@0x91a57:1	prev=175@0x293677-0x293689+0x0;next=176@0x2bec2e-0x2bed4f-0x2b5a5	0x293684	0x293689	exact positive instruction exits recovered bytecode coverage
84	uncovered_exact_destination	0x2bed4f	100	1	1	1	184:1	264:1	+0x4:1	exact:1	tail@0x9d961:1	prev=176@0x2bec2e-0x2bed4f+0x0;next=177@0x2bed5d-0x2bef26-0xe	0x2bed4b	0x2bed4f	exact positive instruction exits recovered bytecode coverage
85	uncovered_exact_destination	0x2bef26	100	1	1	1	176:1	80:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=177@0x2bed5d-0x2bef26+0x0;next=178@0x2bef37-0x2bf3b8-0x11	0x2bef22	0x2bef26	exact positive instruction exits recovered bytecode coverage
86	uncovered_exact_destination	0x2bf3b8	100	1	1	1	123:1	216:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=178@0x2bef37-0x2bf3b8+0x0;next=179@0x2bf3c6-0x2bf50f-0xe	0x2bf3b4	0x2bf3b8	exact positive instruction exits recovered bytecode coverage
87	uncovered_exact_destination	0x2bff90	100	1	1	1	176:1	216:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=181@0x2bfe6f-0x2bff90+0x0;next=182@0x2bff9e-0x2c0230-0xe	0x2bff8c	0x2bff90	exact positive instruction exits recovered bytecode coverage
88	uncovered_exact_destination	0x2c0230	100	1	1	1	158:1	264:1	+0x4:1	exact:1	tail@0x992ca:1	prev=182@0x2bff9e-0x2c0230+0x0;next=183@0x2c023e-0x2c045a-0xe	0x2c022c	0x2c0230	exact positive instruction exits recovered bytecode coverage
89	uncovered_exact_destination	0x2c045a	100	1	1	1	123:1	356:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=183@0x2c023e-0x2c045a+0x0;next=184@0x2c0468-0x2c05b1-0xe	0x2c0456	0x2c045a	exact positive instruction exits recovered bytecode coverage
90	uncovered_exact_destination	0x31e23f	100	1	1	1	123:1	216:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=199@0x31e182-0x31e23f+0x0;next=200@0x31e24d-0x31e35e-0xe	0x31e23b	0x31e23f	exact positive instruction exits recovered bytecode coverage
91	uncovered_exact_destination	0x31e42c	100	1	1	1	161:1	356:1	+0x4:1	exact:1	tail@0x99b3a:1	prev=201@0x31e36f-0x31e42c+0x0;next=202@0x31e43a-0x31e54b-0xe	0x31e428	0x31e42c	exact positive instruction exits recovered bytecode coverage
92	uncovered_exact_destination	0x31f2b1	100	1	1	1	184:1	195:1	+0x4:1	exact:1	tail@0x9d961:1	prev=207@0x31f0fe-0x31f2b1+0x0;next=208@0x33170b-0x331c7a-0x1245a	0x31f2ad	0x31f2b1	exact positive instruction exits recovered bytecode coverage
93	uncovered_exact_destination	0x3334ac	100	1	1	1	123:1	356:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=217@0x3332d1-0x3334ac+0x0;next=218@0x3334ba-0x333722-0xe	0x3334a8	0x3334ac	exact positive instruction exits recovered bytecode coverage
94	uncovered_exact_destination	0x333bc9	100	1	1	1	174:1	195:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=220@0x333a16-0x333bc9+0x0;next=221@0x334a3d-0x3364c6-0xe74	0x333bc5	0x333bc9	exact positive instruction exits recovered bytecode coverage
95	uncovered_exact_destination	0x3369f2	100	1	1	1	20:1	95:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=223@0x336817-0x3369f2+0x0;next=224@0x3369fc-0x33710f-0xa	0x3369ee	0x3369f2	exact positive instruction exits recovered bytecode coverage
96	uncovered_exact_destination	0x33710f	100	1	1	1	176:1	299:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=224@0x3369fc-0x33710f+0x0;next=225@0x337e84-0x3387d9-0xd75	0x33710b	0x33710f	exact positive instruction exits recovered bytecode coverage
97	uncovered_exact_destination	0x339faf	100	1	1	1	20:1	216:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=234@0x339dd4-0x339faf+0x0;next=235@0x339fbd-0x33a225-0xe	0x339fab	0x339faf	exact positive instruction exits recovered bytecode coverage
98	uncovered_exact_destination	0x33a6cc	100	1	1	1	176:1	299:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=237@0x33a519-0x33a6cc+0x0;next=238@0x33b647-0x33cd0f-0xf7b	0x33a6c8	0x33a6cc	exact positive instruction exits recovered bytecode coverage
99	uncovered_exact_destination	0x33d2d9	100	1	1	1	176:1	195:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=239@0x33cd1f-0x33d2d9+0x0;next=240@0x33db28-0x33dcbd-0x84f	0x33d2d5	0x33d2d9	exact positive instruction exits recovered bytecode coverage
100	uncovered_exact_destination	0x34556c	100	1	1	1	176:1	175:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=248@0x34368f-0x34556c+0x0;next=249@0x3603af-0x364c68-0x1ae43	0x345568	0x34556c	exact positive instruction exits recovered bytecode coverage
101	uncovered_exact_destination	0x364c68	100	1	1	1	158:1	264:1	+0x4:1	exact:1	tail@0x992ca:1	prev=249@0x3603af-0x364c68+0x0;next=250@0x364c72-0x364d87-0xa	0x364c64	0x364c68	exact positive instruction exits recovered bytecode coverage
102	uncovered_exact_destination	0x364e55	100	1	1	1	158:1	216:1	+0x4:1	exact:1	tail@0x992ca:1	prev=251@0x364d98-0x364e55+0x0;next=252@0x364e5f-0x364f74-0xa	0x364e51	0x364e55	exact positive instruction exits recovered bytecode coverage
103	uncovered_exact_destination	0x365042	100	1	1	1	20:1	264:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=253@0x364f84-0x365042+0x0;next=254@0x36504c-0x3655e4-0xa	0x36503e	0x365042	exact positive instruction exits recovered bytecode coverage
104	uncovered_exact_destination	0x3655e4	100	1	1	1	158:1	195:1	+0x4:1	exact:1	tail@0x992ca:1	prev=254@0x36504c-0x3655e4+0x0;next=255@0x3674c3-0x36848f-0x1edf	0x3655e0	0x3655e4	exact positive instruction exits recovered bytecode coverage
105	uncovered_exact_destination	0xd1002	100	1	1	1	174:1	95:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=0@0xd0ac0-0xd1002+0x0;next=1@0xd1010-0xd1284-0xe	0xd0ffe	0xd1002	exact positive instruction exits recovered bytecode coverage
106	uncovered_exact_destination	0xd1284	100	1	1	1	176:1	356:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=1@0xd1010-0xd1284+0x0;next=2@0xd1292-0xd1445-0xe	0xd1280	0xd1284	exact positive instruction exits recovered bytecode coverage
107	uncovered_exact_destination	0xd1445	100	1	1	1	158:1	175:1	+0x4:1	exact:1	tail@0x992ca:1	prev=2@0xd1292-0xd1445+0x0;next=3@0xd3fac-0xd420b-0x2b67	0xd1441	0xd1445	exact positive instruction exits recovered bytecode coverage
108	uncovered_exact_destination	0xd4889	100	1	1	1	161:1	264:1	+0x4:1	exact:1	tail@0x99b3a:1	prev=5@0xd43e0-0xd4889+0x0;next=6@0xd4897-0xd4a83-0xe	0xd4885	0xd4889	exact positive instruction exits recovered bytecode coverage
109	uncovered_exact_destination	0xd5ebc	100	1	1	1	123:1	195:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=14@0xd5d09-0xd5ebc+0x0;next=15@0xd718e-0xd73ae-0x12d2	0xd5eb8	0xd5ebc	exact positive instruction exits recovered bytecode coverage
110	uncovered_exact_destination	0xdaf39	100	1	1	1	184:1	195:1	+0x4:1	exact:1	tail@0x9d961:1	prev=22@0xdad86-0xdaf39+0x0;next=23@0x11ac5e-0x11aee0-0x3fd25	0xdaf35	0xdaf39	exact positive instruction exits recovered bytecode coverage
111	hidden_transition_destination	0x33dcbd	75	3	1	1	52:3	210:3	+0x5:3	exact:3	tail@0x8371b:3	prev=240@0x33db28-0x33dcbd+0x0;next=241@0x33dcce-0x33de22-0x11	0x33dcb8	0x33dcbd	exact positive instruction enters adjacent hidden span; hidden=210->180:+0x11:events=3:obs=sampled_long_or_sparse:3
112	hidden_transition_destination	0x369525	75	3	1	1	174:3	356:3	+0x4:3	exact:3	tail@0x9c08c:3	prev=264@0x369286-0x369525+0x0;next=265@0x369533-0x36977c-0xe	0x369521	0x369525	exact positive instruction enters adjacent hidden span; hidden=356->354:+0xe:events=13:obs=exact:13
113	hidden_transition_destination	0x36977c	75	3	1	1	174:3	278:3	+0x4:3	exact:3	tail@0x9c08c:3	prev=265@0x369533-0x36977c+0x0;next=266@0x36978a-0x369951-0xe	0x369778	0x36977c	exact positive instruction enters adjacent hidden span; hidden=278->354:+0xe:events=15:obs=exact:15
114	hidden_transition_destination	0x369951	75	3	1	1	176:3	69:3	+0x4:3	exact:3	tail@0x9c3f4:3	prev=266@0x36978a-0x369951+0x0;next=267@0x369962-0x369c4a-0x11	0x36994d	0x369951	exact positive instruction enters adjacent hidden span; hidden=69->171:+0x11:events=15:obs=exact:15
115	hidden_transition_destination	0x36cf76	75	3	1	1	184:3	356:3	+0x4:3	exact:3	tail@0x9d961:3	prev=280@0x36ccd7-0x36cf76+0x0;next=281@0x36cf84-0x36d1cd-0xe	0x36cf72	0x36cf76	exact positive instruction enters adjacent hidden span; hidden=356->354:+0xe:events=13:obs=exact:13
116	hidden_transition_destination	0x36d1cd	75	3	1	1	161:3	216:3	+0x4:3	exact:3	tail@0x99b3a:3	prev=281@0x36cf84-0x36d1cd+0x0;next=282@0x36d1db-0x36d3a2-0xe	0x36d1c9	0x36d1cd	exact positive instruction enters adjacent hidden span; hidden=216->171:+0xe:events=19:obs=exact:19
117	hidden_transition_destination	0x36d3a2	75	3	1	1	20:3	80:3	+0x4:3	exact:3	tail@0x7ca96:3	prev=282@0x36d1db-0x36d3a2+0x0;next=283@0x36d3b3-0x36d69b-0x11	0x36d39e	0x36d3a2	exact positive instruction enters adjacent hidden span; hidden=80->171:+0x11:events=17:obs=target_only:17
118	decoded_long_branch_sample	308->171:-0x584	50	10	1	1	308:10	171:10	-0x584:10	backedge_sample:10	tail@0xb84a4:10	inside=270@0x36b124-0x36b693+0x46e	0x36bb16	0x36b592	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=10;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x584
119	decoded_long_branch_sample	308->354:-0x40	50	10	1	1	308:10	354:10	-0x40:10	backedge_sample:10	tail@0xb84a4:10	inside=247@0x33f278-0x34367e+0xf03	0x3401bb	0x34017b	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=10;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[354], ip -= 0x40
120	hidden_transition_destination	0x24972b	50	2	1	1	184:2	264:2	+0x4:2	exact:2	tail@0x9d961:2	prev=147@0x249468-0x24972b+0x0;next=148@0x249739-0x249b99-0xe	0x249727	0x24972b	exact positive instruction enters adjacent hidden span; hidden=264->165:+0xe:events=31:obs=exact:31
121	hidden_transition_destination	0x249b99	50	2	1	1	176:2	278:2	+0x4:2	exact:2	tail@0x9c3f4:2	prev=148@0x249739-0x249b99+0x0;next=149@0x249ba7-0x249ddc-0xe	0x249b95	0x249b99	exact positive instruction enters adjacent hidden span; hidden=278->354:+0xe:events=15:obs=exact:15
122	hidden_transition_destination	0x249ddc	50	2	1	1	176:2	95:2	+0x4:2	exact:2	tail@0x9c3f4:2	prev=149@0x249ba7-0x249ddc+0x0;next=150@0x249dea-0x24a01f-0xe	0x249dd8	0x249ddc	exact positive instruction enters adjacent hidden span; hidden=95->354:+0xe:events=14:obs=exact:14
123	hidden_transition_destination	0x24a01f	50	2	1	1	174:2	95:2	+0x4:2	exact:2	tail@0x9c08c:2	prev=150@0x249dea-0x24a01f+0x0;next=151@0x24a02d-0x24a292-0xe	0x24a01b	0x24a01f	exact positive instruction enters adjacent hidden span; hidden=95->354:+0xe:events=14:obs=exact:14
124	hidden_transition_destination	0x24a292	50	2	1	1	184:2	95:2	+0x4:2	exact:2	tail@0x9d961:2	prev=151@0x24a02d-0x24a292+0x0;next=152@0x24a2a0-0x24a4d5-0xe	0x24a28e	0x24a292	exact positive instruction enters adjacent hidden span; hidden=95->171:+0xe:events=11:obs=exact:11
125	hidden_transition_destination	0x24a4d5	50	2	1	1	176:2	311:2	+0x4:2	exact:2	tail@0x9c3f4:2	prev=152@0x24a2a0-0x24a4d5+0x0;next=153@0x24a4e3-0x24a8c5-0xe	0x24a4d1	0x24a4d5	exact positive instruction enters adjacent hidden span; hidden=311->354:+0xe:events=8:obs=exact:8
126	hidden_transition_destination	0x24a8c5	50	2	1	1	184:2	216:2	+0x4:2	exact:2	tail@0x9d961:2	prev=153@0x24a4e3-0x24a8c5+0x0;next=154@0x24a8d3-0x24ab6a-0xe	0x24a8c1	0x24a8c5	exact positive instruction enters adjacent hidden span; hidden=216->171:+0xe:events=19:obs=exact:19
127	hidden_transition_destination	0x24ab6a	50	2	1	1	161:2	95:2	+0x4:2	exact:2	tail@0x99b3a:2	prev=154@0x24a8d3-0x24ab6a+0x0;next=155@0x24ab78-0x24ae0f-0xe	0x24ab66	0x24ab6a	exact positive instruction enters adjacent hidden span; hidden=95->354:+0xe:events=14:obs=exact:14
128	hidden_transition_destination	0x24ae0f	50	2	1	1	123:2	216:2	+0x4:2	exact:2	tail@0x91e7f:2	prev=155@0x24ab78-0x24ae0f+0x0;next=156@0x24ae1d-0x24b052-0xe	0x24ae0b	0x24ae0f	exact positive instruction enters adjacent hidden span; hidden=216->171:+0xe:events=19:obs=exact:19
129	hidden_transition_destination	0x24b052	50	2	1	1	174:2	356:2	+0x4:2	exact:2	tail@0x9c08c:2	prev=156@0x24ae1d-0x24b052+0x0;next=157@0x24b060-0x24b39b-0xe	0x24b04e	0x24b052	exact positive instruction enters adjacent hidden span; hidden=356->165:+0xe:events=7:obs=exact:7
130	hidden_transition_destination	0x24b39b	50	2	1	1	184:2	278:2	+0x4:2	exact:2	tail@0x9d961:2	prev=157@0x24b060-0x24b39b+0x0;next=158@0x24b3a9-0x24b640-0xe	0x24b397	0x24b39b	exact positive instruction enters adjacent hidden span; hidden=278->354:+0xe:events=15:obs=exact:15
131	hidden_transition_destination	0x24b640	50	2	1	1	123:2	95:2	+0x4:2	exact:2	tail@0x91e7f:2	prev=158@0x24b3a9-0x24b640+0x0;next=159@0x24b64e-0x24b883-0xe	0x24b63c	0x24b640	exact positive instruction enters adjacent hidden span; hidden=95->171:+0xe:events=11:obs=exact:11
132	hidden_transition_destination	0x24b883	50	2	1	1	176:2	278:2	+0x4:2	exact:2	tail@0x9c3f4:2	prev=159@0x24b64e-0x24b883+0x0;next=160@0x24b891-0x24bb69-0xe	0x24b87f	0x24b883	exact positive instruction enters adjacent hidden span; hidden=278->171:+0xe:events=10:obs=exact:10
133	hidden_transition_destination	0x24bb69	50	2	1	1	174:2	95:2	+0x4:2	exact:2	tail@0x9c08c:2	prev=160@0x24b891-0x24bb69+0x0;next=161@0x24bb77-0x24bd2a-0xe	0x24bb65	0x24bb69	exact positive instruction enters adjacent hidden span; hidden=95->171:+0xe:events=11:obs=exact:11
134	hidden_transition_destination	0x293001	50	2	1	1	158:2	264:2	+0x4:2	exact:2	tail@0x992ca:2	prev=166@0x292df6-0x293001+0x0;next=167@0x29300f-0x293222-0xe	0x292ffd	0x293001	exact positive instruction enters adjacent hidden span; hidden=264->171:+0xe:events=58:obs=exact:58
135	hidden_transition_destination	0x293222	50	2	1	1	123:2	78:2	+0x4:2	exact:2	tail@0x91e7f:2	prev=167@0x29300f-0x293222+0x0;next=168@0x293233-0x293344-0x11	0x29321e	0x293222	exact positive instruction enters adjacent hidden span; hidden=78->354:+0x11:events=1:obs=exact:1
136	hidden_transition_destination	0x293344	50	2	1	1	125:2	334:2	+0x5:2	exact:2	tail@0x92612:2	prev=168@0x293233-0x293344+0x0;next=169@0x293355-0x293470-0x11	0x29333f	0x293344	exact positive instruction enters adjacent hidden span; hidden=334->189:+0x11:events=2:obs=sampled_long_or_sparse:2
137	hidden_transition_destination	0x31c33a	50	2	1	1	176:2	69:2	+0x4:2	exact:2	tail@0x9c3f4:2	prev=190@0x31aed4-0x31c33a+0x0;next=191@0x31c34b-0x31cd8c-0x11	0x31c336	0x31c33a	exact positive instruction enters adjacent hidden span; hidden=69->171:+0x11:events=15:obs=exact:15
138	decoded_long_branch_sample	117->165:-0xbc1	45	9	1	1	117:9	165:9	-0xbc1:9	backedge_sample:9	tail@0x90c21:9	inside=241@0x33dcce-0x33de22+0x47	0x33e8d6	0x33dd15	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=9;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[165], ip -= 0xbc1
139	decoded_long_branch_sample	302->165:-0x55d	45	9	1	1	302:9	165:9	-0x55d:9	backedge_sample:9	tail@0xb7699:9	inside=255@0x3674c3-0x36848f+0x46e	0x367e8e	0x367931	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=9;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[165], ip -= 0x55d
140	decoded_long_branch_sample	117->354:-0x584	30	6	2	2	117:6	354:6	-0x584:6	backedge_sample:6	tail@0x90c21:6	inside=208@0x33170b-0x331c7a+0x46e	0x3320fd,0x34094b	0x331b79,0x3403c7	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=6;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[354], ip -= 0x584
141	decoded_long_branch_sample	117->165:-0x55d	25	5	1	1	117:5	165:5	-0x55d:5	backedge_sample:5	tail@0x90c21:5	inside=286@0x36ecdc-0x36fca8+0x46e	0x36f6a7	0x36f14a	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=5;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[165], ip -= 0x55d
142	decoded_long_branch_sample	302->171:-0x2ce	25	5	2	2	302:5	171:5	-0x2ce:5	backedge_sample:5	tail@0xb7699:5	inside=247@0x33f278-0x34367e+0x3e5f	0x3433a5,0x362f69	0x3430d7,0x362c9b	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=5;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x2ce
143	decoded_long_branch_sample	308->354:-0x2ce	25	5	2	2	308:5	354:5	-0x2ce:5	backedge_sample:5	tail@0xb84a4:5	inside=221@0x334a3d-0x3364c6+0xb48	0x335853,0x3682d5	0x335585,0x368007	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=5;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[354], ip -= 0x2ce
144	hidden_transition_destination	0x11aee0	25	1	1	1	20:1	311:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=23@0x11ac5e-0x11aee0+0x0;next=24@0x11aeee-0x11b122-0xe	0x11aedc	0x11aee0	exact positive instruction enters adjacent hidden span; hidden=311->354:+0xe:events=8:obs=exact:8
145	hidden_transition_destination	0x11b122	25	1	1	1	176:1	278:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=24@0x11aeee-0x11b122+0x0;next=25@0x11b130-0x11b364-0xe	0x11b11e	0x11b122	exact positive instruction enters adjacent hidden span; hidden=278->171:+0xe:events=10:obs=exact:10
146	hidden_transition_destination	0x11b364	25	1	1	1	174:1	311:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=25@0x11b130-0x11b364+0x0;next=26@0x11b372-0x11b5a6-0xe	0x11b360	0x11b364	exact positive instruction enters adjacent hidden span; hidden=311->171:+0xe:events=31:obs=exact:31
147	hidden_transition_destination	0x11b5a6	25	1	1	1	176:1	356:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=26@0x11b372-0x11b5a6+0x0;next=27@0x11b5b4-0x11b7e8-0xe	0x11b5a2	0x11b5a6	exact positive instruction enters adjacent hidden span; hidden=356->171:+0xe:events=33:obs=exact:33
148	hidden_transition_destination	0x11b7e8	25	1	1	1	174:1	311:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=27@0x11b5b4-0x11b7e8+0x0;next=28@0x11b7f6-0x11ba2a-0xe	0x11b7e4	0x11b7e8	exact positive instruction enters adjacent hidden span; hidden=311->171:+0xe:events=31:obs=exact:31
149	hidden_transition_destination	0x11ba2a	25	1	1	1	176:1	356:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=28@0x11b7f6-0x11ba2a+0x0;next=29@0x11ba38-0x11bb7e-0xe	0x11ba26	0x11ba2a	exact positive instruction enters adjacent hidden span; hidden=356->354:+0xe:events=13:obs=exact:13
150	hidden_transition_destination	0x11bb7e	25	1	1	1	52:1	145:1	+0x5:1	exact:1	tail@0x8371b:1	prev=29@0x11ba38-0x11bb7e+0x0;next=30@0x11bb8f-0x11bd5f-0x11	0x11bb79	0x11bb7e	exact positive instruction enters adjacent hidden span; hidden=145->183:+0x11:events=1:obs=sampled_long_or_sparse:1
151	hidden_transition_destination	0x11bd5f	25	1	1	1	123:1	278:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=30@0x11bb8f-0x11bd5f+0x0;next=31@0x11bd6d-0x11beb3-0xe	0x11bd5b	0x11bd5f	exact positive instruction enters adjacent hidden span; hidden=278->165:+0xe:events=7:obs=exact:7
152	hidden_transition_destination	0x11beb3	25	1	1	1	52:1	334:1	+0x5:1	exact:1	tail@0x8371b:1	prev=31@0x11bd6d-0x11beb3+0x0;next=32@0x11bec4-0x11c0ac-0x11	0x11beae	0x11beb3	exact positive instruction enters adjacent hidden span; hidden=334->183:+0x11:events=126:obs=sampled_long_or_sparse:126
153	hidden_transition_destination	0x11c0ac	25	1	1	1	20:1	278:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=32@0x11bec4-0x11c0ac+0x0;next=33@0x11c0ba-0x11c200-0xe	0x11c0a8	0x11c0ac	exact positive instruction enters adjacent hidden span; hidden=278->171:+0xe:events=10:obs=exact:10
154	hidden_transition_destination	0x11c200	25	1	1	1	122:1	334:1	+0x5:1	exact:1	tail@0x91a57:1	prev=33@0x11c0ba-0x11c200+0x0;next=34@0x11c211-0x11c3f9-0x11	0x11c1fb	0x11c200	exact positive instruction enters adjacent hidden span; hidden=334->18:+0x11:events=1:obs=sampled_long_or_sparse:1
155	hidden_transition_destination	0x11c3f9	25	1	1	1	20:1	278:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=34@0x11c211-0x11c3f9+0x0;next=35@0x11c407-0x11c682-0xe	0x11c3f5	0x11c3f9	exact positive instruction enters adjacent hidden span; hidden=278->354:+0xe:events=15:obs=exact:15
156	hidden_transition_destination	0x11c682	25	1	1	1	174:1	216:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=35@0x11c407-0x11c682+0x0;next=36@0x11c690-0x11ca2a-0xe	0x11c67e	0x11c682	exact positive instruction enters adjacent hidden span; hidden=216->171:+0xe:events=19:obs=exact:19
157	hidden_transition_destination	0x11ca2a	25	1	1	1	174:1	95:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=36@0x11c690-0x11ca2a+0x0;next=37@0x11ca38-0x11ccf7-0xe	0x11ca26	0x11ca2a	exact positive instruction enters adjacent hidden span; hidden=95->354:+0xe:events=14:obs=exact:14
158	hidden_transition_destination	0x11ccf7	25	1	1	1	161:1	216:1	+0x4:1	exact:1	tail@0x99b3a:1	prev=37@0x11ca38-0x11ccf7+0x0;next=38@0x11cd05-0x11cf21-0xe	0x11ccf3	0x11ccf7	exact positive instruction enters adjacent hidden span; hidden=216->165:+0xe:events=7:obs=exact:7
159	hidden_transition_destination	0x11cf21	25	1	1	1	174:1	356:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=38@0x11cd05-0x11cf21+0x0;next=39@0x11cf2f-0x11d207-0xe	0x11cf1d	0x11cf21	exact positive instruction enters adjacent hidden span; hidden=356->171:+0xe:events=33:obs=exact:33
160	hidden_transition_destination	0x11d207	25	1	1	1	161:1	278:1	+0x4:1	exact:1	tail@0x99b3a:1	prev=39@0x11cf2f-0x11d207+0x0;next=40@0x11d215-0x11d3d3-0xe	0x11d203	0x11d207	exact positive instruction enters adjacent hidden span; hidden=278->354:+0xe:events=15:obs=exact:15
161	hidden_transition_destination	0x11d3d3	25	1	1	1	158:1	264:1	+0x4:1	exact:1	tail@0x992ca:1	prev=40@0x11d215-0x11d3d3+0x0;next=41@0x11d3e1-0x11d6a2-0xe	0x11d3cf	0x11d3d3	exact positive instruction enters adjacent hidden span; hidden=264->171:+0xe:events=58:obs=exact:58
162	hidden_transition_destination	0x11da3a	25	1	1	1	245:1	145:1	+0x5:1	exact:1	tail@0xab424:1	prev=43@0x11d929-0x11da3a+0x0;next=44@0x11da4b-0x11dc27-0x11	0x11da35	0x11da3a	exact positive instruction enters adjacent hidden span; hidden=145->18:+0x11:events=1:obs=sampled_long_or_sparse:1
163	hidden_transition_destination	0x11dc27	25	1	1	1	245:1	210:1	+0x5:1	exact:1	tail@0xab424:1	prev=44@0x11da4b-0x11dc27+0x0;next=45@0x11dc37-0x11de14-0x10	0x11dc22	0x11dc27	exact positive instruction enters adjacent hidden span; hidden=210->114:+0x10:events=1:obs=sampled_long_or_sparse:1
164	hidden_transition_destination	0x11de14	25	1	1	1	245:1	210:1	+0x5:1	exact:1	tail@0xab424:1	prev=45@0x11dc37-0x11de14+0x0;next=46@0x11de27-0x11e02d-0x13	0x11de0f	0x11de14	exact positive instruction enters adjacent hidden span; hidden=210->157:+0x13:events=1:obs=sampled_long_or_sparse:1
