block	start	end	size	events	unique_start_ips	unique_sources	top_sources	top_targets	top_deltas	byte_statuses
10	0x11ac5e	0x11bbf4	0xf96	1031	1031	98	337:48,340:43,189:39,66:36,18:35,114:33,185:33,347:32	337:48,340:43,189:39,66:36,18:35,114:33,185:33,347:32	+0x4:646,+0x3:253,+0x5:50,+0x2:45,+0x6:29,+0xe:6,+0x11:1,+0x54:1	exact:1023,hidden_span_of_14:6,hidden_span_of_17:1,prefix_32_of_84:1
11	0x11bc28	0x11bf29	0x301	190	190	68	66:9,114:8,64:7,215:7,258:7,28:7,347:7,123:7	66:9,114:8,64:7,215:7,258:7,28:7,347:7,123:7	+0x4:111,+0x3:44,+0x5:14,+0x2:12,+0x6:6,+0xe:1,+0x11:1,+0x54:1	exact:187,hidden_span_of_14:1,hidden_span_of_17:1,prefix_32_of_84:1
12	0x11bf5d	0x11c276	0x319	196	196	70	18:9,347:8,64:8,340:7,333:7,66:7,307:7,297:6	18:9,347:8,64:8,340:7,333:7,66:7,307:7,297:6	+0x4:113,+0x3:45,+0x5:15,+0x2:13,+0x6:7,+0xe:1,+0x11:1,+0x54:1	exact:193,hidden_span_of_14:1,hidden_span_of_17:1,prefix_32_of_84:1
13	0x11c2aa	0x11d6a2	0x13f8	1340	1340	100	114:54,258:50,28:46,347:46,337:45,18:44,64:42,297:41	114:54,258:50,28:46,347:46,337:45,18:44,64:42,297:41	+0x4:807,+0x3:320,+0x5:90,+0x2:80,+0x6:36,+0xe:7	exact:1333,hidden_span_of_14:7
14	0x11d6b0	0x11d91b	0x26b	164	164	63	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	+0x4:100,+0x3:41,+0x5:10,+0x2:8,+0x6:5	exact:164
15	0x11d929	0x11de59	0x530	329	329	55	114:15,340:14,347:14,28:14,64:13,337:13,18:12,66:11	114:15,340:14,347:14,28:14,64:13,337:13,18:12,66:11	+0x4:222,+0x3:85,+0x5:7,+0x6:5,+0x2:4,+0x11:1,+0x221770:1,+0x10:1	exact:323,hidden_span_of_17:1,prefix_32_of_2234224:1,hidden_span_of_16:1,prefix_32_of_2369210:1,hidden_span_of_19:1,prefix_32_of_102:1
16	0x11de9f	0x11e3bb	0x51c	329	329	83	199:15,347:15,337:14,297:13,333:12,18:12,114:12,258:11	199:15,347:15,337:14,297:13,333:12,18:12,114:12,258:11	+0x4:201,+0x3:79,+0x5:22,+0x2:15,+0x6:8,+0x11:1,+0x10:1,+0xe:1	exact:325,hidden_span_of_17:1,hidden_span_of_16:1,hidden_span_of_14:1,prefix_32_of_473:1
17	0x11e574	0x11ef0e	0x99a	636	636	89	18:28,337:27,340:26,28:25,189:24,64:24,347:23,258:20	18:28,337:27,340:26,28:25,189:24,64:24,347:23,258:20	+0x4:399,+0x3:157,+0x5:31,+0x2:29,+0x6:15,+0xe:4,+0x77:1	exact:631,hidden_span_of_14:4,prefix_32_of_119:1
18	0x11ef65	0x11f4da	0x575	358	358	80	114:19,297:15,66:14,347:13,340:13,215:12,189:12,43:12	114:19,297:15,66:14,347:13,340:13,215:12,189:12,43:12	+0x4:213,+0x3:85,+0x5:26,+0x2:21,+0x6:10,+0xc:1,+0xe:1,+0x1518:1	exact:355,hidden_span_of_12:1,hidden_span_of_14:1,prefix_32_of_5400:1
19	0x1209d2	0x120af4	0x122	78	78	38	114:6,258:5,18:5,28:4,174:4,184:4,176:4,297:3	114:6,258:5,18:5,28:4,174:4,184:4,176:4,297:3	+0x4:45,+0x3:21,+0x2:5,+0x5:5,+0x6:2	exact:78
20	0x120b02	0x120ebe	0x3bc	243	243	68	340:11,185:10,64:10,297:9,347:9,189:9,66:9,287:9	340:11,185:10,64:10,297:9,347:9,189:9,66:9,287:9	+0x4:153,+0x3:59,+0x5:13,+0x2:10,+0x6:6,+0xe:1,+0x238:1	exact:241,hidden_span_of_14:1,prefix_32_of_568:1
21	0x1210d6	0x121924	0x84e	553	553	89	114:25,215:23,189:22,18:21,347:21,258:20,337:20,199:19	114:25,215:23,189:22,18:21,347:21,258:20,337:20,199:19	+0x4:338,+0x3:139,+0x5:30,+0x2:26,+0x6:16,+0xe:3,+0x11:1	exact:549,hidden_span_of_14:3,hidden_span_of_17:1
22	0x121932	0x121a7b	0x149	79	79	35	26:5,114:5,64:4,307:4,315:4,258:4,157:3,28:3	26:5,114:5,64:4,307:4,315:4,258:4,157:3,28:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2,+0x2f:1	exact:78,prefix_32_of_47:1
23	0x121a8a	0x121ada	0x50	14	14	12	171:2,18:2,333:1,340:1,239:1,3:1,144:1,273:1	18:2,171:2,333:1,340:1,239:1,3:1,144:1,273:1	+0x4:5,+0x2:3,+0x3:2,+0x5:2,+0x6:1,+0x77:1	exact:13,prefix_32_of_119:1
24	0x121b31	0x121c83	0x152	90	90	43	189:6,66:5,174:5,337:5,28:4,123:4,297:3,269:3	189:6,66:5,174:5,337:5,28:4,123:4,297:3,269:3	+0x4:49,+0x3:23,+0x2:7,+0x5:7,+0x6:4	exact:90
25	0x121c91	0x121ec6	0x235	150	150	54	340:11,189:10,307:9,28:7,297:7,18:6,305:5,258:5	340:11,189:10,307:9,28:7,297:7,18:6,305:5,258:5	+0x4:95,+0x3:38,+0x5:7,+0x2:6,+0x6:4	exact:150
26	0x121ed4	0x12201d	0x149	79	79	37	18:5,43:5,66:4,157:4,340:4,185:4,337:3,333:3	18:5,43:5,66:4,157:4,340:4,185:4,337:3,333:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2,+0x77:1	exact:78,prefix_32_of_119:1
27	0x122074	0x122196	0x122	78	78	36	158:6,174:5,28:4,114:4,189:4,199:4,64:4,307:4	158:6,174:5,28:4,114:4,189:4,199:4,64:4,307:4	+0x4:45,+0x3:21,+0x2:5,+0x5:5,+0x6:2	exact:78
28	0x1221a4	0x1222ed	0x149	79	79	36	258:5,168:5,157:4,305:4,215:4,347:3,297:3,307:3	258:5,168:5,157:4,305:4,215:4,347:3,297:3,307:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2,+0x77:1	exact:78,prefix_32_of_119:1
29	0x122344	0x122466	0x122	78	78	39	114:6,66:5,347:4,176:4,340:4,20:4,18:4,258:3	114:6,66:5,347:4,176:4,340:4,20:4,18:4,258:3	+0x4:45,+0x3:21,+0x2:5,+0x5:5,+0x6:2	exact:78
30	0x122474	0x1226e6	0x272	152	152	61	258:11,333:9,18:5,185:5,3:5,33:4,243:4,268:4	258:11,333:9,18:5,185:5,3:5,33:4,243:4,268:4	+0x4:81,+0x3:30,+0x5:19,+0x2:13,+0x6:7,+0x11:1,+0x380:1	exact:150,hidden_span_of_17:1,prefix_32_of_896:1
31	0x122a46	0x122c7b	0x235	142	142	59	28:8,340:7,18:6,258:6,185:5,108:4,189:4,352:4	28:8,340:7,18:6,258:6,185:5,108:4,189:4,352:4	+0x4:69,+0x3:31,+0x5:18,+0x2:16,+0x6:7,+0x20:1	exact:142
32	0x122c89	0x122e3c	0x1b3	116	116	40	114:8,28:7,189:6,64:6,18:5,340:5,307:5,176:5	114:8,28:7,189:6,64:6,18:5,340:5,307:5,176:5	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
33	0x128952	0x128b72	0x220	145	145	52	185:9,340:8,64:7,347:7,66:7,258:6,307:6,161:6	185:9,340:8,64:7,347:7,66:7,258:6,307:6,161:6	+0x4:95,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:145
34	0x128b80	0x128de7	0x267	163	163	59	189:9,28:8,347:7,66:7,340:7,185:6,333:5,243:5	189:9,28:8,347:7,66:7,340:7,185:6,333:5,243:5	+0x4:101,+0x3:40,+0x5:9,+0x2:8,+0x6:5	exact:163
35	0x128df5	0x12906f	0x27a	169	169	60	307:9,18:8,340:8,114:7,215:7,64:6,347:6,199:5	307:9,18:8,340:8,114:7,215:7,64:6,347:6,199:5	+0x4:106,+0x3:41,+0x2:9,+0x5:9,+0x6:4	exact:169
36	0x1705a9	0x172877	0x22ce	2333	2333	98	337:98,189:89,18:86,347:85,64:80,66:78,28:76,258:75	337:98,189:89,18:86,347:85,64:80,66:78,28:76,258:75	+0x4:1445,+0x3:567,+0x5:125,+0x2:119,+0x6:64,+0xe:13	exact:2320,hidden_span_of_14:13
37	0x172885	0x172aa1	0x21c	144	144	49	18:10,258:9,64:7,174:7,43:6,307:6,215:6,340:6	18:10,258:9,64:7,174:7,43:6,307:6,215:6,340:6	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
38	0x172aaf	0x172d58	0x2a9	181	181	63	337:9,189:8,199:8,114:8,64:6,307:6,185:6,215:6	337:9,189:8,199:8,114:8,64:6,307:6,185:6,215:6	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:5	exact:181
39	0x172d66	0x173043	0x2dd	194	194	65	185:10,258:9,340:8,189:8,28:8,18:7,337:6,268:5	185:10,258:9,340:8,189:8,28:8,18:7,337:6,268:5	+0x4:115,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:194
40	0x173051	0x1732b3	0x262	162	162	57	64:8,66:8,347:7,199:6,258:6,28:6,18:5,340:5	64:8,66:8,347:7,199:6,258:6,28:6,18:5,340:5	+0x4:101,+0x3:40,+0x2:8,+0x5:8,+0x6:5	exact:162
41	0x1732c1	0x1734dd	0x21c	144	144	51	258:8,199:8,64:8,215:7,189:7,114:6,18:6,158:6	258:8,199:8,64:8,215:7,189:7,114:6,18:6,158:6	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
42	0x1734eb	0x173707	0x21c	144	144	53	114:9,28:8,64:8,185:7,18:7,33:6,123:6,340:5	114:9,28:8,64:8,185:7,18:7,33:6,123:6,340:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
43	0x173715	0x1739be	0x2a9	181	181	62	189:9,337:8,18:8,43:7,215:7,174:7,28:6,258:6	189:9,337:8,18:8,43:7,215:7,174:7,28:6,258:6	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:5	exact:181
44	0x1739cc	0x173ca9	0x2dd	194	194	67	307:9,258:9,185:8,337:8,168:8,347:7,340:7,199:7	307:9,258:9,185:8,337:8,168:8,347:7,340:7,199:7	+0x4:115,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:194
45	0x173cb7	0x173f19	0x262	162	162	55	199:9,18:8,258:7,307:7,347:7,340:7,64:7,114:6	199:9,18:8,258:7,307:7,347:7,340:7,64:7,114:6	+0x4:101,+0x3:40,+0x2:8,+0x5:8,+0x6:5	exact:162
46	0x173f27	0x174143	0x21c	144	144	49	189:8,18:8,114:7,203:7,337:7,185:6,66:5,307:5	189:8,18:8,114:7,203:7,337:7,185:6,66:5,307:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
47	0x174151	0x17436d	0x21c	144	144	50	28:8,258:7,189:6,64:6,66:6,123:6,307:5,337:5	28:8,258:7,189:6,64:6,66:6,123:6,307:5,337:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
48	0x17437b	0x17452e	0x1b3	116	116	38	66:7,18:7,340:6,347:5,258:5,185:5,114:5,189:4	66:7,18:7,340:6,347:5,258:5,185:5,114:5,189:4	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
49	0x176883	0x17731c	0xa99	702	702	90	307:34,114:30,340:30,28:29,64:27,337:22,347:21,168:21	307:34,114:30,340:30,28:29,64:27,337:22,347:21,168:21	+0x4:445,+0x3:173,+0x5:32,+0x2:29,+0x6:18,+0xe:4,+0x57:1	exact:697,hidden_span_of_14:4,prefix_32_of_87:1
50	0x177353	0x177ca2	0x94f	612	612	102	28:29,337:25,64:25,189:21,258:21,215:19,307:19,199:16	28:29,337:25,64:25,189:21,258:21,215:19,307:19,199:16	+0x4:352,+0x3:139,+0x5:52,+0x2:44,+0x6:20,+0xe:3,+0x10:1,+0x22c1:1	exact:607,hidden_span_of_14:3,hidden_span_of_16:1,prefix_32_of_8897:1
51	0x179f43	0x17a420	0x4dd	327	327	63	64:22,18:20,189:16,114:15,66:15,215:14,347:12,258:12	64:22,18:20,189:16,114:15,66:15,215:14,347:12,258:12	+0x4:212,+0x3:88,+0x2:9,+0x5:9,+0x6:7,+0xe:2	exact:325,hidden_span_of_14:2
52	0x18b66f	0x18bd8c	0x71d	479	479	82	18:25,347:21,337:20,28:18,189:17,199:16,258:16,114:16	18:25,347:21,337:20,28:18,189:17,199:16,258:16,114:16	+0x4:301,+0x3:118,+0x5:25,+0x2:22,+0x6:11,+0xe:2	exact:477,hidden_span_of_14:2
53	0x18bd9a	0x18c07a	0x2e0	192	192	66	340:12,307:9,66:8,43:7,199:7,114:7,189:6,347:6	340:12,307:9,66:8,43:7,199:7,114:7,189:6,347:6	+0x4:115,+0x3:45,+0x5:14,+0x2:12,+0x6:5,+0x11:1	exact:191,hidden_span_of_17:1
54	0x18c088	0x18c467	0x3df	262	262	56	114:15,64:14,66:14,189:13,315:11,199:10,258:10,185:9	114:15,64:14,66:14,189:13,315:11,199:10,258:10,185:9	+0x4:174,+0x3:69,+0x2:7,+0x5:6,+0x6:5,+0xe:1	exact:261,hidden_span_of_14:1
55	0x1a480d	0x1a5f08	0x16fb	1508	1508	124	337:63,28:62,64:53,307:53,18:51,258:51,114:47,340:46	337:63,28:62,64:53,307:53,18:51,258:51,114:47,340:46	+0x4:907,+0x3:355,+0x5:104,+0x2:81,+0x6:47,+0xe:6,+0x11:4,+0x10:2	exact:1495,hidden_span_of_14:6,hidden_span_of_17:4,hidden_span_of_16:2,prefix_32_of_85:1
56	0x1a5f3d	0x1a6041	0x104	70	70	36	174:6,340:5,258:4,28:4,347:4,199:4,176:4,307:3	174:6,340:5,258:4,28:4,347:4,199:4,176:4,307:3	+0x4:40,+0x3:20,+0x2:4,+0x5:4,+0x6:2	exact:70
57	0x1ec0ab	0x1ed483	0x13d8	1325	1325	103	258:56,340:54,66:53,347:51,18:46,28:43,114:43,64:42	258:56,340:54,66:53,347:51,18:46,28:43,114:43,64:42	+0x4:813,+0x3:323,+0x5:74,+0x2:67,+0x6:40,+0xe:7,+0x11:1	exact:1317,hidden_span_of_14:7,hidden_span_of_17:1
58	0x22fe2d	0x2304b8	0x68b	73367	437	97	258:3589,347:2567,28:2562,215:2561,114:2312,66:2059,189:2057,199:2054	258:3589,347:2567,28:2562,215:2561,114:2312,66:2059,189:2057,199:2054	+0x4:39519,+0x3:15653,+0x5:8968,+0x2:7431,+0x6:1028,+0x11:257,-0x6d:255,-0x3c4:255	exact:72599,backedge_sample:510,hidden_span_of_17:257,hidden_span_of_16:1
59	0x230722	0x231237	0xb15	42881	742	113	347:1606,258:1540,307:1410,337:1284,18:1223,28:1221,66:1219,64:1158	347:1606,258:1540,307:1410,337:1284,18:1223,28:1221,66:1219,64:1158	+0x4:22999,+0x3:9634,+0x5:5059,+0x2:4163,+0x6:770,+0x11:128,+0xd:64,-0x9de:64	exact:42689,hidden_span_of_17:128,backedge_sample:64
60	0x2316bf	0x2319b3	0x2f4	199	199	57	66:16,258:12,18:10,340:9,64:8,161:8,114:8,189:7	66:16,258:12,18:10,340:9,64:8,161:8,114:8,189:7	+0x4:128,+0x3:54,+0x5:7,+0x2:5,+0x6:4,+0xd:1	exact:199
61	0x2319c1	0x231b74	0x1b3	116	116	39	189:9,18:7,307:6,347:6,215:5,258:5,123:5,168:4	189:9,18:7,307:6,347:6,215:5,258:5,123:5,168:4	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
62	0x249468	0x24bd2a	0x28c2	5444	2722	109	18:240,28:206,258:206,337:194,340:192,64:188,114:180,189:174	18:240,28:206,258:206,337:194,340:192,64:188,114:180,189:174	+0x4:3296,+0x3:1314,+0x5:334,+0x2:292,+0x6:178,+0xe:28,+0x2341b:2	exact:5414,hidden_span_of_14:28,prefix_32_of_144411:2
63	0x26cd71	0x26cf3b	0x1ca	452	113	56	66:28,340:20,189:20,307:20,43:20,337:20,157:16,287:16	66:28,340:20,189:20,307:20,43:20,337:20,157:16,287:16	+0x4:272,+0x3:96,+0x5:40,+0x2:28,+0x6:12,+0xbec:4	exact:448,prefix_32_of_3052:4
64	0x26db07	0x26f097	0x1590	5745	1437	101	340:232,258:224,18:220,28:220,66:208,337:196,114:188,64:184	340:232,258:224,18:220,28:220,66:208,337:196,114:188,64:184	+0x4:3440,+0x3:1392,+0x5:352,+0x2:308,+0x6:220,+0xa:32,-0x2306:1	exact:5744,backedge_sample:1
65	0x292986	0x292b48	0x1c2	120	120	39	64:10,307:7,297:6,66:6,347:5,189:5,158:5,337:4	64:10,307:7,297:6,66:6,347:5,189:5,158:5,337:4	+0x4:83,+0x3:33,+0x6:2,+0x2:1,+0x5:1	exact:120
66	0x292b56	0x292de8	0x292	175	175	62	28:11,18:9,114:8,258:6,268:6,64:6,340:6,185:5	28:11,18:9,114:8,258:6,268:6,64:6,340:6,185:5	+0x4:107,+0x3:42,+0x5:12,+0x2:10,+0x6:4	exact:175
67	0x292df6	0x293470	0x67a	773	431	75	28:38,189:37,18:36,114:33,258:32,340:31,297:25,307:24	28:38,189:37,18:36,114:33,258:32,340:31,297:25,307:24	+0x4:496,+0x3:203,+0x5:29,+0x2:24,+0x6:17,+0x11:3,+0xe:1	exact:769,hidden_span_of_17:3,hidden_span_of_14:1
68	0x29347e	0x293689	0x20b	116	116	51	28:7,66:6,347:5,172:5,189:5,268:4,64:4,287:4	28:7,66:6,347:5,172:5,189:5,268:4,64:4,287:4	+0x4:64,+0x3:24,+0x5:11,+0x6:8,+0x2:4,+0x11:4,+0x10:1	exact:111,hidden_span_of_17:4,hidden_span_of_16:1
69	0x2bec2e	0x2bed4f	0x121	78	78	36	64:6,189:5,20:5,185:4,199:4,184:4,174:3,176:3	64:6,189:5,20:5,185:4,199:4,184:4,174:3,176:3	+0x4:46,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:78
70	0x2bed5d	0x2bef26	0x1c9	121	121	40	64:10,258:8,297:7,199:7,66:6,333:6,168:5,315:4	64:10,258:8,297:7,199:7,66:6,333:6,168:5,315:4	+0x4:82,+0x3:33,+0x6:3,+0x5:2,+0x2:1	exact:121
71	0x2bef37	0x2bf068	0x131	73	73	31	114:6,346:5,337:4,66:4,268:4,307:4,347:4,196:3	114:6,346:5,337:4,66:4,268:4,307:4,347:4,196:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1,+0x24f:1	exact:72,prefix_32_of_591:1
72	0x2bf297	0x2bf3b8	0x121	78	78	39	18:7,185:5,347:5,258:4,20:4,114:3,337:3,340:3	18:7,185:5,347:5,258:4,20:4,114:3,337:3,340:3	+0x4:46,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:78
73	0x2bf3c6	0x2bf50f	0x149	79	79	34	199:7,33:7,340:7,64:4,43:4,66:3,315:3,268:3	199:7,33:7,340:7,64:4,43:4,66:3,315:3,268:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2,+0x48d:1	exact:78,prefix_32_of_1165:1
74	0x2bf97c	0x2bf9cc	0x50	14	14	12	165:2,157:2,258:1,185:1,124:1,49:1,144:1,322:1	157:2,258:1,185:1,124:1,49:1,144:1,165:1,322:1	+0x4:5,+0x2:3,+0x3:2,+0x5:2,+0x6:1,+0x4c3:1	exact:13,prefix_32_of_1219:1
75	0x2bfe6f	0x2bff90	0x121	78	78	39	123:5,347:5,66:5,189:4,340:4,20:4,199:3,337:3	123:5,347:5,66:5,189:4,340:4,20:4,199:3,337:3	+0x4:46,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:78
76	0x2bff9e	0x2c0230	0x292	175	175	63	66:10,64:10,185:9,337:8,199:6,347:6,189:6,258:5	66:10,64:10,185:9,337:8,199:6,347:6,189:6,258:5	+0x4:107,+0x3:42,+0x5:12,+0x2:10,+0x6:4	exact:175
77	0x2c023e	0x2c045a	0x21c	144	144	50	114:8,258:8,28:7,66:6,307:6,168:6,64:6,161:6	114:8,258:8,28:7,66:6,307:6,168:6,64:6,161:6	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
78	0x2c0468	0x2c05b1	0x149	79	79	34	26:7,189:5,268:5,287:5,258:4,64:4,43:3,28:3	26:7,189:5,268:5,287:5,258:4,64:4,43:3,28:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2,+0xbc5:1	exact:78,prefix_32_of_3013:1
79	0x2c1156	0x2c13ed	0x297	166	166	64	258:9,66:9,114:7,189:6,215:6,337:6,28:6,157:6	258:9,66:9,114:7,189:6,215:6,337:6,28:6,157:6	+0x4:101,+0x3:40,+0x2:9,+0x5:9,+0x6:5,+0xe:1,-0x2e48f:1	exact:164,hidden_span_of_14:1,backedge_sample:1
80	0x30e872	0x31299d	0x412b	189461	4357	138	337:7574,340:7179,307:7005,114:6749,185:6470,28:6467,64:6462,189:6290	337:7574,340:7179,307:7005,114:6749,185:6470,28:6467,64:6462,189:6290	+0x4:119746,+0x3:46480,+0x5:8737,+0x2:8289,+0x6:4798,+0xa:1102,+0x10:91,+0xd:91	exact:189243,hidden_span_of_16:91,prefix_32_of_45:91,backedge_sample:16,hidden_span_of_22:13,hidden_span_of_17:4,prefix_32_of_48:1,prefix_32_of_648:1
81	0x3129aa	0x315801	0x2e57	283556	3116	102	258:11375,337:11102,28:10920,114:10283,18:10283,189:10101,64:9919,340:9646	258:11375,337:11102,28:10920,114:10283,18:10283,189:10101,64:9919,340:9646	+0x4:182182,+0x3:71526,+0x5:11011,+0x2:10465,+0x6:6370,+0xa:1911,+0x2d:91	exact:283465,prefix_32_of_45:91
82	0x31580e	0x316692	0xe84	29592	972	94	340:1661,297:1385,258:1300,18:1209,189:1208,64:1115,185:1020,157:1012	340:1661,297:1385,258:1300,18:1209,189:1208,64:1115,185:1020,157:1012	+0x4:18617,+0x3:7265,+0x2:1390,+0x5:1299,+0x6:743,+0xa:186,-0x51a4:91,+0x2cef7:1	exact:29500,backedge_sample:91,prefix_32_of_184055:1
83	0x31aa27	0x31ddb5	0x338e	4756	3396	146	18:152,258:136,28:129,66:127,337:125,189:120,347:115,215:107	18:152,258:136,28:129,66:127,337:125,189:120,347:115,215:107	+0x4:2266,+0x3:900,+0x5:713,+0x2:567,+0x6:249,+0x16:14,-0x40:14,+0x11:11	exact:4695,backedge_sample:22,hidden_span_of_22:14,hidden_span_of_17:11,hidden_span_of_14:7,prefix_32_of_48:2,prefix_32_of_529:2,prefix_32_of_651:2
84	0x31df8f	0x31e23f	0x2b0	178	178	45	189:9,64:9,340:9,347:8,114:8,66:8,176:8,28:7	189:9,64:9,340:9,347:8,114:8,66:8,176:8,28:7	+0x4:118,+0x3:51,+0x6:3,+0x2:2,+0x5:2,+0x169eb:1,+0x11:1	exact:176,prefix_32_of_92651:1,hidden_span_of_17:1
85	0x31e24d	0x31e42c	0x1df	124	124	42	18:8,258:8,337:8,66:7,340:6,28:5,20:5,333:4	18:8,258:8,337:8,66:7,340:6,28:5,20:5,333:4	+0x4:84,+0x3:34,+0x6:2,+0x5:2,+0x2:1,+0x11:1	exact:123,hidden_span_of_17:1
86	0x31e43a	0x31e77d	0x343	204	204	54	297:11,337:10,28:10,189:10,168:8,340:7,333:7,66:7	297:11,337:10,28:10,189:10,168:8,340:7,333:7,66:7	+0x4:136,+0x3:52,+0x5:5,+0x6:4,+0x2:3,+0x11:2,+0x1d02e:1,+0x22:1	exact:200,hidden_span_of_17:2,prefix_32_of_118830:1,prefix_32_of_34:1
87	0x31e77f	0x31e862	0xe3	52	52	37	144:4,114:3,185:2,91:2,220:2,173:2,347:2,199:2	144:4,114:3,185:2,91:2,220:2,173:2,347:2,199:2	+0x4:21,+0x5:10,+0x3:9,+0x2:8,+0x6:3,+0x21a:1	exact:51,prefix_32_of_538:1
88	0x31ea5c	0x31eaac	0x50	14	14	13	268:2,354:1,18:1,64:1,253:1,269:1,144:1,165:1	268:2,18:1,64:1,253:1,269:1,144:1,165:1,340:1	+0x4:5,+0x2:3,+0x3:2,+0x5:2,+0x6:1,+0x58:1	exact:13,prefix_32_of_88:1
