source_entry	opcode_name	dispatch_slot_kind	variant_index	observed_expr_count	entry_events	unique_slot_exprs	target_coverage_pct	target_mismatched_events	target_binding_status	reduction_status	proof_status	original_chars	candidate_chars	candidate_c	original_expr	variables	smt2	solver_output_excerpt
129	vmop_129_plus0x3_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	292	116	((u16_0 - (((0xa54be084u + flags0) + (((flags0 | 0x77ecded8u) & state0) * 0x2u)) & 0x63b683du)) & 0xffffu) & 0xffffu	(mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 & (mask32(flags0 | 0x77ecded8)))) + 0x14f8aa88)) + 0x5f119f37)) + (mask32(flags0 + (mask32((mask32((mask32((mask32(state0 & (mask32(flags0 | 0x77ecded8)))) + 0x14f8aa88)) + 0x5f119f37)) - 0x42c8b2fa)))))) & 0x63b683d)))) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_129_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
130	vmop_130_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	4	4	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	201	146	(((0xaede00cdu + ((state0 | ((flags0 - 0x42718c2au) - state0)) + u16_0)) + (((flags0 - 0x42718c2au) - state0) & 0x3a044344u)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32(state0 | (mask32(flags0 - (mask32(state0 + 0x42718c2a)))))) + (mask32((mask32(flags0 - (mask32(state0 + 0x42718c2a)))) & 0x3a044344)))))) - 0x5121ff33)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_130_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
131	vmop_131_plus0x5_state_formula_slot_multi_path	slot_multi_path	0	10	14	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	643	416	((((((((state0 | 0x8fb57c3u) - 0x45a18ca4u) | (((((0xb98b8ec3u + flags0) - (state0 | 0x8fb57c3u)) ^ 0x4382f497u) - 0x95703a1u) ^ 0xea909d9u)) + u16_1) - ((((((0xb98b8ec3u + flags0) - (state0 | 0x8fb57c3u)) ^ 0x4382f497u) - 0x95703a1u) ^ 0x7e30e6feu) - 0x248dd823u)) - ((((((0xb98b8ec3u + flags0) - (state0 | 0x8fb57c3u)) ^ 0x4382f497u) - 0x95703a1u) ^ 0x7e30e6feu) - 0x248dd823u)) ^ 0x1d802c44u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32((mask32(state0 | 0x8fb57c3)) - 0x45a18ca4)) | (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)))) - (mask32((mask32((mask32((mask32((mask32((mask32(flags0 - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)) ^ 0x7099ef27)) - 0x248dd823)))) - (mask32((mask32((mask32((mask32((mask32((mask32(flags0 - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)) ^ 0x7099ef27)) - 0x248dd823)))))) ^ 0x1d802c44)) & 0xffff	flags0;state0;u16_1	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_131_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
131	vmop_131_plus0x5_state_formula_slot_multi_path	slot_multi_path	1	4	14	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	781	413	((((((((state0 | 0x8fb57c3u) - 0x45a18ca4u) | (((((0xfe9298cu + flags0) - (state0 | 0x8fb57c3u)) ^ 0x4382f497u) - 0x95703a1u) ^ 0xea909d9u)) + u16_1) - ((((((0xfe9298cu + flags0) - (state0 | 0x8fb57c3u)) ^ 0x4382f497u) - 0x95703a1u) ^ 0x7e30e6feu) - 0x248dd823u)) - ((((((0xfe9298cu + flags0) - (state0 | 0x8fb57c3u)) ^ 0x4382f497u) - 0x95703a1u) ^ 0x7e30e6feu) - 0x248dd823u)) ^ 0x1d802c44u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32((mask32(state0 | 0x8fb57c3)) - 0x45a18ca4)) | (mask32((mask32((mask32((mask32((mask32((mask32(flags0 + 0x75229706)) - 0x1ec4fc3d)) - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)))) - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 + 0x75229706)) - 0x1ec4fc3d)) - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)) ^ 0x7099ef27)) - 0x248dd823)))) - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 + 0x75229706)) - 0x1ec4fc3d)) - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)) ^ 0x7099ef27)) - 0x248dd823)))))) ^ 0x1d802c44)) & 0xffff	flags0;state0;u16_1	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_131_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
136	vmop_136_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	2	2	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	56	54	(((state0 ^ u16_0) - 0x2eae4eacu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ state0)) - 0x2eae4eac)) & 0xffff	state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_136_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
140	vmop_140_plus0x6_state_add_const_slot_multi_path	slot_multi_path	0	112	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	139	107	((((state0 - ((flags0 - (state0 | 0xf17c331u)) | 0x16a9ca8cu)) ^ u16_0) ^ 0x6e089febu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32(state0 - (mask32((mask32(flags0 - (mask32(state0 | 0xf17c331)))) | 0x16a9ca8c)))))) ^ 0x6e089feb)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_140_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
140	vmop_140_plus0x6_state_add_const_slot_multi_path	slot_multi_path	1	16	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	162	123	((((state0 - (((0x90ab6087u + flags0) - (state0 | 0xf17c331u)) | 0x16a9ca8cu)) ^ u16_0) ^ 0x6e089febu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32(state0 - (mask32((mask32((mask32(flags0 - 0x6f549f79)) - (mask32(state0 | 0xf17c331)))) | 0x16a9ca8c)))))) ^ 0x6e089feb)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_140_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
144	vmop_144_plus0x2_state_mixed_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	125	85	(((((state0 & 0x1000068u) ^ u16_0) ^ 0x6367b3ddu) - 0x2f1222e2u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32((mask32((mask32(state0 & 0x61f88068)) & 0x1d022eee)) ^ 0x6367b3dd)))) - 0x2f1222e2)) & 0xffff	state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_144_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
146	vmop_146_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	99	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	200	145	(((u16_1 + 0x2cff1885u) - (((((state0 + flags0) ^ 0x2e312e01u) & (0x7d882664u + flags0)) + 0x4a5b7e16u) ^ (flags0 + u16_3))) & 0xffffu) & 0xffffu	(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32((mask32(state0 + flags0)) ^ 0x2e312e01)) & (mask32(flags0 + 0x7d882664)))) + 0x4a5b7e16)) ^ (mask32(u16_3 + flags0)))))) + 0x2cff1885)) & 0xffff	flags0;state0;u16_1;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_146_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
146	vmop_146_plus0x5_state_add_const_slot_multi_path	slot_multi_path	1	29	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	290	207	(((u16_1 + 0x2cff1885u) - (((((flags0 + state0) ^ 0x2e312e01u) & (0x7d882664u + ((flags0 & 0xa6d4251u) ^ 0x409c2e61u))) + 0x4a5b7e16u) ^ (((flags0 & 0xa6d4251u) ^ 0x409c2e61u) + u16_3))) & 0xffffu) & 0xffffu	(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32((mask32(state0 + flags0)) ^ 0x2e312e01)) & (mask32((mask32((mask32(flags0 & 0xa6d4251)) ^ 0x409c2e61)) + 0x7d882664)))) + 0x4a5b7e16)) ^ (mask32(u16_3 + (mask32((mask32(flags0 & 0xa6d4251)) ^ 0x409c2e61)))))))) + 0x2cff1885)) & 0xffff	flags0;state0;u16_1;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_146_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
148	vmop_148_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	105	105	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	75	65	(((u16_3 - (state0 & flags0)) ^ 0x502e5379u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 - (mask32(state0 & flags0)))) ^ 0x502e5379)) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_148_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
151	vmop_151_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	34	34	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	75	65	(((0x77236c60u + (flags0 + state0)) + u16_3) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 + (mask32(state0 + flags0)))) + 0x77236c60)) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_151_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
153	vmop_153_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	10	10	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	56	54	(((u16_0 - state0) ^ 0x6f642592u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - state0)) ^ 0x6f642592)) & 0xffff	state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_153_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
154	vmop_154_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	81	128	3	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	200	145	((((((0x9aca28b9u + (u16_2 ^ state0)) + u16_0) + (flags0 | 0x7ed018fbu)) - state0) - ((flags0 | 0x7ed018fbu) ^ 0x18426e67u)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (mask32(flags0 | 0x7ed018fb)))) + (mask32((mask32(flags0 | 0x7ed018fb)) ^ 0x18426e67)))))) - 0x6535d747)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_154_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
154	vmop_154_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	31	128	3	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	382	271	((((((0x9aca28b9u + (u16_2 ^ state0)) + u16_0) - state0) + (((((0x60c316f3u + flags0) & 0x56154bafu) + 0xbc52893u) & 0x57dbe69eu) | 0x7ed018fbu)) - ((((((0x60c316f3u + flags0) & 0x56154bafu) + 0xbc52893u) & 0x57dbe69eu) | 0x7ed018fbu) ^ 0x18426e67u)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (mask32((mask32((mask32((mask32((mask32(flags0 + 0x60c316f3)) & 0x56154baf)) + 0xbc52893)) & 0x57dbe69e)) | 0x7ed018fb)))) + (mask32((mask32((mask32((mask32((mask32((mask32(flags0 + 0x60c316f3)) & 0x56154baf)) + 0xbc52893)) & 0x57dbe69e)) | 0x7ed018fb)) ^ 0x18426e67)))))) - 0x6535d747)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_154_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
154	vmop_154_plus0x4_state_add_const_slot_multi_path	slot_multi_path	2	16	128	3	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	292	209	((((((0x9aca28b9u + (u16_2 ^ state0)) + u16_0) - state0) + (((0x60c316f3u + flags0) & 0x56154bafu) | 0x7ed018fbu)) - ((((0x60c316f3u + flags0) & 0x56154bafu) | 0x7ed018fbu) ^ 0x18426e67u)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (mask32((mask32((mask32(flags0 + 0x60c316f3)) & 0x56154baf)) | 0x7ed018fb)))) + (mask32((mask32((mask32((mask32(flags0 + 0x60c316f3)) & 0x56154baf)) | 0x7ed018fb)) ^ 0x18426e67)))))) - 0x6535d747)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_154_02.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
157	vmop_157_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	79	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	222	160	(((((((state0 ^ 0x2f4dfd84u) + u16_2) | 0x1f5cd114u) + u16_0) - (((state0 ^ 0x2f4dfd84u) + u16_2) & (flags0 ^ 0x3d2638afu))) ^ 0x17d39c9fu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)) | 0x1f5cd114)) - (mask32((mask32(flags0 ^ 0x3d2638af)) & (mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)))))))) ^ 0x17d39c9f)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_157_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
157	vmop_157_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	49	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	245	176	(((((((state0 ^ 0x2f4dfd84u) + u16_2) | 0x1f5cd114u) + u16_0) - (((flags0 + 0x3f0d8c6au) ^ 0x3d2638afu) & ((state0 ^ 0x2f4dfd84u) + u16_2))) ^ 0x17d39c9fu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)) | 0x1f5cd114)) - (mask32((mask32((mask32(flags0 + 0x3f0d8c6a)) ^ 0x3d2638af)) & (mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)))))))) ^ 0x17d39c9f)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_157_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
158	vmop_158_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	79	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	162	105	(((((((state0 ^ flags0) ^ 0xcedf66u) | 0xfb6049eu) ^ flags0) + u16_2) ^ 0x3ffdb46cu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ 0x1fbfc3f3)) ^ (mask32(flags0 ^ 0x1f711c95)))) | 0xfb6049e)) ^ flags0)))) ^ 0x3ffdb46c)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_158_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
158	vmop_158_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	49	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	208	123	((((((((state0 ^ flags0) ^ 0x3cf76f46u) | 0xfb6049eu) ^ flags0) ^ 0x3c39b020u) + u16_2) ^ 0x3ffdb46cu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ 0x1fbfc3f3)) ^ (mask32((mask32(flags0 ^ 0x3c39b020)) ^ 0x1f711c95)))) | 0xfb6049e)) ^ (mask32(flags0 ^ 0x3c39b020)))))) ^ 0x3ffdb46c)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_158_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
160	vmop_160_plus0x2_state_const_post_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	148	83	(((((state0 & 0x80381u) | 0x521b8b80u) ^ u16_0) - 0x4cf19f11u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 | 0x67f1fed6)) & 0x256c03d7)) | 0x72df8f7a)) & 0x5a1beb81)))) - 0x4cf19f11)) & 0xffff	state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_160_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
161	vmop_161_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	79	70	(((0x4c0132b4u + (state0 | 0x69145e52u)) + u16_0) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32(state0 | 0x69145e52)))) + 0x4c0132b4)) & 0xffff	state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_161_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
167	vmop_167_plus0x6_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	55	53	(((state0 ^ u16_4) ^ 0x5f92615u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_4 ^ state0)) ^ 0x5f92615)) & 0xffff	state0;u16_4	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_167_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
168	vmop_168_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	74	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	116	91	(((0x553030a2u + ((u16_0 + flags0) & (state0 | 0x6899d5d4u))) + u16_2) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32(state0 | 0x6899d5d4)) & (mask32(u16_0 + flags0)))))) + 0x553030a2)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_168_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
168	vmop_168_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	54	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	162	123	(((0x553030a2u + (((0xd1548f27u + (flags0 & 0x66031b5eu)) + u16_0) & (state0 | 0x6899d5d4u))) + u16_2) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32(state0 | 0x6899d5d4)) & (mask32(u16_0 + (mask32((mask32(flags0 & 0x66031b5e)) - 0x2eab70d9)))))))) + 0x553030a2)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_168_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
172	vmop_172_plus0x4_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	38	((u16_2 & 0xffffu) & 0xffffu) ^ 0xa33u	(mask32(u16_2 ^ 0x715f0a33)) & 0xffff	u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_172_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
173	vmop_173_plus0x2_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	231	171	((((((flags0 - ((0x5eced92du + state0) | 0x1f8bac4cu)) & (((0x5eced92du + state0) ^ 0x456d7018u) | 0xebbbd20u)) & 0x74128b65u) ^ u16_0) + 0x1f118051u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + 0x5eced92d)) ^ 0x456d7018)) | 0xebbbd20)) & (mask32((mask32(flags0 - (mask32((mask32(state0 + 0x5eced92d)) | 0x1f8bac4c)))) & 0x74128b65)))))) + 0x1f118051)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_173_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
174	vmop_174_plus0x4_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	155	119	(((0x397fd954u + (((((0xffffffffu + flags0) - state0) & flags0) + flags0) ^ 0x5fa9d2b1u)) + u16_0) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) & flags0)) ^ flags0)) + flags0)) ^ 0x5fa9d2b1)))) + 0x397fd954)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_174_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
176	vmop_176_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	78	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	117	54	(((u16_2 - flags0) ^ 0x37839d72u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | flags0)))) ^ 0x37839d72)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_176_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
176	vmop_176_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	50	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	140	108	(((u16_2 - (((state0 & flags0) & 0x2c46ace3u) | (flags0 - 0x14b22a15u))) ^ 0x37839d72u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | (mask32(flags0 - 0x14b22a15)))))) ^ 0x37839d72)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_176_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
179	vmop_179_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	135	102	(((u16_1 - 0x263c3887u) - (((state0 | flags0) ^ (flags0 + 0x7ef33dc5u)) ^ u16_3)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_1 - (mask32((mask32(state0 | flags0)) ^ (mask32(u16_3 ^ (mask32(flags0 + 0x7ef33dc5)))))))) - 0x263c3887)) & 0xffff	flags0;state0;u16_1;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_179_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
180	vmop_180_plus0x4_state_mixed_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	43	((u16_0 + 0x7920fa05u) & 0xffffu) & 0xffffu	(mask32(u16_0 + 0x7920fa05)) & 0xffff	u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_180_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
181	vmop_181_plus0x6_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	33	38	((u16_4 - state0) & 0xffffu) & 0xffffu	(mask32(u16_4 - state0)) & 0xffff	state0;u16_4	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_181_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
183	vmop_183_plus0x4_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	101	85	(((u16_2 - 0x1aed554cu) - ((state0 + 0xfaa325cu) ^ 0x694e1f66u)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 - (mask32((mask32(state0 + 0xfaa325c)) ^ 0x694e1f66)))) - 0x1aed554c)) & 0xffff	state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_183_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
184	vmop_184_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	219	156	(((u16_0 + 0x3f05b2f0u) - ((((((state0 | flags0) | 0x19d0d4du) + 0x3c030b15u) ^ ((0x7db9efb0u + flags0) ^ flags0)) - flags0) ^ flags0)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x19d0d4d)))) + 0x3c030b15)) ^ (mask32(flags0 + 0x7db9efb0)))) ^ flags0)) - flags0)) ^ flags0)))) + 0x3f05b2f0)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_184_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
