source_entry	opcode_name	dispatch_slot_kind	variant_index	observed_expr_count	entry_events	unique_slot_exprs	target_coverage_pct	target_mismatched_events	target_binding_status	reduction_status	proof_status	original_chars	candidate_chars	candidate_c	original_expr	variables	smt2	solver_output_excerpt
340	vmop_340_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	119	95	(((0x9097995u + (((state0 - 0x2b2e5a26u) ^ 0x7535dd25u) | u16_2)) + u16_0) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32(state0 - 0x2b2e5a26)) ^ 0x7535dd25)) | u16_2)))) + 0x9097995)) & 0xffff	state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_340_00.smt2	"unsat\n(error ""line 10 column 10: model is not available"")"
345	vmop_345_plus0x6_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	89	70	((((flags0 + state0) + u16_0) + (state0 ^ u32_2)) & 0xffffu) & 0xffffu	(mask32(u16_0 + (mask32(state0 + (mask32((mask32(u32_2 ^ state0)) + flags0)))))) & 0xffff	flags0;state0;u16_0;u32_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_345_00.smt2	"unsat\n(error ""line 10 column 10: model is not available"")"
346	vmop_346_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	74	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	98	81	(((((state0 ^ u16_0) ^ flags0) ^ 0x45fbcef1u) + 0x7f7eb061u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32(flags0 ^ 0x45fbcef1)))))) + 0x7f7eb061)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_346_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
346	vmop_346_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	54	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	144	81	(((((state0 ^ u16_0) ^ flags0) ^ 0x45daa5e4u) + 0x7f7eb061u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32((mask32((mask32(flags0 ^ 0x3f746ab3)) ^ 0x3f5501a6)) ^ 0x45fbcef1)))))) + 0x7f7eb061)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_346_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
347	vmop_347_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	92	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	2204	842	(((((((0x10871fd8u + ((((0x6fa972f0u + flags0) | state0) | (((((0x6fa972f0u + flags0) | state0) & 0x45223942u) ^ flags0) + (((0x6fa972f0u + flags0) | state0) | 0x2efc96c5u))) ^ 0x5cf483c7u)) + u16_2) + ((((((0x6fa972f0u + flags0) | state0) & 0x45223942u) ^ flags0) + (((0x6fa972f0u + flags0) | state0) | 0x2efc96c5u)) | ((((0x6fa972f0u + flags0) | state0) | (((((0x6fa972f0u + flags0) | state0) & 0x45223942u) ^ flags0) + (((0x6fa972f0u + flags0) | state0) | 0x2efc96c5u))) ^ 0x5cf483c7u))) - (((((((0x6fa972f0u + flags0) | state0) & 0x45223942u) ^ flags0) + (((0x6fa972f0u + flags0) | state0) | 0x2efc96c5u)) | ((((0x6fa972f0u + flags0) | state0) | (((((0x6fa972f0u + flags0) | state0) & 0x45223942u) ^ flags0) + (((0x6fa972f0u + flags0) | state0) | 0x2efc96c5u))) ^ 0x5cf483c7u)) ^ 0x7bd54e39u)) ^ u16_0) + 0x449d9e73u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))))) ^ 0x5cf483c7)) & (mask32((mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))) | (mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))))) ^ 0x5cf483c7)))))) & (mask32((mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))) | (mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))))) ^ 0x5cf483c7)))))) + (mask32(u16_2 + (mask32((mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))) | (mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))))) ^ 0x5cf483c7)))))))) - (mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))) | (mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))))) ^ 0x5cf483c7)))) ^ 0x7bd54e39)) - 0x10871fd8)))))) + 0x449d9e73)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_347_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
347	vmop_347_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	36	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	2388	906	(((((((0x10871fd8u + ((((0x6fa972f0u + flags0) | state0) | (((((0x6fa972f0u + flags0) | state0) & 0x45223942u) ^ flags0) + (((0x6fa972f0u + flags0) | state0) | 0x2efc96c5u))) ^ 0x5cf483c7u)) + u16_2) + ((((((((0x6fa972f0u + flags0) | state0) & 0x45223942u) ^ flags0) + (((0x6fa972f0u + flags0) | state0) | 0x2efc96c5u)) | 0x6630614fu) ^ 0x1a7ef2aeu) | ((((0x6fa972f0u + flags0) | state0) | (((((0x6fa972f0u + flags0) | state0) & 0x45223942u) ^ flags0) + (((0x6fa972f0u + flags0) | state0) | 0x2efc96c5u))) ^ 0x5cf483c7u))) - (((((((((0x6fa972f0u + flags0) | state0) & 0x45223942u) ^ flags0) + (((0x6fa972f0u + flags0) | state0) | 0x2efc96c5u)) | 0x6630614fu) ^ 0x1a7ef2aeu) | ((((0x6fa972f0u + flags0) | state0) | (((((0x6fa972f0u + flags0) | state0) & 0x45223942u) ^ flags0) + (((0x6fa972f0u + flags0) | state0) | 0x2efc96c5u))) ^ 0x5cf483c7u)) ^ 0x7bd54e39u)) ^ u16_0) + 0x449d9e73u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))))) ^ 0x5cf483c7)) & (mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))) | 0x6630614f)) ^ 0x1a7ef2ae)) | (mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))))) ^ 0x5cf483c7)))))) & (mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))) | 0x6630614f)) ^ 0x1a7ef2ae)) | (mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))))) ^ 0x5cf483c7)))))) + (mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))) | 0x6630614f)) ^ 0x1a7ef2ae)) | (mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))))) ^ 0x5cf483c7)))))))) - (mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))) | 0x6630614f)) ^ 0x1a7ef2ae)) | (mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) & 0x45223942)))) + (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | 0x2efc96c5)))))) ^ 0x5cf483c7)))) ^ 0x7bd54e39)) - 0x10871fd8)))))) + 0x449d9e73)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_347_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
348	vmop_348_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	19	28	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	162	122	((((((((state0 & 0x4ead272u) + flags0) | flags0) & 0x19c08712u) | 0x1008000u) ^ u16_0) - 0x369ef0d5u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 & 0x4ead272)) + flags0)) | (mask32(flags0 | 0x2730b0cc)))) & 0x19c08712)))) - 0x369ef0d5)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_348_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
348	vmop_348_plus0x5_state_add_const_slot_multi_path	slot_multi_path	1	9	28	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	231	171	(((((((((flags0 | 0x2730b0ccu) - 0x5c278a20u) & 0x31691179u) - 0x5c3efee3u) | ((state0 & 0x4ead272u) + flags0)) & 0x19c08712u) ^ u16_0) - 0x369ef0d5u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 & 0x4ead272)) + flags0)) | (mask32((mask32((mask32((mask32(flags0 | 0x2730b0cc)) - 0x5c278a20)) & 0x31691179)) - 0x5c3efee3)))) & 0x19c08712)))) - 0x369ef0d5)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_348_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
350	vmop_350_plus0x4_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	353	121	(((((((0x826ee0a3u + state0) & flags0) ^ (state0 + 0x28915f09u)) & (~u16_0)) ^ u16_2) ^ 0x678e3cb6u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 ^ (mask32((mask32((mask32((mask32(state0 + 0x5c4fb994)) - 0x33be5a8b)) ^ (mask32(flags0 & (mask32((mask32(state0 + 0x5c4fb994)) + 0x261f270f)))))) & (mask32(u16_0 ^ (mask32((mask32((mask32(state0 + 0x5c4fb994)) - 0x33be5a8b)) ^ (mask32(flags0 & (mask32((mask32(state0 + 0x5c4fb994)) + 0x261f270f)))))))))))) ^ 0x678e3cb6)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_350_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
351	vmop_351_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	56	54	(((state0 + u16_2) - 0x7b3a2d18u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + state0)) - 0x7b3a2d18)) & 0xffff	state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_351_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
352	vmop_352_plus0x2_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	79	70	(((0x331dfc06u + (state0 & 0x31863366u)) + u16_0) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32(state0 & 0x31863366)))) + 0x331dfc06)) & 0xffff	state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_352_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
356	vmop_356_plus0xa_state_preserve_slot_mba_stateful	slot_mba_stateful	0	116	116	1	0.0	116	target_binding_not_validated	compiler_expression_recovered	proved_equivalent	75	65	((((state0 ^ flags0) ^ u16_0) + 0x70d7d4a7u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_356_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
357	vmop_357_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	6	6	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	75	65	((((state0 ^ flags0) ^ u16_0) + 0x70d7d4a7u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_357_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
359	vmop_359_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	4	4	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	98	81	(((0x997c441fu + ((flags0 | 0x16bae797u) & state0)) + u16_2) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32(state0 & (mask32(flags0 | 0x16bae797)))))) - 0x6683bbe1)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_359_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
