source_entry	source_target	opcode_name	class	events	ir_rows	delta	shape	word_shape	operand_layout	word_layout	state_kind	state_class_mix	state_effect_rows	state_effect_preview	dispatch_slot_kind	dispatch_slot_preview	ip_advance_ir	long_branch_ir	sampled_operand_ir	top_bytes	programs	readability_status	state_effect_ir	dispatch_slot_ir
154	0x97ce6	vmop_154_plus0x4_state_add_const_slot_multi_path	static_validated	2209	252	+0x4	VVVV	VV	b0=var156(top=0xb3:7.0%);b1=var157(top=0x2d:5.8%);b2=var145(top=0x8f:5.7%);b3=var133(top=0x00:11.5%)	w0=var249(top=0x6ab9:5.7%);w1=var235(top=0x7b8f:5.7%)	state_add_const	state_add_const:146	252	state0 - u16_2 ^ state0 - flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb + flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb ^ 0x18426e67 - u16_0 - state0 - u16_2 ^ state0 - flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb + flag...#184	slot_multi_path	81=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (mask32(flags0 | 0x7ed018fb)))) + (mask32((mask32(flags0 | 0x7ed018fb)) ^ 0x18426e67)))))) - 0x6535d747)) & 0xffff | 31=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (...#1ac	128=0x4			a038e801:3,8312d3d4:1,fd19d31c:1,b715792a:1,b966af6d:1,7c3b8c44:1,58029050:1,c7e01fb7:1	055:42,056:23,041:17,048:14,050:14,063:14,042:13,061:13,052:9,059:9,030:8,046:8	named_structural;needs_algebraic_simplification	state0 - u16_2 ^ state0 - flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb + flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb ^ 0x18426e67 - u16_0 - state0 - u16_2 ^ state0 - flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb + flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb ^ 0x18426e67 - 0x6535d747	81=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (mask32(flags0 | 0x7ed018fb)))) + (mask32((mask32(flags0 | 0x7ed018fb)) ^ 0x18426e67)))))) - 0x6535d747)) & 0xffff | 31=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (mask32((mask32((mask32((mask32((mask32(flags0 + 0x60c316f3)) & 0x56154baf)) + 0xbc52893)) & 0x57dbe69e)) | 0x7ed018f...#e08d8bbcff59
157	0x98a9a	vmop_157_plus0x4_state_add_const_slot_multi_path	static_validated	14693	1395	+0x4	VVVE	VV	b0=var125(top=0x03:4.1%);b1=var228(top=0xd8:4.3%);b2=var17(top=0x68:20.5%);b3=enum2(0x00:12160,0x01:2533)	w0=var1238(top=0x8b7b:1.7%);w1=var17(top=0x0068:20.5%)	state_add_const	state_add_const:729,state_mixed:11,state_const_post:2	1395	state0 ^ 0x2f4dfd84 + u16_2 | 0x1f5cd114 - flags0 + 0x3f0d8c6a + 0x2832271c ^ 0x520e3305 & 0x7edaa354 ^ 0x68e1604d ^ 0x3d2638af & state0 ^ 0x2f4dfd84 + u16_2 ^ u16_0 + state0 ^ 0x2f4dfd84 + u16_2 | 0x1f5cd114 - flags0 + 0x3f0d8c6a + 0x2832271c ^ 0x520e3305 & 0x7edaa354 ^ 0x68e1604d ^ 0x3d2638af ...#152	slot_multi_path	79=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)) | 0x1f5cd114)) - (mask32((mask32(flags0 ^ 0x3d2638af)) & (mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)))))))) ^ 0x...#f97c7f052dc0 | 49=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 ^ 0x2...#1bf	128=0x4			37cf9900:3,2fcf9900:3,6fd59900:3,abc86800:3,8fd79900:3,73047900:2,feca9900:2,73ca6800:2	041:155,055:119,056:103,021:86,042:70,061:61,032:56,063:55,050:46,046:44,059:42,048:37	named_structural;needs_algebraic_simplification	state0 ^ 0x2f4dfd84 + u16_2 | 0x1f5cd114 - flags0 + 0x3f0d8c6a + 0x2832271c ^ 0x520e3305 & 0x7edaa354 ^ 0x68e1604d ^ 0x3d2638af & state0 ^ 0x2f4dfd84 + u16_2 ^ u16_0 + state0 ^ 0x2f4dfd84 + u16_2 | 0x1f5cd114 - flags0 + 0x3f0d8c6a + 0x2832271c ^ 0x520e3305 & 0x7edaa354 ^ 0x68e1604d ^ 0x3d2638af & state0 ^ 0x2f4dfd84 + u16_2 ^ 0x17d39c9f	79=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)) | 0x1f5cd114)) - (mask32((mask32(flags0 ^ 0x3d2638af)) & (mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)))))))) ^ 0x...#f97c7f052dc0 | 49=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)) | 0x1f5cd114)) - (mask32((mask32((mask32(flags0 + 0x3f0d8c6a)) ^ 0x3d2638af)) & (mask32((mask32(state0 ^ 0x2f4dfd84...#57e552ee959b
158	0x99029	vmop_158_plus0x4_state_add_const_slot_multi_path	static_validated	9432	804	+0x4	CCVV	CV	b0=0xe8;b1=0x01;b2=var224(top=0xf6:3.1%);b3=var226(top=0xd6:4.1%)	w0=0x01e8;w1=var783(top=0x0a12:2.7%)	state_add_const	state_add_const:426,state_const_post:4,state_mixed:4	804	state0 ^ 0x1fbfc3f3 ^ flags0 ^ 0x3c39b020 ^ 0x1f711c95 | 0xfb6049e ^ flags0 ^ 0x3c39b020 + u16_2 + state0 ^ 0x1fbfc3f3 ^ flags0 ^ 0x3c39b020 ^ 0x1f711c95 | 0xfb6049e ^ flags0 ^ 0x3c39b020 ^ 0x3ffdb46c	slot_multi_path	79=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ 0x1fbfc3f3)) ^ (mask32(flags0 ^ 0x1f711c95)))) | 0xfb6049e)) ^ flags0)))) ^ 0x3ffdb46c)) & 0xffff | 49=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ 0x1fbfc3f3)) ^ (mask32((mask32(flags0 ^ 0x3c39b020)) ^ 0x1f7...#17b	128=0x4			e8012edd:3,e801def9:3,e801d2d1:2,e801ba75:2,e8010615:2,e80136e0:2,e8015ed7:2,e8017dc8:2	041:109,021:67,056:52,055:43,010:32,050:31,032:30,061:29,002:23,034:23,042:20,048:19	named_structural;needs_algebraic_simplification	state0 ^ 0x1fbfc3f3 ^ flags0 ^ 0x3c39b020 ^ 0x1f711c95 | 0xfb6049e ^ flags0 ^ 0x3c39b020 + u16_2 + state0 ^ 0x1fbfc3f3 ^ flags0 ^ 0x3c39b020 ^ 0x1f711c95 | 0xfb6049e ^ flags0 ^ 0x3c39b020 ^ 0x3ffdb46c	79=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ 0x1fbfc3f3)) ^ (mask32(flags0 ^ 0x1f711c95)))) | 0xfb6049e)) ^ flags0)))) ^ 0x3ffdb46c)) & 0xffff | 49=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ 0x1fbfc3f3)) ^ (mask32((mask32(flags0 ^ 0x3c39b020)) ^ 0x1f711c95)))) | 0xfb6049e)) ^ (mask32(flags0 ^ 0x3c39b020)))))) ^ 0x3ffdb46c)) & 0xffff
160	0x994cf	vmop_160_plus0x2_state_const_post_slot_multi_path	static_validated	5207	576	+0x2	VV	V	b0=var52(top=0x79:6.7%);b1=var12(top=0x2f:18.6%)	w0=var115(top=0x2e48:6.5%)	state_const_post	state_const_post:491,state_add_const:60	576	state0 | 0x67f1fed6 & 0x256c03d7 | 0x72df8f7a & 0x5a1beb81 | u16_0 ^ state0 | 0x67f1fed6 & 0x256c03d7 | 0x72df8f7a & 0x5a1beb81 - 0x4cf19f11	slot_multi_path	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 | 0x67f1fed6)) & 0x256c03d7)) | 0x72df8f7a)) & 0x5a1beb81)))) - 0x4cf19f11)) & 0xffff	128=0x2			a02c:18,2014:17,e92b:16,a12c:14,3022:14,582f:14,792f:13,3122:13	055:89,056:52,042:47,041:44,046:31,063:29,059:28,021:27,061:24,052:22,050:21,032:20	named_structural;needs_algebraic_simplification	state0 | 0x67f1fed6 & 0x256c03d7 | 0x72df8f7a & 0x5a1beb81 | u16_0 ^ state0 | 0x67f1fed6 & 0x256c03d7 | 0x72df8f7a & 0x5a1beb81 - 0x4cf19f11	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 | 0x67f1fed6)) & 0x256c03d7)) | 0x72df8f7a)) & 0x5a1beb81)))) - 0x4cf19f11)) & 0xffff
161	0x9975a	vmop_161_plus0x4_state_add_const_slot_multi_path	static_validated	9482	818	+0x4	VVCC	VC	b0=var125(top=0x0e:5.8%);b1=var51(top=0x70:5.8%);b2=0xe8;b3=0x01	w0=var641(top=0x700a:2.7%);w1=0x01e8	state_add_const	state_add_const:404,state_mixed:117,state_const_post:10	818	state0 | 0x69145e52	slot_multi_path	128=(mask32((mask32(u16_0 + (mask32(state0 | 0x69145e52)))) + 0x4c0132b4)) & 0xffff	128=0x4			8a72e801:5,0271e801:5,aa75e801:5,e273e801:5,8279e801:4,f270e801:4,f26fe801:4,0a77e801:4	041:107,056:52,032:50,021:47,055:39,010:27,034:26,046:25,042:24,063:23,028:20,026:19	named_structural;needs_algebraic_simplification	state0 | 0x69145e52	128=(mask32((mask32(u16_0 + (mask32(state0 | 0x69145e52)))) + 0x4c0132b4)) & 0xffff
165	0x9a24c	vmop_165_plus0x2_state_const_post_slot_const_or_affine	static_validated	1825	160	+0x2	VE	V	b0=var30(top=0x72:19.5%);b1=enum2(0x00:1070,0x01:755)	w0=var31(top=0x0072:19.5%)	state_const_post	state_const_post:137,state_add_const:7	160	0x0	slot_const_or_affine	128=u16_0 << 0x3	128=0x2			1200:14,4000:10,c700:10,4d01:10,c400:9,1c00:8,7200:8,5b01:7	041:18,056:12,055:11,063:10,042:7,048:6,059:5,065:5,021:4,034:4,000:3,002:3	named_structural	0x0	128=u16_0 << 0x3
167	0x9a8d2	vmop_167_plus0x6_state_add_const_slot_mba_stateful	static_validated	2509	174	+0x6	CCCCVV	CCV	b0=0xe8;b1=0x01;b2=0x3d;b3=0x01;b4=var87(top=0xf5:13.7%);b5=var97(top=0x2d:11.6%)	w0=0x01e8;w1=0x013d;w2=var152(top=0x33d0:10.2%)	state_add_const	state_add_const:88,state_mixed:13	174	state0 - u16_4 ^ state0 ^ 0x5f92615	slot_mba_stateful	128=(mask32((mask32(u16_4 ^ state0)) ^ 0x5f92615)) & 0xffff	128=0x6			e8013d01cd2d:3,e8013d01fd2b:3,e8013d01f52f:3,e8013d01c52d:3,e8013d01ed2f:2,e8013d016cd4:2,e8013d01dd2d:2,e8013d010d2e:2	041:26,021:15,055:9,056:9,046:8,010:7,032:7,059:6,026:5,002:4,028:4,042:4	named_structural;needs_algebraic_simplification	state0 - u16_4 ^ state0 ^ 0x5f92615	128=(mask32((mask32(u16_4 ^ state0)) ^ 0x5f92615)) & 0xffff
168	0x9aa83	vmop_168_plus0x4_state_add_const_slot_multi_path	static_validated	14368	1365	+0x4	VVVV	VV	b0=var244(top=0xe3:6.9%);b1=var219(top=0x56:6.0%);b2=var192(top=0xde:4.8%);b3=var14(top=0xd9:19.8%)	w0=var1171(top=0x564c:2.4%);w1=var620(top=0xd9ae:2.5%)	state_add_const	state_add_const:769,state_preserve:6	1365	state0 | 0x6899d5d4 & u16_0 + flags0 & 0x66031b5e - 0x2eab70d9 ^ 0x7c2abc25 & 0x46cbe42d & 0x69af076d | 0x4ee70776 & u16_2 + state0 | 0x6899d5d4 & u16_0 + flags0 & 0x66031b5e - 0x2eab70d9 ^ 0x7c2abc25 & 0x46cbe42d & 0x69af076d | 0x4ee70776 + 0x553030a2	slot_multi_path	74=(mask32((mask32(u16_2 + (mask32((mask32(state0 | 0x6899d5d4)) & (mask32(u16_0 + flags0)))))) + 0x553030a2)) & 0xffff | 54=(mask32((mask32(u16_2 + (mask32((mask32(state0 | 0x6899d5d4)) & (mask32(u16_0 + (mask32((mask32(flags0 & 0x66031b5e)) - 0x2eab70d9)))))))) + 0x553030a2)) & 0xffff	128=0x4			9900ced0:3,e768bed9:2,79d87ed5:2,0458d6d7:1,5c5faace:1,6071aecf:1,4701aad1:1,8f9662d7:1	041:168,055:131,056:96,021:66,042:65,050:55,048:52,032:51,061:46,046:45,059:45,063:40	named_structural;needs_algebraic_simplification	state0 | 0x6899d5d4 & u16_0 + flags0 & 0x66031b5e - 0x2eab70d9 ^ 0x7c2abc25 & 0x46cbe42d & 0x69af076d | 0x4ee70776 & u16_2 + state0 | 0x6899d5d4 & u16_0 + flags0 & 0x66031b5e - 0x2eab70d9 ^ 0x7c2abc25 & 0x46cbe42d & 0x69af076d | 0x4ee70776 + 0x553030a2	74=(mask32((mask32(u16_2 + (mask32((mask32(state0 | 0x6899d5d4)) & (mask32(u16_0 + flags0)))))) + 0x553030a2)) & 0xffff | 54=(mask32((mask32(u16_2 + (mask32((mask32(state0 | 0x6899d5d4)) & (mask32(u16_0 + (mask32((mask32(flags0 & 0x66031b5e)) - 0x2eab70d9)))))))) + 0x553030a2)) & 0xffff
169	0x9af18	vmop_169_plus0x4_state_add_const_slot_const_or_affine	static_validated	1796	71	+0x4	EECC	EC	b0=enum3(0xab:756,0x62:658,0xa5:382);b1=enum2(0x00:1138,0x01:658);b2=0xe8;b3=0x01	w0=enum3(0x00ab:756,0x0162:658,0x00a5:382);w1=0x01e8	state_add_const	state_add_const:71	71	state0 + 0x18f09018 - 0x47a20f40	slot_const_or_affine	128=u16_0 << 0x3	128=0x4			ab00e801:28,6201e801:24,a500e801:19	041:29,055:7,056:7,048:5,034:4,052:4,001:1,007:1,020:1,021:1,022:1,025:1	named_structural	state0 + 0x18f09018 - 0x47a20f40	128=u16_0 << 0x3
171	0x9b4b3	vmop_171_plus0x2_state_const_post_slot_const_or_affine	static_validated	2533	185	+0x2	VE	V	b0=var30(top=0x42:16.1%);b1=enum2(0x00:1393,0x01:1140)	w0=var31(top=0x00c4:13.9%)	state_const_post	state_const_post:171,state_add_const:6	185	0x0	slot_const_or_affine	128=u16_0 << 0x3	128=0x2			5101:20,c700:11,5401:10,4200:10,4000:10,4d01:10,c400:8,1c00:8	041:21,055:17,021:14,056:12,042:8,061:7,032:6,063:6,007:5,025:5,046:5,053:5	named_structural	0x0	128=u16_0 << 0x3
172	0x9b68a	vmop_172_plus0x4_state_add_const_slot_mba_stateful	static_validated	12531	1093	+0x4	VVVV	VV	b0=var252(top=0xb3:4.2%);b1=var232(top=0xae:3.5%);b2=var30(top=0x23:12.0%);b3=var11(top=0x03:16.3%)	w0=var1039(top=0xa03e:2.0%);w1=var67(top=0x0ad3:6.8%)	state_add_const	state_add_const:628	1093	state0 ^ 0x7070916c - 0x6ecee241 + u16_0 ^ state0 ^ 0x7070916c - 0x6ecee241 ^ flags0 ^ 0x15bf847f & state0 | 0x3eba9edf | u16_2 ^ 0x715f0a33	slot_mba_stateful	128=(mask32(u16_2 ^ 0x715f0a33)) & 0xffff	128=0x4			b2afeb00:2,b2afa30a:2,00b12308:2,5137fb0f:1,f23e4b0d:1,ecb65300:1,83932302:1,b393db0f:1	041:126,055:115,021:73,056:70,042:53,032:44,063:44,010:39,046:39,059:39,050:36,048:33	named_structural;needs_algebraic_simplification	state0 ^ 0x7070916c - 0x6ecee241 + u16_0 ^ state0 ^ 0x7070916c - 0x6ecee241 ^ flags0 ^ 0x15bf847f & state0 | 0x3eba9edf | u16_2 ^ 0x715f0a33	128=(mask32(u16_2 ^ 0x715f0a33)) & 0xffff
173	0x9ba74	vmop_173_plus0x2_state_add_const_slot_multi_path	static_validated	5101	535	+0x2	VV	V	b0=var117(top=0xaf:7.6%);b1=var32(top=0x0b:13.4%)	w0=var471(top=0x82af:5.0%)	state_add_const	state_add_const:293,state_mixed:45,state_const_post:6	535	state0 + 0x5eced92d ^ 0x456d7018 | 0xebbbd20 & flags0 - state0 + 0x5eced92d | 0x1f8bac4c & 0x74128b65 & u16_0 ^ state0 + 0x5eced92d ^ 0x456d7018 | 0xebbbd20 & flags0 - state0 + 0x5eced92d | 0x1f8bac4c & 0x74128b65 + 0x1f118051	slot_multi_path	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + 0x5eced92d)) ^ 0x456d7018)) | 0xebbbd20)) & (mask32((mask32(flags0 - (mask32((mask32(state0 + 0x5eced92d)) | 0x1f8bac4c)))) & 0x74128b65))...#17c0d851344f	128=0x2			bf89:3,8f09:3,2f8d:3,8e89:2,9706:2,8b03:2,f783:2,3f8b:2	055:77,056:60,041:47,042:42,048:32,063:31,059:25,021:22,046:21,052:18,061:16,032:14	named_structural;needs_algebraic_simplification	state0 + 0x5eced92d ^ 0x456d7018 | 0xebbbd20 & flags0 - state0 + 0x5eced92d | 0x1f8bac4c & 0x74128b65 & u16_0 ^ state0 + 0x5eced92d ^ 0x456d7018 | 0xebbbd20 & flags0 - state0 + 0x5eced92d | 0x1f8bac4c & 0x74128b65 + 0x1f118051	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + 0x5eced92d)) ^ 0x456d7018)) | 0xebbbd20)) & (mask32((mask32(flags0 - (mask32((mask32(state0 + 0x5eced92d)) | 0x1f8bac4c)))) & 0x74128b65))...#17c0d851344f
174	0x9bd8f	vmop_174_plus0x4_state_add_const_slot_mba_stateful	static_validated	11742	889	+0x4	VVCC	VC	b0=var191(top=0x03:3.1%);b1=var238(top=0x64:3.1%);b2=0xe8;b3=0x01	w0=var867(top=0x6c03:2.2%);w1=0x01e8	state_add_const	state_add_const:469,state_mixed:10	889	state0 - flags0 & flags0 ^ flags0 + flags0 ^ 0x5fa9d2b1 | u16_0 + state0 - flags0 & flags0 ^ flags0 + flags0 ^ 0x5fa9d2b1 + 0x397fd954	slot_mba_stateful	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) & flags0)) ^ flags0)) + flags0)) ^ 0x5fa9d2b1)))) + 0x397fd954)) & 0xffff	128=0x4			3b3ee801:2,eb17e801:2,c348e801:2,332ee801:2,9d28e801:2,f333e801:2,7f90e801:2,3bbee801:2	041:132,021:82,056:51,055:38,032:35,061:28,042:26,059:26,010:22,026:22,050:22,046:20	named_structural;needs_algebraic_simplification	state0 - flags0 & flags0 ^ flags0 + flags0 ^ 0x5fa9d2b1 | u16_0 + state0 - flags0 & flags0 ^ flags0 + flags0 ^ 0x5fa9d2b1 + 0x397fd954	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) & flags0)) ^ flags0)) + flags0)) ^ 0x5fa9d2b1)))) + 0x397fd954)) & 0xffff
175	0x9c08f	vmop_175_plus0x2cef7_central_or_long_slot_unknown	sampled_operand_lifted	1	1	+0x2cef7	sampled				central_or_long	central_or_long:1	1	state0 & flags0 & 0x2c46ace3 | flags0 - 0x14b22a15	slot_unknown				1=sampled operand footprint 0x6, observed target table[310], delta +0x2cef7	513307008000:1	041:1	named_structural	state0 & flags0 & 0x2c46ace3 | flags0 - 0x14b22a15	
176	0x9c10b	vmop_176_plus0x4_state_add_const_slot_multi_path	static_validated	10138	878	+0x4	CCVV	CV	b0=0xe8;b1=0x01;b2=var235(top=0x82:3.5%);b3=var236(top=0x27:2.7%)	w0=0x01e8;w1=var847(top=0x2e82:2.5%)	state_add_const	state_add_const:452,state_mixed:12,state_const_post:7,state_preserve:1	878	state0 & flags0 & 0x2c46ace3 | flags0 - 0x14b22a15	slot_multi_path	78=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | flags0)))) ^ 0x37839d72)) & 0xffff | 50=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | (mask32(flags0 - 0x14b22a15)))))) ^ 0x37839d72)) & 0xffff	128=0x4			e80176af:4,e801e2b1:3,e801ced5:2,e8018b16:2,e801029a:2,e80172d9:2,e8016339:2,e801ca23:2	041:120,021:54,055:43,056:40,032:34,050:28,002:27,010:26,061:25,063:24,046:23,059:23	named_structural;needs_algebraic_simplification	state0 & flags0 & 0x2c46ace3 | flags0 - 0x14b22a15	78=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | flags0)))) ^ 0x37839d72)) & 0xffff | 50=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | (mask32(flags0 - 0x14b22a15)))))) ^ 0x37839d72)) & 0xffff
179	0x9ca8d	vmop_179_plus0x5_state_add_const_slot_multi_path	static_validated	737	107	+0x5	EVVVV	VV	b0=enum4(0x3a:406,0x50:128,0x32:125,0x62:78);b1=var79(top=0x9e:21.0%);b2=var79(top=0x35:21.6%);b3=var62(top=0x64:17.6%);b4=var72(top=0xfe:17.0%)	w0=var92(top=0x2632:17.0%);w1=var106(top=0x6410:17.0%)	state_add_const	state_add_const:60	107	state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 ^ u16_1 - state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 - 0x263c3887	slot_multi_path	128=(mask32((mask32(u16_1 - (mask32((mask32(state0 | flags0)) ^ (mask32(u16_3 ^ (mask32(flags0 + 0x7ef33dc5)))))))) - 0x263c3887)) & 0xffff	128=0x5			3a55f8f9f3:1,3aaacba84b:1,3ac509fa8b:1,3a42e0ad3d:1,3a0229b5be:1,3a0be221dc:1,3aa382bd77:1,3af5a0c397:1	055:17,042:9,052:8,056:8,063:8,041:7,048:6,059:6,034:5,021:3,050:3,015:2	named_structural;needs_algebraic_simplification	state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 ^ u16_1 - state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 - 0x263c3887	128=(mask32((mask32(u16_1 - (mask32((mask32(state0 | flags0)) ^ (mask32(u16_3 ^ (mask32(flags0 + 0x7ef33dc5)))))))) - 0x263c3887)) & 0xffff
180	0x9cf32	vmop_180_plus0x4_state_mixed_slot_mba_stateful	static_validated	1848	382	+0x4	VVCC	VC	b0=var20(top=0x3b:19.2%);b1=var11(top=0x0b:23.6%);b2=0xe8;b3=0x01	w0=var31(top=0x0b3b:19.2%);w1=0x01e8	state_mixed	state_mixed:381	382	state0 | u16_0 + 0x7920fa05	slot_mba_stateful	128=(mask32(u16_0 + 0x7920fa05)) & 0xffff	128=0x4			8b06e801:23,e30ae801:20,8310e801:19,630ee801:17,430fe801:17,8307e801:16,3b0be801:16,0b0ee801:15	055:73,042:41,056:38,041:28,059:24,063:24,050:21,046:18,048:18,052:15,061:14,021:8	named_structural;needs_algebraic_simplification	state0 | u16_0 + 0x7920fa05	128=(mask32(u16_0 + 0x7920fa05)) & 0xffff
181	0x9d13f	vmop_181_plus0x6_state_add_const_slot_mba_stateful	static_validated	1407	84	+0x6	CCCCVV	CCV	b0=0x3d;b1=0x01;b2=0xe8;b3=0x01;b4=var72(top=0xe0:18.2%);b5=var69(top=0x0b:24.8%)	w0=0x013d;w1=0x01e8;w2=var83(top=0x0be0:18.2%)	state_add_const	state_add_const:46	84	state0 - u16_4 - state0	slot_mba_stateful	128=(mask32(u16_4 - state0)) & 0xffff	128=0x6			3d01e801080b:2,3d01e801c80a:1,3d01e8012ae9:1,3d01e8012b50:1,3d01e801ff95:1,3d01e8018ca4:1,3d01e8013430:1,3d01e8012474:1	041:13,021:9,032:4,055:4,002:3,007:3,028:3,056:3,061:3,063:3,035:2,042:2	named_structural;needs_algebraic_simplification	state0 - u16_4 - state0	128=(mask32(u16_4 - state0)) & 0xffff
183	0x9d495	vmop_183_plus0x4_state_add_const_slot_mba_stateful	static_validated	2326	379	+0x4	CCVV	CV	b0=0xe8;b1=0x01;b2=var142(top=0xc6:8.5%);b3=var152(top=0x84:7.4%)	w0=0x01e8;w1=var347(top=0x843e:5.5%)	state_add_const	state_add_const:232,state_const_post:9,state_mixed:8	379	state0 + 0xfaa325c ^ 0x694e1f66 | u16_2 - state0 + 0xfaa325c ^ 0x694e1f66 - 0x1aed554c	slot_mba_stateful	128=(mask32((mask32(u16_2 - (mask32((mask32(state0 + 0xfaa325c)) ^ 0x694e1f66)))) - 0x1aed554c)) & 0xffff	128=0x4			e8014e7d:3,e801be90:2,e801667f:2,e80129f3:2,e8010e8f:2,e80104b7:2,e801768c:2,e8019683:2	055:71,056:33,042:32,041:28,048:24,063:23,052:18,059:18,050:17,021:15,046:15,061:14	named_structural;needs_algebraic_simplification	state0 + 0xfaa325c ^ 0x694e1f66 | u16_2 - state0 + 0xfaa325c ^ 0x694e1f66 - 0x1aed554c	128=(mask32((mask32(u16_2 - (mask32((mask32(state0 + 0xfaa325c)) ^ 0x694e1f66)))) - 0x1aed554c)) & 0xffff
184	0x9d694	vmop_184_plus0x4_state_add_const_slot_multi_path	static_validated	12094	856	+0x4	VVCC	VC	b0=var96(top=0x5a:4.8%);b1=var242(top=0xf4:3.0%);b2=0xe8;b3=0x01	w0=var833(top=0x632a:2.1%);w1=0x01e8	state_add_const	state_add_const:478,state_const_post:12	856	state0 | flags0 | 0x19d0d4d + 0x3c030b15 ^ flags0 + 0x7db9efb0 ^ flags0 - flags0 ^ flags0 + u16_0 - state0 | flags0 | 0x19d0d4d + 0x3c030b15 ^ flags0 + 0x7db9efb0 ^ flags0 - flags0 ^ flags0 + 0x3f05b2f0	slot_multi_path	128=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x19d0d4d)))) + 0x3c030b15)) ^ (mask32(flags0 + 0x7db9efb0)))) ^ flags0)) - flags0)) ^ flags0)))) + 0x3f05b2f0)) & 0xffff	128=0x4			482ee801:2,5824e801:2,3adae801:2,5435e801:2,7a0ae801:2,c4e9e801:2,e8ace801:2,ba87e801:2	041:140,021:60,056:46,032:35,055:35,002:28,010:27,034:25,059:24,046:22,061:22,063:21	named_structural;needs_algebraic_simplification	state0 | flags0 | 0x19d0d4d + 0x3c030b15 ^ flags0 + 0x7db9efb0 ^ flags0 - flags0 ^ flags0 + u16_0 - state0 | flags0 | 0x19d0d4d + 0x3c030b15 ^ flags0 + 0x7db9efb0 ^ flags0 - flags0 ^ flags0 + 0x3f05b2f0	128=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x19d0d4d)))) + 0x3c030b15)) ^ (mask32(flags0 + 0x7db9efb0)))) ^ flags0)) - flags0)) ^ flags0)))) + 0x3f05b2f0)) & 0xffff
