source_entry	source_target	opcode_name	class	events	ir_rows	delta	shape	word_shape	operand_layout	word_layout	state_kind	state_class_mix	state_effect_rows	state_effect_preview	dispatch_slot_kind	dispatch_slot_preview	ip_advance_ir	long_branch_ir	sampled_operand_ir	top_bytes	programs	readability_status	state_effect_ir	dispatch_slot_ir
209	0xa2935	vmop_209_plus0x5_state_add_const_slot_multi_path	static_validated	2	2	+0x5	EECCE	EC	b0=enum2(0x9c:1,0x80:1);b1=enum2(0x9c:1,0x0f:1);b2=0x3d;b3=0x01;b4=enum2(0xd9:1,0x85:1)	w0=enum2(0x9c9c:1,0x0f80:1);w1=0x013d	state_add_const	state_add_const:1	2	state0 & flags0 | 0x57058be5 ^ 0x36c108d8 | 0x22939484 ^ 0x55c2f3a2 - u16_0 ^ state0 & flags0 | 0x57058be5 ^ 0x36c108d8 | 0x22939484 ^ 0x55c2f3a2	slot_multi_path	1=(mask32(u16_0 ^ (mask32(state0 & (mask32(flags0 | 0x22939484)))))) & 0xffff	1=0x5			9c9c3d01d9:1,800f3d0185:1	000:1,023:1	named_structural;needs_algebraic_simplification	state0 & flags0 | 0x57058be5 ^ 0x36c108d8 | 0x22939484 ^ 0x55c2f3a2 - u16_0 ^ state0 & flags0 | 0x57058be5 ^ 0x36c108d8 | 0x22939484 ^ 0x55c2f3a2	1=(mask32(u16_0 ^ (mask32(state0 & (mask32(flags0 | 0x22939484)))))) & 0xffff
210	0xa2da3	vmop_210_plus0x30_sampled_long_or_sparse_slot_unknown	sampled_only	15	13	+0x30	sampled				sampled_long_or_sparse	sampled_long_or_sparse:13	13	state0	slot_unknown			3=next = table[171], ip += 0x30 | 3=next = table[354], ip += 0x60		ab000000300000003d0122:3,ab0000008b0200003d0100:2,62010000880200003d0100:2,a5000000700600003d0122:1,ab000000770000003d0122:1,a5000000300000003d0122:1,62010000110200003d019a:1,620100008b0200003d0100:1	055:3,042:2,061:2,005:1,012:1,041:1,046:1,048:1,059:1	named_structural	state0	
214	0xa3fe9	vmop_214_plus0x5_state_add_const_slot_multi_path	static_validated	4	1	+0x5	CCCCC	CC	b0=0xd2;b1=0xbd;b2=0xb3;b3=0x3d;b4=0x01	w0=0xbdd2;w1=0x3db3	state_add_const	state_add_const:1	1	state0 ^ flags0 + 0x784f7133 ^ 0x7e64782 & 0x5bda5c23 + 0x352ca91c | flags0 + 0x784f7133 & 0x4cc9d7b & 0x79233229 - 0x234dc07a - 0x2ce4baee - 0x3231759e - u16_0 + state0 ^ flags0 + 0x784f7133 ^ 0x7e64782 & 0x5bda5c23 + 0x352ca91c | flags0 + 0x784f7133 & 0x4cc9d7b & 0x79233229 - 0x234dc07a - 0x2c...#148	slot_multi_path	4=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 + 0x784f7133)))) ^ 0x7e64782)) & 0x5bda5c23)) + 0x352ca91c)) | (mask32((mask32((mask32((mask32((mask32(flag...#62b71ea32ab9	4=0x5			d2bdb33d01:1	050:1	named_structural;needs_algebraic_simplification	state0 ^ flags0 + 0x784f7133 ^ 0x7e64782 & 0x5bda5c23 + 0x352ca91c | flags0 + 0x784f7133 & 0x4cc9d7b & 0x79233229 - 0x234dc07a - 0x2ce4baee - 0x3231759e - u16_0 + state0 ^ flags0 + 0x784f7133 ^ 0x7e64782 & 0x5bda5c23 + 0x352ca91c | flags0 + 0x784f7133 & 0x4cc9d7b & 0x79233229 - 0x234dc07a - 0x2ce4baee - 0x3231759e - 0x74a805eb	4=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 + 0x784f7133)))) ^ 0x7e64782)) & 0x5bda5c23)) + 0x352ca91c)) | (mask32((mask32((mask32((mask32((mask32(flag...#62b71ea32ab9
215	0xa4609	vmop_215_plus0x3_state_mixed_slot_u16_0	static_validated	21174	1728	+0x3	VVV	V	b0=var29(top=0x88:10.5%);b1=var11(top=0x05:21.1%);b2=var114(top=0xc8:9.2%)	w0=var88(top=0x0390:6.4%)	state_mixed	state_mixed:662,state_add_const:626,state_const_post:37	1728	state0 | 0x760f463f - flags0 | 0x77dcc51b ^ 0xee9796d ^ 0x717a207c + 0x15a799dd | 0x6c5f0f12 + b2 + state0 | 0x760f463f - flags0 | 0x77dcc51b ^ 0xee9796d ^ 0x717a207c + 0x15a799dd | 0x6c5f0f12 | 0x38d2bdd3 - u16_0	slot_u16_0	128=u16_0 & 0xffff	128=0x3			000288:10,880a88:10,d80a3c:9,900348:9,880a08:8,100888:8,e80508:8,400588:8	041:216,055:120,056:111,021:106,042:79,061:72,032:61,046:60,048:59,059:58,063:54,010:50	named_structural;needs_algebraic_simplification	state0 | 0x760f463f - flags0 | 0x77dcc51b ^ 0xee9796d ^ 0x717a207c + 0x15a799dd | 0x6c5f0f12 + b2 + state0 | 0x760f463f - flags0 | 0x77dcc51b ^ 0xee9796d ^ 0x717a207c + 0x15a799dd | 0x6c5f0f12 | 0x38d2bdd3 - u16_0	128=u16_0 & 0xffff
216	0xa4a61	vmop_216_plus0xa_state_preserve_slot_mba_stateful	affine_dispatch_fallback	742	22	+0xa	VVECCCVVEC	VECVE	b0=var20(top=0x4e:12.4%);b1=var22(top=0x7e:12.3%);b2=enum4(0x31:732,0x33:4,0x34:3,0x36:3);b3=0x00;b4=0x80;b5=0x00;b6=var15(top=0x92:24.7%);b7=var12(top=0x34:24.8%);b8=enum4(0x07:371,0x02:278,0x03:91,0x01:2);b9=0x00	w0=var22(top=0x7ed3:12.3%);w1=enum4(0x0031:732,0x0033:4,0x0034:3,0x0036:3);w2=0x0080;w3=var16(top=0x9d94:24.5%);w4=enum4(0x0007:371,0x0002:278,0x0003:91,0x0001:2)	state_preserve	state_preserve:15	22	state0 ^ flags0	slot_mba_stateful	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	112=0x5			726a31008000b2340700:1,ec6c31008000b0500200:1,d37e31008000b0500200:1,a18631008000949d0200:1,4e8c3100800092330700:1,479331008000949d0200:1,d0943100800092330700:1,189631008000b6340700:1	041:12,055:3,056:3,048:2,049:1,052:1	named_structural;needs_algebraic_simplification	state0 ^ flags0	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff
217	0xa4b11	vmop_217_plus0x5_state_add_const_slot_mba_stateful	static_validated	215	19	+0x5	CVVCC	VV	b0=0x00;b1=var19(top=0x0c:29.8%);b2=var18(top=0x87:30.7%);b3=0x3d;b4=0x01	w0=var19(top=0x0c00:29.8%);w1=var18(top=0x3d87:30.7%)	state_add_const	state_add_const:13	19	state0 ^ flags0	slot_mba_stateful	128=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	128=0x5			0067a93d01:1,0088ca3d01:1,00adc43d01:1,000cc23d01:1,0000133d01:1,00ed873d01:1,00e30f3d01:1,000e0b3d01:1	030:3,055:3,001:1,010:1,028:1,035:1,041:1,042:1,047:1,049:1,052:1,058:1	named_structural;needs_algebraic_simplification	state0 ^ flags0	128=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff
220	0xa522e	vmop_220_plus0x5_state_add_const_slot_multi_path	static_validated	3576	423	+0x5	CCCVV	CV	b0=0x00;b1=0x3d;b2=0x01;b3=var164(top=0x03:9.0%);b4=var199(top=0x7e:7.4%)	w0=0x3d00;w1=var164(top=0x0301:9.0%)	state_add_const	state_add_const:249,state_mixed:2	423	state0 | flags0 + 0x46462807 & 0x2332d827 - flags0 - state0 | flags0 & 0x4297c9dd + 0x6f8e6e16 ^ u16_3 - state0 | flags0 + 0x46462807 & 0x2332d827 - flags0 - state0 | flags0 & 0x4297c9dd + 0x6f8e6e16 + 0x8f8037a	slot_multi_path	128=(mask32((mask32(u16_3 - (mask32((mask32((mask32((mask32((mask32(state0 | flags0)) + 0x46462807)) & 0x2332d827)) - (mask32(flags0 - (mask32((mask32(state0 | flags0)) & 0x4297c9dd)))))) + 0x6f8e6e16)))) + ...#d715de7234c8	128=0x5			003d01237f:2,003d015fb8:2,003d01a377:2,003d01bc1e:2,003d010b7e:2,003d01d3f8:1,003d010022:1,003d015c3e:1	055:48,042:46,056:42,041:28,063:25,048:23,059:22,021:19,050:19,046:17,032:13,052:13	named_structural;needs_algebraic_simplification	state0 | flags0 + 0x46462807 & 0x2332d827 - flags0 - state0 | flags0 & 0x4297c9dd + 0x6f8e6e16 ^ u16_3 - state0 | flags0 + 0x46462807 & 0x2332d827 - flags0 - state0 | flags0 & 0x4297c9dd + 0x6f8e6e16 + 0x8f8037a	128=(mask32((mask32(u16_3 - (mask32((mask32((mask32((mask32((mask32(state0 | flags0)) + 0x46462807)) & 0x2332d827)) - (mask32(flags0 - (mask32((mask32(state0 | flags0)) & 0x4297c9dd)))))) + 0x6f8e6e16)))) + ...#d715de7234c8
221	0xa5889	vmop_221_plus0x5_state_add_const_slot_u16_1	static_validated	4	1	+0x5	CCCCC	CC	b0=0x53;b1=0x00;b2=0x08;b3=0x3d;b4=0x01	w0=0x0053;w1=0x3d08	state_add_const	state_add_const:1	1	state0 ^ u16_1	slot_u16_1	4=u16_1 & 0xffff	4=0x5			5300083d01:1	052:1	named_structural	state0 ^ u16_1	4=u16_1 & 0xffff
222	0xa5f3c	vmop_222_plus0x5_state_add_const_slot_multi_path	static_validated	254	80	+0x5	VVVVE	VV	b0=var60(top=0x10:25.6%);b1=var60(top=0xf8:25.2%);b2=var58(top=0xd9:25.2%);b3=var46(top=0x4e:25.2%);b4=enum4(0x3a:97,0x50:89,0x62:67,0x32:1)	w0=var80(top=0xf810:25.2%);w1=var76(top=0x4ed9:25.2%)	state_add_const	state_add_const:51	80	state0 + flags0 | 0x11da3648 & 0x169ceafa & u16_0 - state0 + flags0 | 0x11da3648 & 0x169ceafa + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 | 0x39a63024 + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 + 0x17d780ca ^ u16_2 + state0 + flags0 | 0x11da3648 & 0x169ceafa & ...#1fa	slot_multi_path	95=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) & 0x169ceafa)) & (mask32((mask32(u16_0 - (mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) ...#748cb9dddd28 | 33=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(stat...#1bf	128=0x5			9b068c5732:1,aa82d1bd3a:1,426a39b93a:1,596bc2bc3a:1,096102bd3a:1,0c053d063a:1,6dd35c0462:1,b020f1bf50:1	055:11,042:8,041:6,048:6,056:6,059:5,021:4,010:3,032:3,046:3,061:3,050:2	named_structural;needs_algebraic_simplification	state0 + flags0 | 0x11da3648 & 0x169ceafa & u16_0 - state0 + flags0 | 0x11da3648 & 0x169ceafa + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 | 0x39a63024 + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 + 0x17d780ca ^ u16_2 + state0 + flags0 | 0x11da3648 & 0x169ceafa & u16_0 - state0 + flags0 | 0x11da3648 & 0x169ceafa + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 | 0x39a63024 + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 + 0x17d780ca - 0x29e369df	95=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) & 0x169ceafa)) & (mask32((mask32(u16_0 - (mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) ...#748cb9dddd28 | 33=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) & 0x169ceafa)) & (mask32((mask32(u16_0 - (mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) ...#dfc27f9ab102
225	0xa6af9	vmop_225_plus0x5_state_formula_slot_unknown	partial	6	1	+0x5	CCCCC	CC	b0=0xce;b1=0x13;b2=0x3d;b3=0x01;b4=0x87	w0=0x13ce;w1=0x013d	state_formula		1	state0 | flags0 & u16_0 ^ state0 | flags0	slot_unknown					ce133d0187:1	063:1	named_structural;needs_algebraic_simplification	state0 | flags0 & u16_0 ^ state0 | flags0	
229	0xa71fe	vmop_229_plus0x5_state_formula_slot_unknown	partial	1	1	+0x5	CCCCC	CC	b0=0x3d;b1=0x01;b2=0x00;b3=0x59;b4=0x47	w0=0x013d;w1=0x5900	state_formula		1	state0 ^ flags0 ^ 0x4a304ad7 - u16_3 ^ state0 ^ flags0 ^ 0x4a304ad7 ^ 0x381ae5a5	slot_unknown					3d01005947:1	026:1	named_structural;needs_algebraic_simplification	state0 ^ flags0 ^ 0x4a304ad7 - u16_3 ^ state0 ^ flags0 ^ 0x4a304ad7 ^ 0x381ae5a5	
231	0xa799b	vmop_231_plus0x5_state_add_const_slot_mba_stateful	static_validated	4	1	+0x5	CCCCC	CC	b0=0x3d;b1=0x01;b2=0x03;b3=0x6c;b4=0xa7	w0=0x013d;w1=0x6c03	state_add_const	state_add_const:1	1	state0 + flags0 + 0x37d0b9a9 ^ 0x6307e167 + flags0 + 0x37d0b9a9 ^ 0x6307e167 ^ 0x69e2cccd ^ 0x500184b - 0x796ead7f & u16_3 - state0 + flags0 + 0x37d0b9a9 ^ 0x6307e167 + flags0 + 0x37d0b9a9 ^ 0x6307e167 ^ 0x69e2cccd ^ 0x500184b - 0x796ead7f + 0x5041c185	slot_mba_stateful	4=(mask32((mask32(u16_3 - (mask32((mask32((mask32((mask32((mask32(state0 + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) ^ 0x69e2cccd)) ^ 0...#e7a757642793	4=0x5			3d01036ca7:1	050:1	named_structural;needs_algebraic_simplification	state0 + flags0 + 0x37d0b9a9 ^ 0x6307e167 + flags0 + 0x37d0b9a9 ^ 0x6307e167 ^ 0x69e2cccd ^ 0x500184b - 0x796ead7f & u16_3 - state0 + flags0 + 0x37d0b9a9 ^ 0x6307e167 + flags0 + 0x37d0b9a9 ^ 0x6307e167 ^ 0x69e2cccd ^ 0x500184b - 0x796ead7f + 0x5041c185	4=(mask32((mask32(u16_3 - (mask32((mask32((mask32((mask32((mask32(state0 + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) ^ 0x69e2cccd)) ^ 0...#e7a757642793
237	0xa8e1f	vmop_237_plus0x5_state_add_const_slot_multi_path	static_validated	1537	236	+0x5	VVVCC	VV	b0=var26(top=0x00:89.4%);b1=var137(top=0x66:16.8%);b2=var159(top=0x6d:16.9%);b3=0x3d;b4=0x01	w0=var150(top=0x6600:16.8%);w1=var159(top=0x3d6d:16.9%)	state_add_const	state_add_const:140	236	state0 - flags0 ^ 0x22900c8 - flags0 + 0x3fbeaa1d ^ 0x8178b71 - 0x4813dbc ^ u16_1 ^ state0 - flags0 ^ 0x22900c8 - flags0 + 0x3fbeaa1d ^ 0x8178b71 - 0x4813dbc - 0x4f4105f2	slot_multi_path	117=(mask32((mask32(u16_1 ^ (mask32((mask32((mask32(state0 - (mask32(flags0 ^ 0x22900c8)))) - (mask32((mask32(flags0 + 0x3fbeaa1d)) ^ 0x8178b71)))) - 0x4813dbc)))) - 0x4f4105f2)) & 0xffff | 11=(mask32((mask32(u16_1 ^ (mask32((mask32((mask32(state0 - (mask32(flags0 ^ 0x22900c8)))) - (mask32(flags...#161	128=0x5			00d12c3d01:2,00e6583d01:1,005cf73d01:1,00f9343d01:1,00ce503d01:1,0071ba3d01:1,0027c33d01:1,00bcf73d01:1	055:39,056:24,042:23,041:13,048:13,059:13,061:13,046:11,052:10,063:8,021:7,050:7	named_structural;needs_algebraic_simplification	state0 - flags0 ^ 0x22900c8 - flags0 + 0x3fbeaa1d ^ 0x8178b71 - 0x4813dbc ^ u16_1 ^ state0 - flags0 ^ 0x22900c8 - flags0 + 0x3fbeaa1d ^ 0x8178b71 - 0x4813dbc - 0x4f4105f2	117=(mask32((mask32(u16_1 ^ (mask32((mask32((mask32(state0 - (mask32(flags0 ^ 0x22900c8)))) - (mask32((mask32(flags0 + 0x3fbeaa1d)) ^ 0x8178b71)))) - 0x4813dbc)))) - 0x4f4105f2)) & 0xffff | 11=(mask32((mask32(u16_1 ^ (mask32((mask32((mask32(state0 - (mask32(flags0 ^ 0x22900c8)))) - (mask32(flags0 ^ 0x8178b71)))) - 0x4813dbc)))) - 0x4f4105f2)) & 0xffff
239	0xa991e	vmop_239_plus0x6_state_add_const_slot_mba_stateful	static_validated	2519	323	+0x6	VVVVVV	VVV	b0=var140(top=0x2a:5.5%);b1=var65(top=0x02:11.2%);b2=var36(top=0xc1:13.6%);b3=var23(top=0x21:15.7%);b4=var72(top=0xbe:8.8%);b5=var29(top=0xa6:21.0%)	w0=var312(top=0x2994:5.0%);w1=var178(top=0x09c0:8.6%);w2=var181(top=0xa18e:7.6%)	state_add_const	state_add_const:199	323	state0 + 0x40a7aa16 + flags0 & 0x39d16b3e & u32_0 - state0 + 0x40a7aa16 + flags0 & 0x39d16b3e - u16_4 + state0 + 0x40a7aa16 + flags0 & 0x39d16b3e & u32_0 - state0 + 0x40a7aa16 + flags0 & 0x39d16b3e - 0x3650a0ae	slot_mba_stateful	128=(mask32((mask32(u16_4 + (mask32((mask32((mask32((mask32(state0 + 0x40a7aa16)) + flags0)) & 0x39d16b3e)) & (mask32(u32_0 - (mask32((mask32((mask32(state0 + 0x40a7aa16)) + flags0)) & 0x39d16b3e)))))))) - 0...#398cebc46e7f	128=0x6			666100383ea4:1,384a9019aeaa:1,3aa181085a85:1,7643810046aa:1,f8d900b79285:1,12219139dea2:1,e67e503906a3:1,360b9101dea6:1	055:42,042:39,041:33,056:29,063:16,052:15,046:14,061:14,050:13,032:12,021:11,059:11	named_structural;needs_algebraic_simplification	state0 + 0x40a7aa16 + flags0 & 0x39d16b3e & u32_0 - state0 + 0x40a7aa16 + flags0 & 0x39d16b3e - u16_4 + state0 + 0x40a7aa16 + flags0 & 0x39d16b3e & u32_0 - state0 + 0x40a7aa16 + flags0 & 0x39d16b3e - 0x3650a0ae	128=(mask32((mask32(u16_4 + (mask32((mask32((mask32((mask32(state0 + 0x40a7aa16)) + flags0)) & 0x39d16b3e)) & (mask32(u32_0 - (mask32((mask32((mask32(state0 + 0x40a7aa16)) + flags0)) & 0x39d16b3e)))))))) - 0...#398cebc46e7f
240	0xa9cf7	vmop_240_plus0x5_state_add_const_slot_mba_stateful	static_validated	7	2	+0x5	ECCEE	EE	b0=enum2(0x99:5,0xb9:2);b1=0x3d;b2=0x01;b3=enum2(0x62:5,0x87:2);b4=enum2(0x9f:5,0x27:2)	w0=enum2(0x3d99:5,0x3db9:2);w1=enum2(0x6201:5,0x8701:2)	state_add_const	state_add_const:1	2	state0 - u16_3 - state0 - 0x7bec2197	slot_mba_stateful	5=(mask32((mask32(u16_3 - state0)) - 0x7bec2197)) & 0xffff	5=0x5			993d01629f:1,b93d018727:1	046:1,056:1	named_structural;needs_algebraic_simplification	state0 - u16_3 - state0 - 0x7bec2197	5=(mask32((mask32(u16_3 - state0)) - 0x7bec2197)) & 0xffff
241	0xa9ffa	vmop_241_plus0xd_state_add_const_slot_mba_stateful	affine_dispatch_fallback	2	2	+0xd	EEECCCCCCCCEE	EECCCE	b0=enum2(0x1e:1,0xc6:1);b1=enum2(0x1e:1,0xf1:1);b2=enum2(0x02:1,0x05:1);b3=0x00;b4=0x80;b5=0x00;b6=0x3d;b7=0x01;b8=0x22;b9=0xe8;b10=0x01;b11=enum2(0x0a:1,0xb6:1);...+1	w0=enum2(0x1e1e:1,0xf1c6:1);w1=enum2(0x0002:1,0x0005:1);w2=0x0080;w3=0x013d;w4=0xe822;w5=enum2(0x0a01:1,0xb601:1)	state_add_const	state_add_const:1	2	state0 - u16_11 + state0	slot_mba_stateful	1=(mask32(u16_11 + state0)) & 0xffff	1=0xd			1e1e020080003d0122e8010a8b:1,c6f1050080003d0122e801b6a2:1	002:1,031:1	named_structural;needs_algebraic_simplification	state0 - u16_11 + state0	1=(mask32(u16_11 + state0)) & 0xffff
242	0xaa87d	vmop_242_plus0x5_state_formula_slot_mba_stateful	static_validated	181	17	+0x5	CCVVV	CV	b0=0x3d;b1=0x01;b2=var15(top=0xb3:50.8%);b3=var17(top=0xef:50.8%);b4=var16(top=0x3b:50.8%)	w0=0x013d;w1=var17(top=0xefb3:50.8%)	state_formula	state_add_const:8	17	state0 | u16_3 - state0 ^ 0x5c05e9b5	slot_mba_stateful	43=(mask32((mask32(u16_3 - state0)) ^ 0x5c05e9b5)) & 0xffff	43=0x5			3d010135ea:1,3d01715c8d:1,3d011f81fb:1,3d0157d5ea:1,3d01695848:1,3d01136a87:1,3d0171a9c1:1,3d01b3ef3b:1	041:2,053:2,063:2,001:1,005:1,014:1,015:1,033:1,038:1,044:1,056:1,057:1	named_structural;needs_algebraic_simplification	state0 | u16_3 - state0 ^ 0x5c05e9b5	43=(mask32((mask32(u16_3 - state0)) ^ 0x5c05e9b5)) & 0xffff
243	0xaab6a	vmop_243_plus0x4_state_add_const_slot_multi_path	static_validated	9466	761	+0x4	VVCC	VC	b0=var61(top=0x45:8.6%);b1=var69(top=0x9e:13.6%);b2=0xe8;b3=0x01	w0=var457(top=0x915d:2.9%);w1=0x01e8	state_add_const	state_add_const:307,state_const_post:192,state_mixed:67	761	state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 ^ 0x57df388c & flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 & state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 - 0x289ce9b6 + u16_0 - state0 ^ 0x47b31677 ...#229	slot_multi_path	66=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)))) ^ 0x57df388c)) & (mask32((mask32((mask32(flags0 | (ma...#4a5a594e1e3d | 62=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 ^ 0x4...#1bf	128=0x4			3598e801:10,5598e801:9,859ee801:8,4598e801:7,fd99e801:7,4d92e801:6,b59ae801:6,9d9ee801:6	041:113,021:53,055:40,032:37,061:36,056:35,010:23,050:23,059:22,046:21,048:21,026:20	named_structural;needs_algebraic_simplification	state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 ^ 0x57df388c & flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 & state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 - 0x289ce9b6 + u16_0 - state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 ^ 0x57df388c & flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 & state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 - 0x289ce9b6 ^ 0xbdd98a5	66=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)))) ^ 0x57df388c)) & (mask32((mask32((mask32(flags0 | (ma...#4a5a594e1e3d | 62=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32((mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)) + 0x398f70f4)) & 0x4ec4a2f1)))) ^ 0x57d...#5a0d0f2ac985
245	0xab141	vmop_245_plus0x5_state_affine_slot_mba_stateful	static_validated	75	18	+0x5	VVCCV	VC	b0=var17(top=0xcb:34.7%);b1=var18(top=0x13:34.7%);b2=0x3d;b3=0x01;b4=var16(top=0xdf:45.3%)	w0=var18(top=0x13cb:34.7%);w1=0x013d	state_affine	state_add_const:4	18	state0 ^ u16_0 + state0 ^ 0x3a835417	slot_mba_stateful	12=(mask32((mask32(u16_0 + state0)) ^ 0x3a835417)) & 0xffff	12=0x5			24313d012d:1,ef483d01b7:1,63c63d0141:1,5f513d01e9:1,30a63d014d:1,62273d0111:1,7c2b3d0153:1,5e4f3d01b9:1	010:3,026:2,063:2,012:1,013:1,015:1,017:1,022:1,025:1,028:1,037:1,039:1	named_structural;needs_algebraic_simplification	state0 ^ u16_0 + state0 ^ 0x3a835417	12=(mask32((mask32(u16_0 + state0)) ^ 0x3a835417)) & 0xffff
246	0xab427	vmop_246_plus0x78_sampled_long_or_sparse_slot_unknown	sampled_only	39	13	+0x78	sampled				sampled_long_or_sparse	sampled_long_or_sparse:13	13	state0	slot_unknown			25=next = table[165], ip += 0x78 | 3=next = table[165], ip += 0x792		620100008b0200003d0100:2,620100003e0200003d0122:1,62010000570000003d019a:1,620100001a0200003d0122:1,ab000000240700003d0100:1,a5000000920700003d0122:1,a5000000110200003d019a:1,ab000000880200003d0100:1	055:3,056:2,000:1,022:1,043:1,052:1,053:1,059:1,063:1,064:1	named_structural	state0	
248	0xac110	vmop_248_plus0x4_state_add_const_slot_mba_stateful	static_validated	20	7	+0x4	EEEE	EE	b0=enum7(0x8a:9,0x60:4,0xa7:2,0x8c:2,0x3b:1,0xcd:1);b1=enum7(0xf8:9,0x74:4,0xb6:2,0xea:2,0xe6:1,0x7d:1);b2=enum6(0x7b:9,0x2b:4,0x83:4,0x8b:1,0xa3:1,0xfb:1);b3=enum5(0x0e:9,0x03:6,0x02:2,0x05:2,0x0c:1)	w0=enum7(0xf88a:9,0x7460:4,0xb6a7:2,0xea8c:2,0xe63b:1,0x7dcd:1);w1=enum7(0x0e7b:9,0x032b:4,0x0383:2,0x0283:2,0x058b:1,0x0ca3:1)	state_add_const	state_add_const:5	7	state0 ^ flags0 - state0 | 0x5188b16e & 0x6764746a - state0 ^ 0x46157a61 + 0x17fe21ad ^ 0x35ad1d25 - 0x496039c5 ^ u16_2 ^ 0x4160066b	slot_mba_stateful	15=(mask32(u16_2 ^ 0x4160066b)) & 0xffff	15=0x4			a7b68303:1,8cea8302:1,8af87b0e:1,3be68b05:1,cd7da30c:1,60742b03:1,81d8fb05:1	032:2,055:2,053:1,059:1,061:1	named_structural;needs_algebraic_simplification	state0 ^ flags0 - state0 | 0x5188b16e & 0x6764746a - state0 ^ 0x46157a61 + 0x17fe21ad ^ 0x35ad1d25 - 0x496039c5 ^ u16_2 ^ 0x4160066b	15=(mask32(u16_2 ^ 0x4160066b)) & 0xffff
