source_entry	opcode_name	reduction_status	proof_status	original_chars	candidate_chars	candidate_c	smt2	solver_output_excerpt
0	vmop_000_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	62	57	(((0x1966e0e7u + state0) - u16_0) ^ state0) ^ 0xf44cdfa6u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_000.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
3	vmop_003_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	176	133	(((u16_0 ^ (((0xe3fc337eu + state0) - flags0) - flags0)) ^ 0x1271f0e1u) | (((0xe3fc337eu + state0) - flags0) - flags0)) | 0x5e32c369u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_003.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
9	vmop_009_plus0x5_state_formula_slot_unknown	compiler_expression_recovered	proved_equivalent	36	41	((u16_3 - state0) & state0) ^ 0x25d88329u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_009.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
13	vmop_013_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	78	62	(((flags0 - 0x1c36555u) ^ state0) ^ 0x67934603u) | 0x77bfefb9u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_013.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
17	vmop_017_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	213	185	((((u16_0 & 0x4365071cu) ^ flags0) | state0) | (((0x4365071cu + flags0) ^ flags0) ^ 0x4a3a9184u)) | ((((u16_3 + 0x95f9698u) - state0) ^ ((0x4365071cu + flags0) ^ flags0)) ^ 0x4365071cu)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_017.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
18	vmop_018_plus0x3_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	185	83	((((0x649b4ea0u - (u16_0 + state0)) | state0) | 0x1188080u) & flags0) | 0x649b4ea0u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_018.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
20	vmop_020_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	285	165	((((0xe1db482au - flags0) ^ 0x10000000u) | (flags0 | state0)) | ((0x38e67f26u - flags0) ^ 0x10100800u)) | (((u16_2 & 0x10100800u) ^ (0x38e67f26u - flags0)) ^ state0)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_020.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
26	vmop_026_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	470	258	((((((state0 - 0x6b3e5bb1u) - u16_0) & 0xe71ae1du) ^ ((0xb8ed9b36u + flags0) ^ (0xb8ed9b36u + state0))) ^ 0xd470bb91u) | ((((state0 - 0x6b3e5bb1u) & 0xe71ae1du) ^ 0xb352839cu) | (((0xb8ed9b36u + flags0) ^ (0xb8ed9b36u + state0)) ^ 0x8019001u))) | 0x2a01f150u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_026.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
30	vmop_030_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	41	31	(flags0 & 0xc64a6123u) | state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_030.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
31	vmop_031_plus0x5_state_preserve_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	6	6	state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_031.smt2	"unsat\n(error ""line 6 column 10: model is not available"")"
33	vmop_033_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	62	57	(((u16_2 + state0) & 0x15422921u) | state0) | 0x42493d14u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_033.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
35	vmop_035_plus0x5_state_preserve_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	6	6	state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_035.smt2	"unsat\n(error ""line 6 column 10: model is not available"")"
36	vmop_036_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	163	148	(((((u16_0 + flags0) - state0) ^ (flags0 & 0x30820186u)) ^ 0x8254723u) | (((state0 + flags0) ^ (flags0 & 0x30820186u)) ^ 0x72d0ef43u)) | 0x7af5a860u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_036.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
37	vmop_037_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	104	95	((u16_0 ^ ((0xb63aedf4u + state0) - flags0)) ^ 0x384e1c86u) | ((0xb63aedf4u + state0) - flags0)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_037.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
40	vmop_040_plus0x6_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	23	17	(~u16_4) & state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_040.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
42	vmop_042_plus0x4_state_mixed_slot_const_or_affine	compiler_expression_recovered	proved_equivalent	63	58	((state0 - flags0) ^ (state0 - 0x798f4b52u)) ^ 0x160c3a44u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_042.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
43	vmop_043_plus0x4_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	23	5	u16_2	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_043.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
48	vmop_048_plus0x5_state_add_const_slot_multi_path	translator_or_proof_error	not_proved	813	0			unknown operand 'rdi'
49	vmop_049_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	124	101	(((0x206e91ebu + (flags0 + flags0)) + state0) - u16_1) & (((flags0 + flags0) + 0x76278178u) & state0)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_049.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
52	vmop_052_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	36	39	(u16_0 + (state0 * 0x2u)) ^ 0x7823b2dau	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_052.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
54	vmop_054_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	28	31	(flags0 - 0x68b4ad2fu) & state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_054.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
56	vmop_056_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	36	19	u16_0 ^ 0x5380ff71u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_056.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
62	vmop_062_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	120	118	(((u16_0 + 0x5dbb6647u) ^ ((0xd90ded5u + flags0) ^ u16_2)) | (((0xd90ded5u + flags0) ^ u16_2) ^ 0xdc76aee9u)) | state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_062.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
64	vmop_064_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	136	116	((state0 - 0x79614de5u) ^ ((0xbde73fa0u + flags0) & 0xcdc277b6u)) ^ (((flags0 + u16_2) - 0x4218c060u) & 0x5b249a06u)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_064.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
65	vmop_065_plus0x4_state_simple_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	6	6	state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_065.smt2	"unsat\n(error ""line 6 column 10: model is not available"")"
66	vmop_066_plus0x3_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	264	232	((((((u16_0 - state0) & (0x2f6cb1f6u - b2)) ^ ((0xc3c726c9u - flags0) & 0x745ff1d2u)) ^ (state0 & 0x2f6cb1f6u)) ^ 0x33c1d6ecu) | ((((0x2f6cb1f6u - b2) ^ 0x2f6cb1f6u) & state0) ^ ((0xc3c726c9u - flags0) & 0x745ff1d2u))) | 0x74b257b9u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_066.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
69	vmop_069_plus0xd_state_formula_slot_unknown	compiler_expression_recovered	proved_equivalent	396	188	((((((state0 + flags0) ^ (state0 ^ flags0)) ^ (0xfb3ee75du + flags0)) ^ 0x3a572249u) | ((0xfb3ee75du + flags0) ^ state0)) | (((0xfb3ee75du + flags0) ^ state0) ^ 0x58fb4a0cu)) | 0x7adfef49u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_069.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
70	vmop_070_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	396	188	((((((state0 + flags0) ^ (state0 ^ flags0)) ^ (0xfb3ee75du + flags0)) ^ 0x3a572249u) | (state0 ^ (0xfb3ee75du + flags0))) | ((state0 ^ (0xfb3ee75du + flags0)) ^ 0x58fb4a0cu)) | 0x7adfef49u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_070.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
74	vmop_074_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	76	58	((state0 - flags0) & (state0 + 0x236ef542u)) ^ 0x99b4ac0eu	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_074.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
75	vmop_075_minus0x6d_sampled_backedge_slot_unknown	compiler_expression_recovered	proved_equivalent	6	6	state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_075.smt2	"unsat\n(error ""line 6 column 10: model is not available"")"
78	vmop_078_plus0xd_state_preserve_slot_multi_path	compiler_expression_recovered	proved_equivalent	303	56	(((state0 - flags0) ^ 0xc72fc6fu) | u16_0) | 0x9fd07f20u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_078.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
79	vmop_079_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	303	56	(((state0 - flags0) ^ 0xc72fc6fu) | u16_0) | 0x9fd07f20u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_079.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
82	vmop_082_plus0x3_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	106	95	((((flags0 + state0) - u16_0) + 0x4931985eu) | ((flags0 + state0) + 0x1bc90d20u)) | 0x8a2e7016u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_082.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
83	vmop_083_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	132	111	(((((0x2c3e26b4u + state0) + flags0) - u16_0) | state0) & 0x122d7f19u) | ((flags0 + 0x2c3e26b4u) ^ 0x4b7ebb84u)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_083.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
88	vmop_088_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	80	95	(((u16_1 + state0) ^ (0xe3630316u + flags0)) | ((0xe3630316u + flags0) ^ 0x415462f5u)) | state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_088.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
90	vmop_090_plus0x4_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	259	279	(((((((u16_2 - state0) + ((0x1c1030c0u + flags0) + (flags0 * 0x2u))) & 0x4347c2c0u) | (flags0 & 0x4b6fdae0u)) | ((flags0 + 0x4357e3c2u) & 0x4b6fdae0u)) | ((u16_0 + 0x224914c1u) ^ 0x5c7526f3u)) | ((state0 + ((0x1c1030c0u + flags0) + (flags0 * 0x2u))) & 0x4b6fdae0u)) | 0x59296ab9u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_090.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
91	vmop_091_plus0x4_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	23	5	u16_0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_091.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
92	vmop_092_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	210	113	((((((u16_0 + state0) & u16_2) ^ (state0 ^ flags0)) ^ 0x3efd297du) | flags0) | ((~u16_2) & state0)) | 0xbf5fdb37u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_092.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
94	vmop_094_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	199	138	((((0x7af574e5u + flags0) & (0x551fa912u + state0)) ^ ((state0 & flags0) ^ (0x551fa912u + state0))) | (0x23f8268cu - u16_1)) | 0x23f8268cu	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_094.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
95	vmop_095_plus0xa_state_preserve_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	27	30	(u16_4 + 0x1f18e1aau) ^ state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_095.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
99	vmop_099_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	36	41	(u16_1 & state0) ^ (state0 - 0x48503105u)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_099.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
101	vmop_101_plus0xd_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	37	34	((~u16_11) & state0) ^ 0x44422ebbu	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_101.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
102	vmop_102_plus0xd_state_preserve_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	6	6	state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_102.smt2	"unsat\n(error ""line 6 column 10: model is not available"")"
107	vmop_107_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	23	25	(state0 - u16_0) ^ state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_107.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
108	vmop_108_plus0x2_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	41	47	(state0 + 0x11961dc7u) ^ (0x5fa19cc7u - flags0)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_108.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
112	vmop_112_plus0x5_state_formula_slot_unknown	compiler_expression_recovered	proved_equivalent	692	486	(((((u16_3 ^ (state0 & flags0)) ^ ((0x40561547u - flags0) & 0x40c1f4e9u)) ^ ((0x40561547u - flags0) & 0x982041u)) ^ ((((0x488765f3u + state0) & flags0) ^ ((0x40561547u - flags0) & 0x6b6d3139u)) ^ (state0 & flags0))) | (((state0 & flags0) ^ ((0x40561547u - flags0) & 0x40c1f4e9u)) | (((0x40561547u - flags0) & 0x417480u) ^ (state0 & flags0)))) | (((0x40561547u - flags0) & 0x40900041u) ^ ((((0x488765f3u + state0) & flags0) ^ ((0x40561547u - flags0) & 0x6b6d3139u)) ^ (state0 & flags0)))	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_112.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
114	vmop_114_plus0x4_state_add_const_slot_multi_path	translator_or_proof_error	not_proved	1374	0			unknown operand 'rdi'
117	vmop_117_minus0x40_sampled_backedge_slot_unknown	compiler_expression_recovered	proved_equivalent	6	6	state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_117.smt2	"unsat\n(error ""line 6 column 10: model is not available"")"
118	vmop_118_plus0x3_state_formula_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	35	40	(u16_1 & state0) ^ (state0 - 0x52d3aa4u)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_118.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
119	vmop_119_plus0x6_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	36	41	((0x7e7974a5u + state0) ^ u16_4) | state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_119.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
121	vmop_121_plus0x4_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	102	66	(((0x8c7a190u + (flags0 + state0)) + u16_0) ^ state0) ^ 0x8c7a190u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_121.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
122	vmop_122_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	54	50	(0x1af9be18u - u16_0) + ((flags0 + state0) * 0x2u)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_122.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
123	vmop_123_plus0x4_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	62	35	(0x7b4ee84au - u16_0) ^ 0x1603b0a9u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_123.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
124	vmop_124_plus0x6_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	1298	411	(((((((((u32_0 - 0x7c31e804u) - state0) & 0x50ef8024u) ^ (0x2b837475u + flags0)) ^ 0x2bb25e3u) | (((0x83ce17fcu + state0) ^ (0x2b837475u + flags0)) ^ 0x2bb25e3u)) | (((0x410c95u + (flags0 - state0)) ^ (0x2b837475u + flags0)) ^ 0x2bb25e3u)) | ((((flags0 - state0) - 0x50ae738fu) ^ (0x2b837475u + flags0)) ^ 0x5254a5c7u)) | ((((state0 - 0x2b4267e0u) - u16_4) ^ (0x2b837475u + flags0)) ^ 0x2bb25e3u)) | 0x66bb4183u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_124.smt2	"unsat\n(error ""line 10 column 10: model is not available"")"
125	vmop_125_plus0x5_state_formula_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	36	41	((0x84d8aceau + u16_0) + state0) & state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_125.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
127	vmop_127_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	35	40	((u16_0 + 0xf376a6au) - state0) | state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_127.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
128	vmop_128_plus0x5_state_add_const_slot_multi_path	translator_or_proof_error	not_proved	810	0			unknown operand 'rdi'
129	vmop_129_plus0x3_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	353	68	((((0xebf72897u + state0) + flags0) | state0) & flags0) | 0x63b0834u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_129.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
130	vmop_130_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	236	101	(((0x6d381f7eu + (flags0 - state0)) + (flags0 - state0)) & 0xfae64754u) | ((u16_0 + state0) | state0)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_130.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
131	vmop_131_plus0x5_state_formula_slot_multi_path	compiler_expression_recovered	proved_equivalent	826	219	(((((((0x4c0c1704u + state0) - u16_1) ^ 0x7bed302fu) | state0) | ((flags0 + 0x565d9ac9u) - state0)) | ((0x6506a4a2u - (state0 + flags0)) ^ 0x754439f6u)) | ((0xa269b1cdu - (state0 + flags0)) ^ 0x7bed302fu)) | 0xeb79cb7fu	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_131.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
136	vmop_136_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	36	41	((0xd151b154u + state0) ^ u16_0) | state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_136.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
140	vmop_140_plus0x6_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	148	62	((u16_0 + 0x16a9ca8cu) | (0x90ab6087u - flags0)) | 0x7fb7d777u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_140.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
142	vmop_142_plus0xa_state_formula_slot_unknown	compiler_expression_recovered	proved_equivalent	1682	330	((((((((((0x9e0dd673u - u16_8) ^ (state0 ^ flags0)) ^ 0x99e1ef7fu) | flags0) | (state0 ^ 0x2f86f9e3u)) | ((state0 ^ flags0) ^ 0x5727d23fu)) | ((state0 ^ flags0) ^ 0x608849u)) | ((u32_0 + 0x6209aa88u) ^ 0x9155adeeu)) | ((state0 ^ flags0) ^ 0xc6727fd1u)) | (((flags0 + 0x6209aa88u) ^ (state0 ^ flags0)) ^ 0xc6727fd1u)) | 0x3ffbffeau	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_142.smt2	"unsat\n(error ""line 10 column 10: model is not available"")"
144	vmop_144_plus0x2_state_mixed_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	114	35	(u16_0 & 0x6367b3ddu) ^ 0x345590fbu	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_144.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
145	vmop_145_plus0x139_sampled_long_or_sparse_slot_unknown	compiler_expression_recovered	proved_equivalent	6	6	state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_145.smt2	"unsat\n(error ""line 6 column 10: model is not available"")"
146	vmop_146_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	284	63	(((u16_1 + flags0) - state0) ^ (state0 + flags0)) ^ 0x2d076887u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_146.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
148	vmop_148_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	15	15	state0 & flags0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_148.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
151	vmop_151_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	54	63	((0x77236c60u + (flags0 + state0)) + u16_3) ^ (flags0 + state0)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_151.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
153	vmop_153_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	36	19	u16_0 ^ 0x6f642592u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_153.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
154	vmop_154_plus0x4_state_add_const_slot_multi_path	translator_or_proof_error	not_proved	388	0			unknown operand 'rdi'
157	vmop_157_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	338	269	((((u16_0 + state0) ^ (0x2f4dfd84u + u16_2)) ^ (((0x869c849au - flags0) ^ (0x2f4dfd84u + u16_2)) ^ (state0 & 0x3d2638afu))) ^ 0x3aeb4349u) | (((0x2f4dfd84u + u16_2) ^ state0) | ((((0x869c849au - flags0) ^ (0x2f4dfd84u + u16_2)) ^ (state0 & 0x3d2638afu)) ^ 0x2d38dfd6u))	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_157.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
158	vmop_158_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	200	110	(((0x3c39b020u + u16_2) + state0) ^ 0x33416bd8u) | (((state0 ^ flags0) ^ 0x3cf76f46u) | (flags0 ^ 0xc7200d2u))	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_158.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
160	vmop_160_plus0x2_state_const_post_slot_multi_path	compiler_expression_recovered	proved_equivalent	140	30	(state0 | u16_0) | 0x777b8ff6u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_160.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
161	vmop_161_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	19	20	state0 | 0x69145e52u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_161.smt2	"unsat\n(error ""line 6 column 10: model is not available"")"
167	vmop_167_plus0x6_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	35	40	((state0 - u16_4) ^ state0) ^ 0x5f92615u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_167.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
168	vmop_168_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	252	110	(((((u16_0 + flags0) & 0x20118084u) ^ 0x400a0425u) | state0) | ((state0 + u16_2) & 0x4ee70776u)) | 0xa4173818u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_168.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
172	vmop_172_plus0x4_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	140	113	(((((u16_0 + 0x1a1af2bu) ^ (state0 & 0x15bf847fu)) ^ flags0) ^ 0x1a1af2bu) | (u16_2 ^ 0x715f0a33u)) | 0x3eba9edfu	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_172.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
