source_entry	opcode_name	problem_kind	trace_rows	trace_files	dynamic_start_vm_ips	dynamic_target_entries	pre_state_samples	pre_flags_samples	post_state_samples	post_flags_samples	byte_samples	required_inputs	capture_status
215	vmop_215_plus0x3_state_mixed_slot_u16_0	algebraic_mba	42348	vm_instruction_trace.tsv:21174;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:21174	0xd0ad5;0xd0b5c;0xd0b89;0xd0f05;0xd0fd6;0xd108e;0xd109d;0xd1350;0xd142f;0xd4001;0xd4171;0xd4192;0xd41f9;0xd4200;0xd428f;0xd42f8;0xd4303;0xd431d;0xd4339;0xd435a;0xd4422;0xd449a;0xd44a9;0xd47cc;...+1704	3;9;17;20;26;30;33;37;43;48;49;64;70;79;83;88;90;92;94;105;114;121;122;123;...+64					d80ac8;10081c;90031c;d00a48;200644;6809a8;080508;e8051c	pre_state;pre_flags;raw_vm_bytes:b2,u16_0	no_state_samples_in_current_traces
216	vmop_216_plus0xa_state_preserve_slot_mba_stateful	algebraic_mba	1521	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:779;vm_instruction_trace.tsv:742	0x11c682;0x11ccf7;0x171205;0x171a17;0x17240d;0x1732b3;0x173f19;0x176e97;0x1774b8;0x18bd8c;0x1ec87a;0x24a8c5;0x24ae0f;0x293470;0x2bf3b8;0x2bff90;0x30fa0f;0x30ff42;0x311f5f;0x312f1c;0x3137f2;0x3142d5;0x314518;0x3146fa;...+25	165;169;171;310;354			0x3f05d220;0x16833a14;0x9d505094;0x3f05e962;0x7b345e5a;0xc1c757c6;0x99746e65;0xeb377ffe	0x10a00;0x16833a14;0x9d505094;0x210282;0x3be885d2;0xc1c553c6;0x24ede9de;0x8e78f1da	4e7533008000ff4d0200;e8773300800000ff0100;e87b33008000ff4d0200;22d73300800080fd0100;2b5834008000325d0700;726a31008000b2340700;ec6c31008000b0500200;d37e31008000b0500200	pre_state;pre_flags;raw_vm_bytes:u16_1	no_state_samples_in_current_traces
217	vmop_217_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	430	vm_instruction_trace.tsv:215;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:215	0xd455a;0x11d83d;0x1ed3c6;0x230c51;0x231039;0x2310ee;0x29311e;0x30f76b;0x31bcc1;0x3338c9;0x336e0f;0x33cfd9;0x33ff20;0x342489;0x3431ea;0x365527;0x36811a;0x369d9c;0x36d7ed	108;144;160;173;198;256;257;352					0067a93d01;000cc23d01;0000133d01;00ed873d01;0088ca3d01;00d6913d01;00bd033d01;00350e3d01	pre_state;pre_flags;raw_vm_bytes:u16_1	no_state_samples_in_current_traces
220	vmop_220_plus0x5_state_add_const_slot_multi_path	algebraic_mba	7152	vm_instruction_trace.tsv:3576;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:3576	0xd0bfe;0xd0ef6;0xd0f24;0xd414e;0xd4bd0;0xd54f1;0xd575b;0xd578a;0xdac6c;0x11ada1;0x11ae02;0x11b02c;0x11bbcd;0x11bc97;0x11bf02;0x11c2ed;0x11c31b;0x11c8a5;0x11c8ee;0x11cb8d;0x11cc19;0x11d06e;0x11e16f;0x11e7b3;...+399	108;144;160;173;198;256;257;352					003d01dc3f;003d0120a5;003d018b76;003d01c780;003d010734;003d01d496;003d016331;003d01bf39	pre_state;pre_flags;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
222	vmop_222_plus0x5_state_add_const_slot_multi_path	algebraic_mba	508	vm_instruction_trace.tsv:254;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:254	0xd40e9;0xd577e;0x11c8e6;0x11cb67;0x11d5b7;0x11e7d6;0x120c84;0x121331;0x12265b;0x1706e4;0x1715f9;0x171fab;0x172263;0x177977;0x1a5b29;0x1a5f79;0x1ec22d;0x230cd4;0x249f19;0x24a612;0x24b23e;0x26ddb5;0x30f047;0x30f219;...+56	3;18;28;35;43;49;64;66;79;82;83;99;114;131;157;168;172;185;189;196;199;203;215;220;...+10					73487abc3a;94ac7da23a;dea855873a;aa5ac9903a;426a39b93a;596bc2bc3a;096102bd3a;9b068c5732	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
225	vmop_225_plus0x5_state_formula_slot_unknown	dispatch_unknown	12	vm_instruction_trace.tsv:6;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:6	0x36f3d7	144					ce133d0187	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
229	vmop_229_plus0x5_state_formula_slot_unknown	dispatch_unknown	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	0x1a4de4	352					3d01005947	pre_state;pre_flags;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
231	vmop_231_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	8	vm_instruction_trace.tsv:4;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4	0x338b4d	198					3d01036ca7	pre_state;pre_flags;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
237	vmop_237_plus0x5_state_add_const_slot_multi_path	algebraic_mba	3074	vm_instruction_trace.tsv:1537;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1537	0xd4138;0xd452a;0xd4bb9;0xd5773;0xd72ba;0xd74e4;0x11bb60;0x11c238;0x11c52f;0x11c8d7;0x11c920;0x11cbed;0x11d823;0x11decc;0x11e810;0x11e858;0x120c6f;0x12132a;0x12156b;0x12182e;0x1225e1;0x122af7;0x122b87;0x128ca8;...+212	108;144;160;173;198;256;257;352					ef70d83d01;97d12d3d01;00316b3d01;33dace3d01;00eaa23d01;0025623d01;00152e3d01;6b18a73d01	pre_state;pre_flags;raw_vm_bytes:u16_1	no_state_samples_in_current_traces
239	vmop_239_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	5038	vm_instruction_trace.tsv:2519;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2519	0xd0c1f;0xd0e59;0xd40fc;0xd451d;0xd5405;0xd57b2;0xd7502;0x11b93b;0x11c2f8;0x11cb94;0x11cbe4;0x11d051;0x11d0db;0x11d50e;0x11df65;0x11e598;0x11ece7;0x11f0a4;0x11f2c9;0x1209f2;0x1217f6;0x12181d;0x121a97;0x121dd7;...+299	3;18;28;37;43;48;49;52;64;66;70;79;83;90;92;105;114;122;157;168;172;185;186;189;...+27					1068912836a1;ba4c9031bea1;026401198ea1;786a8001ae9f;1c410111c6a9;3e48811096a5;a20940000ea9;8261c1019eaa	pre_state;pre_flags;raw_vm_bytes:u16_4,u32_0	no_state_samples_in_current_traces
240	vmop_240_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	14	vm_instruction_trace.tsv:7;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:7	0x331e2d;0x3628c9	108;173					993d01629f;b93d018727	pre_state;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
241	vmop_241_plus0xd_state_add_const_slot_mba_stateful	algebraic_mba	4	vm_instruction_trace.tsv:2;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2	0xd54d1;0x23188a	66;333					1e1e020080003d0122e8010a8b;c6f1050080003d0122e801b6a2	pre_state;raw_vm_bytes:u16_11	no_state_samples_in_current_traces
242	vmop_242_plus0x5_state_formula_slot_mba_stateful	algebraic_mba	362	vm_instruction_trace.tsv:181;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:181	0xd44fe;0xda5e2;0x120e99;0x121a56;0x26cf16;0x2bf9a7;0x30fd7f;0x310db5;0x31ea87;0x33e147;0x33e64c;0x364f6f;0x365483;0x369a6e;0x370244;0x3704f2;0x371747	75;114;145;199;210;246;316;334					3d01695848;3d010135ea;3d01715c8d;3d018915f3;3d0167412a;3d01539500;3d0171a9c1;3d01b3ef3b	pre_state;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
243	vmop_243_plus0x4_state_add_const_slot_multi_path	algebraic_mba	18932	vm_instruction_trace.tsv:9466;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9466	0xd0afe;0xd0d7c;0xd0db8;0xd0e03;0xd103b;0xd104a;0xd10c2;0xd10d1;0xd3fcc;0xd4062;0xd4238;0xd4438;0xd4483;0xd48fe;0xd4b43;0xd4b52;0xd4b61;0xd4ce3;0xd4d1f;0xd4d6a;0xd5116;0xd52c3;0xd52d2;0xd5689;...+737	18;28;43;64;66;114;157;167;168;172;185;189;196;199;203;215;258;268;297;307;333;337;338;340;...+1					2e12e801;e51ce801;3596e801;bd9ee801;75d8e801;ada3e801;3ee2e801;5d1ce801	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
245	vmop_245_plus0x5_state_affine_slot_mba_stateful	algebraic_mba	150	vm_instruction_trace.tsv:75;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:75	0x11da35;0x11dc22;0x11de0f;0x11eee9;0x11f4b5;0x121ab5;0x1222c8;0x1772ae;0x18bea6;0x1a52bb;0x1a5a85;0x1ec461;0x2bf4ea;0x2c058c;0x31e546;0x33e824;0x37073e;0x37079b	43;75;145;210;316;334					57ce3d01e9;a7503d01df;a1ae3d0101;24313d012d;ef483d01b7;968d3d01df;cb133d0117;63c63d0141	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
246	vmop_246_plus0x78_sampled_long_or_sparse_slot_unknown	dispatch_unknown	141	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:102;vm_instruction_trace.tsv:39	0xd0c75;0x1772fc;0x293689;0x31e738;0x31e842;0x3332c0;0x339dc3;0x33be94;0x33e14c;0x33fbf1;0x341f7d;0x3423c1;0x361577;0x36523e;0x369397;0x36f427;0x370249;0x370a81;0x37174c	18;66;91;157;165;171;180;183;196;199;258;300;340;347;354					620100003e0200003d01225e749b9094e6413c2a58e0e80180042a800d067983;a5000000920700003d01227a7b450eef0058117adc74c00ee931175d7802404b;ab000000240700003d01009b901f9b5cf4fb22a644a95a47e801a6b27ee2cca4;620100001a0200003d0122626e00029ac0cde28be8018daa92b485d61b889e2e;a5000000110200003d019a1a97876442475b0ee801cc69e5c40c82ea71117ff7;ab000000880200003d010035e27158ab49a7e144961d0f45b4e80146877a0554;620100008b0200003d0100f76e460c8c423a4768005dca2d54430fe8010f171e;620100008b0200003d01005a7710087c8a9e58d3bb026800e1616b7a7f21e801	pre_state	no_state_samples_in_current_traces
248	vmop_248_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	40	vm_instruction_trace.tsv:20;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:20	0x24aa49;0x24b537;0x33e171;0x33f652;0x3419b7;0x368f7a;0x36b2d0	114;124;157;168;189;258;345					a7b68303;8cea8302;8af87b0e;3be68b05;cd7da30c;60742b03;81d8fb05	pre_state;pre_flags;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
250	vmop_250_plus0x3_state_add_const_slot_multi_path	algebraic_mba	150	vm_instruction_trace.tsv:75;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:75	0x23102f;0x26ceed;0x31ca18;0x336e00;0x34472a;0x36f927	43;157;196					629e09;62d8c4;629977;621252;622814;62f901	pre_state;pre_flags;raw_vm_bytes:u16_1	no_state_samples_in_current_traces
251	vmop_251_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	78	vm_instruction_trace.tsv:39;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:39	0x340f3c;0x36ef37	108;198					3d011fefa5;3d01833906	pre_state;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
253	vmop_253_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	3968	vm_instruction_trace.tsv:1984;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1984	0xd0eda;0xd0f1e;0xd4ea6;0xd54fc;0xd576d;0xd7707;0x11b252;0x11b700;0x11b918;0x11bb5a;0x11c1d1;0x11c2c6;0x11c839;0x11c8ce;0x11ce1c;0x11d093;0x11d5a4;0x11d816;0x11e84e;0x11f060;0x120c20;0x120c66;0x12158d;0x1215a8;...+308	3;17;18;28;37;43;49;52;64;66;70;79;83;90;92;105;114;157;168;172;185;189;190;192;...+24					46c108004808;2ebac8b1ca8c;96ba50482e5d;56b9c46b0204;deb886bb4ab3;56b9d5a012f7;9ec22d1034c3;66c2cc278108	pre_state;pre_flags;raw_vm_bytes:u16_0,u32_2	no_state_samples_in_current_traces
254	vmop_254_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	3976	vm_instruction_trace.tsv:1988;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1988	0xd0c3a;0xd0f32;0xd4114;0xd4538;0xd49a1;0xd5337;0xd555f;0xd5575;0xd78d6;0x11aff6;0x11bfc3;0x11cbc9;0x11ce51;0x11de00;0x11e163;0x11e834;0x120c9b;0x12130b;0x121369;0x1215bd;0x121d8e;0x122a4c;0x122ad0;0x122baf;...+218	3;13;17;28;43;48;49;64;66;79;83;90;91;92;105;114;125;157;168;172;180;183;185;189;...+20					c39cb243;9610ea4a;98980247;633d6a47;283d5a47;f8317a44;9ae41a44;0ea25a47	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
256	vmop_256_plus0x2_state_add_const_slot_multi_path	algebraic_mba	7760	vm_instruction_trace.tsv:3880;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:3880	0xd0ea9;0xd0f3f;0xd11ab;0xd40f3;0xd479a;0xd49aa;0xd4ba6;0xd7518;0xdacb5;0x11b487;0x11b4cd;0x11b6c9;0x11b6f7;0x11bc42;0x11bfe9;0x11c254;0x11c7ee;0x11c862;0x11c8c4;0x11c93b;0x11cb4d;0x11cb7c;0x11d044;0x11d53b;...+483	17;18;28;30;43;48;62;64;65;66;90;92;105;114;117;121;124;128;140;146;154;157;165;168;...+41					fe31;f625;ad3f;5a26;499f;9f1f;3650;6efb	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
257	vmop_257_plus0x2_state_add_const_slot_multi_path	algebraic_mba	9916	vm_instruction_trace.tsv:4958;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4958	0xd0c31;0xd11c1;0xd40c1;0xd4125;0xd4546;0xd4784;0xd4bd5;0xd5340;0xd54f6;0xd5568;0xd5760;0xda3a9;0xda3d7;0x11ada6;0x11ae07;0x11b01b;0x11b90b;0x11b967;0x11bbbb;0x11bf07;0x11bfd3;0x11c2dc;0x11c51c;0x11c7bd;...+485	17;18;28;30;43;48;62;64;65;66;90;92;105;114;117;121;124;128;140;146;154;157;165;168;...+41					f7b3;87b0;df05;7fb0;8f09;27f0;a7c9;0fc8	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
258	vmop_258_plus0x4_state_add_const_slot_multi_path	algebraic_mba	56116	vm_instruction_trace.tsv:28058;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:28058	0xd0b36;0xd0b4d;0xd0b72;0xd0cca;0xd0d17;0xd0d87;0xd0e66;0xd0f36;0xd0f81;0xd108a;0xd110d;0xd113b;0xd115d;0xd11b4;0xd11e2;0xd1200;0xd12c8;0xd12d4;0xd1340;0xd138f;0xd13d7;0xd13f8;0xd3ff1;0xd410d;...+2244	3;18;20;26;28;30;33;37;43;49;66;70;79;82;83;91;99;121;122;123;124;125;128;131;...+53					5efb08f1;9efc38fb;14ac2176;dfb77e28;6fb505e1;6b1d31fd;ecca1afb;730949ef	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
259	vmop_259_plus0xa_state_formula_slot_unknown	dispatch_unknown	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	0x1a55be	28					e000ffff13050000ecfa	pre_state;pre_flags;raw_vm_bytes:u16_0,u32_2	no_state_samples_in_current_traces
260	vmop_260_plus0x4_state_add_const_slot_multi_path	algebraic_mba	5290	vm_instruction_trace.tsv:2645;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2645	0xd1197;0xd5a1c;0xda5db;0x11b22d;0x11b25f;0x11b8f3;0x11be75;0x11cc20;0x11d4e9;0x11e1b0;0x11e576;0x11e7a4;0x11ef72;0x120e8a;0x121850;0x121b33;0x128a9b;0x128d01;0x170721;0x170a6d;0x170cde;0x171d9f;0x17200e;0x1729d1;...+204	3;17;18;28;48;49;64;66;79;83;91;92;105;114;125;157;168;172;180;183;185;189;199;203;...+20					880e15b3;36038eb0;380a942e;1e010efe;1d0fc501;f800d8d4;150edfb1;e5085f00	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
261	vmop_261_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	2148	vm_instruction_trace.tsv:1074;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1074	0xd11d9;0xd4324;0xd47de;0xd4c0e;0xd5173;0xd534d;0xd5426;0xd7303;0x11c001;0x11c5d7;0x11d15c;0x11e8b7;0x11f10e;0x1210ee;0x121879;0x1220eb;0x122d91;0x170d06;0x170f30;0x1725a2;0x172f98;0x17703e;0x17a375;0x18b7e4;...+61	18;28;64;66;114;185;189;199;215;258;297;307;337;340;347					e801e76a3d01;e80167633d01;e8015f6d3d01;e8011f6c3d01;e80167663d01;e801af6d3d01;e801776d3d01;e801b7633d01	pre_state;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
264	vmop_264_plus0xa_state_formula_slot_mba_stateful	algebraic_mba	692	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:401;vm_instruction_trace.tsv:291	0xd0d43;0xd4889;0xd5b17;0xd75f1;0xda4b0;0xdad78;0x11d3d3;0x11d91b;0x11eb8c;0x120af4;0x122466;0x170fdb;0x1714bc;0x1717a7;0x17436d;0x176aa5;0x177aeb;0x17a25f;0x18b88f;0x1ecb65;0x24972b;0x26dc71;0x26e8b0;0x293001;...+30	165;169;171;310;354			0x984d244d;0xe76c8b67;0xfb8d8b71;0xebbf6e54;0x7f3e7f7b;0xc917a90d;0x69145e5a;0x3f05e0e2	0x4000500;0x2711ed9e;0x1612b140;0x5af65fdd;0xce4d8465;0xc917a90d;0x69b0303a;0x4201082	84f72600800000fd0100;46fe2600800000fd0100;a27233008000aa510700;2b6e3100800023e74800;658931008000b6340700;fa8a31008000949d0200;1b9c3100800078340700;e95a340080002e5d0700	pre_state;raw_vm_bytes:u16_8	no_state_samples_in_current_traces
266	vmop_266_minus0x2e8_sampled_backedge_slot_unknown	dispatch_unknown	400	vm_instruction_trace.tsv:200;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:200	0x11bf09;0x11de39;0x2c13cd;0x30f645;0x31c02d;0x31c79f;0x33540c;0x338e10;0x340d92;0x340f43;0x3416ac;0x341a6d;0x3427f5;0x364264;0x36faee;0x371714	165;171;354					62010000540000005b0161323109dbf9d22946a0520dab347660009e8a3d0100;ab000000400000801101f0e92802e8011e8341776a3c35446800bf0c3a003d01;a5000000660500809d00d7d4680020081c6d0f09f0e30be8019763cc94003d01;ab0000005d050080cb00f792047681016639e8013e85f715c8d388d47f00f0ba;620100008e070080c4001e6e14f9c6683e38d310e801258b6fc239188afaa23d;62010000ce020080ac0043afeb005981ab02950fbf01b30ce80178026896483d;ab00000040000080ac0043afa30a308fbea2c05e38fb07e801beeb98da9f5a00;a50000005d050080c7001f4f3a6c0e68003f9fe137e80135317bc96800003d01	pre_state	no_state_samples_in_current_traces
267	vmop_267_plus0x5_state_add_const_slot_multi_path	algebraic_mba	8	vm_instruction_trace.tsv:4;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4	0x338a47	144					b7cec93d01	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
268	vmop_268_plus0x4_state_add_const_slot_multi_path	algebraic_mba	24076	vm_instruction_trace.tsv:12038;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:12038	0xd0acd;0xd0af6;0xd0b15;0xd0d92;0xd0dcf;0xd0e16;0xd0e38;0xd0eeb;0xd1033;0xd10ca;0xd1114;0xd3fdf;0xd40b1;0xd40f5;0xd411c;0xd4221;0xd4773;0xd48eb;0xd497d;0xd4b4a;0xd4b95;0xd4d8f;0xd4ea2;0xd50c7;...+1088	0;3;18;26;28;30;33;37;49;64;66;70;79;83;88;114;118;121;124;127;128;140;154;179;...+40					b009f144;f92cea10;b783ae27;a4410e6a;2a4cbe6b;c0d68e2c;8dc1c1db;4a1cae67	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
269	vmop_269_plus0x5_state_add_const_slot_multi_path	algebraic_mba	5224	vm_instruction_trace.tsv:2612;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2612	0xd1161;0xd74fb;0xda3e8;0xdacb0;0x11b962;0x11c517;0x11c5a4;0x11c5ba;0x11c82e;0x11c908;0x11c94c;0x11ce15;0x11ce43;0x11ce59;0x11d595;0x11d5c4;0x11d5da;0x11df14;0x11e7f8;0x11eaae;0x11ecaa;0x11f009;0x11f2d3;0x120a2c;...+391	108;144;160;173;198;256;257;352					003d0149d5;003d015fb7;003d015731;003d0159ac;003d017db5;003d01ffc3;003d0172b8;003d01df3f	pre_state;pre_flags;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
273	vmop_273_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	4230	vm_instruction_trace.tsv:2115;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2115	0xd0c69;0xd0ee7;0xd11ad;0xd44ef;0xd450a;0xd5526;0xd7293;0xdac8f;0x11bb35;0x11bc2e;0x11bc63;0x11bc88;0x11bf6a;0x11c8b3;0x11c927;0x11d0a6;0x11d137;0x11d5cf;0x11d7b8;0x1212c5;0x121aa9;0x122b95;0x172056;0x1722fb;...+194	3;17;18;28;43;49;64;66;70;74;79;82;83;90;91;105;114;157;168;172;180;183;185;189;...+20					c489d069;ece93c3c;10a73879;48e7f001;ec896c60;d9c8f29d;08e9164d;aaa9667c	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
276	vmop_276_plus0xa_state_formula_slot_unknown	dispatch_unknown	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	0x368e1b	157					d969ffffffffffffffff	pre_state;pre_flags;raw_vm_bytes:u16_0,u32_2	no_state_samples_in_current_traces
278	vmop_278_plus0xa_state_preserve_slot_multi_path	algebraic_mba	1151	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:596;vm_instruction_trace.tsv:555	0xd4a83;0xd73ae;0x11b122;0x11bd5f;0x11c0ac;0x11c3f9;0x11d207;0x11db08;0x11dcf5;0x121199;0x121690;0x121924;0x121ec6;0x122c7b;0x128b72;0x12906f;0x171c41;0x172122;0x17264d;0x173707;0x174143;0x17a04f;0x1a5438;0x1a5793;...+27	86;165;169;171;310;323;354			0xf9957e52;0xbffcd2b0;0x78ef0800;0x400110fe;0x78de0800;0x5f8f8af3;0xbffcca14;0xf21b0800	0x4e4c93a5;0xd56bbddf;0x7aff7f2e;0xc83095f0;0x7adeff2e;0x4a612e32;0x62662dfb;0xfadf7f2d	4ad833008000ff4d0200;9d4512008000205407006201e801cb00a7923576241d9900f085aace1ee8015c;b86f310080008e500200;2677310080001c600300;2c78310080001c600300;d28d31008000b6340700;71983100800092330700;819931008000b6340700	pre_state;pre_flags;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
281	vmop_281_plus0x4_state_add_const_slot_multi_path	algebraic_mba	1110	vm_instruction_trace.tsv:555;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:555	0xd0e94;0x1a5bce;0x23038d;0x24b1ea;0x292c8e;0x30f095;0x30f282;0x30f371;0x30f8e5;0x31084c;0x31b191;0x31b467;0x31b823;0x31ba7d;0x31bddb;0x31be71;0x31c06f;0x31dacd;0x3319b4;0x332304;0x334e51;0x335138;0x33531d;0x335491;...+49	3;17;18;28;30;48;49;56;66;79;83;105;122;124;131;140;154;185;199;200;201;215;220;237;...+17					05556878;13554858;8d0d687c;f5ed76dc;849968c0;4117e49f;077de27f;899192c0	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
282	vmop_282_plus0x5_state_add_const_slot_multi_path	algebraic_mba	538	vm_instruction_trace.tsv:269;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:269	0x11bea3;0x1a5bd2;0x1ec1e7;0x2311f9;0x292f32;0x310b08;0x31ab5a;0x31abf6;0x31ac3b;0x31b78c;0x31ba1c;0x31ba74;0x31bdcf;0x31c150;0x31c1d7;0x31c53a;0x31c909;0x31c94f;0x31dd7e;0x331b69;0x331e28;0x3320e6;0x332398;0x332f69;...+71	18;28;49;52;66;83;90;92;121;122;124;140;154;185;199;200;215;220;239;240;253;254;260;269;...+14					a6000e093a;2d22055762;b98b55a662;18882da462;b7bc876c62;4ff78a1a50;2800d50a3a;0a6236b43a	pre_state;pre_flags;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
283	vmop_283_plus0x5_state_preserve_slot_mba_stateful	algebraic_mba	2876	vm_instruction_trace.tsv:1438;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1438	0xd0bbc;0xd138a;0xd4314;0xd4b89;0xd5747;0xd74b4;0xd76f7;0xda5b6;0x11ad5a;0x11afe6;0x11b8ee;0x11c1b2;0x11cdfd;0x11d027;0x11d30d;0x11e382;0x11ec92;0x12229c;0x12256c;0x128a4e;0x1706a5;0x170eb7;0x17130b;0x1715c2;...+102	18;28;30;43;64;66;114;121;124;154;157;165;168;171;172;185;189;196;199;203;215;222;253;254;...+15					10e801c462;10e8017c5e;10e801445e;10e8017c60;10e8013c63;10e8019c60;10e801fc63;10e801d462	pre_state;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
284	vmop_284_plus0xd_state_add_const_slot_mba_stateful	algebraic_mba	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	0xd53f8	239					1e1e020080003d019ae801c471	pre_state;raw_vm_bytes:u16_11	no_state_samples_in_current_traces
285	vmop_285_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	0xd44e8	160					3d0167854f	pre_state;pre_flags;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
287	vmop_287_plus0x4_state_add_const_slot_multi_path	algebraic_mba	19446	vm_instruction_trace.tsv:9723;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9723	0xd0aef;0xd0b85;0xd0ba3;0xd0dc7;0xd0e12;0xd10e0;0xd12ae;0xd1344;0xd1380;0xd3fbd;0xd4017;0xd4035;0xd408f;0xd4229;0xd42b0;0xd42bf;0xd42ec;0xd42fb;0xd4447;0xd4474;0xd44a1;0xd48b3;0xd48d1;0xd493a;...+842	18;28;43;64;66;114;157;167;168;172;185;189;196;199;203;215;258;268;297;307;333;337;338;340;...+1					4414e801;06d0e801;dc96e801;86cbe801;0e4ae801;e248e801;5aace801;b296e801	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
