source_entry	opcode_name	problem_kind	trace_rows	trace_files	dynamic_start_vm_ips	dynamic_target_entries	pre_state_samples	pre_flags_samples	post_state_samples	post_flags_samples	byte_samples	required_inputs	capture_status
122	vmop_122_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	996	vm_instruction_trace.tsv:498;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:498	0xd0c70;0xd4f89;0xd5416;0x11c1fb;0x11df72;0x1226c1;0x17792b;0x1a55ea;0x2935d5;0x293684;0x30f3c0;0x3127a0;0x3157dc;0x31b827;0x31bbf4;0x31c95e;0x31dd90;0x331940;0x332f7b;0x3332bb;0x335187;0x3355cb;0x336801;0x339a7e;...+17	75;114;145;189;199;210;246;258;316;334;340					96113d0185;643c3d01c1;8d893d0129;7e3f3d01b7;45593d01ff;efd83d013b;98233d01bd;17533d01c9	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
123	vmop_123_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	21196	vm_instruction_trace.tsv:10598;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:10598	0xd0c94;0xd0ca5;0xd0cdc;0xd11fc;0xd123e;0xd1254;0xd13d3;0xd13f4;0xd140a;0xd1415;0xd4183;0xd41ba;0xd41d0;0xd4347;0xd4859;0xd487a;0xd4a5e;0xd4c31;0xd4c73;0xd4e36;0xd4e83;0xd4e8e;0xd4ee3;0xd4f04;...+865	5;18;28;40;50;64;66;69;78;95;101;114;119;175;181;185;189;195;199;215;216;258;261;264;...+10					e63ae801;a029e801;76e5e801;8175e801;562de801;5e58e801;7e5de801;b482e801	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
124	vmop_124_plus0x6_state_add_const_slot_multi_path	algebraic_mba	3592	vm_instruction_trace.tsv:1796;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1796	0xd0bdf;0xd0e83;0xd412f;0xd4dce;0xd515d;0xd5547;0xd72a9;0x11ad7d;0x11ada8;0x11ade6;0x11b275;0x11bba8;0x11bc4f;0x11bea8;0x11bf81;0x11bfb2;0x11c87e;0x11c91a;0x11cb4f;0x11d7e3;0x11df26;0x11e7be;0x121835;0x121b87;...+282	3;18;28;37;43;48;49;52;64;66;70;79;83;90;92;114;122;148;157;168;172;185;189;192;...+22					515800e05fc9;6c9c00e447c1;1a2ef0d6efc8;1a21007cbfbf;cc390024c7c9;e1fc3124cfc6;c1cc003a2fcb;d0b017f593c7	pre_state;pre_flags;raw_vm_bytes:u16_4,u32_0	no_state_samples_in_current_traces
125	vmop_125_plus0x5_state_formula_slot_mba_stateful	algebraic_mba	258	vm_instruction_trace.tsv:129;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:129	0xd4be6;0xd78e5;0x11e14a;0x11e396;0x1217c2;0x121ff8;0x1a4da5;0x1a50e3;0x1a58ad;0x1a5e98;0x2317cf;0x29333f;0x2bf043;0x312978;0x31e16c;0x31e359;0x31e733;0x31e83d;0x343679;0x364d82;0x36515c;0x369392;0x369896;0x36cde3;...+2	18;28;30;75;114;145;210;246;316;334;347					f8c8cb3d01;7353a13d01;a651933d01;0a59c33d01;b4d13d3d01;2edeab3d01;2b60213d01;afcb9b3d01	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
127	vmop_127_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	768	vm_instruction_trace.tsv:384;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:384	0x22ff94;0x2309a7;0x231210	108;144;257					df22c93d01;7bc7793d01;99a12b3d01	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
128	vmop_128_plus0x5_state_add_const_slot_multi_path	algebraic_mba	2316	vm_instruction_trace.tsv:1158;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1158	0xd4bc4;0xd74eb;0x11befd;0x11c246;0x11c808;0x11d832;0x11df3e;0x11df55;0x11ecd4;0x11efa1;0x11efdf;0x11f033;0x1225f3;0x1226a4;0x17134a;0x173848;0x1778ac;0x18bbb5;0x1a498f;0x1a5307;0x1ed3b3;0x23004b;0x230265;0x2302f1;...+91	3;18;28;43;49;64;66;79;82;83;94;99;114;131;157;168;172;185;189;196;199;203;215;220;...+10					3a7985dd9b;3a7bc1791e;3a7bc10993;3a79459b9c;3a7985e319;3a7b85859c;3a6b81f9aa;3a7b85b910	pre_state;pre_flags;raw_vm_bytes:u16_1,u16_3	no_state_samples_in_current_traces
129	vmop_129_plus0x3_state_add_const_slot_multi_path	algebraic_mba	278	vm_instruction_trace.tsv:139;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:139	0xd40de;0xd454c;0x11d83a;0x230c4b;0x23111c;0x3338c6;0x33a3bd;0x33ff19;0x3431d7;0x362da3	66;99;146;172;199;215;217;300;347					750532;783132;f00662;2c6362;d46662;d92e62;c82462;fd0a62	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
130	vmop_130_plus0x5_state_add_const_slot_multi_path	algebraic_mba	10	vm_instruction_trace.tsv:5;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:5	0xd0e8d;0x343dff	144;198					78f53d0100;a1c33d014b	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
131	vmop_131_plus0x5_state_formula_slot_multi_path	algebraic_mba	132	vm_instruction_trace.tsv:66;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:66	0x1222b2;0x1a4d8f;0x30f286;0x31b8db;0x31c65b;0x33c456;0x340c36;0x3424e8;0x360f95;0x363e29;0x363f1c;0x364120;0x3679d6;0x367b73;0x367d34;0x36f38c;0x36f54d;0x36f992	108;144;160;173;198;257;352					537b6a3d01;e1f3c13d01;a5bf473d01;7bff873d01;41fbeb3d01;dd97bc3d01;dbe3fa3d01;07d7f73d01	pre_state;pre_flags;raw_vm_bytes:u16_1	no_state_samples_in_current_traces
136	vmop_136_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	4	vm_instruction_trace.tsv:2;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2	0x31b7dc	198					75d83d015b	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
140	vmop_140_plus0x6_state_add_const_slot_multi_path	algebraic_mba	4380	vm_instruction_trace.tsv:2190;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2190	0xd40c3;0xd4ba8;0x11b494;0x11b4b7;0x11bb67;0x11c7a7;0x11debb;0x12155e;0x121b4d;0x121fd1;0x122603;0x128ce6;0x1706cf;0x17132a;0x171b47;0x172bca;0x172c12;0x1733e3;0x173833;0x1738b9;0x173b7f;0x173e1b;0x177621;0x177904;...+224	3;17;18;28;37;43;48;49;52;64;66;70;79;83;92;105;114;151;157;168;172;185;189;190;...+25					524921bacfee;04ac8954b190;fe0ad9458874;8fb3ccd38d85;5655c9db3a16;f2a3d3c5c145;28a4393b9a01;50d3493c96fd	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
142	vmop_142_plus0xa_state_formula_slot_unknown	dispatch_unknown	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	0x36c873	83					c9c7f0c636380f399802	pre_state;pre_flags;raw_vm_bytes:u16_8,u32_0	no_state_samples_in_current_traces
144	vmop_144_plus0x2_state_mixed_slot_mba_stateful	algebraic_mba	10436	vm_instruction_trace.tsv:5218;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:5218	0xd0bd5;0xd0c5d;0xd0e92;0xd4bbe;0xd5c38;0xd72d5;0xd74e9;0xda3c1;0xda3ed;0x11adf1;0x11b49f;0x11bb65;0x11be9a;0x11c23d;0x11c336;0x11c54b;0x11c5a9;0x11c8aa;0x11c8dc;0x11cb92;0x11d073;0x11d50c;0x11d580;0x11d5b2;...+595	17;18;28;30;43;48;62;64;65;66;90;92;105;114;117;118;121;124;128;129;140;146;154;157;...+43					0f9e;3797;6797;3f97;9f9f;4f9e;1f90;ff9b	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
145	vmop_145_plus0x139_sampled_long_or_sparse_slot_unknown	dispatch_unknown	401	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:259;vm_instruction_trace.tsv:142	0x11bb7e;0x11da3a;0x121aba;0x1222cd;0x1a55ef;0x26cf1b;0x293620;0x31bbf9;0x31e171;0x334c7b;0x336806;0x3386cd;0x341a45;0x342cde;0x34367e;0x369a73;0x36c4e9;0x36ef16;0x36f86b;0x3704f7;0x370743;0x37158e	18;43;66;121;157;165;171;180;183;189;196;199;203;215;268;300;332;350;354					a5000000ec0b00003d01226005cfb8eb00c5036f80909d5a47e8015ead78020e;620100008b0200003d0100e80540083ca507536800c8895412e801c6e3836c46;62010000300000003d01224007809d01b4c43d0113005801c43e8be2fe1752c9;a50000004b0700003d0100f0073fbd4247330ce801ae5859958d2d01c6a2ab08;62010000300000003d01224007809d01e4c33d011300b84390a7613f2e179145;a5000000880200003d0100880a684bc0fb9ee932910ac7da90abece8016809a0;62010000600000003d0122900356780fbc9c96c714530ce8019f9154e2ce2dac;ab000000300000003d0122a006130023569d013d0180179a0637fd4d2a11823c	pre_state	no_state_samples_in_current_traces
146	vmop_146_plus0x5_state_add_const_slot_multi_path	algebraic_mba	1156	vm_instruction_trace.tsv:578;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:578	0xd1142;0xd57bf;0x11ad95;0x11bbbd;0x11c539;0x11d061;0x11d0eb;0x11f0b8;0x120a0d;0x120c3c;0x12180e;0x1225ae;0x122a81;0x17099a;0x1779cf;0x179f7f;0x1a567a;0x1ec4a8;0x1ec703;0x1ec9c2;0x23108d;0x23189e;0x24986f;0x24a6ad;...+77	3;18;28;43;49;64;66;70;79;82;83;88;99;114;157;168;172;185;189;199;203;215;217;220;...+11					6289f8f791;3aad9458f8;3ad1f23894;3a857a47d4;3a41b2a462;3a09ef745f;3a51bbc0aa;3a59fb4794	pre_state;pre_flags;raw_vm_bytes:u16_1,u16_3	no_state_samples_in_current_traces
148	vmop_148_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	288	vm_instruction_trace.tsv:144;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:144	0x230f7f;0x3350a8;0x33523c;0x338b37;0x33c2d7;0x33c3e0;0x33f970;0x33fb0d;0x3411ab;0x341348;0x3414dc;0x342d8e;0x360ff6;0x363f7d;0x36798d;0x367b2a;0x367cbe;0x36f4d7	108;144;160;173;257;352					3d01ad7956;3d01638107;3d01979c5f;3d01b387b9;3d01cd5960;3d01010e61;3d01777960;3d015f795e	pre_state;pre_flags;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
151	vmop_151_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	90	vm_instruction_trace.tsv:45;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:45	0x30f23d;0x31b69e;0x331f2d;0x334f0b;0x33befb;0x33c248;0x34077b;0x342a5d;0x342bfa;0x360e59;0x3611e3;0x36f343	144;160;173;198;352					3d018d64db;3d01a910c7;3d014ddd14;3d01f58ba9;3d01e7a3d9;3d01f5a999;3d01710f37;3d01efb1b9	pre_state;pre_flags;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
153	vmop_153_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	20	vm_instruction_trace.tsv:10;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:10	0x3413dc;0x342c8e	144;173					daa53d010b;b58b3d0197	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
154	vmop_154_plus0x4_state_add_const_slot_multi_path	algebraic_mba	4418	vm_instruction_trace.tsv:2209;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2209	0xd0bf3;0xd0ea0;0xd1118;0xd49b4;0xd5514;0xd5795;0x11c2b3;0x11c5af;0x11c852;0x11c89d;0x11c8fd;0x11d53d;0x11d58d;0x11e7e9;0x11ecfc;0x11f001;0x11f086;0x11f4a6;0x120a20;0x1212a8;0x128a5a;0x128a89;0x128f89;0x170786;...+228	3;18;28;37;43;49;64;66;70;79;83;90;91;92;105;114;122;125;157;168;172;180;183;185;...+22					cadc1a27;bf418f13;812439ae;2df1a300;2868182a;c7e01fb7;1b1e6de7;6170a783	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
157	vmop_157_plus0x4_state_add_const_slot_multi_path	algebraic_mba	29386	vm_instruction_trace.tsv:14693;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:14693	0xd0c3e;0xd0df8;0xd0ed2;0xd1061;0xd1073;0xd10f7;0xd12a3;0xd12b2;0xd12d0;0xd40cd;0xd412b;0xd42d9;0xd43f1;0xd444e;0xd450e;0xd4914;0xd4963;0xd4cd0;0xd4d18;0xd4d39;0xd4dc6;0xd4f7f;0xd50d2;0xd5265;...+1371	3;18;26;28;30;33;37;49;52;64;66;70;79;83;114;118;121;124;131;140;146;148;154;179;...+42					4b439900;73d82800;fb0d2301;2b456800;1f252301;73939d01;7bd0d300;9396b300	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
158	vmop_158_plus0x4_state_add_const_slot_multi_path	algebraic_mba	18864	vm_instruction_trace.tsv:9432;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9432	0xd0cbb;0xd0cc6;0xd0cd1;0xd0d29;0xd0d34;0xd1233;0xd13a7;0xd13de;0xd1441;0xd4199;0xd41db;0xd4320;0xd4389;0xd43b5;0xd43c0;0xd480c;0xd482d;0xd484e;0xd49f0;0xd4a53;0xd4a7f;0xd4c52;0xd4c94;0xd4de3;...+780	18;28;40;64;66;69;78;95;114;119;175;181;185;189;195;199;215;216;258;261;264;278;297;307;...+6					e801f6bf;e8019c67;e8012cac;e801e4b8;e8012414;e80149b2;e8010ed8;e8019f1e	pre_state;pre_flags;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
160	vmop_160_plus0x2_state_const_post_slot_multi_path	algebraic_mba	10414	vm_instruction_trace.tsv:5207;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:5207	0xd0c03;0xd0c47;0xd0e64;0xd1139;0xd1166;0xd117e;0xd44ed;0xd5552;0x11ae1d;0x11bbd2;0x11bc70;0x11c7d4;0x11c894;0x11ce48;0x11d0d1;0x11d100;0x11d59a;0x11d842;0x11d858;0x11dee8;0x11deff;0x11df19;0x11e1a3;0x11e5d2;...+552	17;18;28;30;43;48;62;64;65;66;90;92;105;114;117;121;124;128;140;146;154;157;165;168;...+41					e92b;912a;d12f;7029;d12e;f028;802c;f02c	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
161	vmop_161_plus0x4_state_add_const_slot_multi_path	algebraic_mba	18964	vm_instruction_trace.tsv:9482;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9482	0xd0cfd;0xd0f53;0xd0f7a;0xd0f85;0xd0fdd;0xd1275;0xd13ff;0xd142b;0xd41a4;0xd433c;0xd4368;0xd4373;0xd439f;0xd4817;0xd486f;0xd4885;0xd4a11;0xd4a74;0xd4c3c;0xd4c47;0xd4ed8;0xd4f46;0xd51d8;0xd51e3;...+794	18;28;40;64;66;78;95;114;119;175;181;185;189;195;199;215;216;241;258;261;264;278;297;307;...+6					8d73e801;8dd4e801;626fe801;1ad8e801;8a72e801;9e57e801;ea76e801;d26ee801	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
