block	start_vm_ip	byte_end_min	terminal_vm_ip	terminal_target_vm_ip	successor_block	successor_vm_ip	edge_kind	row_count	exact_rows	decoded_rows	events	terminal_events	source_entries	target_entries	target_coverage_statuses	row_kinds	state_classes	provenance	leader_reasons	terminal_kind	terminal_source_entry	terminal_target_entry	terminal_delta	terminal_semantic_ir	source_block
257	0x31dc4f	0x31dda0	0x31dd95	0x31df8f	258	0x31df8f	decoded_control	86	85	1	86	1	337:7,33:6,157:4,168:4,26:4,268:4,340:4,189:3	337:7,33:6,157:4,168:4,26:4,268:4,340:4,189:3		exact_instruction:85,long_branch_forward:1	state_add_const:78,state_mixed:4,state_const_post:3,sampled_long_or_sparse:1	vm_instruction_lift:85,long_branch:1	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	334	171	+0x1fa	next = table[171], ip += 0x1fa	26@0x31aa27-0x31f2b7+0x3228
258	0x31df8f	0x31e05c	0x31e052	0x334a3d	293	0x334a3d	decoded_control	54	53	1	54	1	174:6,28:4,347:4,189:3,161:3,337:3,20:3,176:3	174:6,28:4,347:4,189:3,161:3,337:3,20:3,176:3		exact_instruction:53,sampled_operand_forward:1	state_add_const:45,state_mixed:7,state_const_post:1,exact:1	vm_instruction_lift:53,sampled_operand:1	synthetic_successor_target:file_span_of_506:1,long_branch_forward_target:1,after_decoded_control:1	sampled_operand_forward	311	42	+0x169eb	sampled operand footprint 0xa; observed target table[42], delta +0x169eb	26@0x31aa27-0x31f2b7+0x3568
259	0x31e060	0x31e171	0x31e16c	0x31e171		0x31e171	covered_synthetic_fallthrough	72	72	0	72	1	315:6,157:6,196:4,66:4,340:4,305:4,347:4,64:3	315:6,157:6,196:4,66:4,340:4,305:4,347:4,64:3	hidden_span_of_17:1	exact_instruction:72	state_add_const:60,state_mixed:9,state_const_post:2,state_preserve:1	vm_instruction_lift:72	after_decoded_control:1,address_gap_or_jump_target:1	exact_instruction	125	145	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	26@0x31aa27-0x31f2b7+0x3639
260	0x31e182	0x31e23f	0x31e23b	0x31e23f		0x31e23f	covered_synthetic_fallthrough	51	51	0	51	1	176:5,114:5,64:4,199:3,18:3,161:3,297:3,123:3	176:5,114:5,64:4,18:3,161:3,297:3,123:3,189:3	frontier_span_of_14:1	exact_instruction:51	state_add_const:49,state_const_post:2	vm_instruction_lift:51	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	123	216	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	26@0x31aa27-0x31f2b7+0x375b
261	0x31e24d	0x31e35e	0x31e359	0x31e35e		0x31e35e	covered_synthetic_fallthrough	72	72	0	72	1	18:5,333:4,258:4,337:4,33:4,340:4,346:4,157:3	18:5,333:4,258:4,337:4,33:4,340:4,346:4,157:3	hidden_span_of_17:1	exact_instruction:72	state_add_const:66,state_mixed:3,state_const_post:2,state_preserve:1	vm_instruction_lift:72	synthetic_successor_target:frontier_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	125	316	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	26@0x31aa27-0x31f2b7+0x3826
262	0x31e36f	0x31e42c	0x31e428	0x31e42c		0x31e42c	covered_synthetic_fallthrough	51	51	0	51	1	20:5,189:4,66:4,161:4,337:4,258:4,199:3,18:3	20:5,189:4,66:4,161:4,337:4,258:4,199:3,18:3	frontier_span_of_14:1	exact_instruction:51	state_add_const:46,state_mixed:5	vm_instruction_lift:51	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	161	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	26@0x31aa27-0x31f2b7+0x3948
263	0x31e43a	0x31e54b	0x31e546	0x31e54b		0x31e54b	covered_synthetic_fallthrough	72	72	0	72	1	168:6,287:5,189:5,64:4,66:4,18:3,333:3,114:3	168:6,287:5,189:5,64:4,66:4,18:3,333:3,114:3	hidden_span_of_17:1	exact_instruction:72	state_add_const:63,state_mixed:6,state_const_post:3	vm_instruction_lift:72	synthetic_successor_target:frontier_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	245	75	+0x5	next = 75@0x873fc:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	26@0x31aa27-0x31f2b7+0x3a13
264	0x31e55c	0x31e623	0x31e619	0x33b647	324	0x33b647	decoded_control	52	51	1	52	1	20:5,337:5,28:4,174:4,158:4,258:3,66:3,347:3	20:5,337:5,174:4,158:4,258:3,28:3,66:3,347:3		exact_instruction:51,sampled_operand_forward:1	state_add_const:46,state_mixed:5,exact:1	vm_instruction_lift:51,sampled_operand:1	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	sampled_operand_forward	95	42	+0x1d02e	sampled operand footprint 0xa; observed target table[42], delta +0x1d02e	26@0x31aa27-0x31f2b7+0x3b35
265	0x31e627	0x31e738	0x31e733	0x31e738		0x31e738	covered_synthetic_fallthrough	72	72	0	72	1	297:5,340:5,333:4,28:4,315:3,189:3,346:3,199:3	297:5,340:5,333:4,28:4,315:3,189:3,346:3,199:3	hidden_span_of_17:1	exact_instruction:72	state_add_const:61,state_const_post:5,state_mixed:5,state_preserve:1	vm_instruction_lift:72	after_decoded_control:1,address_gap_or_jump_target:1	exact_instruction	125	246	+0x5	next = 246@0xab427:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	26@0x31aa27-0x31f2b7+0x3c00
266	0x31e749	0x31e765	0x31e75d	0x31e77f	267	0x31e77f	decoded_control	6	5	1	6	1	196:1,253:1,297:1,79:1,198:1,117:1	253:1,297:1,79:1,198:1,117:1,354:1		exact_instruction:5,long_branch_forward:1	state_add_const:5,sampled_backedge:1	vm_instruction_lift:5,long_branch:1	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	117	354	+0x22	next = table[354], ip += 0x22	26@0x31aa27-0x31f2b7+0x3d22
267	0x31e77f	0x31e84d	0x31e842	0x31ea5c	268	0x31ea5c	decoded_control	52	51	1	52	1	144:4,114:3,185:2,91:2,220:2,173:2,347:2,199:2	144:4,114:3,185:2,91:2,220:2,173:2,347:2,199:2		exact_instruction:51,long_branch_forward:1	state_add_const:46,state_mixed:4,state_const_post:1,sampled_long_or_sparse:1	vm_instruction_lift:51,long_branch:1	synthetic_successor_target:file_span_of_34:1,long_branch_forward_target:1,after_decoded_control:1	long_branch_forward	246	354	+0x21a	next = table[354], ip += 0x21a	26@0x31aa27-0x31f2b7+0x3d58
268	0x31ea5c	0x31ea97	0x31ea8c	0x31eae4	269	0x31eae4	decoded_control	14	13	1	14	1	268:2,354:1,18:1,64:1,253:1,269:1,144:1,165:1	268:2,18:1,64:1,253:1,269:1,144:1,165:1,340:1		exact_instruction:13,long_branch_forward:1	state_add_const:10,state_const_post:2,state_mixed:1,sampled_backedge:1	vm_instruction_lift:13,long_branch:1	synthetic_successor_target:file_span_of_538:1,long_branch_forward_target:1,after_decoded_control:1	long_branch_forward	316	354	+0x58	next = table[354], ip += 0x58	26@0x31aa27-0x31f2b7+0x4035
269	0x31eae4	0x31ec6a	0x31ec66	0x31ec6a		0x31ec6a	covered_synthetic_fallthrough	104	104	0	104	1	337:7,297:6,28:5,189:5,340:5,307:4,123:4,157:3	337:7,297:6,28:5,189:5,340:5,307:4,123:4,157:3	hidden_span_of_14:1	exact_instruction:104	state_add_const:89,state_mixed:12,state_const_post:3	vm_instruction_lift:104	synthetic_successor_target:file_span_of_88:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	184	311	+0x4	next = 311@0xb86f8:1, ip += +0x4; dispatch_model=static_100; state=state_const_post	26@0x31aa27-0x31f2b7+0x40bd
270	0x31ec78	0x31eead	0x31eea9	0x31eead		0x31eead	covered_synthetic_fallthrough	150	150	0	150	1	64:9,18:7,157:7,307:7,347:7,114:6,161:6,337:5	64:9,18:7,157:7,307:7,347:7,114:6,161:6,337:5	hidden_span_of_14:1	exact_instruction:150	state_add_const:134,state_mixed:12,state_const_post:4	vm_instruction_lift:150	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	161	264	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	26@0x31aa27-0x31f2b7+0x4251
271	0x31eebb	0x31f0f0	0x31f0ec	0x31f0f0		0x31f0f0	covered_synthetic_fallthrough	150	150	0	150	1	66:8,258:7,340:7,199:7,337:6,28:6,172:5,114:5	66:8,258:7,340:7,199:7,337:6,28:6,172:5,114:5	hidden_span_of_14:1	exact_instruction:150	state_add_const:131,state_mixed:13,state_const_post:6	vm_instruction_lift:150	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	184	264	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	26@0x31aa27-0x31f2b7+0x4494
272	0x31f0fe	0x31f2b1	0x31f2ad	0x31f2b1		0x31f2b1	covered_synthetic_fallthrough	116	116	0	116	1	189:8,114:7,215:6,203:5,258:5,347:5,185:5,297:5	189:8,114:7,215:6,203:5,258:5,347:5,185:5,297:5	target_footprint_of_6:1	exact_instruction:116	state_add_const:101,state_mixed:11,state_const_post:2,state_preserve:2	vm_instruction_lift:116	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	184	195	+0x4	next = 195@0x9fb50:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	26@0x31aa27-0x31f2b7+0x46d7
273	0x33170b	0x33192d	0x33192b	0x33192d	274	0x33192d	fallthrough	143	143	0	143	1	172:6,189:5,66:5,33:5,64:5,307:5,203:4,297:4	172:6,189:5,66:5,33:5,64:5,307:5,203:4,297:4		exact_instruction:143	state_add_const:125,state_mixed:13,state_const_post:4,state_preserve:1	vm_instruction_lift:143	after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	108	171	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x0
274	0x33192d	0x331950	0x331945	0x331975	276	0x331975	decoded_control	7	6	1	109	1	171:1,196:1,239:1,199:1,258:1,122:1,210:1	196:1,239:1,199:1,258:1,122:1,210:1,171:1		exact_instruction:6,long_branch_forward:1	state_add_const:5,state_const_post:1,sampled_long_or_sparse:1	vm_instruction_lift:6,long_branch:1	synthetic_successor_target:backedge_sample:17,long_branch_backedge_target:17	long_branch_forward	210	171	+0x30	next = table[171], ip += 0x30	27@0x33170b-0x333bcf+0x222
275	0x33195b	0x331975	0x33196d	0x33192d	274	0x33192d	decoded_control	6	5	1	102	17	340:1,203:1,18:1,0:1,144:1,308:1	203:1,18:1,0:1,144:1,308:1,171:1		exact_instruction:5,long_branch_backedge:1	state_add_const:4,state_const_post:1,exact:1	vm_instruction_lift:5,long_branch:1	synthetic_successor_target:hidden_span_of_22:17,after_decoded_control:1,address_gap_or_jump_target:1	long_branch_backedge	308	171	-0x40	next = table[171], ip -= 0x40	27@0x33170b-0x333bcf+0x250
276	0x331975	0x331b79	0x331b77	0x331b79	277	0x331b79	fallthrough	134	134	0	134	1	189:6,256:6,199:5,269:5,297:5,333:4,332:4,160:4	189:6,256:6,199:5,269:5,297:5,333:4,332:4,160:4		exact_instruction:134	state_add_const:119,state_mixed:11,state_const_post:4	vm_instruction_lift:134	synthetic_successor_target:file_span_of_48:1,long_branch_forward_target:1,after_decoded_control:1,address_gap_or_jump_target:1	exact_instruction	352	354	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x26a
277	0x331b79	0x331c7a	0x331c76	0x331c7a		0x331c7a	covered_synthetic_fallthrough	69	69	0	345	5	307:5,189:5,28:4,123:4,347:3,114:3,176:3,158:3	307:5,189:5,28:4,123:4,347:3,114:3,176:3,158:3	hidden_span_of_17:5	exact_instruction:69	state_add_const:61,state_const_post:5,state_mixed:3	vm_instruction_lift:69	synthetic_successor_target:backedge_sample:4,long_branch_backedge_target:4	exact_instruction	158	78	+0x4	next = 78@0x883c0:5, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x46e
278	0x331c8b	0x331e88	0x331e7d	0x332105	280	0x332105	decoded_control	130	129	1	646	1	18:8,347:8,157:5,168:5,28:4,268:4,297:4,340:4	18:8,347:8,157:5,168:5,28:4,268:4,297:4,340:4		exact_instruction:129,long_branch_forward:1	state_add_const:115,state_mixed:7,state_const_post:6,state_preserve:1,sampled_long_or_sparse:1	vm_instruction_lift:129,long_branch:1	synthetic_successor_target:hidden_span_of_17:5,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	334	354	+0x288	next = table[354], ip += 0x288	27@0x33170b-0x333bcf+0x580
279	0x331e8e	0x332105	0x3320fd	0x331b79	277	0x331b79	decoded_control	163	162	1	652	4	196:9,64:6,258:6,173:6,185:5,189:5,180:4,168:4	196:9,64:6,258:6,173:6,189:5,180:4,168:4,215:4		exact_instruction:162,long_branch_backedge:1	state_add_const:144,state_mixed:13,state_const_post:5,sampled_backedge:1	vm_instruction_lift:162,long_branch:1	synthetic_successor_target:hidden_span_of_17:4,after_decoded_control:1,address_gap_or_jump_target:1	long_branch_backedge	117	354	-0x584	next = table[354], ip -= 0x584	27@0x33170b-0x333bcf+0x783
280	0x332105	0x332469	0x332465	0x332469		0x332469	covered_synthetic_fallthrough	229	229	0	229	1	297:13,340:10,258:9,66:8,108:7,307:7,160:6,215:6	297:13,340:10,258:9,66:8,108:7,307:7,160:6,215:6	hidden_span_of_14:1	exact_instruction:229	state_add_const:206,state_mixed:16,state_const_post:7	vm_instruction_lift:229	synthetic_successor_target:file_span_of_648:1,long_branch_forward_target:1,after_decoded_control:1,address_gap_or_jump_target:1	exact_instruction	174	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x9fa
281	0x332477	0x3326a9	0x3326a5	0x3326a9		0x3326a9	covered_synthetic_fallthrough	150	150	0	150	1	114:8,123:8,18:7,64:7,340:6,347:6,199:6,185:5	114:8,123:8,18:7,64:7,340:6,347:6,199:6,185:5	hidden_span_of_14:1	exact_instruction:150	state_add_const:134,state_mixed:11,state_const_post:4,state_preserve:1	vm_instruction_lift:150	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	123	216	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0xd6c
282	0x3326b7	0x33292f	0x33292b	0x33292f		0x33292f	covered_synthetic_fallthrough	168	168	0	168	1	168:8,18:8,347:8,258:7,185:7,307:6,297:6,28:6	168:8,18:8,347:8,258:7,185:7,307:6,297:6,28:6	hidden_span_of_14:1	exact_instruction:168	state_add_const:151,state_mixed:11,state_const_post:6	vm_instruction_lift:168	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	158	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0xfac
283	0x33293d	0x332b71	0x332b6d	0x332b71		0x332b71	covered_synthetic_fallthrough	150	150	0	150	1	297:8,64:8,114:8,189:6,199:6,337:6,168:5,28:5	297:8,64:8,114:8,189:6,199:6,337:6,168:5,28:5	hidden_span_of_14:1	exact_instruction:150	state_add_const:133,state_mixed:13,state_const_post:2,state_preserve:2	vm_instruction_lift:150	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	176	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x1232
284	0x332b7f	0x332de3	0x332ddf	0x332de3		0x332de3	covered_synthetic_fallthrough	162	162	0	162	1	340:11,215:10,66:9,346:7,203:6,185:6,347:6,189:6	340:11,215:10,66:9,346:7,203:6,185:6,347:6,189:6	hidden_span_of_14:1	exact_instruction:162	state_add_const:145,state_mixed:14,state_const_post:3	vm_instruction_lift:162	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	161	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x1474
285	0x332df1	0x332f80	0x332f7b	0x332f80		0x332f80	covered_synthetic_fallthrough	104	104	0	104	1	340:6,258:5,215:5,157:5,18:5,172:4,287:4,26:4	340:6,258:5,215:5,157:5,18:5,172:4,287:4,26:4	hidden_span_of_16:1	exact_instruction:104	state_add_const:91,state_mixed:9,state_const_post:4	vm_instruction_lift:104	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	122	210	+0x5	next = 210@0xa2da3:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x16e6
286	0x332f90	0x333123	0x33311f	0x333123		0x333123	covered_synthetic_fallthrough	107	107	0	107	1	337:7,64:7,258:6,161:6,144:5,66:5,28:5,18:5	337:7,64:7,161:6,144:5,66:5,28:5,18:5,258:5	hidden_span_of_14:1	exact_instruction:107	state_add_const:91,state_mixed:13,state_const_post:3	vm_instruction_lift:107	synthetic_successor_target:hidden_span_of_16:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	174	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x1885
287	0x333131	0x3332c0	0x3332bb	0x3332c0		0x3332c0	covered_synthetic_fallthrough	104	104	0	104	1	258:7,185:6,297:6,203:5,33:4,157:4,337:4,28:4	258:7,185:6,297:6,203:5,33:4,157:4,337:4,28:4	hidden_span_of_17:1	exact_instruction:104	state_add_const:91,state_mixed:9,state_const_post:3,state_preserve:1	vm_instruction_lift:104	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	122	246	+0x5	next = 246@0xab427:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x1a26
288	0x3332d1	0x3334ac	0x3334a8	0x3334ac		0x3334ac	covered_synthetic_fallthrough	126	126	0	126	1	347:8,199:6,18:5,307:5,189:4,160:4,114:4,184:4	347:8,199:6,18:5,307:5,189:4,160:4,114:4,184:4	frontier_span_of_14:1	exact_instruction:126	state_add_const:114,state_mixed:8,state_const_post:4	vm_instruction_lift:126	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	123	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x1bc6
289	0x3334ba	0x333722	0x33371e	0x333722		0x333722	covered_synthetic_fallthrough	164	164	0	164	1	189:10,199:8,64:6,28:6,114:6,185:6,168:5,215:5	189:10,199:8,64:6,28:6,114:6,185:6,168:5,215:5	hidden_span_of_14:1	exact_instruction:164	state_add_const:144,state_mixed:13,state_const_post:7	vm_instruction_lift:164	synthetic_successor_target:frontier_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	176	311	+0x4	next = 311@0xb86f8:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x1daf
290	0x333730	0x333835	0x33382d	0x333882	291	0x333882	decoded_control	68	67	1	68	1	337:5,172:4,64:4,287:4,185:3,199:3,33:3,203:3	337:5,172:4,64:4,287:4,185:3,199:3,33:3,203:3		exact_instruction:67,long_branch_forward:1	state_add_const:58,state_mixed:7,state_const_post:2,sampled_backedge:1	vm_instruction_lift:67,long_branch:1	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	302	171	+0x55	next = table[171], ip += 0x55	27@0x33170b-0x333bcf+0x2025
291	0x333882	0x333a08	0x333a04	0x333a08		0x333a08	covered_synthetic_fallthrough	104	104	0	104	1	337:6,297:6,184:5,215:5,114:4,66:4,258:4,20:4	337:6,297:6,184:5,215:5,114:4,66:4,258:4,20:4	hidden_span_of_14:1	exact_instruction:104	state_add_const:97,state_mixed:6,state_const_post:1	vm_instruction_lift:104	synthetic_successor_target:file_span_of_85:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	184	216	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x2177
292	0x333a16	0x333bc9	0x333bc5	0x333bc9		0x333bc9	covered_synthetic_fallthrough	116	116	0	116	1	114:6,215:6,33:6,189:6,18:6,185:6,340:5,64:5	114:6,215:6,33:6,189:6,18:6,185:6,340:5,64:5	target_footprint_of_6:1	exact_instruction:116	state_add_const:104,state_mixed:10,state_const_post:2	vm_instruction_lift:116	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	174	195	+0x4	next = 195@0x9fb50:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	27@0x33170b-0x333bcf+0x230b
293	0x334a3d	0x334c63	0x334c61	0x334c63	294	0x334c63	fallthrough	144	144	0	144	1	18:8,196:7,43:6,297:6,340:5,114:5,307:5,305:5	18:8,196:7,43:6,297:6,340:5,114:5,307:5,305:5		exact_instruction:144	state_add_const:132,state_mixed:10,state_const_post:1,state_preserve:1	vm_instruction_lift:144	synthetic_successor_target:prefix_32_of_92651:1,sampled_operand_forward_target:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	256	165	+0x2	next = 165@0x9a24c:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	28@0x334a3d-0x337115+0x0
294	0x334c63	0x334c86	0x334c7b	0x334cab	296	0x334cab	decoded_control	7	6	1	91	1	165:1,333:1,64:1,185:1,345:1,52:1,145:1	333:1,64:1,185:1,345:1,52:1,145:1,354:1		exact_instruction:6,long_branch_forward:1	state_add_const:5,state_const_post:1,sampled_long_or_sparse:1	vm_instruction_lift:6,long_branch:1	synthetic_successor_target:backedge_sample:14,long_branch_backedge_target:14	long_branch_forward	145	354	+0x30	next = table[354], ip += 0x30	28@0x334a3d-0x337115+0x226
295	0x334c91	0x334cab	0x334ca3	0x334c63	294	0x334c63	decoded_control	6	5	1	84	14	215:1,43:1,64:1,0:1,144:1,117:1	43:1,64:1,0:1,144:1,117:1,165:1		exact_instruction:5,long_branch_backedge:1	state_add_const:3,state_mixed:2,sampled_backedge:1	vm_instruction_lift:5,long_branch:1	synthetic_successor_target:hidden_span_of_22:14,after_decoded_control:1,address_gap_or_jump_target:1	long_branch_backedge	117	165	-0x40	next = table[165], ip -= 0x40	28@0x334a3d-0x337115+0x254
296	0x334cab	0x334eaf	0x334ead	0x334eaf	297	0x334eaf	fallthrough	134	134	0	134	1	43:6,28:5,108:4,215:4,3:4,18:4,340:4,297:3	43:6,28:5,108:4,215:4,3:4,18:4,340:4,297:3		exact_instruction:134	state_add_const:124,state_const_post:5,state_mixed:5	vm_instruction_lift:134	synthetic_successor_target:file_span_of_48:1,long_branch_forward_target:1,after_decoded_control:1,address_gap_or_jump_target:1	exact_instruction	257	171	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	28@0x334a3d-0x337115+0x26e
297	0x334eaf	0x335197	0x33518c	0x335414	299	0x335414	decoded_control	190	189	1	757	1	28:6,347:6,173:6,203:6,183:5,140:5,168:5,199:5	28:6,347:6,173:6,203:6,183:5,140:5,168:5,199:5		exact_instruction:189,long_branch_forward:1	state_add_const:168,state_mixed:14,state_const_post:7,sampled_backedge:1	vm_instruction_lift:189,long_branch:1	synthetic_successor_target:backedge_sample:3,long_branch_backedge_target:3	long_branch_forward	75	165	+0x288	next = table[165], ip += 0x288	28@0x334a3d-0x337115+0x472
298	0x33519c	0x335414	0x33540c	0x334eaf	297	0x334eaf	decoded_control	163	162	1	489	3	108:6,64:5,198:5,185:5,144:5,43:5,199:5,114:5	108:6,64:5,198:5,185:5,144:5,43:5,199:5,114:5		exact_instruction:162,long_branch_backedge:1	state_add_const:149,state_mixed:8,state_const_post:5,sampled_backedge:1	vm_instruction_lift:162,long_branch:1	synthetic_successor_target:hidden_span_of_16:3,after_decoded_control:1,address_gap_or_jump_target:1	long_branch_backedge	266	171	-0x55d	next = table[171], ip -= 0x55d	28@0x334a3d-0x337115+0x75f
299	0x335414	0x335585	0x335583	0x335585	300	0x335585	fallthrough	96	96	0	96	1	144:5,183:3,49:3,199:3,268:3,347:3,154:3,269:3	144:5,183:3,49:3,199:3,268:3,347:3,154:3,269:3		exact_instruction:96	state_add_const:82,state_mixed:12,state_const_post:2	vm_instruction_lift:96	synthetic_successor_target:file_span_of_648:1,long_branch_forward_target:1,after_decoded_control:1,address_gap_or_jump_target:1	exact_instruction	256	354	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	28@0x334a3d-0x337115+0x9d7
300	0x335585	0x3355db	0x3355d0	0x33585b	302	0x33585b	decoded_control	20	19	1	58	1	340:2,354:1,66:1,157:1,273:1,183:1,49:1,257:1	340:2,66:1,157:1,273:1,183:1,49:1,257:1,253:1		exact_instruction:19,long_branch_forward:1	state_add_const:18,state_const_post:1,sampled_long_or_sparse:1	vm_instruction_lift:19,long_branch:1	synthetic_successor_target:backedge_sample:2,long_branch_backedge_target:2	long_branch_forward	210	171	+0x28b	next = table[171], ip += 0x28b	28@0x334a3d-0x337115+0xb48
301	0x3355e0	0x33585b	0x335853	0x335585	300	0x335585	decoded_control	164	163	1	328	2	307:9,168:7,220:6,28:6,256:5,108:5,173:5,258:5	307:9,168:7,220:6,28:6,256:5,108:5,173:5,258:5		exact_instruction:163,long_branch_backedge:1	state_add_const:150,state_mixed:10,state_const_post:3,exact:1	vm_instruction_lift:163,long_branch:1	synthetic_successor_target:hidden_span_of_16:2,after_decoded_control:1,address_gap_or_jump_target:1	long_branch_backedge	308	354	-0x2ce	next = table[354], ip -= 0x2ce	28@0x334a3d-0x337115+0xba3
302	0x33585b	0x3364c6	0x3364c1	0x3364c6		0x3364c6	covered_synthetic_fallthrough	835	835	0	835	1	66:39,337:36,114:33,340:32,189:31,18:29,64:28,28:27	66:39,337:36,114:33,340:32,189:31,18:29,64:28,28:27	hidden_span_of_17:1	exact_instruction:835	state_add_const:750,state_mixed:56,state_const_post:19,state_preserve:10	vm_instruction_lift:835	synthetic_successor_target:file_span_of_651:1,long_branch_forward_target:1,after_decoded_control:1,address_gap_or_jump_target:1	exact_instruction	52	334	+0x5	next = 334@0xbdd18:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	28@0x334a3d-0x337115+0xe1e
