entry	target	observation	observed_events	delta	shape	tail_site	static_stop	top_targets	state_update_count	flag_update_count	branch_count	ip_reads	state_static_pct	state_static_mismatches	state_affine_status	state_affine_cv_status	state_affine_cv_pct	state_affine_terms	static_dispatch_pct	static_dispatch_mismatches	static_ip_pct	static_ip_mismatches	dispatch_model	dispatch_model_pct	dispatch_model_events	dispatch_affine_cv_status	dispatch_affine_cv_pct	dispatch_affine_terms	transfer_expr_events	transfer_expr_target_pct	transfer_expr_ip_pct	transfer_expr_unique_slot_exprs	transfer_expr_unique_ip_exprs	transfer_expr_top_slot_exprs	transfer_expr_top_ip_exprs	path_profile_events	path_profile_unique_paths	path_profile_branch_sites	path_profile_top_paths	branch_predicate_events	branch_predicate_unknown_events	branch_predicate_unknown_pct	branch_predicate_top_classes	branch_predicate_top_unknown_sites	branch_predicate_top_unknown_conditions	branch_gpr_predicate_events	branch_gpr_predicate_unknown_events	branch_gpr_predicate_unknown_pct	branch_gpr_predicate_top_classes	branch_gpr_predicate_top_unknown_sites	branch_gpr_predicate_top_unknown_conditions	long_branch_events	long_branch_variants	long_branch_operand_lens	long_branch_operand_shapes	long_branch_top_ir	sampled_operand_events	sampled_operand_variants	sampled_operand_lens	sampled_operand_shapes	sampled_operand_top_ir	target_reg	slot_kind	slot_reg_or_temp	byte_index_reg	static_load_site	static_index_add_site	tail_role_events	decode_signature	dispatch_skeleton	final_state_expr
184	0x9d694	exact	12094	+0x4	VVCC	0x9d961	0x9d971	340@0xbf435:1208,28@0x7e390:1166,337@0xbec0e:993,66@0x855ff:931,18@0x7be9b:885,114@0x90319:813	7	1	1	0x9d6d1:byte0,0x9d704:u16_2,0x9d7aa:byte0,0x9d84a:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	3100	no_train_fit	0.0	0	128	100.0	100.0	1	1	128=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x19d0d4d)))) + 0x3c030b15)) ^ (mask32(flags0 + 0x7db9efb0)))) ^ flags0)) - flags0)) ^ flags0)))) + 0x3f05b2f0)) & 0xffff	128=0x4	3100	1	0x9d710	3100:e4bc9d81d7bb0910:0x9d710:jne:1	128	0	0.0				128	0	0.0														r13	live_slot	r8	rsi			3100	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13	state0 | flags0 | 0x19d0d4d + 0x3c030b15 ^ flags0 + 0x7db9efb0 ^ flags0 - flags0 ^ flags0 + u16_0 - state0 | flags0 | 0x19d0d4d + 0x3c030b15 ^ flags0 + 0x7db9efb0 ^ flags0 - flags0 ^ flags0 + 0x3f05b2f0
185	0x9d964	exact	21620	+0x3	VVE	0x9dcab	0x9dcbb	337@0xbec0e:1336,64@0x85059:1324,347@0xc088d:1270,174@0x9bd8f:1182,258@0xadf2c:1100,168@0x9aa83:964	5	5	4	0x9d99f:b2,0x9da18:b2,0x9dbae:byte0,0x9dc18:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	6172	no_train_fit	0.0	0	128	100.0	100.0	1	1	128=(mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 | 0x17e55682)))) ^ 0x2000c224)) & 0x1f29f35)) + (mask32((mask32((mask32((mask32((mask32(flags0 | 0x17e55682)) + 0x28030c24)) ^ 0x30d03eec)) | 0x7fa981a)) ^ 0x5ea8d1c5)))))) & 0xffff	128=0x3	6172	1	0x9da8d,0x9dace,0x9db05,0x9db82	6172:6a2102f5edeb1c96:0x9da8d:je:0;0x9dace:je:0;0x9db05:je:0;0x9db82:je:?	512	128	25.0	derived_live_in:128	0x9db82:je:derived_live_in:128	0x9db80:cmp:al, 0:low8((((live_in(rax) + 0x90) & 0x8) + ((live_in(rax) + 0x90) & 0x8)))(?binop) ? 0x0(0x0):zf=None:constant,derived_live_in,derived_unknown,live_in_reg,unknown:128:128	512	0	0.0														r10	live_slot	r15				6172	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	state0 ^ flags0 | 0x17e55682 ^ 0x2000c224 & 0x1f29f35 + flags0 | 0x17e55682 + 0x28030c24 ^ 0x30d03eec | 0x7fa981a ^ 0x5ea8d1c5 | u16_0 ^ state0 ^ flags0 | 0x17e55682 ^ 0x2000c224 & 0x1f29f35 + flags0 | 0x17e55682 + 0x28030c24 ^ 0x30d03eec | 0x7fa981a ^ 0x5ea8d1c5
186	0x9dcae	exact	50	+0x5	VCCVV	0x9e07a	0x9e08a	257@0xadbfd:25,144@0x95887:9,173@0x9ba74:6,160@0x994cf:4,198@0xa037e:2,256@0xad849:2	1	2	6	0x9dd79:u16_1,0x9de18:byte0,0x9df11:b0,0x9df73:u16_1,0x9dff9:u16_3	100.0	0	fit	robust	100.0	102	100.0	0	100.0	0	static_100	100.0	29	robust	100.0	46	29	100.0	100.0	1	1	29=(mask32((mask32(u16_3 + state0)) + 0x72198f10)) & 0xffff	29=0x5	29	2	0x9dcd5,0x9de1f,0x9de2e,0x9de4c,0x9de68,0x9df1c	20:834a23ba91970f51:0x9dcd5:je:1;0x9de1f:jne:1;0x9de2e:jne:1;0x9de4c:jne:0;0x9de68:jne:1;0x9df1c:je:0|9:3ab9de5268261224:0x9dcd5:je:0;0x9de1f:jne:1;0x9de2e:jne:1;0x9de4c:jne:0;0x9de68:jne:1;0x9df1c:je:0	174	0	0.0				174	0	0.0														r8	live_slot	rdi	r10			29	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8	state0 & u16_3 + state0 + 0x72198f10
187	0x9e07d	exact	5	+0x5	CCCCC	0x9e333	0x9e343	173@0x9ba74:5	1	0	5	0x9e136:u16_1,0x9e153:byte0,0x9e22f:b0,0x9e25f:u16_1,0x9e2ac:u16_3	100.0	0	fit	robust	100.0	8	100.0	0	100.0	0	static_100	100.0	5	robust	100.0	5	5	100.0	100.0	1	1	5=(mask32(u16_3 - state0)) & 0xffff	5=0x5	5	1	0x9e15a,0x9e173,0x9e18c,0x9e1a0,0x9e23d	5:2778a69fcfd9605e:0x9e15a:jne:1;0x9e173:jne:1;0x9e18c:jne:1;0x9e1a0:jne:0;0x9e23d:je:0	25	0	0.0				25	0	0.0														r10	live_slot	r14	r8			5	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	state0 + u16_3 - state0
188	0x9e336	exact	1	+0x5	CCCCC	0x9e7ac	0x9e7bc	173@0x9ba74:1	5	0	6	0x9e35b:byte0,0x9e491:byte0,0x9e5b8:b4,0x9e5e4:u16_2,0x9e61f:byte0,0x9e6ea:u16_0																																																			no_static_load					0	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9	state0 + 0x2bd68549 + flags0 - 0x4a4532ca + flags0 - u16_0 ^ state0 + 0x2bd68549 + flags0 - 0x4a4532ca + flags0 + 0x62c32dd8
189	0x9e7af	exact	25112	+0x4	VVVV	0x9eac9	0x9ead9	18@0x7be9b:1894,297@0xb64d7:1503,215@0xa4609:1354,174@0x9bd8f:1273,307@0xb8064:1197,43@0x8173d:1121	2	4	3	0x9e7d0:u16_0,0x9e8a2:byte0,0x9e9fb:u16_2	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	7459	no_train_fit	0.0	0	128	100.0	100.0	1	1	128=(mask32((mask32(u16_2 + (mask32(state0 & 0x160e4f34)))) ^ 0x2a1ce984)) & 0xffff	128=0x4	7459	2	0x9e84f,0x9e880,0x9e8d1	4100:2354512d8d26396d:0x9e84f:je:0;0x9e880:je:?;0x9e8d1:je:0|3359:0e89e1344064f5b1:0x9e84f:je:1;0x9e880:je:?;0x9e8d1:je:0	384	128	33.3	live_in_reg:128	0x9e880:je:live_in_reg:128	0x9e87c:cmp:r8b, 0:low8(live_in(r8))(?livein_r8) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:128:128	384	0	0.0														rdx	live_slot	r11	r13			7466	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx	state0 & 0x160e4f34 + u16_2 + state0 & 0x160e4f34 ^ 0x2a1ce984
190	0x9eacb	exact	224	+0x5	CCVVV	0x9ede7	0x9edf7	352@0xc1ec4:134,257@0xadbfd:86,144@0x95887:4	1	0	6	0x9eb85:u16_0,0x9ebf8:byte0,0x9ecca:b2,0x9ed04:u16_0,0x9ed6b:u16_3	100.0	0	fit	robust	100.0	49	100.0	0	100.0	0	static_100	100.0	81	robust	100.0	20	81	100.0	100.0	1	1	81=(mask32((mask32(u16_3 + state0)) + 0x20f4b909)) & 0xffff	81=0x5	81	2	0x9eae9,0x9ebff,0x9ec18,0x9ec2d,0x9ec3b,0x9ecd6	72:c8b98194f2f8dbf6:0x9eae9:je:?;0x9ebff:jne:1;0x9ec18:jne:1;0x9ec2d:jne:0;0x9ec3b:jne:1;0x9ecd6:je:0|9:fc8e58fc616d017b:0x9eae9:je:?;0x9ebff:jne:1;0x9ec18:jne:1;0x9ec2d:jne:1;0x9ec3b:jne:0;0x9ecd6:je:0	486	81	16.7	live_in_reg:81	0x9eae9:je:live_in_reg:81	0x9eae5:cmp:r13b, 0:low8(live_in(r13))(?livein_r13) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:81:81	486	0	0.0														rax	live_slot	rsi	r11			81	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RF+0x10f/8:mov;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax	state0 & u16_3 + state0 + 0x20f4b909
191	0x9ede9	unobserved	0	-	-	0x9f007	0x9f017		2	0	1	0x9eeee:b4,0x9ef46:u16_0,0x9ef93:u16_2																																																									IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15;RF+0x23/4:mov	state0 ^ 0x41c37245 + u16_2 - state0 ^ 0x41c37245 ^ 0x5e6d2a06
192	0x9f00a	exact	2339	+0x5	VVCCV	0x9f779	0x9f789	198@0xa037e:509,257@0xadbfd:419,108@0x8f24b:383,256@0xad849:324,144@0x95887:319,173@0x9ba74:181	4	5	7	0x9f211:byte0,0x9f2a1:byte0,0x9f3dc:byte0,0x9f457:byte0,0x9f4ec:b4,0x9f591:u16_2,0x9f674:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	1120	no_train_fit	0.0	0	128	100.0	100.0	2	1	118=(mask32(u16_0 ^ (mask32((mask32((mask32(state0 + flags0)) + (mask32((mask32((mask32((mask32((mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))) | 0x76a1e6e7)) ^ 0x1ea5bfdc)) & 0x4f4379b7)) | 0x563159ce)))) + (mask32((mask32((mask32((mask32((mask32(flags0 + (mask32((mask32(state0 + flags...#41021c953f7f;10=(mask32(u16_0 ^ (mask32((mask32((mask32(state0 + flags0)) + (mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))))) + (mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))))))) & 0xffff	128=0x5	1120	4	0x9f0c6,0x9f163,0x9f2a8,0x9f2ce,0x9f2ea,0x9f309,0x9f512	894:d4c8fd95d9a6d339:0x9f0c6:je:0;0x9f163:je:0;0x9f2a8:jne:1;0x9f2ce:jne:1;0x9f2ea:jne:1;0x9f309:jne:0;0x9f512:je:1|168:84d195541895864c:0x9f0c6:je:1;0x9f163:je:1;0x9f2a8:jne:1;0x9f2ce:jne:1;0x9f2ea:jne:1;0x9f309:jne:0;0x9f512:je:1|32:d15bf3105a909314:0x9f0c6:je:0;0x9f163:je:0;0x9f2a8:jne:1;0x9f2ce:jne:1;0x9f2ea:jne:1;0x9f309:jne:0;0x9f512:je:0|26:25b32187cd64fd25:0x9f0c6:je:1;0x9f163:je:1;0x9f2a8:jne:1;0x9f2ce:jne:1;0x9f2ea:jne:1;0x9f309:jne:0;0x9f512:je:0	896	0	0.0				896	0	0.0														r14	live_slot	rbx	rdi			1120	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14	state0 + flags0 + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce - u16_0 ^ state0 + flags0 + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce
193	0x9f77c	unobserved	0	-	-	0x9faa2	0x9fab2		3	0	1	0x9f7e0:u16_3,0x9f84f:u16_7,0x9f8d3:u16_0,0x9f96e:u16_3,0x9f9a1:u16_7,0x9fa0a:u16_5																																																									IPADV+0x5;RIP+0x5/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x5;RIP+0x5/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx	state0 ^ flags0 ^ 0xd9682ba ^ u16_5 - state0 ^ flags0 ^ 0xd9682ba - 0x1aead89a
194	0x9faa4	unobserved	0	-	-	0xa0068	0xa0078		7	6	2	0x9fabf:u16_6,0x9fae6:u16_4,0x9fb12:u32_0,0x9fb6b:u32_0,0x9fb96:u16_4,0x9fc34:u16_0,0x9fe55:byte0,0x9fe91:byte0,0x9ffa2:u16_2																																																									IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	state0 | 0x52e5924a + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x37b5a024 + 0x2e12e35a ^ 0x44fb7fdb + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x32c4b127 & 0x7c737923
195	0x9fb50	sampled_backedge	3	-0x2306	sampled	0xa0068	0xa0078	310@0xb8556:2,86@0x8a37f:1	7	6	2	0x9fb6b:u32_0,0x9fb96:u16_4,0x9fc34:u16_0,0x9fe55:byte0,0x9fe91:byte0,0x9ffa2:u16_2																																													3	3	3=0x6	3=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,u16_4@+0x4	1=sampled operand footprint 0x6, observed target table[310], delta -0x542a;1=sampled operand footprint 0x6, observed target table[310], delta -0x8c8e;1=sampled operand footprint 0x6, observed target table[86], delta -0x2306								IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	state0 | 0x52e5924a + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x37b5a024 + 0x2e12e35a ^ 0x44fb7fdb + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x32c4b127 & 0x7c737923
196	0x9fbcd	exact	14371	+0x4	VVVV	0xa0068	0xa0078	18@0x7be9b:1113,189@0x9e7af:988,340@0xbf435:880,66@0x855ff:807,258@0xadf2c:771,33@0x7f7c4:666	7	6	2	0x9fc34:u16_0,0x9fe55:byte0,0x9fe91:byte0,0x9ffa2:u16_2	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	4953	no_train_fit	0.0	0	128	100.0	100.0	1	1	128=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)))) + 0x37b5a024)) + 0x2e12e35a)) ^ 0x44fb7fdb)) + (mask32((mask32((mask32((mask32(...#4f1ee978b737	128=0x4	4953	2	0x9fd8f,0x9fdf5	4088:44a20faf942e72a8:0x9fd8f:je:1;0x9fdf5:je:1|865:9917c35930d48ca1:0x9fd8f:je:0;0x9fdf5:je:1	256	0	0.0				256	0	0.0														r10	live_slot	rdi	r11			4957	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	state0 | 0x52e5924a + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x37b5a024 + 0x2e12e35a ^ 0x44fb7fdb + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x32c4b127 & 0x7c737923
197	0xa006b	unobserved	0	-	-	0xa037b	0xa038b		1	0	8	0xa00b1:u16_0,0xa00e3:b4,0xa02fe:u16_2																																																									IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x81/8:mov	state0 - u16_2 ^ state0
198	0xa037e	exact	4955	+0x2	VV	0xa062e	0xa063e	199@0xa0631:355,300@0xb6c36:328,18@0x7be9b:316,258@0xadf2c:314,337@0xbec0e:296,215@0xa4609:272	4	1	6	0xa0405:byte0,0xa04a2:byte0,0xa057b:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	2441	no_train_fit	0.0	0	128	100.0	100.0	1	1	128=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 + (mask32(flags0 - 0x5e173fc7)))) - 0x3cd02127)) + (mask32(flags0 + 0x15b2dfa5)))))) ^ 0x3fe99379)) & 0xffff	128=0x2	2441	3	0xa0391,0xa04a9,0xa04b6,0xa04c4,0xa04da,0xa04f1	1341:8f6dca42eecaa90d:0xa0391:je:?;0xa04a9:jne:1;0xa04b6:jne:1;0xa04c4:jne:1;0xa04f1:jne:0|552:976d75afa020f7ba:0xa0391:je:?;0xa04a9:jne:1;0xa04b6:jne:1;0xa04c4:jne:0;0xa04da:je:?;0xa04f1:jne:1|548:3406c1bb93defd19:0xa0391:je:?;0xa04a9:jne:0;0xa04b6:jne:1;0xa04c4:jne:1;0xa04f1:jne:1	654	142	21.7	live_in_reg:128,unknown_frame_field:14	0xa0391:je:live_in_reg:128,0xa04da:je:unknown_frame_field:14	0xa038e:cmp:bl, 0:low8(live_in(rbx))(?livein_rbx) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:128:128,0xa04d7:cmp:byte ptr [rbx], 0:frame+0x16f(?frame_16f) ? 0x0(0x0):zf=None:constant,unknown,unknown_frame_field:14:14	654	0	0.0														r14	live_slot	rbx	rdi			2441	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14	state0 + flags0 - 0x5e173fc7 - 0x3cd02127 + flags0 + 0x15b2dfa5 - u16_0 - state0 + flags0 - 0x5e173fc7 - 0x3cd02127 + flags0 + 0x15b2dfa5 ^ 0x3fe99379
199	0xa0631	exact	19641	+0x3	VVV	0xa0a9c	0xa0aac	258@0xadf2c:1481,64@0x85059:1221,340@0xbf435:993,189@0x9e7af:968,184@0x9d694:957,346@0xc0535:947	4	7	4	0xa063e:byte0,0xa0708:b2,0xa08c7:byte0,0xa0a0e:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	6207	no_train_fit	0.0	0	128	100.0	100.0	2	1	106=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + (mask32(b2 + flags0)))) ^ 0x7e708197)) & 0x20d5418)) + flags0)))) + 0x3030bb89)) & 0xffff;22=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + (mask32(b2 + (mask32((mask32(flags0 ^ 0x7353b039)) - 0x24d1328a)))))) ^ 0x7e708197)) & 0x20d5418)) + (mask32((mask32(flags0 ^ 0x7353b039)) - 0x24d1328a)))))) + 0x3030bb89)) & 0xffff	128=0x3	6207	2	0xa0676,0xa0921,0xa094b,0xa0985	4842:e093012d964a45b0:0xa0676:je:1;0xa0921:je:0;0xa094b:je:?;0xa0985:je:0|1365:cb141dee8e919ff1:0xa0676:je:0;0xa0921:je:0;0xa094b:je:?;0xa0985:je:0	512	128	25.0	derived_live_in:128	0xa094b:je:derived_live_in:128	0xa0947:cmp:r11b, 0:low8((((((((((((((live_in(r11) - 0xf0) & (live_in(r11) - 0xf0)) + ((live_in(r11) - 0xf0) & (live_in(r11) - 0xf0))) + (frame + 0x170)) + u8_2) + (((0x0 ^ ((((live_in(r14) & live_in(r14)) & (live_in(rdi) ^ (frame + 0x0))) | 0...#47ae462b8ada:106,0xa0947:cmp:r11b, 0:low8((((((((((((((live_in(r11) - 0xf0) & (live_in(r11) - 0xf0)) + ((live_in(r11) - 0xf0) & (live_in(r11) - 0xf0))) + (frame + 0x170)) + u8_2) + (((0x0 ^ ((((live_in(r14) & live_in(r14)) & (live_in(rdi) ^ (frame + 0x0))) | 0...#29c27853b8d2:22:128	512	0	0.0														rax	live_slot	r11	r8			6207	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax;RF+0x194/1:mov	state0 + b2 + flags0 ^ 0x7353b039 - 0x24d1328a ^ 0x7e708197 & 0x20d5418 + flags0 ^ 0x7353b039 - 0x24d1328a
200	0xa0a9e	exact	1511	+0x6	VVVVVV	0xa0dc7	0xa0dd7	297@0xb64d7:228,18@0x7be9b:138,199@0xa0631:111,185@0x9d964:108,333@0xbd8af:104,43@0x8173d:103	5	5	4	0xa0aa8:byte0,0xa0b70:byte0,0xa0c45:u32_0,0xa0d04:u16_4	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	437	robust	100.0	9	128	100.0	100.0	1	1	128=u16_4 & 0xffff	128=0x6	437	2	0xa0ae2,0xa0b3f,0xa0bb1,0xa0bf9	294:60584ca31975e643:0xa0ae2:je:?;0xa0b3f:je:1;0xa0bb1:je:1;0xa0bf9:je:1|143:d4d1031a7957f648:0xa0ae2:je:?;0xa0b3f:je:0;0xa0bb1:je:0;0xa0bf9:je:1	512	128	25.0	live_in_reg:128	0xa0ae2:je:live_in_reg:128	0xa0adf:cmp:bl, 0:low8(live_in(rbx))(?livein_rbx) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:128:128	512	0	0.0														r10	live_slot	r13	rcx			437	IPADV+0x4;RIP+0x4/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10;RF+0x23/4:mov	state0 + flags0 - flags0 ^ 0x64193a1a ^ 0x227666a1 + u32_0 ^ flags0 & 0x21af07e | 0x54bd1bfe ^ 0x9ad7a2f ^ 0x5c24c721 + u16_4
