entry	target	observation	observed_events	delta	shape	tail_site	static_stop	top_targets	state_update_count	flag_update_count	branch_count	ip_reads	state_static_pct	state_static_mismatches	state_affine_status	state_affine_cv_status	state_affine_cv_pct	state_affine_terms	static_dispatch_pct	static_dispatch_mismatches	static_ip_pct	static_ip_mismatches	dispatch_model	dispatch_model_pct	dispatch_model_events	dispatch_affine_cv_status	dispatch_affine_cv_pct	dispatch_affine_terms	transfer_expr_events	transfer_expr_target_pct	transfer_expr_ip_pct	transfer_expr_unique_slot_exprs	transfer_expr_unique_ip_exprs	transfer_expr_top_slot_exprs	transfer_expr_top_ip_exprs	path_profile_events	path_profile_unique_paths	path_profile_branch_sites	path_profile_top_paths	branch_predicate_events	branch_predicate_unknown_events	branch_predicate_unknown_pct	branch_predicate_top_classes	branch_predicate_top_unknown_sites	branch_predicate_top_unknown_conditions	branch_gpr_predicate_events	branch_gpr_predicate_unknown_events	branch_gpr_predicate_unknown_pct	branch_gpr_predicate_top_classes	branch_gpr_predicate_top_unknown_sites	branch_gpr_predicate_top_unknown_conditions	long_branch_events	long_branch_variants	long_branch_operand_lens	long_branch_operand_shapes	long_branch_top_ir	sampled_operand_events	sampled_operand_variants	sampled_operand_lens	sampled_operand_shapes	sampled_operand_top_ir	target_reg	slot_kind	slot_reg_or_temp	byte_index_reg	static_load_site	static_index_add_site	tail_role_events	decode_signature	dispatch_skeleton	final_state_expr
201	0xa0dca	exact	341	+0x5	CCEEV	0xa13d3	0xa13e3	173@0x9ba74:257,256@0xad849:72,144@0x95887:4,160@0x994cf:4,198@0xa037e:2,257@0xadbfd:2	10	3	8	0xa0e30:byte0,0xa10c6:byte0,0xa123f:b4,0xa126b:u16_0,0xa12e6:u16_2	100.0	0	fit	partial	99.1	139	100.0	0	100.0	0	static_100	100.0	340	partial	99.1	48	128	100.0	100.0	1	1	128=(mask32(u16_2 - 0x289c039)) & 0xffff	128=0x5	340	2	0xa0f21,0xa0fa7,0xa10cd,0xa10e7,0xa10f6,0xa1117,0xa1190,0xa124a	266:1519cd726560d643:0xa0f21:je:0;0xa0fa7:je:0;0xa10cd:jne:1;0xa10e7:jne:1;0xa10f6:jne:0;0xa1117:jne:1;0xa1190:je:0;0xa124a:je:0|74:e0921d3affc3a863:0xa0f21:je:0;0xa0fa7:je:0;0xa10cd:jne:1;0xa10e7:jne:1;0xa10f6:jne:0;0xa1117:jne:1;0xa1190:je:1;0xa124a:je:0	1024	0	0.0				1024	0	0.0														r10	live_slot	r15	rdi			340	IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;WF+0x170/4:sub;TDYN;RTdyn/8:mov;TABLEADV+0x1;WF+0xa/8:add;JMP:r10	state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73d5c3 | 0x4f2c497c | 0x6499103 & flags0 & state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73d5c3 | 0x4f2c497c + 0x2daa0966 - 0x708b6fb1 - 0x7e894c58 - u16_2 - 0x289c039
202	0xa13d6	unobserved	0	-	-	0xa1936	0xa1946		8	3	2	0xa13f1:u16_6,0xa1419:u16_4,0xa1445:u32_0,0xa155f:byte0,0xa162c:u16_2,0xa1802:byte0,0xa1890:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c | flags0 + 0x97da242 & state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c & 0x71376753 + 0x2c217984 | 0x24d2add8 & 0x6ef19bee - flags0 + 0x97da242 & state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c & 0x71376753 + 0x2c217984 - 0x32825086 - 0x1f5b0269 & u16_0 ^ 0x4ccb9807
203	0xa1484	exact	9820	+0x4	VVVV	0xa1936	0xa1946	258@0xadf2c:699,297@0xb64d7:584,64@0x85059:479,315@0xb9451:473,189@0x9e7af:461,66@0x855ff:445	8	3	2	0xa155f:byte0,0xa162c:u16_2,0xa1802:byte0,0xa1890:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	3283	robust	100.0	9	128	100.0	100.0	1	1	128=(mask32(u16_0 ^ 0x4ccb9807)) & 0xffff	128=0x4	3283	2	0xa149f,0xa1781	1771:4292cfe2955518a7:0xa149f:je:1;0xa1781:je:0|1512:1f7d4c17755b5949:0xa149f:je:0;0xa1781:je:0	256	0	0.0				256	0	0.0														r12	live_slot	r14	rdi			3283	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c | flags0 + 0x97da242 & state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c & 0x71376753 + 0x2c217984 | 0x24d2add8 & 0x6ef19bee - flags0 + 0x97da242 & state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c & 0x71376753 + 0x2c217984 - 0x32825086 - 0x1f5b0269 & u16_0 ^ 0x4ccb9807
204	0xa1939	unobserved	0	-	-	0xa1a92	0xa1aa2		1	0	1	0xa194d:byte0,0xa198a:u16_2,0xa198f:u16_6,0xa19ba:u16_0,0xa1a20:u16_4																																																									IPADV+0x4;RIP+0x4/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	state0 ^ u16_4 - 0x452939b9
205	0xa1a95	unobserved	0	-	-	0xa1ecd	0xa1edd		1	0	5	0xa1ab1:u16_6,0xa1ad7:u16_4,0xa1b01:u32_0,0xa1c1e:u16_1,0xa1c93:byte0,0xa1d56:b0,0xa1d92:u16_1,0xa1e42:u16_3																																																									IPADV+0x3;RIP+0x3/2:movzx;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx	state0 & u16_3 + 0x79a60067
206	0xa1b3e	unobserved	0	-	-	0xa1ecd	0xa1edd		1	0	5	0xa1c1e:u16_1,0xa1c93:byte0,0xa1d56:b0,0xa1d92:u16_1,0xa1e42:u16_3																																																									IPADV+0x3;RIP+0x3/2:movzx;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx	state0 & u16_3 + 0x79a60067
207	0xa1ecf	unobserved	0	-	-	0xa235e	0xa236e		9	1	4	0xa1f48:byte0,0xa206f:u32_0,0xa2290:u16_4																																																									IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x4;RF+0x10f/8:mov;RIP+0x4/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14;RF+0x23/4:mov	state0 - flags0 - flags0 & flags0 & 0x5dbf06d2 & u32_0 + flags0 ^ 0x2a95895d ^ 0x26d4cf3e | flags0 ^ 0x4fbbd017 - u16_4 - state0 - flags0 - flags0 & flags0 & 0x5dbf06d2 & u32_0 + flags0 ^ 0x2a95895d ^ 0x26d4cf3e | flags0 ^ 0x4fbbd017 ^ 0x75fbb160
208	0xa2361	exact	802	+0x5	EVVVV	0xa2933	0xa2943	307@0xb8064:225,114@0x90319:91,79@0x885b0:75,49@0x82820:74,340@0xbf435:66,297@0xb64d7:66	5	13	8	0xa2577:u16_1,0xa25a7:u16_1,0xa26d7:b0,0xa27c3:byte0,0xa284f:u16_3	100.0	0	fit	partial	25.7	442	100.0	0	100.0	0	static_100	100.0	456	partial	25.7	200	128	100.0	100.0	4	1	50=(mask32(u16_3 - (mask32((mask32((mask32((mask32(state0 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - 0x24472eba)) ^ 0x60ff2036)) + 0x7627b830)) - 0x42fb6768)) ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) | 0x1477a...#fb4d75de8e9e;49=(mask32(u16_3 - (mask32((mask32((mask32((mask32(state0 + (mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) | 0x1477a707)))) - (mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69...#9f40b863da92;23=(mask32(u16_3 - (mask32((mask32((mask32((mask32(state0 + (mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) | 0x1477a707)))) - (mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69...#381a82da1018;6=(mask32(u16_3 - (mask32((mask32((mask32((mask32(state0 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - 0x24472eba)) ^ 0x60ff2036)) + 0x7627b830)) - 0x42fb6768)) ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) | 0x1477a...#941f16f47f0a	128=0x5	456	11	0xa237a,0xa23bd,0xa24d5,0xa2510,0xa26dc,0xa270b,0xa272d,0xa2755	136:0be4b13bf60bd4a5:0xa237a:je:1;0xa23bd:je:1;0xa24d5:je:1;0xa2510:je:1;0xa26dc:jne:0;0xa270b:jne:1;0xa272d:jne:1;0xa2755:jne:1|130:b204364d3b79fdd3:0xa237a:je:0;0xa23bd:je:0;0xa24d5:je:0;0xa2510:je:0;0xa26dc:jne:0;0xa270b:jne:1;0xa272d:jne:1;0xa2755:jne:1|65:c98768020b6486fc:0xa237a:je:1;0xa23bd:je:1;0xa24d5:je:0;0xa2510:je:0;0xa26dc:jne:0;0xa270b:jne:1;0xa272d:jne:1;0xa2755:jne:1|26:945ec9e23a70eb7d:0xa237a:je:1;0xa23bd:je:1;0xa24d5:je:1;0xa2510:je:1;0xa26dc:jne:1;0xa270b:jne:1;0xa272d:jne:1;0xa2755:jne:0|22:5273b21feba7b6a2:0xa237a:je:1;0xa23bd:je:1;0xa24d5:je:1;0xa2510:je:1;0xa26dc:jne:1;0xa270b:jne:1;0xa272d:jne:0;0xa2755:jne:1	1024	0	0.0				1024	0	0.0														rbx	live_slot	r11				456	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx	state0 + flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x1477a707 - flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x72f7690f & flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x7be050b - 0x790391ce & 0x37c3d0a5 | 0x73f21f4d - u16_3 - state0 + flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x1477a707 - flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x72f7690f & flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x7be050b - 0x790391ce & 0x37c3d0a5 | 0x73f21f4d
209	0xa2935	exact	2	+0x5	EECCE	0xa2da1	0xa2db1	257@0xadbfd:1,352@0xc1ec4:1	2	7	9	0xa2ab3:byte0,0xa2b3d:byte0,0xa2b74:b4,0xa2ba1:u16_2,0xa2c8f:u16_0	100.0	0	fit	no_test	0.0	6	100.0	0	100.0	0	static_100	100.0	1	no_test	0.0	2	1	100.0	100.0	1	1	1=(mask32(u16_0 ^ (mask32(state0 & (mask32(flags0 | 0x22939484)))))) & 0xffff	1=0x5	1	1	0xa295d,0xa29e3,0xa2ab8,0xa2ac5,0xa2ad2,0xa2ade,0xa2b7f,0xa2bdc,0xa2c02	1:fca0893be9cc6993:0xa295d:je:1;0xa29e3:je:1;0xa2ab8:jne:1;0xa2ac5:jne:1;0xa2ad2:jne:1;0xa2ade:jne:0;0xa2b7f:je:0;0xa2bdc:je:0;0xa2c02:je:?	9	1	11.1	unknown_frame_field:1	0xa2c02:je:unknown_frame_field:1	0xa2bfe:cmp:r14b, 0:low8((frame+0x81 + 0x4b8cb370))(?binop) ? 0x0(0x0):zf=None:constant,derived_unknown,unknown,unknown_frame_field:1:1	9	0	0.0														rdi	live_slot	r12	r13			1	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	state0 & flags0 | 0x57058be5 ^ 0x36c108d8 | 0x22939484 ^ 0x55c2f3a2 - u16_0 ^ state0 & flags0 | 0x57058be5 ^ 0x36c108d8 | 0x22939484 ^ 0x55c2f3a2
210	0xa2da3	sampled_long_or_sparse	15	+0x30	sampled	0xa35dd	0xa35ed	354@0xc2241:7,171@0x9b4b3:6,165@0x9a24c:2	0	0	39	0xa2dfc:u16_8,0xa2e51:b10,0xa34af:u16_0,0xa3530:u32_4,0xa3539:u32_4																																								15	9	15=0xb	15=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa	3=next = table[171], ip += 0x30;3=next = table[354], ip += 0x60;2=next = table[171], ip += 0x28b;2=next = table[354], ip += 0x288;1=next = table[165], ip += 0x30						r13	consumed_slot	rbx	r9	0xa3502	0xa34f1	9	IPADV+0x0;RIP+0x0/2:mov;TDYN;RTdyn/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:r13	state0
211	0xa36c9	unobserved	0	-	-	0xa3a49	0xa3a59		4	6	5	0xa37fb:u32_0,0xa3956:u16_8																																																									IPADV+0x8;RIP+0x8/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x8;RIP+0x8/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx	state0 | flags0 - state0 - 0x11e0e25a ^ u32_0 ^ flags0 - state0 - 0x11e0e25a - 0x7fb611ff - 0x61e44634 - 0x4be2eb7a - flags0 - state0 - 0x11e0e25a - 0x7fb611ff - 0x61e44634 - 0x4be2eb7a ^ 0x3f63da53 & state0 | flags0 - state0 - 0x11e0e25a ^ u32_0 ^ flags0 - state0 - 0x11e0e25a - 0x7fb611ff - 0x61e44634 - 0x4be2eb7a + 0x19a6f76e & u16_8 - state0 | flags0 - state0 - 0x11e0e25a ^ u32_0 ^ flags0 - state0 - 0x11e0e25a - 0x7fb611ff - 0x61e44634 - 0x4be2eb7a - flags0 - state0 - 0x11e0e25a - 0x7fb611ff - 0x61e44634 - 0x4be2eb7a ^ 0x3f63da53 & state0 | flags0 - state0 - 0x11e0e25a ^ u32_0 ^ flags0 - state0 - 0x11e0e25a - 0x7fb611ff - 0x61e44634 - 0x4be2eb7a + 0x19a6f76e ^ 0x6c00e995
212	0xa3a4b	unobserved	0	-	-	0xa3dc4	0xa3dd4		1	4	2	0xa3aa9:u16_0,0xa3ae5:u16_4,0xa3b9e:u16_6,0xa3c29:u16_4,0xa3c47:u16_0,0xa3d41:u16_2																																																									IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14	state0 + u16_2 ^ 0x712d507b
213	0xa3dc7	unobserved	0	-	-	0xa3fe7	0xa3ff7		1	0	1	0xa3e42:u16_6,0xa3e7c:u16_0,0xa3eef:u16_4,0xa3f7e:u16_2																																																									IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx;RF+0x194/1:mov	state0 - u16_2 - 0x45c6c3bb
214	0xa3fe9	exact	4	+0x5	CCCCC	0xa4606	0xa4616	257@0xadbfd:4	7	6	6	0xa3ff3:byte0,0xa4022:byte0,0xa419f:byte0,0xa4271:byte0,0xa42e1:byte0,0xa4451:b2,0xa44bd:u16_3,0xa4576:u16_0	100.0	0	fit	robust	100.0	14	100.0	0	100.0	0	static_100	100.0	4	robust	100.0	2	4	100.0	100.0	1	1	4=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 + 0x784f7133)))) ^ 0x7e64782)) & 0x5bda5c23)) + 0x352ca91c)) | (mask32((mask32((mask32((mask32((mask32(flags0 + 0x784f7133)) & 0x4cc9d7b)) & 0x79233229)) - 0x234dc07a)) - 0x2ce4baee)))) - 0x3231759e)))) - 0x...#efed1af306b7	4=0x5	4	1	0xa4069,0xa4279,0xa428a,0xa42ad,0xa42cd,0xa445d	4:976254d9e1abe997:0xa4069:je:0;0xa4279:jne:1;0xa428a:jne:1;0xa42ad:jne:0;0xa42cd:jne:1;0xa445d:je:0	24	0	0.0				24	0	0.0														r13	live_slot	rax	rcx			4	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13	state0 ^ flags0 + 0x784f7133 ^ 0x7e64782 & 0x5bda5c23 + 0x352ca91c | flags0 + 0x784f7133 & 0x4cc9d7b & 0x79233229 - 0x234dc07a - 0x2ce4baee - 0x3231759e - u16_0 + state0 ^ flags0 + 0x784f7133 ^ 0x7e64782 & 0x5bda5c23 + 0x352ca91c | flags0 + 0x784f7133 & 0x4cc9d7b & 0x79233229 - 0x234dc07a - 0x2ce4baee - 0x3231759e - 0x74a805eb
215	0xa4609	exact	21174	+0x3	VVV	0xa4a5e	0xa4a6e	114@0x90319:1359,337@0xbec0e:1186,347@0xc088d:1123,189@0x9e7af:1119,258@0xadf2c:1070,340@0xbf435:1042	7	6	4	0xa4838:b2,0xa49a4:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	7121	robust	100.0	9	128	100.0	100.0	1	1	128=u16_0 & 0xffff	128=0x3	7121	2	0xa4667,0xa46a3,0xa4746,0xa47d6	4283:3c30635855970371:0xa4667:je:1;0xa46a3:je:1;0xa4746:je:1;0xa47d6:je:1|2838:93bcd881b4003839:0xa4667:je:0;0xa46a3:je:0;0xa4746:je:0;0xa47d6:je:1	512	0	0.0				512	0	0.0														r14	live_slot	r8	rcx			7122	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14	state0 | 0x760f463f - flags0 | 0x77dcc51b ^ 0xee9796d ^ 0x717a207c + 0x15a799dd | 0x6c5f0f12 + b2 + state0 | 0x760f463f - flags0 | 0x77dcc51b ^ 0xee9796d ^ 0x717a207c + 0x15a799dd | 0x6c5f0f12 | 0x38d2bdd3 - u16_0
216	0xa4a61	exact	742	+0xa	VVECCCVVEC	0xa4df4	0xa4e04	310@0xb8556:552,169@0x9af18:190	1	0	3	0xa4a7c:u32_6,0xa4aa7:u16_4,0xa4ad3:u32_0,0xa4ced:b0,0xa4d2f:u16_3,0xa4d85:u16_1	0.0	112	fit	partial	93.8	148	0.0	112	0.0	112	affine_robust_fallback	100.0	112	robust	100.0	46	112	0.0	0.0	1	1	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	112=0x5	112	1	0xa4bfa,0xa4c0e,0xa4cf8	112:03667cdfb0d1a1b6:0xa4bfa:jne:?;0xa4c0e:jne:?;0xa4cf8:je:?	336	224	66.7	unknown_frame_field:224	0xa4bfa:jne:unknown_frame_field:112,0xa4c0e:jne:unknown_frame_field:112	0xa4bf6:cmp:r10b, 0x62:low8(frame+0xe1)(?frame_e1) ? 0x62(0x62):zf=None:constant,unknown,unknown_frame_field:112:112,0xa4c0a:cmp:r10b, 0x32:low8(frame+0xe1)(?frame_e1) ? 0x32(0x32):zf=None:constant,unknown,unknown_frame_field:112:112	336	0	0.0																					IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14	state0 ^ flags0
217	0xa4b11	exact	215	+0x5	CVVCC	0xa4df4	0xa4e04	198@0xa037e:70,352@0xc1ec4:66,144@0x95887:66,108@0x8f24b:7,173@0x9ba74:3,160@0x994cf:1	1	0	3	0xa4ced:b0,0xa4d2f:u16_3,0xa4d85:u16_1	100.0	0	fit	partial	96.6	185	100.0	0	100.0	0	static_100	100.0	206	partial	96.6	52	128	100.0	100.0	1	1	128=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	128=0x5	206	1	0xa4bfa,0xa4c0e,0xa4cf8	206:ead8aee9446c3f22:0xa4bfa:jne:?;0xa4c0e:jne:?;0xa4cf8:je:1	384	256	66.7	unknown_frame_field:256	0xa4bfa:jne:unknown_frame_field:128,0xa4c0e:jne:unknown_frame_field:128	0xa4bf6:cmp:r10b, 0x62:low8(frame+0xe1)(?frame_e1) ? 0x62(0x62):zf=None:constant,unknown,unknown_frame_field:128:128,0xa4c0a:cmp:r10b, 0x32:low8(frame+0xe1)(?frame_e1) ? 0x32(0x32):zf=None:constant,unknown,unknown_frame_field:128:128	384	0	0.0														r14	live_slot	r15	rdx			206	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14	state0 ^ flags0
218	0xa4df7	unobserved	0	-	-	0xa5178	0xa5188		2	0	5	0xa4eb0:u16_2,0xa4f2b:byte0,0xa505c:b4,0xa50a2:u16_2,0xa5112:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	state0 & 0x844d83d | u16_0 - state0 & 0x844d83d ^ 0x77e8718e
219	0xa517b	unobserved	0	-	-	0xa5886	0xa5896		6	4	6	0xa5190:u32_0,0xa51e4:u32_0,0xa52f6:byte0,0xa5652:b0,0xa56d2:u16_1,0xa579f:u16_3,0xa57c4:u16_3																																																									IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	state0 | flags0 + 0x46462807 & 0x2332d827 - flags0 - state0 | flags0 & 0x4297c9dd + 0x6f8e6e16 ^ u16_3 - state0 | flags0 + 0x46462807 & 0x2332d827 - flags0 - state0 | flags0 & 0x4297c9dd + 0x6f8e6e16 + 0x8f8037a
