source_entry	opcode_name	problem_kind	variables	constants	constant_count	operator_summary	requires_state	requires_flags	requires_operands	state_formula	dispatch_formula
154	vmop_154_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0xffff;0x7ed018f;0xbc52893;0x18426e67;0x56154baf;0x57dbe69e;0x60c316f3;0x6535d747;0x7ed018fb	9	mask32:20;&:11;|:8;^:7;+:13;-:14	1	1	u16_0,u16_2	state0 - u16_2 ^ state0 - flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb + flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb ^ 0x18426e67 - u16_0 - state0 - u16_2 ^ state0 - flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb + flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb ^ 0x18426e67 - 0x6535d747	81=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (mask32(flags0 | 0x7ed018fb)))) + (mask32((mask32(flags0 | 0x7ed018fb)) ^ 0x18426e67)))))) - 0x6535d747)) & 0xffff | 31=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (mask32((mask32((mask32((mask32((mask32(flags0 + 0x60c316f3)) & 0x56154baf)) + 0xbc52893)) & 0x57dbe69e)) | 0x7ed018f...#e08d8bbcff59
157	vmop_157_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0x17d39c9f;0x1f5cd114;0x2832271c;0x2f4dfd84;0x3d2638af;0x3f0d8c6a;0x520e3305;0x68e1604d;0x7edaa354	9	mask32:21;&:6;|:5;^:19;+:15;-:4	1	1	u16_0,u16_2	state0 ^ 0x2f4dfd84 + u16_2 | 0x1f5cd114 - flags0 + 0x3f0d8c6a + 0x2832271c ^ 0x520e3305 & 0x7edaa354 ^ 0x68e1604d ^ 0x3d2638af & state0 ^ 0x2f4dfd84 + u16_2 ^ u16_0 + state0 ^ 0x2f4dfd84 + u16_2 | 0x1f5cd114 - flags0 + 0x3f0d8c6a + 0x2832271c ^ 0x520e3305 & 0x7edaa354 ^ 0x68e1604d ^ 0x3d2638af & state0 ^ 0x2f4dfd84 + u16_2 ^ 0x17d39c9f	79=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)) | 0x1f5cd114)) - (mask32((mask32(flags0 ^ 0x3d2638af)) & (mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)))))))) ^ 0x...#f97c7f052dc0 | 49=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)) | 0x1f5cd114)) - (mask32((mask32((mask32(flags0 + 0x3f0d8c6a)) ^ 0x3d2638af)) & (mask32((mask32(state0 ^ 0x2f4dfd84...#57e552ee959b
158	vmop_158_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_2	0xffff;0xfb6049e;0x1f711c95;0x1fbfc3f3;0x3c39b020;0x3ffdb46c	6	mask32:16;&:2;|:5;^:25;+:4	1	1	u16_2	state0 ^ 0x1fbfc3f3 ^ flags0 ^ 0x3c39b020 ^ 0x1f711c95 | 0xfb6049e ^ flags0 ^ 0x3c39b020 + u16_2 + state0 ^ 0x1fbfc3f3 ^ flags0 ^ 0x3c39b020 ^ 0x1f711c95 | 0xfb6049e ^ flags0 ^ 0x3c39b020 ^ 0x3ffdb46c	79=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ 0x1fbfc3f3)) ^ (mask32(flags0 ^ 0x1f711c95)))) | 0xfb6049e)) ^ flags0)))) ^ 0x3ffdb46c)) & 0xffff | 49=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ 0x1fbfc3f3)) ^ (mask32((mask32(flags0 ^ 0x3c39b020)) ^ 0x1f711c95)))) | 0xfb6049e)) ^ (mask32(flags0 ^ 0x3c39b020)))))) ^ 0x3ffdb46c)) & 0xffff
160	vmop_160_plus0x2_state_const_post_slot_multi_path	algebraic_mba	state0;u16_0	0xffff;0x256c03d7;0x4cf19f11;0x5a1beb81;0x67f1fed6;0x72df8f7a	6	mask32:6;&:7;|:7;^:2;-:2	1	0	u16_0	state0 | 0x67f1fed6 & 0x256c03d7 | 0x72df8f7a & 0x5a1beb81 | u16_0 ^ state0 | 0x67f1fed6 & 0x256c03d7 | 0x72df8f7a & 0x5a1beb81 - 0x4cf19f11	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 | 0x67f1fed6)) & 0x256c03d7)) | 0x72df8f7a)) & 0x5a1beb81)))) - 0x4cf19f11)) & 0xffff
161	vmop_161_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state0;u16_0	0xffff;0x4c0132b4;0x69145e52	3	mask32:3;&:1;|:2;+:2	1	0	u16_0	state0 | 0x69145e52	128=(mask32((mask32(u16_0 + (mask32(state0 | 0x69145e52)))) + 0x4c0132b4)) & 0xffff
167	vmop_167_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_4	0xffff;0x5f92615	2	mask32:2;&:1;^:4;-:1	1	0	u16_4	state0 - u16_4 ^ state0 ^ 0x5f92615	128=(mask32((mask32(u16_4 ^ state0)) ^ 0x5f92615)) & 0xffff
168	vmop_168_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0xffff;0x2eab70d9;0x46cbe42d;0x4ee70776;0x553030a2;0x66031b5e;0x6899d5d4;0x69af076d;0x7c2abc25	9	mask32:12;&:14;|:7;^:2;+:10;-:3	1	1	u16_0,u16_2	state0 | 0x6899d5d4 & u16_0 + flags0 & 0x66031b5e - 0x2eab70d9 ^ 0x7c2abc25 & 0x46cbe42d & 0x69af076d | 0x4ee70776 & u16_2 + state0 | 0x6899d5d4 & u16_0 + flags0 & 0x66031b5e - 0x2eab70d9 ^ 0x7c2abc25 & 0x46cbe42d & 0x69af076d | 0x4ee70776 + 0x553030a2	74=(mask32((mask32(u16_2 + (mask32((mask32(state0 | 0x6899d5d4)) & (mask32(u16_0 + flags0)))))) + 0x553030a2)) & 0xffff | 54=(mask32((mask32(u16_2 + (mask32((mask32(state0 | 0x6899d5d4)) & (mask32(u16_0 + (mask32((mask32(flags0 & 0x66031b5e)) - 0x2eab70d9)))))))) + 0x553030a2)) & 0xffff
172	vmop_172_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_0;u16_2	0xffff;0x15bf847f;0x3eba9edf;0x6ecee241;0x7070916c;0x715f0a33	6	mask32:1;&:2;|:2;^:7;+:1;-:2	1	1	u16_0,u16_2	state0 ^ 0x7070916c - 0x6ecee241 + u16_0 ^ state0 ^ 0x7070916c - 0x6ecee241 ^ flags0 ^ 0x15bf847f & state0 | 0x3eba9edf | u16_2 ^ 0x715f0a33	128=(mask32(u16_2 ^ 0x715f0a33)) & 0xffff
173	vmop_173_plus0x2_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0xebbbd20;0x1f118051;0x1f8bac4c;0x456d7018;0x5eced92d;0x74128b65	6	mask32:10;&:7;|:6;^:5;+:7;-:3	1	1	u16_0	state0 + 0x5eced92d ^ 0x456d7018 | 0xebbbd20 & flags0 - state0 + 0x5eced92d | 0x1f8bac4c & 0x74128b65 & u16_0 ^ state0 + 0x5eced92d ^ 0x456d7018 | 0xebbbd20 & flags0 - state0 + 0x5eced92d | 0x1f8bac4c & 0x74128b65 + 0x1f118051	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + 0x5eced92d)) ^ 0x456d7018)) | 0xebbbd20)) & (mask32((mask32(flags0 - (mask32((mask32(state0 + 0x5eced92d)) | 0x1f8bac4c)))) & 0x74128b65))...#17c0d851344f
174	vmop_174_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_0	0xffff;0x397fd954;0x5fa9d2b1	3	mask32:7;&:4;|:1;^:6;+:7;-:3	1	1	u16_0	state0 - flags0 & flags0 ^ flags0 + flags0 ^ 0x5fa9d2b1 | u16_0 + state0 - flags0 & flags0 ^ flags0 + flags0 ^ 0x5fa9d2b1 + 0x397fd954	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) & flags0)) ^ flags0)) + flags0)) ^ 0x5fa9d2b1)))) + 0x397fd954)) & 0xffff
175	vmop_175_plus0x2cef7_central_or_long_slot_unknown	dispatch_unknown	flags0;state0	0x14b22a15;0x2c46ace3	2	&:2;|:1;-:2	1	1		state0 & flags0 & 0x2c46ace3 | flags0 - 0x14b22a15	dispatch slot expression not recovered; use per-row target evidence when available
176	vmop_176_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_2	0xffff;0x14b22a15;0x2c46ace3;0x37839d72	4	mask32:11;&:8;|:4;^:2;-:4	1	1	u16_2	state0 & flags0 & 0x2c46ace3 | flags0 - 0x14b22a15	78=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | flags0)))) ^ 0x37839d72)) & 0xffff | 50=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 & flags0)) & 0x2c46ace3)) | (mask32(flags0 - 0x14b22a15)))))) ^ 0x37839d72)) & 0xffff
179	vmop_179_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_1;u16_3	0xffff;0x263c3887;0x7ef33dc5	3	mask32:6;&:1;|:3;^:7;+:3;-:4	1	1	u16_1,u16_3	state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 ^ u16_1 - state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 - 0x263c3887	128=(mask32((mask32(u16_1 - (mask32((mask32(state0 | flags0)) ^ (mask32(u16_3 ^ (mask32(flags0 + 0x7ef33dc5)))))))) - 0x263c3887)) & 0xffff
180	vmop_180_plus0x4_state_mixed_slot_mba_stateful	algebraic_mba	state0;u16_0	0xffff;0x7920fa05	2	mask32:1;&:1;|:1;+:2	1	0	u16_0	state0 | u16_0 + 0x7920fa05	128=(mask32(u16_0 + 0x7920fa05)) & 0xffff
181	vmop_181_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_4	0xffff	1	mask32:1;&:1;-:3	1	0	u16_4	state0 - u16_4 - state0	128=(mask32(u16_4 - state0)) & 0xffff
183	vmop_183_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_2	0xffff;0xfaa325c;0x1aed554c;0x694e1f66	4	mask32:4;&:1;|:1;^:3;+:3;-:4	1	0	u16_2	state0 + 0xfaa325c ^ 0x694e1f66 | u16_2 - state0 + 0xfaa325c ^ 0x694e1f66 - 0x1aed554c	128=(mask32((mask32(u16_2 - (mask32((mask32(state0 + 0xfaa325c)) ^ 0x694e1f66)))) - 0x1aed554c)) & 0xffff
184	vmop_184_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0xffff;0x19d0d4d;0x3c030b15;0x3f05b2f0;0x7db9efb0	5	mask32:10;&:1;|:6;^:9;+:9;-:5	1	1	u16_0	state0 | flags0 | 0x19d0d4d + 0x3c030b15 ^ flags0 + 0x7db9efb0 ^ flags0 - flags0 ^ flags0 + u16_0 - state0 | flags0 | 0x19d0d4d + 0x3c030b15 ^ flags0 + 0x7db9efb0 ^ flags0 - flags0 ^ flags0 + 0x3f05b2f0	128=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x19d0d4d)))) + 0x3c030b15)) ^ (mask32(flags0 + 0x7db9efb0)))) ^ flags0)) - flags0)) ^ flags0)))) + 0x3f05b2f0)) & 0xffff
185	vmop_185_plus0x3_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0x30;0x1f29f35;0x7fa981a;0x17e55682;0x2000c224;0x28030c24;0x30d03eec;0x5ea8d1c5	8	mask32:11;&:3;|:9;^:13;+:6	1	1	u16_0	state0 ^ flags0 | 0x17e55682 ^ 0x2000c224 & 0x1f29f35 + flags0 | 0x17e55682 + 0x28030c24 ^ 0x30d03eec | 0x7fa981a ^ 0x5ea8d1c5 | u16_0 ^ state0 ^ flags0 | 0x17e55682 ^ 0x2000c224 & 0x1f29f35 + flags0 | 0x17e55682 + 0x28030c24 ^ 0x30d03eec | 0x7fa981a ^ 0x5ea8d1c5	128=(mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 | 0x17e55682)))) ^ 0x2000c224)) & 0x1f29f35)) + (mask32((mask32((mask32((mask32((mask32(flags0 | 0x17e55682)) + 0x28030c24)) ^ 0x30...#9720c2374b63
186	vmop_186_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_3	0xffff;0x72198f10	2	mask32:2;&:2;+:4	1	0	u16_3	state0 & u16_3 + state0 + 0x72198f10	29=(mask32((mask32(u16_3 + state0)) + 0x72198f10)) & 0xffff
187	vmop_187_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_3	0xffff	1	mask32:1;&:1;+:1;-:2	1	0	u16_3	state0 + u16_3 - state0	5=(mask32(u16_3 - state0)) & 0xffff
188	vmop_188_plus0x5_state_formula_slot_unknown	dispatch_unknown	flags0;state0;u16_0	0x2bd68549;0x4a4532ca;0x62c32dd8	3	^:1;+:7;-:4	1	1	u16_0	state0 + 0x2bd68549 + flags0 - 0x4a4532ca + flags0 - u16_0 ^ state0 + 0x2bd68549 + flags0 - 0x4a4532ca + flags0 + 0x62c32dd8	dispatch slot expression not recovered; use per-row target evidence when available
189	vmop_189_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_2	0xffff;0x160e4f34;0x2a1ce984	3	mask32:3;&:4;^:2;+:3	1	0	u16_2	state0 & 0x160e4f34 + u16_2 + state0 & 0x160e4f34 ^ 0x2a1ce984	128=(mask32((mask32(u16_2 + (mask32(state0 & 0x160e4f34)))) ^ 0x2a1ce984)) & 0xffff
190	vmop_190_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_3	0xffff;0x20f4b909	2	mask32:2;&:2;+:4	1	0	u16_3	state0 & u16_3 + state0 + 0x20f4b909	81=(mask32((mask32(u16_3 + state0)) + 0x20f4b909)) & 0xffff
192	vmop_192_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0xffff;0x1ea5bfdc;0x4f4379b7;0x563159ce;0x5d641cd7;0x76a1e6e7	6	mask32:21;&:6;|:10;^:15;+:25;-:1	1	1	u16_0	state0 + flags0 + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce - u16_0 ^ state0 + flags0 + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce	118=(mask32(u16_0 ^ (mask32((mask32((mask32(state0 + flags0)) + (mask32((mask32((mask32((mask32((mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))) | 0x76a1e6e7)) ^ 0x1ea5bfdc)) & 0x4f4379b7)...#12700f1563aa | 10=(mask32(u16_0 ^ (mask32((mask32((mask32(state0 + flags0)) + (mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))))) + (mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))))))) & 0xffff
195	vmop_195_minus0x2306_sampled_backedge_slot_unknown	dispatch_unknown	flags0;state0	0x20047816;0x2e12e35a;0x32c4b127;0x37b5a024;0x4083ed99;0x44fb7fdb;0x52e5924a;0x5ff2f608;0x789b1461;0x7c737923;0x7ca762c5	11	&:5;|:5;^:3;+:7;-:3	1	1		state0 | 0x52e5924a + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x37b5a024 + 0x2e12e35a ^ 0x44fb7fdb + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x32c4b127 & 0x7c737923	dispatch slot expression not recovered; use per-row target evidence when available
196	vmop_196_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_2	0x20047816;0x2e12e35a;0x32c4b127;0x37b5a024;0x4083ed99;0x44fb7fdb;0x52e5924a;0x5ff2f608;0x789b1461;0x7c737923;0x7ca762c5	11	mask32:14;&:6;|:8;^:4;+:9;-:2	1	1	u16_2	state0 | 0x52e5924a + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x37b5a024 + 0x2e12e35a ^ 0x44fb7fdb + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x32c4b127 & 0x7c737923	128=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)...#bb377d5c9375
198	vmop_198_plus0x2_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_0	0xffff;0x15b2dfa5;0x3cd02127;0x3fe99379;0x5e173fc7	5	mask32:7;&:1;^:2;+:9;-:9	1	1	u16_0	state0 + flags0 - 0x5e173fc7 - 0x3cd02127 + flags0 + 0x15b2dfa5 - u16_0 - state0 + flags0 - 0x5e173fc7 - 0x3cd02127 + flags0 + 0x15b2dfa5 ^ 0x3fe99379	128=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 + (mask32(flags0 - 0x5e173fc7)))) - 0x3cd02127)) + (mask32(flags0 + 0x15b2dfa5)))))) ^ 0x3fe99379)) & 0xffff
199	vmop_199_plus0x3_state_add_const_slot_multi_path	algebraic_mba	b2;flags0;state0;u16_0	0xffff;0x20d5418;0x24d1328a;0x3030bb89;0x7353b039;0x7e708197	6	mask32:18;&:4;|:1;^:9;+:10;-:3	1	1	b2,u16_0	state0 + b2 + flags0 ^ 0x7353b039 - 0x24d1328a ^ 0x7e708197 & 0x20d5418 + flags0 ^ 0x7353b039 - 0x24d1328a	106=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + (mask32(b2 + flags0)))) ^ 0x7e708197)) & 0x20d5418)) + flags0)))) + 0x3030bb89)) & 0xffff | 22=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + (mask32(b2 + (mask32((mask32(flags0 ^ 0x7353b039)) - 0x24d1328a)))))) ^ 0x7e708197)) & 0x20d5418)) + (mask32((mask32(flags0 ^ 0x7353b039))...#ac9d0d548603
201	vmop_201_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_2	0xffff;0x289c039;0x6499103;0x1940e110;0x2daa0966;0x3f73d5c3;0x4f2c497c;0x5efd26e6;0x708b6fb1;0x71fea721;0x7e894c58	11	mask32:1;&:7;|:3;^:10;+:1;-:5	1	1	u16_2	state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73d5c3 | 0x4f2c497c | 0x6499103 & flags0 & state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73d5c3 | 0x4f2c497c + 0x2daa0966 - 0x708b6fb1 - 0x7e894c58 - u16_2 - 0x289c039	128=(mask32(u16_2 - 0x289c039)) & 0xffff
203	vmop_203_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_0	0xffff;0x1f1759c;0x97da242;0x1f5b0269;0x24d2add8;0x2c217984;0x32825086;0x370370f1;0x4ccb9807;0x6ef19bee;0x71376753	11	mask32:1;&:10;|:5;^:5;+:10;-:6	1	1	u16_0	state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c | flags0 + 0x97da242 & state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c & 0x71376753 + 0x2c217984 | 0x24d2add8 & 0x6ef19bee - flags0 + 0x97da242 & state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c & 0x71376753 + 0x2c217984 - 0x32825086 - 0x1f5b0269 & u16_0 ^ 0x4ccb9807	128=(mask32(u16_0 ^ 0x4ccb9807)) & 0xffff
208	vmop_208_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_3	0x7be050b;0x1477a707;0x24472eba;0x37c3d0a5;0x39b69246;0x42fb6768;0x58abcfc7;0x60ff2036;0x72f7690f;0x73f21f4d;0x7627b830;0x790391ce;0x7a909dc0;0x7ad87935	14	mask32:26;&:4;|:17;^:36;+:18;-:22	1	1	u16_3	state0 + flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x1477a707 - flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x72f7690f & flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x7be050b - 0x790391ce & 0x37c3d0a5 | 0x73f21f4d - u16_3 - state0 + flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x1477a707 - flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x72f7690f & flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x7be050b - 0x790391ce & 0x37c3d0a5 | 0x73f21f4d	50=(mask32(u16_3 - (mask32((mask32((mask32((mask32(state0 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - 0x24472eba)) ^ 0x60ff2036)) + 0x7627b830)) - 0x42fb6768)) ^ (mask...#88b045eb4c1f | 49=(mask32(u16_3 - (mask32((mask32((mask32((mask32(state0 + (mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) |...#1640106bbf26
209	vmop_209_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0xffff;0x22939484;0x36c108d8;0x55c2f3a2;0x57058be5	5	mask32:3;&:4;|:5;^:6;-:1	1	1	u16_0	state0 & flags0 | 0x57058be5 ^ 0x36c108d8 | 0x22939484 ^ 0x55c2f3a2 - u16_0 ^ state0 & flags0 | 0x57058be5 ^ 0x36c108d8 | 0x22939484 ^ 0x55c2f3a2	1=(mask32(u16_0 ^ (mask32(state0 & (mask32(flags0 | 0x22939484)))))) & 0xffff
210	vmop_210_plus0x30_sampled_long_or_sparse_slot_unknown	dispatch_unknown	state0		0	-:1	1	0		state0	dispatch slot expression not recovered; use per-row target evidence when available
214	vmop_214_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0x4cc9d7b;0x7e64782;0x234dc07a;0x2ce4baee;0x3231759e;0x352ca91c;0x5bda5c23;0x74a805eb;0x784f7133;0x79233229	10	mask32:14;&:7;|:3;^:6;+:10;-:8	1	1	u16_0	state0 ^ flags0 + 0x784f7133 ^ 0x7e64782 & 0x5bda5c23 + 0x352ca91c | flags0 + 0x784f7133 & 0x4cc9d7b & 0x79233229 - 0x234dc07a - 0x2ce4baee - 0x3231759e - u16_0 + state0 ^ flags0 + 0x784f7133 ^ 0x7e64782 & 0x5bda5c23 + 0x352ca91c | flags0 + 0x784f7133 & 0x4cc9d7b & 0x79233229 - 0x234dc07a - 0x2ce4baee - 0x3231759e - 0x74a805eb	4=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 + 0x784f7133)))) ^ 0x7e64782)) & 0x5bda5c23)) + 0x352ca91c)) | (mask32((mask32((mask32((mask32((mask32(flag...#62b71ea32ab9
215	vmop_215_plus0x3_state_mixed_slot_u16_0	algebraic_mba	b2;flags0;state0;u16_0	0xffff;0xee9796d;0x15a799dd;0x38d2bdd3;0x6c5f0f12;0x717a207c;0x760f463f;0x77dcc51b	8	&:1;|:7;^:4;+:4;-:3	1	1	b2,u16_0	state0 | 0x760f463f - flags0 | 0x77dcc51b ^ 0xee9796d ^ 0x717a207c + 0x15a799dd | 0x6c5f0f12 + b2 + state0 | 0x760f463f - flags0 | 0x77dcc51b ^ 0xee9796d ^ 0x717a207c + 0x15a799dd | 0x6c5f0f12 | 0x38d2bdd3 - u16_0	128=u16_0 & 0xffff
216	vmop_216_plus0xa_state_preserve_slot_mba_stateful	algebraic_mba	flags0;state0;u16_1	0xffff	1	mask32:2;&:1;^:2;-:1	1	1	u16_1	state0 ^ flags0	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff
217	vmop_217_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_1	0xffff	1	mask32:2;&:1;^:2;-:1	1	1	u16_1	state0 ^ flags0	128=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff
220	vmop_220_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_3	0x8f8037a;0x2332d827;0x4297c9dd;0x46462807;0x6f8e6e16	5	mask32:10;&:6;|:6;^:1;+:8;-:8	1	1	u16_3	state0 | flags0 + 0x46462807 & 0x2332d827 - flags0 - state0 | flags0 & 0x4297c9dd + 0x6f8e6e16 ^ u16_3 - state0 | flags0 + 0x46462807 & 0x2332d827 - flags0 - state0 | flags0 & 0x4297c9dd + 0x6f8e6e16 + 0x8f8037a	128=(mask32((mask32(u16_3 - (mask32((mask32((mask32((mask32((mask32(state0 | flags0)) + 0x46462807)) & 0x2332d827)) - (mask32(flags0 - (mask32((mask32(state0 | flags0)) & 0x4297c9dd)))))) + 0x6f8e6e16)))) + ...#d715de7234c8
