source_entry	source_target	path_hash	source_class	source_branch_profile	source_branch_gpr_profile	events	target_pct	ip_pct	sample_expr_events	sample_expr_target_pct	slot_expr	ip_advance	operand_layout	state_ir	flag_ir	top_actual_targets	path	validation
119	0x90ebc	73da1b628e200f11	static_validated	0/128 unknown branches (0.0%): 	0/128 unknown branches (0.0%): 	85	100.0	100.0	29	100.0	29=(mask32((mask32(u16_4 ^ state0)) + 0x7e7974a5)) & 0xffff	29=0x6	b0=0xe8;b1=0x01;b2=0x3d;b3=0x01;b4=var72(top=0xb9:10.3%);b5=var72(top=0x8f:10.0%)	0x91029: state or= state0 | u16_4 ^ state0 + 0x7e7974a5	0x90f44: flags sub= flags0 - 0x1d17883d | 0x90f5d: flags xor= flags0 - 0x1d17883d ^ 0x5928e32a	337@0xbec0e:19,340@0xbf435:17,28@0x7e390:14,64@0x85059:14,347@0xc088d:6,189@0x9e7af:4,114@0x90319:3,215@0xa4609:3	0x90f2a:je:0	target=100.0%, ip=100.0%, ok:85
52	0x833c7	e530d65417b7204a	static_validated	0/640 unknown branches (0.0%): 	0/640 unknown branches (0.0%): 	83	100.0	100.0					b0=var48(top=0x82:23.2%);b1=var45(top=0xb0:23.9%);b2=var40(top=0x47:23.2%);b3=0x3d;b4=0x01	0x836d9: state add= state0 + u16_0 + state0 ^ 0x7823b2da		64@0x85059:65,196@0x9fbcd:13,28@0x7e390:2,18@0x7be9b:1,334@0xbdd18:1,347@0xc088d:1	0x834bc:jne:1;0x834ca:jne:1;0x834d9:jne:0;0x834ee:jne:1;0x835bd:je:0	target=100.0%, ip=100.0%, ok:83
278	0xb2342	a604fbe70c42f7fd	affine_dispatch_fallback	0/410 unknown branches (0.0%): 	0/410 unknown branches (0.0%): 	82	0.0	0.0	82	0.0	82=(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff	82=0x5	b0=var13(top=0x26:16.5%);b1=var13(top=0x77:16.5%);b2=enum4(0x31:547,0x36:4,0x33:1,0x34:1);b3=0x00;b4=0x80;b5=0x00;b6=var9(top=0x1c:32.9%);b7=var9(top=0x60:32.9%);b8=enum3(0x07:276,0x03:182,0x02:95);b9=0x00	0xb2581: state or= state0 | flags0 | 0xb2618: state or= state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26		169@0x9af18:56,310@0xb8556:26	0xb2479:jne:1;0xb2486:jne:1;0xb2494:jne:1;0xb24a4:jne:0;0xb2508:je:0	target=0.0%, ip=0.0%, unknown_target:82
179	0x9ca8d	21983abea23f320f	static_validated	0/768 unknown branches (0.0%): 	0/768 unknown branches (0.0%): 	81	100.0	100.0	11	100.0	11=(mask32((mask32(u16_1 - (mask32((mask32(state0 | flags0)) ^ (mask32(u16_3 ^ (mask32(flags0 + 0x7ef33dc5)))))))) - 0x263c3887)) & 0xffff	11=0x5	b0=enum4(0x3a:406,0x50:128,0x32:125,0x62:78);b1=var79(top=0x9e:21.0%);b2=var79(top=0x35:21.6%);b3=var62(top=0x64:17.6%);b4=var72(top=0xfe:17.0%)	0x9cb1c: state or= state0 | flags0 | 0x9cc89: state xor= state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 | 0x9cee7: state xor= state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 ^ u16_1 - state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 - 0x263c3887	0x9cb5d: flags add= flags0 + 0x7ef33dc5 | 0x9cca8: flags and= flags0 + 0x7ef33dc5 & 0x7f151ac8	157@0x98a9a:8,3@0x78c77:8,43@0x8173d:6,18@0x7be9b:5,268@0xb0007:5,307@0xb8064:5,64@0x85059:5,172@0x9b68a:4	0x9cad3:je:0;0x9cc3c:je:0;0x9cd28:jne:1;0x9cd50:jne:1;0x9cd62:jne:0;0x9cd9f:jne:1	target=100.0%, ip=100.0%, ok:81
346	0xc0535	b2d30c72cdaa0b05	static_validated	512/1152 unknown branches (44.4%): live_in_reg:256,derived_live_in:128,unknown_frame_field:128	0/1152 unknown branches (0.0%): 	81	100.0	100.0	5	100.0	5=(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32((mask32((mask32(flags0 ^ 0x3f746ab3)) ^ 0x3f5501a6)) ^ 0x45fbcef1)))))) + 0x7f7eb061)) & 0xffff	5=0x4	b0=var232(top=0x22:3.1%);b1=var243(top=0x94:3.1%);b2=0xe8;b3=0x01	0xc072d: state xor= state0 ^ flags0 ^ 0x3f746ab3 ^ 0x3f5501a6 ^ 0x45fbcef1	0xc05e7: flags xor= flags0 ^ 0x3f746ab3 | 0xc05f8: flags xor= flags0 ^ 0x3f746ab3 ^ 0x3f5501a6 | 0xc075c: flags sub= flags0 ^ 0x3f746ab3 ^ 0x3f5501a6 - 0x3d02d701 | 0xc076e: flags sub= flags0 ^ 0x3f746ab3 ^ 0x3f5501a6 - 0x3d02d701 - 0x727be02c	28@0x7e390:12,157@0x98a9a:10,340@0xbf435:8,167@0x9a8d2:6,43@0x8173d:6,114@0x90319:4,185@0x9d964:4,189@0x9e7af:4	0xc056a:je:1;0xc05d7:je:0;0xc0628:je:1;0xc064e:je:0;0xc06a9:jne:1;0xc06ba:jne:1;0xc06dc:je:0;0xc06ec:je:0;0xc074c:je:0	target=100.0%, ip=100.0%, ok:81
43	0x8173d	e9d08a79d9eba2a1	static_validated	128/384 unknown branches (33.3%): live_in_reg:128	0/384 unknown branches (0.0%): 	80	100.0	100.0	2	100.0	2=(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32(u16_2 ^ state0)))))) - 0x64d373dc)) & 0xffff	2=0x4	b0=var251(top=0x17:2.2%);b1=var251(top=0x74:5.0%);b2=var252(top=0xa3:3.3%);b3=var244(top=0x00:10.4%)	0x81951: state xor= state0 ^ u16_2 ^ state0	0x817b0: flags xor= flags0 ^ 0x542b3101 | 0x8198e: flags and= flags0 ^ 0x542b3101 & 0x494c0852	258@0xadf2c:11,28@0x7e390:7,66@0x855ff:6,297@0xb64d7:5,346@0xc0535:5,18@0x7be9b:4,215@0xa4609:4,199@0xa0631:3	0x81762:je:0;0x817a0:je:1;0x81818:je:1	target=100.0%, ip=100.0%, ok:80
30	0x7e849	eaa0e2d5033a3455	static_validated	512/768 unknown branches (66.7%): live_in_reg:384,unknown_frame_field:128	0/768 unknown branches (0.0%): 	79	100.0	100.0	9	100.0	9=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 | flags0)) + 0x64fd160c)))) + 0x5903fc84)) & 0xffff	9=0x4	b0=var131(top=0xb6:12.4%);b1=var144(top=0x64:10.0%);b2=var114(top=0xe3:9.9%);b3=var93(top=0x01:22.7%)	0x7e98c: state or= state0 | flags0 & 0x614d4b17 | 0x7eb2d: state add= state0 | flags0 & 0x614d4b17 + 0x64fd160c	0x7e948: flags and= flags0 & 0x614d4b17 | 0x7eab0: flags or= flags0 & 0x614d4b17 | 0x72c68380 | 0x7eb55: flags or= flags0 & 0x614d4b17 | 0x72c68380 | 0x66ff8816 | 0x7eb65: flags add= flags0 & 0x614d4b17 | 0x72c68380 | 0x66ff8816 + 0x2273cac6	203@0xa1484:25,192@0x9f00a:23,157@0x98a9a:11,183@0x9d495:4,196@0x9fbcd:3,91@0x8b6de:3,185@0x9d964:2,337@0xbec0e:2	0x7e868:je:1;0x7e896:je:0;0x7e8b1:je:0;0x7e913:je:0;0x7e92e:je:1;0x7eb45:je:1	target=100.0%, ip=100.0%, ok:79
140	0x94e5a	37f6663c73c012c8	static_validated	256/768 unknown branches (33.3%): live_in_reg:128,unknown_frame_field:128	0/768 unknown branches (0.0%): 	79	100.0	100.0	17	100.0	17=(mask32((mask32(u16_0 ^ (mask32(state0 - (mask32((mask32(flags0 - (mask32(state0 | 0xf17c331)))) | 0x16a9ca8c)))))) ^ 0x6e089feb)) & 0xffff	17=0x6	b0=var143(top=0xce:6.8%);b1=var148(top=0xab:8.5%);b2=var158(top=0x2b:7.0%);b3=var152(top=0x45:12.9%);b4=var146(top=0xf3:6.9%);b5=var145(top=0x79:6.8%)	0x94fa4: state sub= state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c | 0x9516f: state add= state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c + u16_0 ^ state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c ^ 0x6e089feb	0x94e9f: flags sub= flags0 - 0x6f549f79 | 0x94ecd: flags sub= flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x94f47: flags or= flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c | 0x9500f: flags xor= flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c ^ 0x5484fb1d | ...2 omitted... | 0x9506c: flags add= flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c ^ 0x5484fb1d + 0x1682fe55 | 0x6dd09c45 + 0x71b87f18	347@0xc088d:13,337@0xbec0e:8,320@0xbada5:7,297@0xb64d7:6,64@0x85059:6,66@0x855ff:6,151@0x97311:4,168@0x9aa83:4	0x94e85:je:1;0x94f11:je:0;0x94fab:je:0;0x94fdd:je:0;0x95000:je:1;0x9504c:je:1	target=100.0%, ip=100.0%, ok:79
88	0x8aa14	2f26e461d122ec9a	static_validated	128/768 unknown branches (16.7%): live_in_reg:128	0/768 unknown branches (0.0%): 	77	100.0	100.0	61	100.0	61=(mask32((mask32(u16_1 + (mask32((mask32(state0 | flags0)) - 0x1c9cfcea)))) ^ 0x415462f5)) & 0xffff	61=0x5	b0=var11(top=0x41:43.0%);b1=var11(top=0xeb:43.0%);b2=var11(top=0xa6:43.0%);b3=0x3d;b4=0x01	0x8ab0d: state or= state0 | flags0 | 0x8ae60: state sub= state0 | flags0 - 0x1c9cfcea | 0x8afd1: state xor= state0 | flags0 - 0x1c9cfcea ^ u16_1 + state0 | flags0 - 0x1c9cfcea ^ 0x415462f5		352@0xc1ec4:61,173@0x9ba74:8,256@0xad849:6,108@0x8f24b:2	0x8aa9c:je:0;0x8acf1:jne:1;0x8ad18:jne:1;0x8ad2e:jne:0;0x8ad3a:jne:1;0x8aeac:je:0	target=100.0%, ip=100.0%, ok:77
320	0xbada5	8d912487d9d4ff9c	static_validated	0/640 unknown branches (0.0%): 	0/640 unknown branches (0.0%): 	77	100.0	100.0	14	100.0	14=(mask32(u16_3 - (mask32((mask32((mask32(state0 & flags0)) - flags0)) - 0x7e143884)))) & 0xffff	14=0x5	b0=var24(top=0x00:83.6%);b1=0x3d;b2=0x01;b3=var107(top=0xac:9.1%);b4=var106(top=0x0c:6.1%)	0xbae68: state and= state0 & flags0 | 0xbaf06: state sub= state0 & flags0 - flags0 | 0xbafd8: state sub= state0 & flags0 - flags0 - 0x7e143884		257@0xadbfd:16,256@0xad849:14,198@0xa037e:13,108@0x8f24b:12,144@0x95887:10,160@0x994cf:6,173@0x9ba74:3,352@0xc1ec4:3	0xbae90:jne:1;0xbae9e:jne:1;0xbaead:jne:1;0xbaebb:jne:0;0xbb012:je:0	target=100.0%, ip=100.0%, ok:77
201	0xa0dca	e0921d3affc3a863	static_validated	0/1024 unknown branches (0.0%): 	0/1024 unknown branches (0.0%): 	74	100.0	100.0					b0=0x3d;b1=0x01;b2=enum5(0xa1:257,0x39:76,0xb9:4,0x69:2,0x41:2);b3=enum4(0xc5:261,0xc8:74,0xc4:4,0xc6:2);b4=var11(top=0xe1:75.1%)	0xa0de8: state xor= state0 ^ flags0 ^ 0x1940e110 | 0xa0df5: state xor= state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 | 0xa0e12: state and= state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 | 0xa0e22: state xor= state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 | ...5 omitted... | 0xa1369: state sub= state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73d5c3 | 0x4f2c497c | 0x6499103 & flags0 & state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73...#1964e1efe9bc	0xa0ffa: flags and= flags0 & state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73d5c3 | 0x4f2c497c | 0xa11a0: flags add= flags0 & state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73d5c3 | 0x4f2c497c + 0x2daa0966 | 0xa11b1: flags sub= flags0 & state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73d5c3 | 0x4f2c497c + 0x2daa0966 - 0x708b6fb1	256@0xad849:66,160@0x994cf:4,198@0xa037e:2,173@0x9ba74:1,257@0xadbfd:1	0xa0f21:je:0;0xa0fa7:je:0;0xa10cd:jne:1;0xa10e7:jne:1;0xa10f6:jne:0;0xa1117:jne:1;0xa1190:je:1;0xa124a:je:0	target=100.0%, ip=100.0%, ok:74
319	0xba72f	63730cfda0ffb9fb	static_validated	0/1152 unknown branches (0.0%): 	0/1152 unknown branches (0.0%): 	73	100.0	100.0					b0=0x3d;b1=0x01;b2=var42(top=0xe6:28.4%);b3=var47(top=0x2e:17.5%);b4=var21(top=0x00:79.0%)	0xba819: state and= state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0xba864: state or= state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | 0xba94f: state or= state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0xba9e9: state xor= state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c13...#08c37488774d	0xba75a: flags or= flags0 | 0x6be63b72 | 0xba76a: flags xor= flags0 | 0x6be63b72 ^ 0x55d6ffe2 | 0xba79b: flags xor= flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0xba7ab: flags or= flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad | ...1 omitted... | 0xbaa29: flags xor= flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e ^ state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be6...#592e24d7e90f	144@0x95887:64,160@0x994cf:5,108@0x8f24b:4	0xba74a:je:1;0xba78b:je:1;0xba89f:je:0;0xba975:jne:1;0xba983:jne:1;0xba992:jne:0;0xba9a0:jne:1;0xbaa0a:je:0;0xbab08:je:0	target=100.0%, ip=100.0%, ok:73
91	0x8b6de	85e125aa366913b1	static_validated	128/128 unknown branches (100.0%): live_in_reg:128	0/128 unknown branches (0.0%): 	72	100.0	100.0	17	100.0	17=(mask32(u16_0 ^ state0)) & 0xffff	17=0x4	b0=var142(top=0x78:5.9%);b1=var143(top=0x04:6.4%);b2=0xe8;b3=0x01	0x8b87e: state xor= state0 ^ u16_0 ^ state0	0x8b797: flags xor= flags0 ^ state0 ^ 0x3f03cfb3	79@0x885b0:7,203@0xa1484:6,83@0x8947b:6,3@0x78c77:5,215@0xa4609:4,340@0xbf435:4,347@0xc088d:4,18@0x7be9b:3	0x8b6ee:je:1	target=100.0%, ip=100.0%, ok:72
301	0xb708d	df3ac6b87011e3cf	static_validated	512/768 unknown branches (66.7%): unknown_frame_field:256,derived_live_in:128,live_in_reg:128	0/768 unknown branches (0.0%): 	72	100.0	100.0	4	100.0	4=(mask32((mask32(u16_3 - (mask32(state0 & flags0)))) - 0x2c0febdf)) & 0xffff	4=0x5	b0=0x00;b1=0x3d;b2=0x01;b3=var115(top=0xdf:19.9%);b4=var115(top=0x18:6.4%)	0xb70cb: state and= state0 & flags0 | 0xb7523: state xor= state0 & flags0 ^ u16_3 - state0 & flags0 - 0x2c0febdf	0xb70f5: flags add= flags0 + 0x34c21ec8 | 0xb727f: flags add= flags0 + 0x34c21ec8 + 0x4bcb296b | 0xb7290: flags sub= flags0 + 0x34c21ec8 + 0x4bcb296b - 0x72148c24 | 0xb72c7: flags or= flags0 + 0x34c21ec8 + 0x4bcb296b - 0x72148c24 | 0x1a9cd01d	173@0x9ba74:45,108@0x8f24b:7,144@0x95887:7,257@0xadbfd:5,160@0x994cf:2,198@0xa037e:2,256@0xad849:2,352@0xc1ec4:2	0xb7140:je:0;0xb71c5:je:0;0xb720a:je:1;0xb726f:je:0;0xb72a8:je:0;0xb73b9:je:1	target=100.0%, ip=100.0%, ok:72
349	0xc140b	91e884abd6c40602	static_validated	0/512 unknown branches (0.0%): 	0/512 unknown branches (0.0%): 	72	100.0	100.0					b0=var68(top=0x00:50.9%);b1=var71(top=0xad:51.3%);b2=var20(top=0x88:53.7%);b3=var11(top=0x00:59.2%)	0xc1445: state and= state0 & flags0 | 0x37932789 | 0xc1452: state or= state0 & flags0 | 0x37932789 | 0x16ca0efd | 0xc1481: state xor= state0 & flags0 | 0x37932789 | 0x16ca0efd ^ 0x78372234 | 0xc1577: state and= state0 & flags0 | 0x37932789 | 0x16ca0efd ^ 0x78372234 & u16_0 ^ state0 & flags0 | 0x37932789 | 0x16ca0efd ^ 0x78372234 - flags0 | ...4 omitted... | 0xc18be: state add= state0 & flags0 | 0x37932789 | 0x16ca0efd ^ 0x78372234 & u16_0 ^ state0 & flags0 | 0x37932789 | 0x16ca0efd ^ 0x78372234 - flags0 + flags0 + 0x5b8191b - 0x48cf2626 - 0x7444487f | 0x1897f25c | flags0 + 0x5...#6120bf25f21f	0xc1594: flags add= flags0 + 0x5b8191b | 0xc165b: flags sub= flags0 + 0x5b8191b - 0x48cf2626 | 0xc166a: flags sub= flags0 + 0x5b8191b - 0x48cf2626 - 0x7444487f | 0xc16c1: flags xor= flags0 + 0x5b8191b - 0x48cf2626 - 0x7444487f ^ state0 & flags0 | 0x37932789 | 0x16ca0efd ^ 0x78372234 & u16_0 ^ state0 & flags0 | 0x37932789 | 0x16ca0efd ^ 0x78372234 - flags0 + flags0 + 0x5b8191b - 0x48...#0416c2d4a8e1 | ...1 omitted... | 0xc17e3: flags sub= flags0 + 0x5b8191b - 0x48cf2626 - 0x7444487f ^ state0 & flags0 | 0x37932789 | 0x16ca0efd ^ 0x78372234 & u16_0 ^ state0 & flags0 | 0x37932789 | 0x16ca0efd ^ 0x78372234 - flags0 + fla...#9ce5a9a23deb	28@0x7e390:12,18@0x7be9b:7,282@0xb3128:7,49@0x82820:6,345@0xc02e4:5,17@0x7bae9:4,350@0xc1926:4,3@0x78c77:3	0xc164c:je:0;0xc173f:je:0;0xc177b:je:0;0xc17c3:je:1	target=100.0%, ip=100.0%, ok:72
94	0x8bd69	c3dbc73186689cb3	static_validated	0/444 unknown branches (0.0%): 	0/444 unknown branches (0.0%): 	71	100.0	100.0	71	100.0	71=(mask32(u16_1 ^ (mask32((mask32((mask32(state0 & (mask32((mask32(flags0 ^ (mask32(state0 + 0x551fa912)))) & 0x7af574e5)))) + (mask32(flags0 ^ (mask32(state0 + 0x551fa912)))))) | 0x23f8268c)))) & 0xffff	71=0x5	b0=enum8(0x8b:64,0x19:10,0x57:4,0xa1:3,0x01:3,0xd9:3);b1=enum7(0xa6:68,0x3e:10,0x3d:3,0xbe:3,0xc6:3,0xe7:3);b2=enum6(0xeb:67,0xa2:10,0x32:6,0x2b:4,0x6b:3,0x29:1);b3=0x3d;b4=0x01	0x8bdd1: state and= state0 & flags0 ^ state0 + 0x551fa912 & 0x7af574e5 | 0x8c094: state add= state0 & flags0 ^ state0 + 0x551fa912 & 0x7af574e5 + flags0 ^ state0 + 0x551fa912 | 0x8c0a2: state or= state0 & flags0 ^ state0 + 0x551fa912 & 0x7af574e5 + flags0 ^ state0 + 0x551fa912 | 0x23f8268c | 0x8c3dc: state sub= state0 & flags0 ^ state0 + 0x551fa912 & 0x7af574e5 + flags0 ^ state0 + 0x551fa912 | 0x23f8268c - u16_1 ^ state0 & flags0 ^ state0 + 0x551fa912 & 0x7af574e5 + flags0 ^ state0 + 0x551fa912 | 0x23f8268c	0x8bd85: flags xor= flags0 ^ state0 + 0x551fa912 | 0x8c0c7: flags or= flags0 ^ state0 + 0x551fa912 | state0 & flags0 ^ state0 + 0x551fa912 & 0x7af574e5 + flags0 ^ state0 + 0x551fa912 | 0x23f8268c & 0x55f7e727 | 0x8c102: flags and= flags0 ^ state0 + 0x551fa912 | state0 & flags0 ^ state0 + 0x551fa912 & 0x7af574e5 + flags0 ^ state0 + 0x551fa912 | 0x23f8268c & 0x55f7e727 & 0x7dbf9a82 | 0x8c112: flags add= flags0 ^ state0 + 0x551fa912 | state0 & flags0 ^ state0 + 0x551fa912 & 0x7af574e5 + flags0 ^ state0 + 0x551fa912 | 0x23f8268c & 0x55f7e727 & 0x7dbf9a82 + 0x17476b81 | 0x8c299: flags or= flags0 ^ state0 + 0x551fa912 | s...#276a387c0e01	173@0x9ba74:68,160@0x994cf:3	0x8bfbc:jne:1;0x8bfc9:jne:1;0x8bff0:jne:0;0x8c003:jne:1;0x8c0f2:je:0;0x8c1e9:je:0	target=100.0%, ip=100.0%, ok:71
250	0xac802	2a741755722e5bae	static_validated	72/216 unknown branches (33.3%): unknown_frame_field:72	0/216 unknown branches (0.0%): 	71	100.0	100.0	71	100.0	71=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32((mask32(state0 ^ flags0)) + flags0)) ^ (mask32(flags0 | 0x75c2d7ad)))) + 0x3d28c7fc)) - 0xb911f97)))) + 0x71ad6fc6)) & 0xffff	71=0x3	b0=0x62;b1=enum6(0xd8:64,0x9e:4,0x99:3,0xf9:2,0x12:1,0x28:1);b2=enum6(0xc4:64,0x09:4,0x77:3,0x01:2,0x52:1,0x14:1)	0xac83a: state xor= state0 ^ flags0 | 0xac96b: state add= state0 ^ flags0 + flags0 | 0xac994: state xor= state0 ^ flags0 + flags0 ^ flags0 | 0x75c2d7ad | 0xac9b5: state add= state0 ^ flags0 + flags0 ^ flags0 | 0x75c2d7ad + 0x3d28c7fc | ...1 omitted... | 0xacb66: state or= state0 ^ flags0 + flags0 ^ flags0 | 0x75c2d7ad + 0x3d28c7fc - 0xb911f97 | u16_1 - state0 ^ flags0 + flags0 ^ flags0 | 0x75c2d7ad + 0x3d28c7fc - 0xb911f97 + 0x71ad6fc6	0xac9ff: flags and= flags0 & 0x68a0e4da | 0xaca0f: flags add= flags0 & 0x68a0e4da + 0x40c8070a | 0xaca4e: flags sub= flags0 & 0x68a0e4da + 0x40c8070a - 0x1d26ca9d | 0xaca5f: flags sub= flags0 & 0x68a0e4da + 0x40c8070a - 0x1d26ca9d - 0xc88b898	43@0x8173d:68,196@0x9fbcd:3	0xac869:je:0;0xac9ef:je:1;0xaca3e:je:1	target=100.0%, ip=100.0%, ok:71
140	0x94e5a	6bc8436c10d6a24d	static_validated	256/768 unknown branches (33.3%): live_in_reg:128,unknown_frame_field:128	0/768 unknown branches (0.0%): 	70	100.0	100.0	14	100.0	14=(mask32((mask32(u16_0 ^ (mask32(state0 - (mask32((mask32((mask32(flags0 - 0x6f549f79)) - (mask32(state0 | 0xf17c331)))) | 0x16a9ca8c)))))) ^ 0x6e089feb)) & 0xffff	14=0x6	b0=var143(top=0xce:6.8%);b1=var148(top=0xab:8.5%);b2=var158(top=0x2b:7.0%);b3=var152(top=0x45:12.9%);b4=var146(top=0xf3:6.9%);b5=var145(top=0x79:6.8%)	0x94fa4: state sub= state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c | 0x9516f: state add= state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c + u16_0 ^ state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c ^ 0x6e089feb	0x94e9f: flags sub= flags0 - 0x6f549f79 | 0x94ecd: flags sub= flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x94f47: flags or= flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c | 0x9500f: flags xor= flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c ^ 0x5484fb1d | ...2 omitted... | 0x9506c: flags add= flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c ^ 0x5484fb1d + 0x1682fe55 | 0x6dd09c45 + 0x71b87f18	340@0xbf435:15,199@0xa0631:11,258@0xadf2c:6,189@0x9e7af:4,319@0xba72f:4,172@0x9b68a:3,192@0x9f00a:3,337@0xbec0e:3	0x94e85:je:0;0x94f11:je:0;0x94fab:je:0;0x94fdd:je:0;0x95000:je:1;0x9504c:je:1	target=100.0%, ip=100.0%, ok:70
179	0x9ca8d	46e84a014b0ff9a5	static_validated	0/768 unknown branches (0.0%): 	0/768 unknown branches (0.0%): 	70	100.0	100.0	68	100.0	68=(mask32((mask32(u16_1 - (mask32((mask32(state0 | flags0)) ^ (mask32(u16_3 ^ (mask32(flags0 + 0x7ef33dc5)))))))) - 0x263c3887)) & 0xffff	68=0x5	b0=enum4(0x3a:406,0x50:128,0x32:125,0x62:78);b1=var79(top=0x9e:21.0%);b2=var79(top=0x35:21.6%);b3=var62(top=0x64:17.6%);b4=var72(top=0xfe:17.0%)	0x9cb1c: state or= state0 | flags0 | 0x9cc89: state xor= state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 | 0x9cee7: state xor= state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 ^ u16_1 - state0 | flags0 ^ u16_3 ^ flags0 + 0x7ef33dc5 - 0x263c3887	0x9cb5d: flags add= flags0 + 0x7ef33dc5 | 0x9cca8: flags and= flags0 + 0x7ef33dc5 & 0x7f151ac8	18@0x7be9b:64,114@0x90319:3,99@0x8c99a:3	0x9cad3:je:0;0x9cc3c:je:0;0x9cd28:jne:0;0x9cd50:jne:1;0x9cd62:jne:1;0x9cd9f:jne:1	target=100.0%, ip=100.0%, ok:70
