entry	target	observation	events	delta	shape	constant_bytes	tail_site	static_stop	insns	relevant_ops	skeleton_hash	top_ops	dispatch_ops	dispatch_hash	decode_ops	decode_hash	top_targets	decode_signature	dispatch_skeleton	skeleton
317	0xba1e2	exact	537	+0x4	VVVV	-	0xba680	0xba690	256	41	311b29787e952820	RF+0x23/4:11,WF+0x170/4:9,RF+0x81/8:4,WF+0x23/4:4,RF+0xa/8:2,IPADV+0x2:1,RIP+0x2/2:1,WF+0x81/8:1,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,RF+0x170/4:1	10	131518123507e302	7	1a7fdca146ae9756	154@0x97ce6:139,70@0x8610e:125,28@0x7e390:34,282@0xb3128:32,330@0xbc9b8:29,52@0x833c7:28	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15	RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:sub;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:and;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x23/4:mov;WF+0x170/4:or;RF+0x81/8:mov;RF+0x23/4:mov;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x23/4:add;WF+0x170/4:xor;WF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:and;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:add;RF+0x23/4:mov;WF+0x170/4:or;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x23/4:mov;WF+0x170/4:xor;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15
318	0xba683	unobserved	0	-	-	-	0xbada2	0xbadb2	415	65	0caa7ecee98c2a20	RF+0xa/8:6,RF+0x23/4:6,WF+0x23/4:6,RF+0x170/4:5,WF+0x170/4:5,RF+0x0/8:4,RF+0x71/8:4,RF+0x81/8:4,IPADV+0x4:2,IPADV+0x0:2,RF+0x60/8:2,WF+0x71/8:2	10	a5d3d8acd05f68fa	7	ef590697b9125e58		IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8	RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;WF+0x1dc/4:mov;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:xor;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:or;RF+0x170/4:mov;RF+0x0/8:mov;WF+0x23/4:and;WF+0x0/8:mov;RF+0x71/8:xor;RF+0x23/4:mov;WF+0x170/4:and;RF+0x60/8:mov;WF+0x170/4:or;RF+0x81/8:mov;WF+0x60/8:mov;RF+0x81/8:mov;RF+0x0/8:mov;RF+0x23/4:mov;WF+0x170/4:or;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:xor;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x170/4:mov;RF+0x81/8:mov;WF+0x23/4:xor;RF+0x71/8:xor;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x81/8:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
319	0xba72f	exact	1850	+0x5	CCVVV	b0=0x3d,b1=0x01	0xbada2	0xbadb2	368	55	6698e476ba447061	RF+0x23/4:6,WF+0x23/4:6,RF+0x170/4:5,WF+0x170/4:5,RF+0x0/8:4,RF+0x71/8:4,RF+0x81/8:4,RF+0xa/8:3,RF+0x60/8:2,WF+0x71/8:2,WF+0x0/8:1,WF+0x60/8:1	10	a5d3d8acd05f68fa	7	ef590697b9125e58	173@0x9ba74:559,257@0xadbfd:324,144@0x95887:250,108@0x8f24b:207,198@0xa037e:186,160@0x994cf:161	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8	RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:xor;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:or;RF+0x170/4:mov;RF+0x0/8:mov;WF+0x23/4:and;WF+0x0/8:mov;RF+0x71/8:xor;RF+0x23/4:mov;WF+0x170/4:and;RF+0x60/8:mov;WF+0x170/4:or;RF+0x81/8:mov;WF+0x60/8:mov;RF+0x81/8:mov;RF+0x0/8:mov;RF+0x23/4:mov;WF+0x170/4:or;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:xor;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x170/4:mov;RF+0x81/8:mov;WF+0x23/4:xor;RF+0x71/8:xor;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x81/8:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
320	0xbada5	exact	2080	+0x5	VCCVV	b1=0x3d,b2=0x01	0xbb1db	0xbb1eb	239	41	0619972f3bdba10c	RF+0x0/8:5,RF+0x170/4:4,RF+0xa/8:4,RF+0x194/1:3,WF+0x170/4:3,RF+0x60/8:2,RF+0x23/4:2,WF+0x71/8:2,RF+0x71/8:2,WF+0x0/8:1,WF+0x60/8:1,RF+0x81/8:1	10	31468ee72b928e68	6	811e21bfce13a2d6	173@0x9ba74:379,198@0xa037e:371,256@0xad849:314,160@0x994cf:243,257@0xadbfd:234,352@0xc1ec4:226	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi;RF+0xa/8:mov	RF+0x0/8:mov;WF+0x0/8:mov;RF+0x194/1:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x60/8:mov;WF+0x60/8:mov;RF+0x23/4:mov;RF+0x0/8:mov;WF+0x170/4:and;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x71/8:xor;WF+0x170/4:sub;RF+0x81/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x71/8:mov;WF+0x71/8:mov;RF+0xa/8:mov;WF+0x170/4:sub;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi;RF+0xa/8:mov
321	0xbb1dd	central_or_long	97	+0xd	sampled	-	0xbb6e3	0xbb6f3	293	72	2a1e88b64197c65d	RF+0xa/8:13,RF+0x170/4:7,RF+0x0/8:5,IPADV+0x7:4,RIP+0x7/4:4,WF+0x170/4:4,IPADV+0x0:3,WF+0x23/4:3,RIP+0x0/1:2,IPADV+0x1:2,RIP+0x1/1:2,IPADV+0x2:2	10	88457c4e1846d4e9	7	d439fce099df7950	169@0x9af18:94,310@0xb8556:3	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:mov;RF+0xa/8:mov;IPADV+0x7;RIP+0x7/4:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/4:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/1:movzx;RF+0xa/8:mov;IPADV+0x7;RIP+0x7/4:add;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;RF+0xa/8:mov;IPADV+0x7;RIP+0x7/4:add;RF+0xa/8:mov;IPADV+0x7;RIP+0x7/4:mov;RF+0xa/8:mov;IPADV+0xb;RIP+0xb/2:mov;WF+0x1dc/4:mov;RF+0x170/4:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x0;RF+0x81/8:mov;RIP+0x0/2:movzx;RF+0x23/4:xor;WF+0x170/4:add;WF+0x23/4:sub;WF+0x60/8:mov;RF+0x194/1:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:xor;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x71/8:xor;WF+0x170/4:or;RF+0x71/8:xor;RF+0x170/4:sub;RF+0x0/8:cmp;WF+0x170/4:add;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
322	0xbb3c9	exact	1847	+0x4	VVVV	-	0xbb6e3	0xbb6f3	173	38	0a7682050c6911d4	RF+0x170/4:7,RF+0x0/8:5,WF+0x170/4:4,WF+0x23/4:3,RF+0xa/8:2,RF+0x23/4:2,RF+0x194/1:2,RF+0x71/8:2,IPADV+0x0:1,RF+0x81/8:1,RIP+0x0/2:1,WF+0x60/8:1	10	88457c4e1846d4e9	7	d439fce099df7950	91@0x8b6de:280,347@0xc088d:276,157@0x98a9a:257,183@0x9d495:172,337@0xbec0e:134,64@0x85059:98	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8	RF+0x170/4:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x0;RF+0x81/8:mov;RIP+0x0/2:movzx;RF+0x23/4:xor;WF+0x170/4:add;WF+0x23/4:sub;WF+0x60/8:mov;RF+0x194/1:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:xor;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x71/8:xor;WF+0x170/4:or;RF+0x71/8:xor;RF+0x170/4:sub;RF+0x0/8:cmp;WF+0x170/4:add;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
323	0xbb6e6	exact	1	+0x4	CCCC	b0=0x36,b1=0x01,b2=0x00,b3=0x00	0xbb8a8	0xbb8b8	103	22	53ae0d6861735e45	RF+0x23/4:5,WF+0x23/4:4,WF+0x170/4:2,RF+0x81/8:1,RF+0x170/4:1,RF+0x0/8:1,RF+0xa/8:1,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,TDYN:1,RTdyn/8:1	9	4be792cc77cd9a23	5	619c7eb6bef97657	310@0xb8556:1	IPADV+0x0;RIP+0x0/2:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax;RF+0x23/4:mov	RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:add;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:xor;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax;RF+0x23/4:mov
324	0xbb8aa	unobserved	0	-	-	-	0xbba0c	0xbba1c	86	24	6be7ffb038d032e6	RF+0xa/8:4,WF+0x170/4:2,RF+0x170/4:2,RF+0x23/4:1,RF+0x0/8:1,IPADV+0x4:1,IPADV+0x6:1,RIP+0x4/2:1,RIP+0x6/2:1,IPADV+0x2:1,RIP+0x2/2:1,IPADV+0x0:1	11	ece4a554569c8ff2	7	f3096d76c6106160		IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x60/8:mov	RF+0x23/4:mov;WF+0x170/4:add;RF+0x170/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x4;RF+0xa/8:mov;IPADV+0x6;RIP+0x4/2:movzx;RIP+0x6/2:movzx;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x60/8:mov
325	0xbba0f	unobserved	0	-	-	-	0xbc06b	0xbc07b	353	34	f07957c2dd7fac23	WF+0x170/4:5,RF+0x71/8:3,RF+0xa/8:3,RF+0x60/8:2,RF+0x81/8:2,RF+0x0/8:2,WF+0x71/8:2,WF+0x60/8:1,WF+0x0/8:1,RF+0x194/1:1,IPADV+0x2:1,RIP+0x2/1:1	9	ce4ff5d405e79bba	6	3a83110a22fa35f4		IPADV+0x3;RIP+0x3/2:movzx;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	RF+0x60/8:mov;WF+0x60/8:mov;RF+0x81/8:mov;WF+0x170/4:sub;RF+0x0/8:mov;WF+0x0/8:mov;WF+0x170/4:and;RF+0x71/8:xor;RF+0x81/8:mov;RF+0x71/8:xor;RF+0x0/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x23/4:mov;WF+0x170/4:sub;WF+0x170/4:sub;RF+0x71/8:mov;WF+0x71/8:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
326	0xbc06d	exact	70	+0x5	EEECC	b3=0x3d,b4=0x01	0xbc31d	0xbc32d	158	28	6d47e0004e8c7934	RF+0xa/8:4,RF+0x0/8:2,WF+0x170/4:2,IPADV+0x3:2,RIP+0x3/2:2,WF+0x71/8:2,WF+0x0/8:1,RF+0x81/8:1,RF+0x23/4:1,RF+0x194/1:1,RF+0x71/8:1,IPADV+0x0:1	9	46d69163fe75f6f6	6	fecdca0556058765	108@0x8f24b:57,352@0xc1ec4:13	IPADV+0x1;RIP+0x1/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13	RF+0x0/8:mov;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x0/8:mov;RF+0x23/4:mov;WF+0x170/4:and;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
327	0xbc320	unobserved	0	-	-	-	0xbc464	0xbc474	75	21	6c26a5b04976bec8	RF+0xa/8:4,WF+0x170/4:2,IPADV+0x2:1,IPADV+0x0:1,RIP+0x2/2:1,RIP+0x0/2:1,IPADV+0x6:1,RIP+0x6/2:1,RF+0x10f/8:1,IPADV+0x4:1,RIP+0x4/2:1,RF+0x170/4:1	11	2fbf0d93381abdd7	7	1717291544a0fa05		IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0x194/1:mov	RF+0xa/8:mov;RF+0xa/8:mov;IPADV+0x2;IPADV+0x0;RIP+0x2/2:movzx;WF+0x170/4:add;RIP+0x0/2:movzx;RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:movzx;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0x194/1:mov
328	0xbc466	unobserved	0	-	-	-	0xbc673	0xbc683	117	34	6474bab00299c76f	RF+0xa/8:8,IPADV+0x2:2,IPADV+0x9:2,RIP+0x2/2:2,RIP+0x9/2:2,RF+0x194/1:1,IPADV+0x4:1,RIP+0x4/2:1,RF+0x199/8:1,RF+0x23/4:1,IPADV+0x8:1,RIP+0x8/1:1	10	1516ea786c13a911	7	497eef6a4fbe79a5		IPADV+0x6;RIP+0x6/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x6;RF+0x10f/8:mov;RIP+0x6/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11	RF+0x194/1:mov;RF+0xa/8:mov;IPADV+0x2;RF+0xa/8:mov;IPADV+0x9;RIP+0x2/2:movzx;RIP+0x9/2:movzx;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;RF+0x199/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:movzx;RF+0x23/4:mov;RF+0xa/8:mov;IPADV+0x8;RIP+0x8/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0xa/8:mov;IPADV+0x6;RF+0x10f/8:mov;RIP+0x6/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11
329	0xbc676	unobserved	0	-	-	-	0xbc9b6	0xbc9c6	187	30	9fb2d7b17a5026f8	RF+0xa/8:4,RF+0x0/8:3,WF+0x170/4:3,IPADV+0x3:2,RIP+0x3/2:2,WF+0x71/8:2,RF+0x170/4:1,WF+0x0/8:1,RF+0x194/1:1,IPADV+0x0:1,RIP+0x0/1:1,RF+0x71/8:1	10	e055dc52d83c6325	6	15f30240226a9509		IPADV+0x1;RIP+0x1/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x10f/8:mov;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx;RF+0x23/4:mov	RF+0x170/4:xor;RF+0x0/8:cmp;WF+0x170/4:xor;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x0/8:mov;WF+0x170/4:xor;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0x71/8:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x10f/8:mov;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx;RF+0x23/4:mov
330	0xbc9b8	exact	316	+0x5	VVEVV	-	0xbcfc5	0xbcfd5	328	53	effb3e71d6cba762	WF+0x23/4:12,RF+0x170/4:10,RF+0x23/4:4,WF+0x170/4:4,RF+0x0/8:4,RF+0x81/8:3,RF+0xa/8:3,WF+0x16f/1:1,IPADV+0x3:1,RIP+0x3/2:1,IPADV+0x2:1,RIP+0x2/1:1	9	1be34c2be5af31f5	6	21372d20aa70b7c1	260@0xae90b:91,18@0x7be9b:68,140@0x94e5a:25,66@0x855ff:13,122@0x9170d:12,291@0xb4edd:10	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15	RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:or;WF+0x170/4:or;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:or;RF+0x170/4:mov;WF+0x23/4:or;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:or;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x170/4:or;RF+0x0/8:cmp;WF+0x170/4:and;WF+0x16f/1:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:xor;RF+0x23/4:xor;WF+0x23/4:or;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:mov;WF+0x0/8:mov;RF+0x170/4:mov;WF+0x23/4:xor;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x170/4:mov;WF+0x23/4:xor;RF+0x170/4:mov;WF+0x23/4:xor;RF+0x170/4:mov;WF+0x23/4:sub;WF+0x170/4:xor;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15
331	0xbcfc8	exact	157	+0x3	EEE	-	0xbd36a	0xbd37a	203	39	f9ac5a7778aa405b	WF+0x170/4:7,RF+0x23/4:5,RF+0x81/8:5,RF+0x0/8:3,RF+0x71/8:3,RF+0xa/8:2,RF+0x170/4:2,IPADV+0x2:1,RIP+0x2/1:1,WF+0xe1/1:1,WF+0x23/4:1,RF+0x194/1:1	10	e2f089aca69790d5	7	1a7fdca146ae9756	340@0xbf435:125,196@0x9fbcd:25,99@0x8c99a:3,222@0xa5f3c:1,168@0x9aa83:1,333@0xbd8af:1	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13	WF+0x170/4:and;RF+0x23/4:mov;WF+0x170/4:add;RF+0x81/8:mov;RF+0x23/4:mov;RF+0x23/4:mov;WF+0x170/4:and;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:mov;RF+0x23/4:mov;WF+0x170/4:add;WF+0xe1/1:mov;RF+0x23/4:mov;WF+0x23/4:xor;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x0/8:cmp;RF+0x81/8:mov;WF+0x170/4:add;RF+0x71/8:xor;WF+0x170/4:or;RF+0x81/8:mov;RF+0x71/8:xor;RF+0x81/8:mov;RF+0x71/8:xor;RF+0x194/1:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
